RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,19,8210,79,64,0,2,4,8,6.mid,experiment,1
2,21,8468,78,64,0,2,4,8,6.mid,experiment,1
3,23,8704,79,64,0,2,4,8,6.mid,experiment,1
4,25,9054,76,64,0,2,4,8,6.mid,experiment,1
5,26,9106,72,64,0,2,4,8,6.mid,experiment,1
6,28,9328,67,64,0,2,4,8,6.mid,experiment,1
7,30,9596,67,64,0,2,4,8,6.mid,experiment,1
8,32,9908,67,64,0,2,4,8,6.mid,experiment,1
9,35,10509,79,64,0,2,4,8,6.mid,experiment,1
10,37,10787,78,64,0,2,4,8,6.mid,experiment,1
11,39,11106,79,64,0,2,4,8,6.mid,experiment,1
12,41,11351,76,64,0,2,4,8,6.mid,experiment,1
13,43,11733,72,64,0,2,4,8,6.mid,experiment,1
14,45,11910,76,64,0,2,4,8,6.mid,experiment,1
15,47,12149,79,64,0,2,4,8,6.mid,experiment,1
16,49,12462,84,64,0,2,4,8,6.mid,experiment,1
17,50,12599,83,64,0,2,4,8,6.mid,experiment,1
18,52,12705,81,64,0,2,4,8,6.mid,experiment,1
19,54,12971,81,64,0,2,4,8,6.mid,experiment,1
20,56,13232,81,64,0,2,4,8,6.mid,experiment,1
21,59,13818,83,64,0,2,4,8,6.mid,experiment,1
22,61,14130,81,64,0,2,4,8,6.mid,experiment,1
23,63,14568,84,64,0,2,4,8,6.mid,experiment,1
24,65,14680,81,64,0,2,4,8,6.mid,experiment,1
25,67,,78,,0,2,4,8,6.mid,experiment,1
26,68,,79,,0,2,4,8,6.mid,experiment,1
27,70,15262,79,64,0,2,4,8,6.mid,experiment,1
28,72,16258,79,64,0,2,4,8,6.mid,experiment,1
29,74,16776,77,64,0,2,4,8,6.mid,experiment,1
30,76,17036,77,64,0,2,4,8,6.mid,experiment,1
31,78,17316,76,64,0,2,4,8,6.mid,experiment,1
32,80,17603,76,64,0,2,4,8,6.mid,experiment,1
33,82,18484,74,64,0,2,4,8,6.mid,experiment,1
34,84,19314,79,64,0,2,4,8,6.mid,experiment,1
35,86,19810,77,64,0,2,4,8,6.mid,experiment,1
36,88,20171,76,64,0,2,4,8,6.mid,experiment,1
37,90,20456,76,64,0,2,4,8,6.mid,experiment,1
38,92,20726,76,64,0,2,4,8,6.mid,experiment,1
39,94,20994,76,64,0,2,4,8,6.mid,experiment,1
40,97,21693,81,64,0,2,4,8,6.mid,experiment,1
41,99,21901,77,64,0,2,4,8,6.mid,experiment,1
42,101,22124,76,64,0,2,4,8,6.mid,experiment,1
43,103,22464,74,64,0,2,4,8,6.mid,experiment,1
44,105,22709,76,64,0,2,4,8,6.mid,experiment,1
45,107,23031,79,64,0,2,4,8,6.mid,experiment,1
46,109,23202,74,64,0,2,4,8,6.mid,experiment,1
47,110,23258,71,64,0,2,4,8,6.mid,experiment,1
48,112,23506,72,64,0,2,4,8,6.mid,experiment,1
49,114,23774,72,64,0,2,4,8,6.mid,experiment,1
50,116,24046,74,64,0,2,4,8,6.mid,experiment,1
51,118,24307,74,64,0,2,4,8,6.mid,experiment,1
52,120,25156,76,64,0,2,4,8,6.mid,experiment,1
53,122,25673,65,64,0,2,4,8,6.mid,experiment,1
54,124,25972,65,64,0,2,4,8,6.mid,experiment,1
55,126,26229,64,64,0,2,4,8,6.mid,experiment,1
56,128,26514,64,64,0,2,4,8,6.mid,experiment,1
57,130,27377,62,64,0,2,4,8,6.mid,experiment,1
58,132,27928,67,64,0,2,4,8,6.mid,experiment,1
59,134,28192,67,64,0,2,4,8,6.mid,experiment,1
60,136,28475,71,64,0,2,4,8,6.mid,experiment,1
61,138,28770,71,64,0,2,4,8,6.mid,experiment,1
62,140,29000,72,64,0,2,4,8,6.mid,experiment,1
63,142,29283,72,64,0,2,4,8,6.mid,experiment,1
64,144,29541,73,64,0,2,4,8,6.mid,experiment,1
65,146,29805,73,64,0,2,4,8,6.mid,experiment,1
66,148,30543,74,64,0,2,4,8,6.mid,experiment,1
67,150,31109,77,64,0,2,4,8,6.mid,experiment,1
68,152,31645,76,64,0,2,4,8,6.mid,experiment,1
69,154,32085,74,64,0,2,4,8,6.mid,experiment,1
70,156,32586,72,64,0,2,4,8,6.mid,experiment,1
71,158,33173,84,64,0,2,4,8,6.mid,experiment,1
72,160,34308,84,64,0,2,4,8,6.mid,experiment,1
1,19,8282,79,64,0,2,4,16,15.mid,experiment,1
2,21,8529,78,64,0,2,4,16,15.mid,experiment,1
3,23,8809,79,64,0,2,4,16,15.mid,experiment,1
4,25,9215,76,64,0,2,4,16,15.mid,experiment,1
5,26,9298,72,64,0,2,4,16,15.mid,experiment,1
6,28,9440,67,64,0,2,4,16,15.mid,experiment,1
7,30,9724,67,64,0,2,4,16,15.mid,experiment,1
8,32,10004,67,64,0,2,4,16,15.mid,experiment,1
9,35,10536,79,64,0,2,4,16,15.mid,experiment,1
10,37,10872,78,64,0,2,4,16,15.mid,experiment,1
11,39,11108,79,64,0,2,4,16,15.mid,experiment,1
12,41,11390,76,64,0,2,4,16,15.mid,experiment,1
13,43,11818,72,64,0,2,4,16,15.mid,experiment,1
14,45,11921,76,64,0,2,4,16,15.mid,experiment,1
15,47,12151,79,64,0,2,4,16,15.mid,experiment,1
16,49,12476,84,64,0,2,4,16,15.mid,experiment,1
17,50,12686,83,64,0,2,4,16,15.mid,experiment,1
18,52,12736,81,64,0,2,4,16,15.mid,experiment,1
19,54,13004,81,64,0,2,4,16,15.mid,experiment,1
20,56,13268,81,64,0,2,4,16,15.mid,experiment,1
21,59,13864,83,64,0,2,4,16,15.mid,experiment,1
22,61,14112,81,64,0,2,4,16,15.mid,experiment,1
23,63,14436,84,64,0,2,4,16,15.mid,experiment,1
24,65,14678,81,64,0,2,4,16,15.mid,experiment,1
25,67,,78,,0,2,4,16,15.mid,experiment,1
26,68,,79,,0,2,4,16,15.mid,experiment,1
27,70,15229,79,64,0,2,4,16,15.mid,experiment,1
28,72,16276,79,64,0,2,4,16,15.mid,experiment,1
29,74,16876,77,64,0,2,4,16,15.mid,experiment,1
30,76,17145,77,64,0,2,4,16,15.mid,experiment,1
31,78,17436,76,64,0,2,4,16,15.mid,experiment,1
32,80,17722,76,64,0,2,4,16,15.mid,experiment,1
33,82,18544,74,64,0,2,4,16,15.mid,experiment,1
34,84,19353,79,64,0,2,4,16,15.mid,experiment,1
35,86,19888,77,64,0,2,4,16,15.mid,experiment,1
36,88,20296,76,64,0,2,4,16,15.mid,experiment,1
37,90,20568,76,64,0,2,4,16,15.mid,experiment,1
38,92,20870,76,64,0,2,4,16,15.mid,experiment,1
39,94,21151,76,64,0,2,4,16,15.mid,experiment,1
40,97,21887,81,64,0,2,4,16,15.mid,experiment,1
41,99,22079,77,64,0,2,4,16,15.mid,experiment,1
42,101,22246,76,64,0,2,4,16,15.mid,experiment,1
43,103,22591,74,64,0,2,4,16,15.mid,experiment,1
44,105,22842,76,64,0,2,4,16,15.mid,experiment,1
45,107,23170,79,64,0,2,4,16,15.mid,experiment,1
46,109,23344,74,64,0,2,4,16,15.mid,experiment,1
47,110,23394,71,64,0,2,4,16,15.mid,experiment,1
48,112,23657,72,64,0,2,4,16,15.mid,experiment,1
49,114,23914,72,64,0,2,4,16,15.mid,experiment,1
50,116,24194,74,64,0,2,4,16,15.mid,experiment,1
51,118,24486,74,64,0,2,4,16,15.mid,experiment,1
52,120,25300,76,64,0,2,4,16,15.mid,experiment,1
53,122,25851,65,64,0,2,4,16,15.mid,experiment,1
54,124,26116,65,64,0,2,4,16,15.mid,experiment,1
55,126,26420,64,64,0,2,4,16,15.mid,experiment,1
56,128,26696,64,64,0,2,4,16,15.mid,experiment,1
57,130,27558,62,64,0,2,4,16,15.mid,experiment,1
58,132,28140,67,64,0,2,4,16,15.mid,experiment,1
59,134,28419,67,64,0,2,4,16,15.mid,experiment,1
60,136,28726,71,64,0,2,4,16,15.mid,experiment,1
61,138,28951,71,64,0,2,4,16,15.mid,experiment,1
62,140,29240,72,64,0,2,4,16,15.mid,experiment,1
63,142,29512,72,64,0,2,4,16,15.mid,experiment,1
64,144,29812,73,64,0,2,4,16,15.mid,experiment,1
65,146,30064,73,64,0,2,4,16,15.mid,experiment,1
66,148,30838,74,64,0,2,4,16,15.mid,experiment,1
67,150,31412,77,64,0,2,4,16,15.mid,experiment,1
68,152,31938,76,64,0,2,4,16,15.mid,experiment,1
69,154,32406,74,64,0,2,4,16,15.mid,experiment,1
70,156,33113,72,64,0,2,4,16,15.mid,experiment,1
71,158,33466,84,64,0,2,4,16,15.mid,experiment,1
72,160,34730,84,64,0,2,4,16,15.mid,experiment,1
1,19,8147,79,64,0,2,5,5,12.mid,experiment,1
2,21,8429,78,64,0,2,5,5,12.mid,experiment,1
3,23,8662,79,64,0,2,5,5,12.mid,experiment,1
4,25,8995,76,64,0,2,5,5,12.mid,experiment,1
5,26,9167,72,64,0,2,5,5,12.mid,experiment,1
6,28,9321,67,64,0,2,5,5,12.mid,experiment,1
7,30,9587,67,64,0,2,5,5,12.mid,experiment,1
8,32,9845,67,64,0,2,5,5,12.mid,experiment,1
9,35,10430,79,64,0,2,5,5,12.mid,experiment,1
10,37,10729,78,64,0,2,5,5,12.mid,experiment,1
11,39,11003,79,64,0,2,5,5,12.mid,experiment,1
12,41,11264,76,64,0,2,5,5,12.mid,experiment,1
13,43,11555,72,64,0,2,5,5,12.mid,experiment,1
14,45,11826,76,64,0,2,5,5,12.mid,experiment,1
15,47,12058,79,64,0,2,5,5,12.mid,experiment,1
16,49,12413,84,64,0,2,5,5,12.mid,experiment,1
17,50,12656,83,64,0,2,5,5,12.mid,experiment,1
18,52,12712,81,64,0,2,5,5,12.mid,experiment,1
19,54,12968,81,64,0,2,5,5,12.mid,experiment,1
20,56,13235,81,64,0,2,5,5,12.mid,experiment,1
21,59,13815,83,64,0,2,5,5,12.mid,experiment,1
22,61,14061,81,64,0,2,5,5,12.mid,experiment,1
23,63,14350,84,64,0,2,5,5,12.mid,experiment,1
24,65,14624,81,64,0,2,5,5,12.mid,experiment,1
25,67,14884,78,64,0,2,5,5,12.mid,experiment,1
26,68,14950,79,64,0,2,5,5,12.mid,experiment,1
27,70,15472,79,64,0,2,5,5,12.mid,experiment,1
28,72,16416,79,64,0,2,5,5,12.mid,experiment,1
29,74,17002,77,64,0,2,5,5,12.mid,experiment,1
30,76,17275,77,64,0,2,5,5,12.mid,experiment,1
31,78,17577,76,64,0,2,5,5,12.mid,experiment,1
32,80,17860,76,64,0,2,5,5,12.mid,experiment,1
33,82,18721,74,64,0,2,5,5,12.mid,experiment,1
34,85,19987,79,64,0,2,5,5,12.mid,experiment,1
35,87,20544,77,64,0,2,5,5,12.mid,experiment,1
36,88,20577,76,64,0,2,5,5,12.mid,experiment,1
37,90,20852,76,64,0,2,5,5,12.mid,experiment,1
38,92,21125,76,64,0,2,5,5,12.mid,experiment,1
39,94,21399,76,64,0,2,5,5,12.mid,experiment,1
40,97,22037,81,64,0,2,5,5,12.mid,experiment,1
41,99,22300,77,64,0,2,5,5,12.mid,experiment,1
42,101,22525,76,64,0,2,5,5,12.mid,experiment,1
43,103,22825,74,64,0,2,5,5,12.mid,experiment,1
44,105,23176,76,64,0,2,5,5,12.mid,experiment,1
45,107,23480,79,64,0,2,5,5,12.mid,experiment,1
46,109,23613,74,64,0,2,5,5,12.mid,experiment,1
47,111,,71,6,0,2,5,5,12.mid,experiment,1
48,112,,72,,0,2,5,5,12.mid,experiment,1
49,114,24167,72,64,0,2,5,5,12.mid,experiment,1
50,116,24453,74,64,0,2,5,5,12.mid,experiment,1
51,118,24732,74,64,0,2,5,5,12.mid,experiment,1
52,120,25564,76,64,0,2,5,5,12.mid,experiment,1
53,122,26267,65,64,0,2,5,5,12.mid,experiment,1
54,124,26553,65,64,0,2,5,5,12.mid,experiment,1
55,126,26814,64,64,0,2,5,5,12.mid,experiment,1
56,128,27093,64,64,0,2,5,5,12.mid,experiment,1
57,130,27948,62,64,0,2,5,5,12.mid,experiment,1
58,132,28570,67,64,0,2,5,5,12.mid,experiment,1
59,134,28861,67,64,0,2,5,5,12.mid,experiment,1
60,136,29112,71,64,0,2,5,5,12.mid,experiment,1
61,138,29398,71,64,0,2,5,5,12.mid,experiment,1
62,140,29666,72,64,0,2,5,5,12.mid,experiment,1
63,142,29939,72,64,0,2,5,5,12.mid,experiment,1
64,144,30213,73,64,0,2,5,5,12.mid,experiment,1
65,146,30504,73,64,0,2,5,5,12.mid,experiment,1
66,149,31392,74,64,0,2,5,5,12.mid,experiment,1
67,151,32007,77,64,0,2,5,5,12.mid,experiment,1
68,153,32544,76,64,0,2,5,5,12.mid,experiment,1
69,155,33072,74,64,0,2,5,5,12.mid,experiment,1
70,157,33701,72,64,0,2,5,5,12.mid,experiment,1
71,158,33872,84,64,0,2,5,5,12.mid,experiment,1
72,160,35170,84,64,0,2,5,5,12.mid,experiment,1
1,19,8180,79,64,0,2,5,13,4.mid,experiment,1
2,21,8423,78,64,0,2,5,13,4.mid,experiment,1
3,23,8718,79,64,0,2,5,13,4.mid,experiment,1
4,25,9033,76,64,0,2,5,13,4.mid,experiment,1
5,26,9238,72,64,0,2,5,13,4.mid,experiment,1
6,28,9338,67,64,0,2,5,13,4.mid,experiment,1
7,30,9624,67,64,0,2,5,13,4.mid,experiment,1
8,32,9889,67,64,0,2,5,13,4.mid,experiment,1
9,35,10444,79,64,0,2,5,13,4.mid,experiment,1
10,37,10771,78,64,0,2,5,13,4.mid,experiment,1
11,39,11036,79,64,0,2,5,13,4.mid,experiment,1
12,41,11307,76,64,0,2,5,13,4.mid,experiment,1
13,43,11617,72,64,0,2,5,13,4.mid,experiment,1
14,45,11873,76,64,0,2,5,13,4.mid,experiment,1
15,47,12104,79,64,0,2,5,13,4.mid,experiment,1
16,49,12485,84,64,0,2,5,13,4.mid,experiment,1
17,50,12704,83,64,0,2,5,13,4.mid,experiment,1
18,52,12750,81,64,0,2,5,13,4.mid,experiment,1
19,54,13026,81,64,0,2,5,13,4.mid,experiment,1
20,56,13298,81,64,0,2,5,13,4.mid,experiment,1
21,59,13876,83,64,0,2,5,13,4.mid,experiment,1
22,61,14135,81,64,0,2,5,13,4.mid,experiment,1
23,63,14463,84,64,0,2,5,13,4.mid,experiment,1
24,65,14720,81,64,0,2,5,13,4.mid,experiment,1
25,67,14990,78,64,0,2,5,13,4.mid,experiment,1
26,68,15096,79,64,0,2,5,13,4.mid,experiment,1
27,70,15574,79,64,0,2,5,13,4.mid,experiment,1
28,72,16509,79,64,0,2,5,13,4.mid,experiment,1
29,74,17201,77,64,0,2,5,13,4.mid,experiment,1
30,76,17480,77,64,0,2,5,13,4.mid,experiment,1
31,78,17762,76,64,0,2,5,13,4.mid,experiment,1
32,80,18060,76,64,0,2,5,13,4.mid,experiment,1
33,82,18890,74,64,0,2,5,13,4.mid,experiment,1
34,85,20151,79,64,0,2,5,13,4.mid,experiment,1
35,87,,77,,0,2,5,13,4.mid,experiment,1
36,88,,76,,0,2,5,13,4.mid,experiment,1
37,90,21032,76,64,0,2,5,13,4.mid,experiment,1
38,92,21308,76,64,0,2,5,13,4.mid,experiment,1
39,94,21547,76,64,0,2,5,13,4.mid,experiment,1
40,97,22163,81,64,0,2,5,13,4.mid,experiment,1
41,99,22423,77,64,0,2,5,13,4.mid,experiment,1
42,101,22677,76,64,0,2,5,13,4.mid,experiment,1
43,103,23012,74,64,0,2,5,13,4.mid,experiment,1
44,105,23288,76,64,0,2,5,13,4.mid,experiment,1
45,107,23526,79,64,0,2,5,13,4.mid,experiment,1
46,108,23755,74,64,0,2,5,13,4.mid,experiment,1
47,110,23927,71,64,0,2,5,13,4.mid,experiment,1
48,112,24106,72,64,0,2,5,13,4.mid,experiment,1
49,114,24369,72,64,0,2,5,13,4.mid,experiment,1
50,116,24649,74,64,0,2,5,13,4.mid,experiment,1
51,118,24923,74,64,0,2,5,13,4.mid,experiment,1
52,120,25791,76,64,0,2,5,13,4.mid,experiment,1
53,122,26442,65,64,0,2,5,13,4.mid,experiment,1
54,124,26726,65,64,0,2,5,13,4.mid,experiment,1
55,126,27008,64,64,0,2,5,13,4.mid,experiment,1
56,128,27315,64,64,0,2,5,13,4.mid,experiment,1
57,130,28144,62,64,0,2,5,13,4.mid,experiment,1
58,132,28776,67,64,0,2,5,13,4.mid,experiment,1
59,134,29047,67,64,0,2,5,13,4.mid,experiment,1
60,136,29325,71,64,0,2,5,13,4.mid,experiment,1
61,138,29609,71,64,0,2,5,13,4.mid,experiment,1
62,140,29870,72,64,0,2,5,13,4.mid,experiment,1
63,142,30121,72,64,0,2,5,13,4.mid,experiment,1
64,144,30416,73,64,0,2,5,13,4.mid,experiment,1
65,146,30666,73,64,0,2,5,13,4.mid,experiment,1
66,149,31522,74,64,0,2,5,13,4.mid,experiment,1
67,150,32058,77,64,0,2,5,13,4.mid,experiment,1
68,153,32706,76,64,0,2,5,13,4.mid,experiment,1
69,154,33235,74,64,0,2,5,13,4.mid,experiment,1
70,156,33797,72,64,0,2,5,13,4.mid,experiment,1
71,158,33956,84,64,0,2,5,13,4.mid,experiment,1
72,160,35379,84,64,0,2,5,13,4.mid,experiment,1
1,19,8183,79,64,0,2,7,12,3.mid,experiment,1
2,21,8638,78,64,0,2,7,12,3.mid,experiment,1
3,23,8725,79,64,0,2,7,12,3.mid,experiment,1
4,25,,76,,0,2,7,12,3.mid,experiment,1
5,26,,72,,0,2,7,12,3.mid,experiment,1
6,28,9326,67,64,0,2,7,12,3.mid,experiment,1
7,30,9595,67,64,0,2,7,12,3.mid,experiment,1
8,32,9881,67,64,0,2,7,12,3.mid,experiment,1
9,35,10466,79,64,0,2,7,12,3.mid,experiment,1
10,37,10759,78,64,0,2,7,12,3.mid,experiment,1
11,39,11029,79,64,0,2,7,12,3.mid,experiment,1
12,40,11236,76,64,0,2,7,12,3.mid,experiment,1
13,43,11593,72,64,0,2,7,12,3.mid,experiment,1
14,45,11880,76,64,0,2,7,12,3.mid,experiment,1
15,47,12108,79,64,0,2,7,12,3.mid,experiment,1
16,49,12432,84,64,0,2,7,12,3.mid,experiment,1
17,50,12523,83,64,0,2,7,12,3.mid,experiment,1
18,52,12732,81,64,0,2,7,12,3.mid,experiment,1
19,54,12993,81,64,0,2,7,12,3.mid,experiment,1
20,56,13286,81,64,0,2,7,12,3.mid,experiment,1
21,59,13873,83,64,0,2,7,12,3.mid,experiment,1
22,61,14110,81,64,0,2,7,12,3.mid,experiment,1
23,63,14381,84,64,0,2,7,12,3.mid,experiment,1
24,65,14708,81,64,0,2,7,12,3.mid,experiment,1
