RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Subcomponent1,Subcomponent2
3,20,9542,79,78,1,2,16,2,s,pre,0,Legato,Forte
4,22,9844,76,74,1,2,16,2,s,pre,0,Legato,Forte
5,25,10169,72,50,1,2,16,2,s,pre,0,Legato,Forte
9,33,11440,79,81,1,2,16,2,s,pre,0,Legato,Forte
10,34,11760,78,81,1,2,16,2,s,pre,0,Legato,Forte
11,37,12088,79,72,1,2,16,2,s,pre,0,Legato,Forte
12,38,12396,76,76,1,2,16,2,s,pre,0,Legato,Forte
13,40,12719,72,78,1,2,16,2,s,pre,0,Legato,Forte
14,42,13048,76,81,1,2,16,2,s,pre,0,Legato,Forte
15,44,13362,79,89,1,2,16,2,s,pre,0,Legato,Forte
16,46,13675,84,82,1,2,16,2,s,pre,0,Legato,Forte
17,48,14022,83,55,1,2,16,2,s,pre,0,Legato,Forte
21,57,15332,83,93,1,2,16,2,s,pre,0,Legato,Forte
22,58,15652,81,88,1,2,16,2,s,pre,0,Legato,Forte
23,60,15974,84,93,1,2,16,2,s,pre,0,Legato,Forte
24,62,16294,81,90,1,2,16,2,s,pre,0,Legato,Forte
25,64,16634,78,98,1,2,16,2,s,pre,0,Legato,Forte
26,66,16958,79,85,1,2,16,2,s,pre,0,Legato,Forte
40,95,24646,81,86,1,2,16,2,s,pre,0,Legato,Forte
41,96,24986,77,88,1,2,16,2,s,pre,0,Legato,Forte
42,98,25296,76,81,1,2,16,2,s,pre,0,Legato,Forte
43,100,25618,74,86,1,2,16,2,s,pre,0,Legato,Forte
44,102,25948,76,88,1,2,16,2,s,pre,0,Legato,Forte
45,104,26258,79,91,1,2,16,2,s,pre,0,Legato,Forte
46,106,26588,74,86,1,2,16,2,s,pre,0,Legato,Forte
47,108,26921,71,80,1,2,16,2,s,pre,0,Legato,Forte
1,17,8499,79,76,1,2,17,1,s,pre,0,Legato,Forte
2,18,8838,78,85,1,2,17,1,s,pre,0,Legato,Forte
3,20,9129,79,95,1,2,17,1,s,pre,0,Legato,Forte
4,22,9423,76,95,1,2,17,1,s,pre,0,Legato,Forte
5,24,9741,72,85,1,2,17,1,s,pre,0,Legato,Forte
9,33,11011,79,84,1,2,17,1,s,pre,0,Legato,Forte
10,34,11315,78,96,1,2,17,1,s,pre,0,Legato,Forte
11,36,11611,79,101,1,2,17,1,s,pre,0,Legato,Forte
12,38,11907,76,87,1,2,17,1,s,pre,0,Legato,Forte
13,40,12191,72,91,1,2,17,1,s,pre,0,Legato,Forte
14,42,12497,76,103,1,2,17,1,s,pre,0,Legato,Forte
15,44,12793,79,96,1,2,17,1,s,pre,0,Legato,Forte
16,46,13084,84,96,1,2,17,1,s,pre,0,Legato,Forte
17,48,13413,83,81,1,2,17,1,s,pre,0,Legato,Forte
21,57,14599,83,85,1,2,17,1,s,pre,0,Legato,Forte
22,58,14902,81,103,1,2,17,1,s,pre,0,Legato,Forte
23,60,15211,84,99,1,2,17,1,s,pre,0,Legato,Forte
24,62,15501,81,89,1,2,17,1,s,pre,0,Legato,Forte
25,64,15809,78,81,1,2,17,1,s,pre,0,Legato,Forte
26,66,16102,79,87,1,2,17,1,s,pre,0,Legato,Forte
40,95,23232,81,74,1,2,17,1,s,pre,0,Legato,Forte
41,96,23520,77,87,1,2,17,1,s,pre,0,Legato,Forte
42,97,23800,76,91,1,2,17,1,s,pre,0,Legato,Forte
43,100,24084,74,93,1,2,17,1,s,pre,0,Legato,Forte
44,102,24389,76,89,1,2,17,1,s,pre,0,Legato,Forte
45,104,24674,79,83,1,2,17,1,s,pre,0,Legato,Forte
46,106,24969,74,89,1,2,17,1,s,pre,0,Legato,Forte
47,109,25264,71,70,1,2,17,1,s,pre,0,Legato,Forte
1,17,7896,79,84,1,2,17,2,s,pre,0,Legato,Forte
2,18,8236,78,83,1,2,17,2,s,pre,0,Legato,Forte
3,20,8520,79,91,1,2,17,2,s,pre,0,Legato,Forte
4,22,8818,76,94,1,2,17,2,s,pre,0,Legato,Forte
5,24,9120,72,70,1,2,17,2,s,pre,0,Legato,Forte
9,33,10344,79,82,1,2,17,2,s,pre,0,Legato,Forte
10,34,10633,78,87,1,2,17,2,s,pre,0,Legato,Forte
11,36,10923,79,93,1,2,17,2,s,pre,0,Legato,Forte
12,38,11232,76,81,1,2,17,2,s,pre,0,Legato,Forte
13,40,11536,72,79,1,2,17,2,s,pre,0,Legato,Forte
14,42,11824,76,91,1,2,17,2,s,pre,0,Legato,Forte
15,44,12126,79,98,1,2,17,2,s,pre,0,Legato,Forte
16,46,12422,84,100,1,2,17,2,s,pre,0,Legato,Forte
17,48,12740,83,89,1,2,17,2,s,pre,0,Legato,Forte
21,57,13959,83,89,1,2,17,2,s,pre,0,Legato,Forte
22,58,14260,81,97,1,2,17,2,s,pre,0,Legato,Forte
23,60,14566,84,94,1,2,17,2,s,pre,0,Legato,Forte
24,62,14846,81,89,1,2,17,2,s,pre,0,Legato,Forte
25,64,15142,78,81,1,2,17,2,s,pre,0,Legato,Forte
26,66,15428,79,81,1,2,17,2,s,pre,0,Legato,Forte
40,95,22494,81,79,1,2,17,2,s,pre,0,Legato,Forte
41,96,22812,77,81,1,2,17,2,s,pre,0,Legato,Forte
42,98,23117,76,81,1,2,17,2,s,pre,0,Legato,Forte
43,100,23384,74,88,1,2,17,2,s,pre,0,Legato,Forte
44,102,23706,76,88,1,2,17,2,s,pre,0,Legato,Forte
45,104,23980,79,82,1,2,17,2,s,pre,0,Legato,Forte
46,106,24282,74,95,1,2,17,2,s,pre,0,Legato,Forte
47,108,24574,71,88,1,2,17,2,s,pre,0,Legato,Forte
1,17,7831,79,77,1,2,18,1,s,pre,1,Legato,Forte
2,18,8129,78,78,1,2,18,1,s,pre,1,Legato,Forte
3,20,8436,79,81,1,2,18,1,s,pre,1,Legato,Forte
4,22,8727,76,76,1,2,18,1,s,pre,1,Legato,Forte
5,24,9040,72,84,1,2,18,1,s,pre,1,Legato,Forte
9,31,10243,79,63,1,2,18,1,s,pre,1,Legato,Forte
10,32,10528,78,85,1,2,18,1,s,pre,1,Legato,Forte
11,34,10807,79,89,1,2,18,1,s,pre,1,Legato,Forte
12,36,11098,76,68,1,2,18,1,s,pre,1,Legato,Forte
13,38,11371,72,73,1,2,18,1,s,pre,1,Legato,Forte
14,40,11653,76,80,1,2,18,1,s,pre,1,Legato,Forte
15,42,11934,79,88,1,2,18,1,s,pre,1,Legato,Forte
16,44,12195,84,91,1,2,18,1,s,pre,1,Legato,Forte
17,46,12478,83,84,1,2,18,1,s,pre,1,Legato,Forte
21,55,13563,83,76,1,2,18,1,s,pre,1,Legato,Forte
22,56,13827,81,91,1,2,18,1,s,pre,1,Legato,Forte
23,58,14085,84,94,1,2,18,1,s,pre,1,Legato,Forte
24,61,14354,81,87,1,2,18,1,s,pre,1,Legato,Forte
25,62,14640,78,74,1,2,18,1,s,pre,1,Legato,Forte
26,64,14892,79,79,1,2,18,1,s,pre,1,Legato,Forte
40,93,21252,81,74,1,2,18,1,s,pre,1,Legato,Forte
41,94,21503,77,82,1,2,18,1,s,pre,1,Legato,Forte
42,96,21769,76,81,1,2,18,1,s,pre,1,Legato,Forte
43,98,22015,74,88,1,2,18,1,s,pre,1,Legato,Forte
44,100,22296,76,86,1,2,18,1,s,pre,1,Legato,Forte
45,102,22542,79,86,1,2,18,1,s,pre,1,Legato,Forte
46,104,22806,74,81,1,2,18,1,s,pre,1,Legato,Forte
47,106,23047,71,71,1,2,18,1,s,pre,1,Legato,Forte
1,17,7850,79,77,1,2,18,2,s,pre,1,Legato,Forte
2,18,8135,78,79,1,2,18,2,s,pre,1,Legato,Forte
3,20,8418,79,89,1,2,18,2,s,pre,1,Legato,Forte
4,22,8698,76,75,1,2,18,2,s,pre,1,Legato,Forte
5,24,8986,72,87,1,2,18,2,s,pre,1,Legato,Forte
9,33,10123,79,73,1,2,18,2,s,pre,1,Legato,Forte
10,34,10389,78,79,1,2,18,2,s,pre,1,Legato,Forte
11,36,10663,79,84,1,2,18,2,s,pre,1,Legato,Forte
12,38,10932,76,65,1,2,18,2,s,pre,1,Legato,Forte
13,41,11201,72,71,1,2,18,2,s,pre,1,Legato,Forte
14,42,11476,76,79,1,2,18,2,s,pre,1,Legato,Forte
15,44,11759,79,90,1,2,18,2,s,pre,1,Legato,Forte
16,46,12022,84,88,1,2,18,2,s,pre,1,Legato,Forte
17,48,12309,83,82,1,2,18,2,s,pre,1,Legato,Forte
21,57,13393,83,87,1,2,18,2,s,pre,1,Legato,Forte
22,58,13644,81,76,1,2,18,2,s,pre,1,Legato,Forte
23,60,13929,84,88,1,2,18,2,s,pre,1,Legato,Forte
24,63,14177,81,74,1,2,18,2,s,pre,1,Legato,Forte
25,64,14479,78,82,1,2,18,2,s,pre,1,Legato,Forte
26,66,14730,79,78,1,2,18,2,s,pre,1,Legato,Forte
40,93,21046,81,64,1,2,18,2,s,pre,1,Legato,Forte
41,94,21291,77,79,1,2,18,2,s,pre,1,Legato,Forte
42,96,21568,76,81,1,2,18,2,s,pre,1,Legato,Forte
43,98,21819,74,89,1,2,18,2,s,pre,1,Legato,Forte
44,100,22092,76,81,1,2,18,2,s,pre,1,Legato,Forte
45,102,22341,79,80,1,2,18,2,s,pre,1,Legato,Forte
46,104,22602,74,77,1,2,18,2,s,pre,1,Legato,Forte
47,106,22854,71,69,1,2,18,2,s,pre,1,Legato,Forte
1,17,8879,79,75,1,2,19,1,s,pre,0,Legato,Forte
2,18,9129,78,83,1,2,19,1,s,pre,0,Legato,Forte
3,20,9402,79,86,1,2,19,1,s,pre,0,Legato,Forte
4,22,9651,76,83,1,2,19,1,s,pre,0,Legato,Forte
5,24,9910,72,89,1,2,19,1,s,pre,0,Legato,Forte
9,33,10971,79,84,1,2,19,1,s,pre,0,Legato,Forte
10,34,11228,78,98,1,2,19,1,s,pre,0,Legato,Forte
11,36,11491,79,91,1,2,19,1,s,pre,0,Legato,Forte
12,38,11731,76,89,1,2,19,1,s,pre,0,Legato,Forte
13,40,11972,72,95,1,2,19,1,s,pre,0,Legato,Forte
14,42,12227,76,96,1,2,19,1,s,pre,0,Legato,Forte
15,44,12457,79,99,1,2,19,1,s,pre,0,Legato,Forte
16,46,12701,84,97,1,2,19,1,s,pre,0,Legato,Forte
17,48,12950,83,85,1,2,19,1,s,pre,0,Legato,Forte
21,57,13967,83,106,1,2,19,1,s,pre,0,Legato,Forte
22,58,14205,81,106,1,2,19,1,s,pre,0,Legato,Forte
23,60,14456,84,106,1,2,19,1,s,pre,0,Legato,Forte
24,62,14689,81,91,1,2,19,1,s,pre,0,Legato,Forte
25,64,14938,78,104,1,2,19,1,s,pre,0,Legato,Forte
26,66,15209,79,87,1,2,19,1,s,pre,0,Legato,Forte
40,95,21239,81,87,1,2,19,1,s,pre,0,Legato,Forte
41,96,21475,77,96,1,2,19,1,s,pre,0,Legato,Forte
42,98,21716,76,98,1,2,19,1,s,pre,0,Legato,Forte
43,100,21953,74,95,1,2,19,1,s,pre,0,Legato,Forte
44,102,22206,76,106,1,2,19,1,s,pre,0,Legato,Forte
45,104,22442,79,91,1,2,19,1,s,pre,0,Legato,Forte
46,106,22685,74,96,1,2,19,1,s,pre,0,Legato,Forte
47,109,22932,71,76,1,2,19,1,s,pre,0,Legato,Forte
1,17,8502,79,85,1,2,19,2,s,pre,0,Legato,Forte
2,18,8749,78,93,1,2,19,2,s,pre,0,Legato,Forte
3,20,9003,79,90,1,2,19,2,s,pre,0,Legato,Forte
4,22,9248,76,81,1,2,19,2,s,pre,0,Legato,Forte
5,24,9499,72,86,1,2,19,2,s,pre,0,Legato,Forte
9,33,10496,79,80,1,2,19,2,s,pre,0,Legato,Forte
10,34,10751,78,91,1,2,19,2,s,pre,0,Legato,Forte
11,36,10999,79,96,1,2,19,2,s,pre,0,Legato,Forte
12,38,11248,76,91,1,2,19,2,s,pre,0,Legato,Forte
13,40,11499,72,96,1,2,19,2,s,pre,0,Legato,Forte
14,42,11743,76,94,1,2,19,2,s,pre,0,Legato,Forte
15,44,11986,79,91,1,2,19,2,s,pre,0,Legato,Forte
16,46,12214,84,95,1,2,19,2,s,pre,0,Legato,Forte
17,48,12446,83,91,1,2,19,2,s,pre,0,Legato,Forte
21,57,13424,83,103,1,2,19,2,s,pre,0,Legato,Forte
22,58,13669,81,104,1,2,19,2,s,pre,0,Legato,Forte
23,60,13909,84,103,1,2,19,2,s,pre,0,Legato,Forte
24,62,14148,81,99,1,2,19,2,s,pre,0,Legato,Forte
25,64,14402,78,98,1,2,19,2,s,pre,0,Legato,Forte
26,66,14639,79,98,1,2,19,2,s,pre,0,Legato,Forte
40,95,20487,81,91,1,2,19,2,s,pre,0,Legato,Forte
41,96,20733,77,103,1,2,19,2,s,pre,0,Legato,Forte
42,98,20980,76,103,1,2,19,2,s,pre,0,Legato,Forte
43,100,21206,74,98,1,2,19,2,s,pre,0,Legato,Forte
44,103,21445,76,104,1,2,19,2,s,pre,0,Legato,Forte
45,104,21681,79,87,1,2,19,2,s,pre,0,Legato,Forte
46,106,21916,74,96,1,2,19,2,s,pre,0,Legato,Forte
47,108,22146,71,84,1,2,19,2,s,pre,0,Legato,Forte
1,17,9851,79,55,1,2,20,2,s,pre,1,Legato,Forte
2,18,10195,78,72,1,2,20,2,s,pre,1,Legato,Forte
3,21,10481,79,76,1,2,20,2,s,pre,1,Legato,Forte
4,22,10758,76,72,1,2,20,2,s,pre,1,Legato,Forte
5,24,11089,72,68,1,2,20,2,s,pre,1,Legato,Forte
9,33,12418,79,54,1,2,20,2,s,pre,1,Legato,Forte
10,34,12713,78,66,1,2,20,2,s,pre,1,Legato,Forte
11,37,13018,79,59,1,2,20,2,s,pre,1,Legato,Forte
12,38,13307,76,62,1,2,20,2,s,pre,1,Legato,Forte
13,41,13600,72,66,1,2,20,2,s,pre,1,Legato,Forte
14,42,13903,76,72,1,2,20,2,s,pre,1,Legato,Forte
15,44,14194,79,84,1,2,20,2,s,pre,1,Legato,Forte
16,46,14464,84,85,1,2,20,2,s,pre,1,Legato,Forte
17,48,14780,83,74,1,2,20,2,s,pre,1,Legato,Forte
21,57,16056,83,53,1,2,20,2,s,pre,1,Legato,Forte
22,59,16325,81,73,1,2,20,2,s,pre,1,Legato,Forte
23,61,16626,84,74,1,2,20,2,s,pre,1,Legato,Forte
24,62,16939,81,73,1,2,20,2,s,pre,1,Legato,Forte
25,64,17252,78,70,1,2,20,2,s,pre,1,Legato,Forte
26,66,17562,79,75,1,2,20,2,s,pre,1,Legato,Forte
40,95,25329,81,63,1,2,20,2,s,pre,1,Legato,Forte
41,96,25643,77,63,1,2,20,2,s,pre,1,Legato,Forte
42,98,26012,76,57,1,2,20,2,s,pre,1,Legato,Forte
43,103,26738,74,68,1,2,20,2,s,pre,1,Legato,Forte
45,107,27631,79,61,1,2,20,2,s,pre,1,Legato,Forte
46,110,28226,74,66,1,2,20,2,s,pre,1,Legato,Forte
1,17,9605,79,55,1,2,20,3,s,pre,0,Legato,Forte
2,18,9971,78,58,1,2,20,3,s,pre,0,Legato,Forte
3,21,10277,79,58,1,2,20,3,s,pre,0,Legato,Forte
4,22,10595,76,63,1,2,20,3,s,pre,0,Legato,Forte
5,25,10944,72,58,1,2,20,3,s,pre,0,Legato,Forte
9,33,12337,79,53,1,2,20,3,s,pre,0,Legato,Forte
10,34,12684,78,59,1,2,20,3,s,pre,0,Legato,Forte
11,37,12992,79,56,1,2,20,3,s,pre,0,Legato,Forte
12,38,13288,76,56,1,2,20,3,s,pre,0,Legato,Forte
13,41,13583,72,61,1,2,20,3,s,pre,0,Legato,Forte
14,42,13900,76,71,1,2,20,3,s,pre,0,Legato,Forte
15,44,14219,79,78,1,2,20,3,s,pre,0,Legato,Forte
16,46,14511,84,81,1,2,20,3,s,pre,0,Legato,Forte
17,48,14833,83,79,1,2,20,3,s,pre,0,Legato,Forte
21,57,16177,83,64,1,2,20,3,s,pre,0,Legato,Forte
22,58,16492,81,74,1,2,20,3,s,pre,0,Legato,Forte
23,61,16790,84,78,1,2,20,3,s,pre,0,Legato,Forte
24,62,17086,81,78,1,2,20,3,s,pre,0,Legato,Forte
25,64,17403,78,75,1,2,20,3,s,pre,0,Legato,Forte
26,66,17711,79,75,1,2,20,3,s,pre,0,Legato,Forte
40,95,25731,81,59,1,2,20,3,s,pre,0,Legato,Forte
41,96,26070,77,73,1,2,20,3,s,pre,0,Legato,Forte
42,98,26379,76,78,1,2,20,3,s,pre,0,Legato,Forte
43,100,26655,74,80,1,2,20,3,s,pre,0,Legato,Forte
44,102,26995,76,68,1,2,20,3,s,pre,0,Legato,Forte
45,104,27301,79,70,1,2,20,3,s,pre,0,Legato,Forte
46,106,27618,74,73,1,2,20,3,s,pre,0,Legato,Forte
47,108,27929,71,71,1,2,20,3,s,pre,0,Legato,Forte
1,17,7809,79,54,1,2,21,1,s,pre,1,Legato,Forte
2,18,8106,78,65,1,2,21,1,s,pre,1,Legato,Forte
3,21,8404,79,50,1,2,21,1,s,pre,1,Legato,Forte
4,23,8668,76,54,1,2,21,1,s,pre,1,Legato,Forte
9,33,10115,79,62,1,2,21,1,s,pre,1,Legato,Forte
10,34,10380,78,71,1,2,21,1,s,pre,1,Legato,Forte
11,36,10675,79,69,1,2,21,1,s,pre,1,Legato,Forte
12,39,10947,76,81,1,2,21,1,s,pre,1,Legato,Forte
13,41,11228,72,80,1,2,21,1,s,pre,1,Legato,Forte
14,42,11494,76,78,1,2,21,1,s,pre,1,Legato,Forte
15,44,11758,79,71,1,2,21,1,s,pre,1,Legato,Forte
16,47,12030,84,51,1,2,21,1,s,pre,1,Legato,Forte
21,57,13441,83,63,1,2,21,1,s,pre,1,Legato,Forte
22,58,13700,81,75,1,2,21,1,s,pre,1,Legato,Forte
23,60,13974,84,79,1,2,21,1,s,pre,1,Legato,Forte
24,62,14235,81,67,1,2,21,1,s,pre,1,Legato,Forte
25,64,14508,78,65,1,2,21,1,s,pre,1,Legato,Forte
26,67,14774,79,52,1,2,21,1,s,pre,1,Legato,Forte
40,95,21220,81,81,1,2,21,1,s,pre,1,Legato,Forte
41,97,21490,77,72,1,2,21,1,s,pre,1,Legato,Forte
42,99,21753,76,60,1,2,21,1,s,pre,1,Legato,Forte
43,101,22014,74,74,1,2,21,1,s,pre,1,Legato,Forte
44,102,22275,76,81,1,2,21,1,s,pre,1,Legato,Forte
45,105,22541,79,65,1,2,21,1,s,pre,1,Legato,Forte
46,107,22809,74,62,1,2,21,1,s,pre,1,Legato,Forte
47,109,23099,71,53,1,2,21,1,s,pre,1,Legato,Forte
1,17,7838,79,52,1,2,21,2,s,pre,1,Legato,Forte
2,18,8137,78,64,1,2,21,2,s,pre,1,Legato,Forte
3,20,8439,79,63,1,2,21,2,s,pre,1,Legato,Forte
4,22,8680,76,61,1,2,21,2,s,pre,1,Legato,Forte
5,24,8981,72,65,1,2,21,2,s,pre,1,Legato,Forte
10,32,10446,78,65,1,2,21,2,s,pre,1,Legato,Forte
11,34,10727,79,65,1,2,21,2,s,pre,1,Legato,Forte
12,37,11007,76,70,1,2,21,2,s,pre,1,Legato,Forte
13,39,11305,72,78,1,2,21,2,s,pre,1,Legato,Forte
14,40,11586,76,71,1,2,21,2,s,pre,1,Legato,Forte
15,42,11862,79,81,1,2,21,2,s,pre,1,Legato,Forte
16,45,12149,84,63,1,2,21,2,s,pre,1,Legato,Forte
21,55,13540,83,63,1,2,21,2,s,pre,1,Legato,Forte
22,56,13828,81,76,1,2,21,2,s,pre,1,Legato,Forte
23,58,14115,84,75,1,2,21,2,s,pre,1,Legato,Forte
24,60,14404,81,68,1,2,21,2,s,pre,1,Legato,Forte
25,63,14668,78,67,1,2,21,2,s,pre,1,Legato,Forte
26,64,14951,79,52,1,2,21,2,s,pre,1,Legato,Forte
40,93,21661,81,71,1,2,21,2,s,pre,1,Legato,Forte
41,94,21965,77,68,1,2,21,2,s,pre,1,Legato,Forte
42,96,22225,76,71,1,2,21,2,s,pre,1,Legato,Forte
43,99,22491,74,63,1,2,21,2,s,pre,1,Legato,Forte
44,100,22759,76,75,1,2,21,2,s,pre,1,Legato,Forte
45,103,23031,79,65,1,2,21,2,s,pre,1,Legato,Forte
46,105,23309,74,60,1,2,21,2,s,pre,1,Legato,Forte
47,107,23571,71,55,1,2,21,2,s,pre,1,Legato,Forte
6,27,9387,67,54,1,2,2,1,s,pre,0,Staccato,Piano
7,29,9688,67,52,1,2,2,1,s,pre,0,Staccato,Piano
8,31,9996,67,52,1,2,2,1,s,pre,0,Staccato,Piano
18,51,12920,81,55,1,2,2,1,s,pre,0,Staccato,Piano
19,53,13216,81,57,1,2,2,1,s,pre,0,Staccato,Piano
20,55,13496,81,65,1,2,2,1,s,pre,0,Staccato,Piano
29,73,17650,77,63,1,2,2,1,s,pre,0,Staccato,Piano
30,75,17945,77,59,1,2,2,1,s,pre,0,Staccato,Piano
31,77,18235,76,57,1,2,2,1,s,pre,0,Staccato,Piano
32,79,18530,76,53,1,2,2,1,s,pre,0,Staccato,Piano
36,86,21373,76,56,1,2,2,1,s,pre,0,Staccato,Piano
37,89,21679,76,50,1,2,2,1,s,pre,0,Staccato,Piano
38,91,21959,76,55,1,2,2,1,s,pre,0,Staccato,Piano
39,93,22255,76,56,1,2,2,1,s,pre,0,Staccato,Piano
48,111,24915,72,53,1,2,2,1,s,pre,0,Staccato,Piano
49,113,25196,72,58,1,2,2,1,s,pre,0,Staccato,Piano
50,115,25499,74,50,1,2,2,1,s,pre,0,Staccato,Piano
51,117,25771,74,58,1,2,2,1,s,pre,0,Staccato,Piano
53,121,27473,65,56,1,2,2,1,s,pre,0,Staccato,Piano
54,123,27747,65,62,1,2,2,1,s,pre,0,Staccato,Piano
55,125,28072,64,60,1,2,2,1,s,pre,0,Staccato,Piano
56,127,28341,64,61,1,2,2,1,s,pre,0,Staccato,Piano
58,131,30075,67,50,1,2,2,1,s,pre,0,Staccato,Piano
59,133,30365,67,58,1,2,2,1,s,pre,0,Staccato,Piano
60,135,30657,71,59,1,2,2,1,s,pre,0,Staccato,Piano
61,137,30940,71,73,1,2,2,1,s,pre,0,Staccato,Piano
62,139,31238,72,77,1,2,2,1,s,pre,0,Staccato,Piano
63,141,31517,72,79,1,2,2,1,s,pre,0,Staccato,Piano
64,143,31797,73,81,1,2,2,1,s,pre,0,Staccato,Piano
6,27,9307,67,52,1,2,2,2,s,pre,0,Staccato,Piano
7,29,9593,67,47,1,2,2,2,s,pre,0,Staccato,Piano
8,31,9890,67,64,1,2,2,2,s,pre,0,Staccato,Piano
18,51,12740,81,59,1,2,2,2,s,pre,0,Staccato,Piano
19,53,13022,81,50,1,2,2,2,s,pre,0,Staccato,Piano
20,55,13298,81,65,1,2,2,2,s,pre,0,Staccato,Piano
29,73,17176,77,59,1,2,2,2,s,pre,0,Staccato,Piano
30,75,17470,77,61,1,2,2,2,s,pre,0,Staccato,Piano
31,77,17749,76,54,1,2,2,2,s,pre,0,Staccato,Piano
32,79,18026,76,54,1,2,2,2,s,pre,0,Staccato,Piano
36,86,20771,76,58,1,2,2,2,s,pre,0,Staccato,Piano
37,89,21056,76,57,1,2,2,2,s,pre,0,Staccato,Piano
38,91,21335,76,59,1,2,2,2,s,pre,0,Staccato,Piano
39,93,21618,76,56,1,2,2,2,s,pre,0,Staccato,Piano
48,111,24203,72,58,1,2,2,2,s,pre,0,Staccato,Piano
49,113,24465,72,57,1,2,2,2,s,pre,0,Staccato,Piano
50,115,24753,74,59,1,2,2,2,s,pre,0,Staccato,Piano
51,117,25033,74,51,1,2,2,2,s,pre,0,Staccato,Piano
53,121,26670,65,62,1,2,2,2,s,pre,0,Staccato,Piano
54,123,26949,65,68,1,2,2,2,s,pre,0,Staccato,Piano
55,125,27249,64,55,1,2,2,2,s,pre,0,Staccato,Piano
56,127,27530,64,61,1,2,2,2,s,pre,0,Staccato,Piano
58,131,29115,67,53,1,2,2,2,s,pre,0,Staccato,Piano
59,133,29397,67,56,1,2,2,2,s,pre,0,Staccato,Piano
60,135,29689,71,52,1,2,2,2,s,pre,0,Staccato,Piano
61,137,29978,71,70,1,2,2,2,s,pre,0,Staccato,Piano
62,139,30269,72,74,1,2,2,2,s,pre,0,Staccato,Piano
63,141,30544,72,77,1,2,2,2,s,pre,0,Staccato,Piano
64,143,30830,73,76,1,2,2,2,s,pre,0,Staccato,Piano
65,145,31113,73,79,1,2,2,2,s,pre,0,Staccato,Piano
6,27,9396,67,51,1,2,3,1,s,pre,0,Staccato,Piano
7,29,9652,67,52,1,2,3,1,s,pre,0,Staccato,Piano
8,31,9910,67,59,1,2,3,1,s,pre,0,Staccato,Piano
18,50,12636,81,71,1,2,3,1,s,pre,0,Staccato,Piano
19,53,12885,81,62,1,2,3,1,s,pre,0,Staccato,Piano
20,55,13120,81,68,1,2,3,1,s,pre,0,Staccato,Piano
29,73,16770,77,67,1,2,3,1,s,pre,0,Staccato,Piano
30,75,17022,77,62,1,2,3,1,s,pre,0,Staccato,Piano
31,77,17282,76,58,1,2,3,1,s,pre,0,Staccato,Piano
32,79,17538,76,56,1,2,3,1,s,pre,0,Staccato,Piano
36,87,20102,76,33,1,2,3,1,s,pre,0,Staccato,Piano
37,89,20449,76,48,1,2,3,1,s,pre,0,Staccato,Piano
38,91,20706,76,55,1,2,3,1,s,pre,0,Staccato,Piano
39,93,20962,76,63,1,2,3,1,s,pre,0,Staccato,Piano
48,110,23204,72,77,1,2,3,1,s,pre,0,Staccato,Piano
49,113,23436,72,69,1,2,3,1,s,pre,0,Staccato,Piano
50,115,23664,74,64,1,2,3,1,s,pre,0,Staccato,Piano
51,117,23906,74,70,1,2,3,1,s,pre,0,Staccato,Piano
53,121,25316,65,66,1,2,3,1,s,pre,0,Staccato,Piano
54,123,25558,65,70,1,2,3,1,s,pre,0,Staccato,Piano
55,125,25832,64,53,1,2,3,1,s,pre,0,Staccato,Piano
56,127,26079,64,58,1,2,3,1,s,pre,0,Staccato,Piano
58,131,27516,67,46,1,2,3,1,s,pre,0,Staccato,Piano
59,133,27772,67,54,1,2,3,1,s,pre,0,Staccato,Piano
60,135,28023,71,66,1,2,3,1,s,pre,0,Staccato,Piano
61,137,28252,71,70,1,2,3,1,s,pre,0,Staccato,Piano
62,139,28506,72,85,1,2,3,1,s,pre,0,Staccato,Piano
63,141,28746,72,74,1,2,3,1,s,pre,0,Staccato,Piano
64,143,28992,73,93,1,2,3,1,s,pre,0,Staccato,Piano
6,27,9398,67,74,1,2,3,2,s,pre,0,Staccato,Piano
7,29,9658,67,69,1,2,3,2,s,pre,0,Staccato,Piano
8,31,9903,67,78,1,2,3,2,s,pre,0,Staccato,Piano
18,50,12635,81,78,1,2,3,2,s,pre,0,Staccato,Piano
19,53,12869,81,70,1,2,3,2,s,pre,0,Staccato,Piano
20,55,13113,81,66,1,2,3,2,s,pre,0,Staccato,Piano
29,73,16721,77,68,1,2,3,2,s,pre,0,Staccato,Piano
30,75,16975,77,68,1,2,3,2,s,pre,0,Staccato,Piano
31,77,17227,76,59,1,2,3,2,s,pre,0,Staccato,Piano
32,79,17475,76,55,1,2,3,2,s,pre,0,Staccato,Piano
36,87,20037,76,60,1,2,3,2,s,pre,0,Staccato,Piano
37,89,20311,76,63,1,2,3,2,s,pre,0,Staccato,Piano
38,91,20545,76,71,1,2,3,2,s,pre,0,Staccato,Piano
39,93,20786,76,78,1,2,3,2,s,pre,0,Staccato,Piano
48,111,23141,72,78,1,2,3,2,s,pre,0,Staccato,Piano
49,113,23365,72,75,1,2,3,2,s,pre,0,Staccato,Piano
50,115,23599,74,72,1,2,3,2,s,pre,0,Staccato,Piano
51,117,23841,74,63,1,2,3,2,s,pre,0,Staccato,Piano
