RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,KOT,Interval,Subcomponent1,Subcomponent2
46,106,20341,79,98,1,2,9,2,s,pre,1,52,44,Legato,Forte
47,108,20577,74,105,1,2,9,2,s,pre,1,69,45,Legato,Forte
48,110,20795,71,93,1,2,9,2,s,pre,1,51,46,Legato,Forte
2,18,8096,78,79,1,2,10,1,s,pre,1,18,1,Legato,Forte
3,20,8389,79,84,1,2,10,1,s,pre,1,32,2,Legato,Forte
4,22,8669,76,80,1,2,10,1,s,pre,1,24,3,Legato,Forte
5,24,8963,72,93,1,2,10,1,s,pre,1,47,4,Legato,Forte
10,32,10395,78,87,1,2,10,1,s,pre,1,11,9,Legato,Forte
11,34,10670,79,84,1,2,10,1,s,pre,1,38,10,Legato,Forte
12,37,10946,76,78,1,2,10,1,s,pre,1,-3,11,Legato,Forte
13,39,11226,72,91,1,2,10,1,s,pre,1,-24,12,Legato,Forte
14,40,11489,76,85,1,2,10,1,s,pre,1,81,13,Legato,Forte
15,42,11757,79,93,1,2,10,1,s,pre,1,60,14,Legato,Forte
16,44,12033,84,95,1,2,10,1,s,pre,1,11,15,Legato,Forte
17,46,12311,83,79,1,2,10,1,s,pre,1,36,16,Legato,Forte
22,56,13674,81,90,1,2,10,1,s,pre,1,29,21,Legato,Forte
23,58,13935,84,95,1,2,10,1,s,pre,1,17,22,Legato,Forte
24,60,14194,81,90,1,2,10,1,s,pre,1,47,23,Legato,Forte
25,62,14480,78,86,1,2,10,1,s,pre,1,63,24,Legato,Forte
41,94,21413,77,88,1,2,10,1,s,pre,1,37,40,Legato,Forte
42,96,21650,76,90,1,2,10,1,s,pre,1,14,41,Legato,Forte
43,98,21926,74,88,1,2,10,1,s,pre,1,3,42,Legato,Forte
44,100,22180,76,93,1,2,10,1,s,pre,1,26,43,Legato,Forte
45,102,22445,79,87,1,2,10,1,s,pre,1,5,44,Legato,Forte
46,104,22708,74,91,1,2,10,1,s,pre,1,23,45,Legato,Forte
47,107,22989,71,66,1,2,10,1,s,pre,1,-6,46,Legato,Forte
2,18,8115,78,84,1,2,10,2,s,pre,0,28,1,Legato,Forte
3,20,8409,79,88,1,2,10,2,s,pre,0,12,2,Legato,Forte
4,22,8693,76,93,1,2,10,2,s,pre,0,7,3,Legato,Forte
5,24,8963,72,95,1,2,10,2,s,pre,0,32,4,Legato,Forte
10,34,10369,78,85,1,2,10,2,s,pre,0,11,9,Legato,Forte
11,36,10635,79,89,1,2,10,2,s,pre,0,26,10,Legato,Forte
12,38,10903,76,87,1,2,10,2,s,pre,0,2,11,Legato,Forte
13,41,11183,72,96,1,2,10,2,s,pre,0,-18,12,Legato,Forte
14,42,11447,76,85,1,2,10,2,s,pre,0,52,13,Legato,Forte
15,44,11730,79,93,1,2,10,2,s,pre,0,43,14,Legato,Forte
16,46,11996,84,91,1,2,10,2,s,pre,0,4,15,Legato,Forte
17,48,12259,83,91,1,2,10,2,s,pre,0,20,16,Legato,Forte
22,58,13621,81,90,1,2,10,2,s,pre,0,30,21,Legato,Forte
23,60,13869,84,95,1,2,10,2,s,pre,0,4,22,Legato,Forte
24,62,14123,81,86,1,2,10,2,s,pre,0,56,23,Legato,Forte
25,64,14403,78,96,1,2,10,2,s,pre,0,11,24,Legato,Forte
41,96,21182,77,85,1,2,10,2,s,pre,0,55,40,Legato,Forte
42,98,21425,76,87,1,2,10,2,s,pre,0,20,41,Legato,Forte
43,100,21683,74,90,1,2,10,2,s,pre,0,9,42,Legato,Forte
44,102,21949,76,91,1,2,10,2,s,pre,0,36,43,Legato,Forte
45,104,22204,79,87,1,2,10,2,s,pre,0,8,44,Legato,Forte
46,106,22465,74,87,1,2,10,2,s,pre,0,21,45,Legato,Forte
47,108,22709,71,75,1,2,10,2,s,pre,0,14,46,Legato,Forte
2,18,10437,78,88,1,2,11,1,s,pre,1,72,1,Legato,Forte
3,20,10707,79,91,1,2,11,1,s,pre,1,109,2,Legato,Forte
4,22,10983,76,91,1,2,11,1,s,pre,1,42,3,Legato,Forte
5,24,11260,72,81,1,2,11,1,s,pre,1,20,4,Legato,Forte
10,34,12604,78,79,1,2,11,1,s,pre,1,152,9,Legato,Forte
11,36,12882,79,86,1,2,11,1,s,pre,1,87,10,Legato,Forte
12,38,13153,76,70,1,2,11,1,s,pre,1,60,11,Legato,Forte
13,41,13430,72,68,1,2,11,1,s,pre,1,-20,12,Legato,Forte
14,42,13671,76,75,1,2,11,1,s,pre,1,115,13,Legato,Forte
15,44,13916,79,91,1,2,11,1,s,pre,1,94,14,Legato,Forte
16,46,14173,84,93,1,2,11,1,s,pre,1,23,15,Legato,Forte
22,58,15748,81,93,1,2,11,1,s,pre,1,110,21,Legato,Forte
23,60,16005,84,101,1,2,11,1,s,pre,1,49,22,Legato,Forte
24,64,16245,81,89,1,2,11,1,s,pre,1,71,23,Legato,Forte
25,66,16504,78,94,1,2,11,1,s,pre,1,44,24,Legato,Forte
41,98,23090,77,90,1,2,11,1,s,pre,1,170,40,Legato,Forte
43,102,23577,74,97,1,2,11,1,s,pre,1,62,42,Legato,Forte
44,104,23852,76,93,1,2,11,1,s,pre,1,42,43,Legato,Forte
46,108,24349,74,95,1,2,11,1,s,pre,1,78,45,Legato,Forte
47,110,24587,71,83,1,2,11,1,s,pre,1,11,46,Legato,Forte
2,18,8118,78,85,1,2,11,2,s,pre,1,131,1,Legato,Forte
3,20,8405,79,95,1,2,11,2,s,pre,1,132,2,Legato,Forte
4,22,8679,76,90,1,2,11,2,s,pre,1,56,3,Legato,Forte
5,24,8955,72,75,1,2,11,2,s,pre,1,30,4,Legato,Forte
10,34,10335,78,84,1,2,11,2,s,pre,1,126,9,Legato,Forte
11,36,10597,79,86,1,2,11,2,s,pre,1,126,10,Legato,Forte
12,38,10860,76,79,1,2,11,2,s,pre,1,97,11,Legato,Forte
13,40,11137,72,81,1,2,11,2,s,pre,1,14,12,Legato,Forte
14,42,11419,76,77,1,2,11,2,s,pre,1,119,13,Legato,Forte
15,44,11662,79,89,1,2,11,2,s,pre,1,83,14,Legato,Forte
16,46,11907,84,89,1,2,11,2,s,pre,1,24,15,Legato,Forte
17,48,12187,83,74,1,2,11,2,s,pre,1,65,16,Legato,Forte
22,58,13507,81,88,1,2,11,2,s,pre,1,70,21,Legato,Forte
23,60,13786,84,91,1,2,11,2,s,pre,1,43,22,Legato,Forte
24,62,14035,81,90,1,2,11,2,s,pre,1,76,23,Legato,Forte
25,64,14301,78,95,1,2,11,2,s,pre,1,34,24,Legato,Forte
41,96,21044,77,88,1,2,11,2,s,pre,1,149,40,Legato,Forte
42,98,21279,76,94,1,2,11,2,s,pre,1,118,41,Legato,Forte
43,100,21512,74,96,1,2,11,2,s,pre,1,51,42,Legato,Forte
44,102,21791,76,98,1,2,11,2,s,pre,1,22,43,Legato,Forte
45,104,22049,79,88,1,2,11,2,s,pre,1,34,44,Legato,Forte
46,106,22323,74,95,1,2,11,2,s,pre,1,62,45,Legato,Forte
47,108,22569,71,91,1,2,11,2,s,pre,1,12,46,Legato,Forte
2,18,8122,78,74,1,2,12,1,s,pre,1,51,1,Legato,Forte
3,20,8400,79,81,1,2,12,1,s,pre,1,38,2,Legato,Forte
4,22,8662,76,79,1,2,12,1,s,pre,1,58,3,Legato,Forte
5,24,8956,72,70,1,2,12,1,s,pre,1,57,4,Legato,Forte
10,32,10370,78,80,1,2,12,1,s,pre,1,75,9,Legato,Forte
11,34,10641,79,83,1,2,12,1,s,pre,1,53,10,Legato,Forte
12,36,10920,76,85,1,2,12,1,s,pre,1,88,11,Legato,Forte
13,38,11198,72,91,1,2,12,1,s,pre,1,55,12,Legato,Forte
14,40,11473,76,83,1,2,12,1,s,pre,1,104,13,Legato,Forte
15,42,11741,79,91,1,2,12,1,s,pre,1,104,14,Legato,Forte
16,44,12024,84,96,1,2,12,1,s,pre,1,20,15,Legato,Forte
17,46,12300,83,79,1,2,12,1,s,pre,1,102,16,Legato,Forte
22,56,13665,81,83,1,2,12,1,s,pre,1,74,21,Legato,Forte
23,58,13942,84,90,1,2,12,1,s,pre,1,24,22,Legato,Forte
24,60,14202,81,90,1,2,12,1,s,pre,1,62,23,Legato,Forte
25,62,14483,78,89,1,2,12,1,s,pre,1,41,24,Legato,Forte
41,94,21560,77,90,1,2,12,1,s,pre,1,109,40,Legato,Forte
42,96,21837,76,90,1,2,12,1,s,pre,1,36,41,Legato,Forte
43,98,22097,74,93,1,2,12,1,s,pre,1,28,42,Legato,Forte
44,100,22376,76,91,1,2,12,1,s,pre,1,56,43,Legato,Forte
45,102,22629,79,95,1,2,12,1,s,pre,1,64,44,Legato,Forte
46,104,22903,74,90,1,2,12,1,s,pre,1,63,45,Legato,Forte
47,106,23159,71,79,1,2,12,1,s,pre,1,7,46,Legato,Forte
2,18,8095,78,77,1,2,12,2,s,pre,0,22,1,Legato,Forte
3,20,8341,79,81,1,2,12,2,s,pre,0,51,2,Legato,Forte
4,22,8546,76,78,1,2,12,2,s,pre,0,43,3,Legato,Forte
5,24,8788,72,67,1,2,12,2,s,pre,0,28,4,Legato,Forte
10,34,9881,78,67,1,2,12,2,s,pre,0,25,9,Legato,Forte
11,36,10111,79,74,1,2,12,2,s,pre,0,34,10,Legato,Forte
12,38,10321,76,81,1,2,12,2,s,pre,0,67,11,Legato,Forte
13,40,10532,72,81,1,2,12,2,s,pre,0,18,12,Legato,Forte
14,42,10745,76,86,1,2,12,2,s,pre,0,62,13,Legato,Forte
15,44,10942,79,96,1,2,12,2,s,pre,0,69,14,Legato,Forte
16,46,11153,84,91,1,2,12,2,s,pre,0,15,15,Legato,Forte
17,48,11392,83,59,1,2,12,2,s,pre,0,42,16,Legato,Forte
22,58,12489,81,87,1,2,12,2,s,pre,0,64,21,Legato,Forte
23,60,12709,84,86,1,2,12,2,s,pre,0,31,22,Legato,Forte
24,62,12919,81,91,1,2,12,2,s,pre,0,54,23,Legato,Forte
25,64,13133,78,78,1,2,12,2,s,pre,0,51,24,Legato,Forte
41,96,18704,77,81,1,2,12,2,s,pre,0,69,40,Legato,Forte
42,98,18914,76,83,1,2,12,2,s,pre,0,57,41,Legato,Forte
43,100,19113,74,95,1,2,12,2,s,pre,0,18,42,Legato,Forte
44,102,19342,76,91,1,2,12,2,s,pre,0,50,43,Legato,Forte
45,104,19546,79,94,1,2,12,2,s,pre,0,60,44,Legato,Forte
46,106,19752,74,87,1,2,12,2,s,pre,0,67,45,Legato,Forte
47,108,19962,71,76,1,2,12,2,s,pre,0,9,46,Legato,Forte
2,18,8118,78,89,1,2,13,1,s,pre,1,30,1,Legato,Forte
3,20,8398,79,85,1,2,13,1,s,pre,1,50,2,Legato,Forte
4,22,8653,76,83,1,2,13,1,s,pre,1,37,3,Legato,Forte
5,24,8926,72,89,1,2,13,1,s,pre,1,14,4,Legato,Forte
10,34,10182,78,90,1,2,13,1,s,pre,1,48,9,Legato,Forte
11,36,10436,79,96,1,2,13,1,s,pre,1,16,10,Legato,Forte
12,38,10692,76,87,1,2,13,1,s,pre,1,8,11,Legato,Forte
13,40,10962,72,87,1,2,13,1,s,pre,1,38,12,Legato,Forte
14,42,11212,76,90,1,2,13,1,s,pre,1,58,13,Legato,Forte
15,44,11466,79,91,1,2,13,1,s,pre,1,42,14,Legato,Forte
16,46,11703,84,100,1,2,13,1,s,pre,1,16,15,Legato,Forte
17,48,11962,83,89,1,2,13,1,s,pre,1,6,16,Legato,Forte
22,56,13155,81,90,1,2,13,1,s,pre,1,22,21,Legato,Forte
23,58,13403,84,98,1,2,13,1,s,pre,1,28,22,Legato,Forte
24,60,13640,81,91,1,2,13,1,s,pre,1,33,23,Legato,Forte
41,94,20466,77,83,1,2,13,1,s,pre,1,70,40,Legato,Forte
42,96,20702,76,86,1,2,13,1,s,pre,1,21,41,Legato,Forte
43,98,20944,74,90,1,2,13,1,s,pre,1,7,42,Legato,Forte
44,101,21190,76,88,1,2,13,1,s,pre,1,-18,43,Legato,Forte
45,103,21430,79,90,1,2,13,1,s,pre,1,-9,44,Legato,Forte
46,104,21662,74,90,1,2,13,1,s,pre,1,18,45,Legato,Forte
47,107,21901,71,74,1,2,13,1,s,pre,1,-4,46,Legato,Forte
2,18,8087,78,96,1,2,13,2,s,pre,0,38,1,Legato,Forte
3,20,8347,79,89,1,2,13,2,s,pre,0,29,2,Legato,Forte
4,22,8607,76,79,1,2,13,2,s,pre,0,9,3,Legato,Forte
5,24,8888,72,70,1,2,13,2,s,pre,0,5,4,Legato,Forte
10,34,10109,78,88,1,2,13,2,s,pre,0,36,9,Legato,Forte
11,36,10354,79,89,1,2,13,2,s,pre,0,8,10,Legato,Forte
12,38,10600,76,79,1,2,13,2,s,pre,0,12,11,Legato,Forte
13,40,10855,72,78,1,2,13,2,s,pre,0,34,12,Legato,Forte
14,42,11094,76,81,1,2,13,2,s,pre,0,33,13,Legato,Forte
15,44,11345,79,93,1,2,13,2,s,pre,0,35,14,Legato,Forte
16,46,11584,84,91,1,2,13,2,s,pre,0,5,15,Legato,Forte
17,48,11839,83,83,1,2,13,2,s,pre,0,24,16,Legato,Forte
22,58,13008,81,88,1,2,13,2,s,pre,0,9,21,Legato,Forte
23,60,13259,84,91,1,2,13,2,s,pre,0,15,22,Legato,Forte
24,62,13498,81,77,1,2,13,2,s,pre,0,25,23,Legato,Forte
41,96,20081,77,88,1,2,13,2,s,pre,0,72,40,Legato,Forte
42,98,20334,76,81,1,2,13,2,s,pre,0,14,41,Legato,Forte
43,100,20588,74,89,1,2,13,2,s,pre,0,7,42,Legato,Forte
44,102,20829,76,90,1,2,13,2,s,pre,0,22,43,Legato,Forte
45,105,21062,79,91,1,2,13,2,s,pre,0,-12,44,Legato,Forte
46,106,21312,74,91,1,2,13,2,s,pre,0,19,45,Legato,Forte
47,108,21553,71,76,1,2,13,2,s,pre,0,10,46,Legato,Forte
2,18,8177,78,84,1,2,14,1,s,pre,0,69,1,Legato,Forte
3,20,8482,79,88,1,2,14,1,s,pre,0,85,2,Legato,Forte
4,22,8779,76,80,1,2,14,1,s,pre,0,2,3,Legato,Forte
5,24,9093,72,76,1,2,14,1,s,pre,0,3,4,Legato,Forte
10,34,10623,78,87,1,2,14,1,s,pre,0,38,9,Legato,Forte
11,36,10927,79,82,1,2,14,1,s,pre,0,30,10,Legato,Forte
12,38,11220,76,83,1,2,14,1,s,pre,0,11,11,Legato,Forte
13,40,11543,72,91,1,2,14,1,s,pre,0,1,12,Legato,Forte
14,42,11848,76,91,1,2,14,1,s,pre,0,4,13,Legato,Forte
15,44,12142,79,93,1,2,14,1,s,pre,0,25,14,Legato,Forte
16,47,12437,84,88,1,2,14,1,s,pre,0,-2,15,Legato,Forte
17,48,12745,83,96,1,2,14,1,s,pre,0,68,16,Legato,Forte
22,58,14266,81,104,1,2,14,1,s,pre,0,59,21,Legato,Forte
23,60,14567,84,101,1,2,14,1,s,pre,0,13,22,Legato,Forte
24,62,14860,81,94,1,2,14,1,s,pre,0,34,23,Legato,Forte
25,64,15165,78,91,1,2,14,1,s,pre,0,9,24,Legato,Forte
41,96,22763,77,93,1,2,14,1,s,pre,0,49,40,Legato,Forte
42,98,23064,76,90,1,2,14,1,s,pre,0,36,41,Legato,Forte
43,101,23361,74,88,1,2,14,1,s,pre,0,-4,42,Legato,Forte
44,102,23665,76,96,1,2,14,1,s,pre,0,20,43,Legato,Forte
45,104,23959,79,94,1,2,14,1,s,pre,0,16,44,Legato,Forte
46,106,24252,74,87,1,2,14,1,s,pre,0,31,45,Legato,Forte
47,109,24561,71,75,1,2,14,1,s,pre,0,-19,46,Legato,Forte
2,18,8167,78,83,1,2,14,2,s,pre,0,43,1,Legato,Forte
3,20,8469,79,83,1,2,14,2,s,pre,0,80,2,Legato,Forte
4,22,8766,76,80,1,2,14,2,s,pre,0,15,3,Legato,Forte
5,24,9082,72,74,1,2,14,2,s,pre,0,10,4,Legato,Forte
10,34,10640,78,87,1,2,14,2,s,pre,0,43,9,Legato,Forte
11,36,10941,79,79,1,2,14,2,s,pre,0,38,10,Legato,Forte
12,38,11257,76,77,1,2,14,2,s,pre,0,7,11,Legato,Forte
13,41,11574,72,81,1,2,14,2,s,pre,0,-6,12,Legato,Forte
14,42,11881,76,76,1,2,14,2,s,pre,0,31,13,Legato,Forte
15,44,12192,79,83,1,2,14,2,s,pre,0,16,14,Legato,Forte
16,46,12493,84,77,1,2,14,2,s,pre,0,23,15,Legato,Forte
17,48,12811,83,89,1,2,14,2,s,pre,0,80,16,Legato,Forte
22,58,14370,81,95,1,2,14,2,s,pre,0,33,21,Legato,Forte
23,60,14680,84,93,1,2,14,2,s,pre,0,15,22,Legato,Forte
24,62,14994,81,88,1,2,14,2,s,pre,0,30,23,Legato,Forte
25,65,15299,78,82,1,2,14,2,s,pre,0,-3,24,Legato,Forte
41,96,23004,77,91,1,2,14,2,s,pre,0,49,40,Legato,Forte
42,98,23298,76,88,1,2,14,2,s,pre,0,12,41,Legato,Forte
43,101,23606,74,83,1,2,14,2,s,pre,0,-7,42,Legato,Forte
44,102,23900,76,89,1,2,14,2,s,pre,0,13,43,Legato,Forte
45,104,24206,79,86,1,2,14,2,s,pre,0,38,44,Legato,Forte
46,106,24506,74,88,1,2,14,2,s,pre,0,31,45,Legato,Forte
47,109,24806,71,77,1,2,14,2,s,pre,0,-8,46,Legato,Forte
2,18,10013,78,72,1,2,15,1,s,pre,0,27,1,Legato,Forte
3,20,10306,79,72,1,2,15,1,s,pre,0,82,2,Legato,Forte
4,22,10580,76,64,1,2,15,1,s,pre,0,38,3,Legato,Forte
5,24,10880,72,69,1,2,15,1,s,pre,0,12,4,Legato,Forte
10,34,12248,78,83,1,2,15,1,s,pre,0,19,9,Legato,Forte
11,36,12550,79,75,1,2,15,1,s,pre,0,90,10,Legato,Forte
12,38,12819,76,71,1,2,15,1,s,pre,0,42,11,Legato,Forte
13,41,13096,72,78,1,2,15,1,s,pre,0,-3,12,Legato,Forte
14,42,13362,76,79,1,2,15,1,s,pre,0,49,13,Legato,Forte
15,44,13645,79,78,1,2,15,1,s,pre,0,59,14,Legato,Forte
16,46,13909,84,72,1,2,15,1,s,pre,0,4,15,Legato,Forte
17,48,14205,83,76,1,2,15,1,s,pre,0,33,16,Legato,Forte
22,58,15554,81,91,1,2,15,1,s,pre,0,19,21,Legato,Forte
23,60,15825,84,88,1,2,15,1,s,pre,0,42,22,Legato,Forte
24,62,16067,81,83,1,2,15,1,s,pre,0,12,23,Legato,Forte
25,64,16352,78,76,1,2,15,1,s,pre,0,22,24,Legato,Forte
41,96,23464,77,72,1,2,15,1,s,pre,0,78,40,Legato,Forte
42,98,23741,76,77,1,2,15,1,s,pre,0,90,41,Legato,Forte
43,100,24005,74,88,1,2,15,1,s,pre,0,37,42,Legato,Forte
44,102,24277,76,79,1,2,15,1,s,pre,0,56,43,Legato,Forte
45,104,24552,79,73,1,2,15,1,s,pre,0,77,44,Legato,Forte
46,106,24826,74,78,1,2,15,1,s,pre,0,43,45,Legato,Forte
47,108,25086,71,70,1,2,15,1,s,pre,0,14,46,Legato,Forte
2,18,8170,78,82,1,2,15,2,s,pre,0,58,1,Legato,Forte
3,20,8462,79,81,1,2,15,2,s,pre,0,86,2,Legato,Forte
4,22,8760,76,74,1,2,15,2,s,pre,0,41,3,Legato,Forte
5,24,9054,72,74,1,2,15,2,s,pre,0,36,4,Legato,Forte
10,34,10401,78,81,1,2,15,2,s,pre,0,57,9,Legato,Forte
11,36,10670,79,81,1,2,15,2,s,pre,0,96,10,Legato,Forte
12,38,10944,76,83,1,2,15,2,s,pre,0,46,11,Legato,Forte
13,41,11229,72,84,1,2,15,2,s,pre,0,-6,12,Legato,Forte
14,42,11493,76,85,1,2,15,2,s,pre,0,56,13,Legato,Forte
15,44,11775,79,85,1,2,15,2,s,pre,0,62,14,Legato,Forte
16,46,12034,84,82,1,2,15,2,s,pre,0,17,15,Legato,Forte
17,48,12314,83,85,1,2,15,2,s,pre,0,52,16,Legato,Forte
22,58,13633,81,89,1,2,15,2,s,pre,0,22,21,Legato,Forte
23,60,13918,84,89,1,2,15,2,s,pre,0,41,22,Legato,Forte
24,62,14172,81,81,1,2,15,2,s,pre,0,16,23,Legato,Forte
25,64,14446,78,80,1,2,15,2,s,pre,0,6,24,Legato,Forte
41,96,21307,77,74,1,2,15,2,s,pre,0,81,40,Legato,Forte
42,98,21584,76,78,1,2,15,2,s,pre,0,85,41,Legato,Forte
43,100,21847,74,79,1,2,15,2,s,pre,0,30,42,Legato,Forte
44,102,22119,76,80,1,2,15,2,s,pre,0,55,43,Legato,Forte
45,104,22386,79,75,1,2,15,2,s,pre,0,92,44,Legato,Forte
46,106,22657,74,74,1,2,15,2,s,pre,0,74,45,Legato,Forte
47,108,22914,71,68,1,2,15,2,s,pre,0,18,46,Legato,Forte
2,18,11027,78,69,1,2,16,1,s,pre,1,18,1,Legato,Forte
3,20,11366,79,68,1,2,16,1,s,pre,1,20,2,Legato,Forte
4,22,11672,76,66,1,2,16,1,s,pre,1,7,3,Legato,Forte
5,25,12003,72,72,1,2,16,1,s,pre,1,-25,4,Legato,Forte
10,34,14144,78,71,1,2,16,1,s,pre,1,24,9,Legato,Forte
11,37,14469,79,66,1,2,16,1,s,pre,1,-15,10,Legato,Forte
12,38,14785,76,70,1,2,16,1,s,pre,1,3,11,Legato,Forte
13,41,15109,72,75,1,2,16,1,s,pre,1,-5,12,Legato,Forte
14,42,15440,76,72,1,2,16,1,s,pre,1,57,13,Legato,Forte
15,44,15765,79,75,1,2,16,1,s,pre,1,50,14,Legato,Forte
16,47,16076,84,76,1,2,16,1,s,pre,1,-18,15,Legato,Forte
17,48,16433,83,56,1,2,16,1,s,pre,1,34,16,Legato,Forte
22,58,18078,81,86,1,2,16,1,s,pre,1,3,21,Legato,Forte
23,60,18400,84,82,1,2,16,1,s,pre,1,23,22,Legato,Forte
24,62,18713,81,81,1,2,16,1,s,pre,1,5,23,Legato,Forte
25,64,19024,78,84,1,2,16,1,s,pre,1,19,24,Legato,Forte
41,96,27183,77,83,1,2,16,1,s,pre,1,53,40,Legato,Forte
42,98,27501,76,79,1,2,16,1,s,pre,1,6,41,Legato,Forte
43,101,27814,74,86,1,2,16,1,s,pre,1,-6,42,Legato,Forte
44,102,28152,76,81,1,2,16,1,s,pre,1,30,43,Legato,Forte
45,104,28468,79,82,1,2,16,1,s,pre,1,3,44,Legato,Forte
46,106,28777,74,82,1,2,16,1,s,pre,1,36,45,Legato,Forte
47,109,29109,71,76,1,2,16,1,s,pre,1,-11,46,Legato,Forte
2,18,9214,78,76,1,2,16,2,s,pre,0,50,1,Legato,Forte
3,20,9542,79,78,1,2,16,2,s,pre,0,23,2,Legato,Forte
4,22,9844,76,74,1,2,16,2,s,pre,0,32,3,Legato,Forte
5,25,10169,72,50,1,2,16,2,s,pre,0,-13,4,Legato,Forte
10,34,11760,78,81,1,2,16,2,s,pre,0,34,9,Legato,Forte
11,37,12088,79,72,1,2,16,2,s,pre,0,-4,10,Legato,Forte
12,38,12396,76,76,1,2,16,2,s,pre,0,16,11,Legato,Forte
13,40,12719,72,78,1,2,16,2,s,pre,0,5,12,Legato,Forte
14,42,13048,76,81,1,2,16,2,s,pre,0,63,13,Legato,Forte
15,44,13362,79,89,1,2,16,2,s,pre,0,56,14,Legato,Forte
16,46,13675,84,82,1,2,16,2,s,pre,0,2,15,Legato,Forte
17,48,14022,83,55,1,2,16,2,s,pre,0,6,16,Legato,Forte
22,58,15652,81,88,1,2,16,2,s,pre,0,3,21,Legato,Forte
23,60,15974,84,93,1,2,16,2,s,pre,0,22,22,Legato,Forte
24,62,16294,81,90,1,2,16,2,s,pre,0,10,23,Legato,Forte
25,64,16634,78,98,1,2,16,2,s,pre,0,29,24,Legato,Forte
41,96,24986,77,88,1,2,16,2,s,pre,0,50,40,Legato,Forte
42,98,25296,76,81,1,2,16,2,s,pre,0,4,41,Legato,Forte
43,100,25618,74,86,1,2,16,2,s,pre,0,2,42,Legato,Forte
44,102,25948,76,88,1,2,16,2,s,pre,0,40,43,Legato,Forte
45,104,26258,79,91,1,2,16,2,s,pre,0,1,44,Legato,Forte
46,106,26588,74,86,1,2,16,2,s,pre,0,40,45,Legato,Forte
47,108,26921,71,80,1,2,16,2,s,pre,0,2,46,Legato,Forte
2,18,8838,78,85,1,2,17,1,s,pre,0,102,1,Legato,Forte
3,20,9129,79,95,1,2,17,1,s,pre,0,75,2,Legato,Forte
4,22,9423,76,95,1,2,17,1,s,pre,0,87,3,Legato,Forte
5,24,9741,72,85,1,2,17,1,s,pre,0,28,4,Legato,Forte
10,34,11315,78,96,1,2,17,1,s,pre,0,120,9,Legato,Forte
11,36,11611,79,101,1,2,17,1,s,pre,0,61,10,Legato,Forte
12,38,11907,76,87,1,2,17,1,s,pre,0,26,11,Legato,Forte
13,40,12191,72,91,1,2,17,1,s,pre,0,87,12,Legato,Forte
14,42,12497,76,103,1,2,17,1,s,pre,0,72,13,Legato,Forte
15,44,12793,79,96,1,2,17,1,s,pre,0,85,14,Legato,Forte
16,46,13084,84,96,1,2,17,1,s,pre,0,31,15,Legato,Forte
17,48,13413,83,81,1,2,17,1,s,pre,0,86,16,Legato,Forte
22,58,14902,81,103,1,2,17,1,s,pre,0,128,21,Legato,Forte
23,60,15211,84,99,1,2,17,1,s,pre,0,97,22,Legato,Forte
25,64,15809,78,81,1,2,17,1,s,pre,0,49,24,Legato,Forte
42,97,23800,76,91,1,2,17,1,s,pre,0,142,41,Legato,Forte
43,100,24084,74,93,1,2,17,1,s,pre,0,40,42,Legato,Forte
44,102,24389,76,89,1,2,17,1,s,pre,0,33,43,Legato,Forte
45,104,24674,79,83,1,2,17,1,s,pre,0,50,44,Legato,Forte
46,106,24969,74,89,1,2,17,1,s,pre,0,97,45,Legato,Forte
47,109,25264,71,70,1,2,17,1,s,pre,0,-11,46,Legato,Forte
2,18,8236,78,83,1,2,17,2,s,pre,0,114,1,Legato,Forte
3,20,8520,79,91,1,2,17,2,s,pre,0,68,2,Legato,Forte
4,22,8818,76,94,1,2,17,2,s,pre,0,62,3,Legato,Forte
5,24,9120,72,70,1,2,17,2,s,pre,0,12,4,Legato,Forte
10,34,10633,78,87,1,2,17,2,s,pre,0,115,9,Legato,Forte
11,36,10923,79,93,1,2,17,2,s,pre,0,81,10,Legato,Forte
12,38,11232,76,81,1,2,17,2,s,pre,0,32,11,Legato,Forte
13,40,11536,72,79,1,2,17,2,s,pre,0,72,12,Legato,Forte
14,42,11824,76,91,1,2,17,2,s,pre,0,107,13,Legato,Forte
15,44,12126,79,98,1,2,17,2,s,pre,0,108,14,Legato,Forte
16,46,12422,84,100,1,2,17,2,s,pre,0,30,15,Legato,Forte
17,48,12740,83,89,1,2,17,2,s,pre,0,43,16,Legato,Forte
22,58,14260,81,97,1,2,17,2,s,pre,0,94,21,Legato,Forte
23,60,14566,84,94,1,2,17,2,s,pre,0,72,22,Legato,Forte
24,62,14846,81,89,1,2,17,2,s,pre,0,166,23,Legato,Forte
25,64,15142,78,81,1,2,17,2,s,pre,0,58,24,Legato,Forte
42,98,23117,76,81,1,2,17,2,s,pre,0,121,41,Legato,Forte
43,100,23384,74,88,1,2,17,2,s,pre,0,50,42,Legato,Forte
44,102,23706,76,88,1,2,17,2,s,pre,0,72,43,Legato,Forte
45,104,23980,79,82,1,2,17,2,s,pre,0,86,44,Legato,Forte
46,106,24282,74,95,1,2,17,2,s,pre,0,186,45,Legato,Forte
47,108,24574,71,88,1,2,17,2,s,pre,0,3,46,Legato,Forte
2,18,8129,78,78,1,2,18,1,s,pre,1,64,1,Legato,Forte
3,20,8436,79,81,1,2,18,1,s,pre,1,13,2,Legato,Forte
