RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,KOT,Interval,Subcomponent1,Subcomponent2
4,22,8727,76,76,1,2,18,1,s,pre,1,50,3,Legato,Forte
5,24,9040,72,84,1,2,18,1,s,pre,1,13,4,Legato,Forte
10,32,10528,78,85,1,2,18,1,s,pre,1,58,9,Legato,Forte
11,34,10807,79,89,1,2,18,1,s,pre,1,31,10,Legato,Forte
12,36,11098,76,68,1,2,18,1,s,pre,1,62,11,Legato,Forte
13,38,11371,72,73,1,2,18,1,s,pre,1,14,12,Legato,Forte
14,40,11653,76,80,1,2,18,1,s,pre,1,88,13,Legato,Forte
15,42,11934,79,88,1,2,18,1,s,pre,1,44,14,Legato,Forte
16,44,12195,84,91,1,2,18,1,s,pre,1,11,15,Legato,Forte
17,46,12478,83,84,1,2,18,1,s,pre,1,92,16,Legato,Forte
22,56,13827,81,91,1,2,18,1,s,pre,1,18,21,Legato,Forte
23,58,14085,84,94,1,2,18,1,s,pre,1,50,22,Legato,Forte
24,61,14354,81,87,1,2,18,1,s,pre,1,-14,23,Legato,Forte
25,62,14640,78,74,1,2,18,1,s,pre,1,61,24,Legato,Forte
41,94,21503,77,82,1,2,18,1,s,pre,1,77,40,Legato,Forte
42,96,21769,76,81,1,2,18,1,s,pre,1,41,41,Legato,Forte
43,98,22015,74,88,1,2,18,1,s,pre,1,28,42,Legato,Forte
44,100,22296,76,86,1,2,18,1,s,pre,1,62,43,Legato,Forte
45,102,22542,79,86,1,2,18,1,s,pre,1,31,44,Legato,Forte
46,104,22806,74,81,1,2,18,1,s,pre,1,68,45,Legato,Forte
47,106,23047,71,71,1,2,18,1,s,pre,1,18,46,Legato,Forte
2,18,8135,78,79,1,2,18,2,s,pre,1,48,1,Legato,Forte
3,20,8418,79,89,1,2,18,2,s,pre,1,38,2,Legato,Forte
4,22,8698,76,75,1,2,18,2,s,pre,1,37,3,Legato,Forte
5,24,8986,72,87,1,2,18,2,s,pre,1,4,4,Legato,Forte
10,34,10389,78,79,1,2,18,2,s,pre,1,47,9,Legato,Forte
11,36,10663,79,84,1,2,18,2,s,pre,1,34,10,Legato,Forte
12,38,10932,76,65,1,2,18,2,s,pre,1,76,11,Legato,Forte
13,41,11201,72,71,1,2,18,2,s,pre,1,-11,12,Legato,Forte
14,42,11476,76,79,1,2,18,2,s,pre,1,63,13,Legato,Forte
15,44,11759,79,90,1,2,18,2,s,pre,1,34,14,Legato,Forte
16,46,12022,84,88,1,2,18,2,s,pre,1,21,15,Legato,Forte
17,48,12309,83,82,1,2,18,2,s,pre,1,71,16,Legato,Forte
22,58,13644,81,76,1,2,18,2,s,pre,1,45,21,Legato,Forte
23,60,13929,84,88,1,2,18,2,s,pre,1,49,22,Legato,Forte
24,63,14177,81,74,1,2,18,2,s,pre,1,-27,23,Legato,Forte
25,64,14479,78,82,1,2,18,2,s,pre,1,65,24,Legato,Forte
41,94,21291,77,79,1,2,18,2,s,pre,1,100,40,Legato,Forte
42,96,21568,76,81,1,2,18,2,s,pre,1,44,41,Legato,Forte
43,98,21819,74,89,1,2,18,2,s,pre,1,43,42,Legato,Forte
44,100,22092,76,81,1,2,18,2,s,pre,1,68,43,Legato,Forte
45,102,22341,79,80,1,2,18,2,s,pre,1,61,44,Legato,Forte
46,104,22602,74,77,1,2,18,2,s,pre,1,92,45,Legato,Forte
47,106,22854,71,69,1,2,18,2,s,pre,1,9,46,Legato,Forte
2,18,9129,78,83,1,2,19,1,s,pre,0,41,1,Legato,Forte
3,20,9402,79,86,1,2,19,1,s,pre,0,22,2,Legato,Forte
4,22,9651,76,83,1,2,19,1,s,pre,0,30,3,Legato,Forte
5,24,9910,72,89,1,2,19,1,s,pre,0,58,4,Legato,Forte
10,34,11228,78,98,1,2,19,1,s,pre,0,53,9,Legato,Forte
11,36,11491,79,91,1,2,19,1,s,pre,0,7,10,Legato,Forte
12,38,11731,76,89,1,2,19,1,s,pre,0,14,11,Legato,Forte
13,40,11972,72,95,1,2,19,1,s,pre,0,30,12,Legato,Forte
14,42,12227,76,96,1,2,19,1,s,pre,0,40,13,Legato,Forte
15,44,12457,79,99,1,2,19,1,s,pre,0,118,14,Legato,Forte
16,46,12701,84,97,1,2,19,1,s,pre,0,17,15,Legato,Forte
17,48,12950,83,85,1,2,19,1,s,pre,0,57,16,Legato,Forte
22,58,14205,81,106,1,2,19,1,s,pre,0,39,21,Legato,Forte
23,60,14456,84,106,1,2,19,1,s,pre,0,51,22,Legato,Forte
24,62,14689,81,91,1,2,19,1,s,pre,0,18,23,Legato,Forte
25,64,14938,78,104,1,2,19,1,s,pre,0,3,24,Legato,Forte
41,96,21475,77,96,1,2,19,1,s,pre,0,57,40,Legato,Forte
42,98,21716,76,98,1,2,19,1,s,pre,0,47,41,Legato,Forte
43,100,21953,74,95,1,2,19,1,s,pre,0,27,42,Legato,Forte
44,102,22206,76,106,1,2,19,1,s,pre,0,39,43,Legato,Forte
45,104,22442,79,91,1,2,19,1,s,pre,0,49,44,Legato,Forte
46,106,22685,74,96,1,2,19,1,s,pre,0,64,45,Legato,Forte
47,109,22932,71,76,1,2,19,1,s,pre,0,-3,46,Legato,Forte
2,18,8749,78,93,1,2,19,2,s,pre,0,31,1,Legato,Forte
3,20,9003,79,90,1,2,19,2,s,pre,0,17,2,Legato,Forte
4,22,9248,76,81,1,2,19,2,s,pre,0,35,3,Legato,Forte
5,24,9499,72,86,1,2,19,2,s,pre,0,44,4,Legato,Forte
10,34,10751,78,91,1,2,19,2,s,pre,0,48,9,Legato,Forte
11,36,10999,79,96,1,2,19,2,s,pre,0,13,10,Legato,Forte
12,38,11248,76,91,1,2,19,2,s,pre,0,12,11,Legato,Forte
13,40,11499,72,96,1,2,19,2,s,pre,0,29,12,Legato,Forte
14,42,11743,76,94,1,2,19,2,s,pre,0,33,13,Legato,Forte
15,44,11986,79,91,1,2,19,2,s,pre,0,74,14,Legato,Forte
16,46,12214,84,95,1,2,19,2,s,pre,0,15,15,Legato,Forte
17,48,12446,83,91,1,2,19,2,s,pre,0,42,16,Legato,Forte
22,58,13669,81,104,1,2,19,2,s,pre,0,44,21,Legato,Forte
23,60,13909,84,103,1,2,19,2,s,pre,0,16,22,Legato,Forte
24,62,14148,81,99,1,2,19,2,s,pre,0,36,23,Legato,Forte
25,64,14402,78,98,1,2,19,2,s,pre,0,18,24,Legato,Forte
41,96,20733,77,103,1,2,19,2,s,pre,0,40,40,Legato,Forte
42,98,20980,76,103,1,2,19,2,s,pre,0,43,41,Legato,Forte
43,100,21206,74,98,1,2,19,2,s,pre,0,23,42,Legato,Forte
44,103,21445,76,104,1,2,19,2,s,pre,0,-5,43,Legato,Forte
45,104,21681,79,87,1,2,19,2,s,pre,0,45,44,Legato,Forte
46,106,21916,74,96,1,2,19,2,s,pre,0,46,45,Legato,Forte
47,108,22146,71,84,1,2,19,2,s,pre,0,14,46,Legato,Forte
2,18,10195,78,72,1,2,20,2,s,pre,1,50,1,Legato,Forte
3,21,10481,79,76,1,2,20,2,s,pre,1,-28,2,Legato,Forte
4,22,10758,76,72,1,2,20,2,s,pre,1,133,3,Legato,Forte
5,24,11089,72,68,1,2,20,2,s,pre,1,45,4,Legato,Forte
10,34,12713,78,66,1,2,20,2,s,pre,1,9,9,Legato,Forte
11,37,13018,79,59,1,2,20,2,s,pre,1,-7,10,Legato,Forte
12,38,13307,76,62,1,2,20,2,s,pre,1,2,11,Legato,Forte
13,41,13600,72,66,1,2,20,2,s,pre,1,-6,12,Legato,Forte
14,42,13903,76,72,1,2,20,2,s,pre,1,26,13,Legato,Forte
15,44,14194,79,84,1,2,20,2,s,pre,1,77,14,Legato,Forte
16,46,14464,84,85,1,2,20,2,s,pre,1,23,15,Legato,Forte
17,48,14780,83,74,1,2,20,2,s,pre,1,118,16,Legato,Forte
22,59,16325,81,73,1,2,20,2,s,pre,1,-15,21,Legato,Forte
23,61,16626,84,74,1,2,20,2,s,pre,1,-7,22,Legato,Forte
24,62,16939,81,73,1,2,20,2,s,pre,1,83,23,Legato,Forte
25,64,17252,78,70,1,2,20,2,s,pre,1,67,24,Legato,Forte
42,98,26012,76,57,1,2,20,2,s,pre,1,49,41,Legato,Forte
45,107,27631,79,61,1,2,20,2,s,pre,1,-42,44,Legato,Forte
2,18,9971,78,58,1,2,20,3,s,pre,0,63,1,Legato,Forte
3,21,10277,79,58,1,2,20,3,s,pre,0,-28,2,Legato,Forte
10,34,12684,78,59,1,2,20,3,s,pre,0,30,9,Legato,Forte
11,37,12992,79,56,1,2,20,3,s,pre,0,-21,10,Legato,Forte
12,38,13288,76,56,1,2,20,3,s,pre,0,33,11,Legato,Forte
13,41,13583,72,61,1,2,20,3,s,pre,0,-26,12,Legato,Forte
14,42,13900,76,71,1,2,20,3,s,pre,0,57,13,Legato,Forte
15,44,14219,79,78,1,2,20,3,s,pre,0,73,14,Legato,Forte
16,46,14511,84,81,1,2,20,3,s,pre,0,9,15,Legato,Forte
17,48,14833,83,79,1,2,20,3,s,pre,0,156,16,Legato,Forte
22,58,16492,81,74,1,2,20,3,s,pre,0,21,21,Legato,Forte
23,61,16790,84,78,1,2,20,3,s,pre,0,-18,22,Legato,Forte
24,62,17086,81,78,1,2,20,3,s,pre,0,107,23,Legato,Forte
25,64,17403,78,75,1,2,20,3,s,pre,0,59,24,Legato,Forte
41,96,26070,77,73,1,2,20,3,s,pre,0,99,40,Legato,Forte
42,98,26379,76,78,1,2,20,3,s,pre,0,54,41,Legato,Forte
43,100,26655,74,80,1,2,20,3,s,pre,0,18,42,Legato,Forte
44,102,26995,76,68,1,2,20,3,s,pre,0,24,43,Legato,Forte
45,104,27301,79,70,1,2,20,3,s,pre,0,16,44,Legato,Forte
47,108,27929,71,71,1,2,20,3,s,pre,0,38,46,Legato,Forte
2,18,8106,78,65,1,2,21,1,s,pre,1,2,1,Legato,Forte
3,21,8404,79,50,1,2,21,1,s,pre,1,-10,2,Legato,Forte
4,23,8668,76,54,1,2,21,1,s,pre,1,-49,3,Legato,Forte
5,25,8980,72,44,1,2,21,1,s,pre,1,-76,4,Legato,Forte
10,34,10380,78,71,1,2,21,1,s,pre,1,41,9,Legato,Forte
11,36,10675,79,69,1,2,21,1,s,pre,1,35,10,Legato,Forte
12,39,10947,76,81,1,2,21,1,s,pre,1,-8,11,Legato,Forte
13,41,11228,72,80,1,2,21,1,s,pre,1,-20,12,Legato,Forte
14,42,11494,76,78,1,2,21,1,s,pre,1,31,13,Legato,Forte
15,44,11758,79,71,1,2,21,1,s,pre,1,23,14,Legato,Forte
16,47,12030,84,51,1,2,21,1,s,pre,1,-43,15,Legato,Forte
17,48,12335,83,48,1,2,21,1,s,pre,1,6,16,Legato,Forte
22,58,13700,81,75,1,2,21,1,s,pre,1,61,21,Legato,Forte
23,60,13974,84,79,1,2,21,1,s,pre,1,2,22,Legato,Forte
24,62,14235,81,67,1,2,21,1,s,pre,1,20,23,Legato,Forte
25,64,14508,78,65,1,2,21,1,s,pre,1,16,24,Legato,Forte
41,97,21490,77,72,1,2,21,1,s,pre,1,-3,40,Legato,Forte
42,99,21753,76,60,1,2,21,1,s,pre,1,-9,41,Legato,Forte
43,101,22014,74,74,1,2,21,1,s,pre,1,-3,42,Legato,Forte
44,102,22275,76,81,1,2,21,1,s,pre,1,16,43,Legato,Forte
45,105,22541,79,65,1,2,21,1,s,pre,1,-11,44,Legato,Forte
46,107,22809,74,62,1,2,21,1,s,pre,1,-12,45,Legato,Forte
47,109,23099,71,53,1,2,21,1,s,pre,1,-30,46,Legato,Forte
2,18,8137,78,64,1,2,21,2,s,pre,1,25,1,Legato,Forte
3,20,8439,79,63,1,2,21,2,s,pre,1,9,2,Legato,Forte
4,22,8680,76,61,1,2,21,2,s,pre,1,12,3,Legato,Forte
5,24,8981,72,65,1,2,21,2,s,pre,1,5,4,Legato,Forte
10,32,10446,78,65,1,2,21,2,s,pre,1,23,9,Legato,Forte
11,34,10727,79,65,1,2,21,2,s,pre,1,29,10,Legato,Forte
12,37,11007,76,70,1,2,21,2,s,pre,1,-3,11,Legato,Forte
13,39,11305,72,78,1,2,21,2,s,pre,1,-18,12,Legato,Forte
14,40,11586,76,71,1,2,21,2,s,pre,1,40,13,Legato,Forte
15,42,11862,79,81,1,2,21,2,s,pre,1,40,14,Legato,Forte
16,45,12149,84,63,1,2,21,2,s,pre,1,-11,15,Legato,Forte
17,46,12467,83,48,1,2,21,2,s,pre,1,47,16,Legato,Forte
22,56,13828,81,76,1,2,21,2,s,pre,1,39,21,Legato,Forte
23,58,14115,84,75,1,2,21,2,s,pre,1,1,22,Legato,Forte
24,60,14404,81,68,1,2,21,2,s,pre,1,7,23,Legato,Forte
25,63,14668,78,67,1,2,21,2,s,pre,1,-5,24,Legato,Forte
41,94,21965,77,68,1,2,21,2,s,pre,1,38,40,Legato,Forte
42,96,22225,76,71,1,2,21,2,s,pre,1,4,41,Legato,Forte
43,99,22491,74,63,1,2,21,2,s,pre,1,-15,42,Legato,Forte
44,100,22759,76,75,1,2,21,2,s,pre,1,15,43,Legato,Forte
45,103,23031,79,65,1,2,21,2,s,pre,1,-14,44,Legato,Forte
46,105,23309,74,60,1,2,21,2,s,pre,1,-6,45,Legato,Forte
47,107,23571,71,55,1,2,21,2,s,pre,1,-45,46,Legato,Forte
6,27,9387,67,54,1,2,2,1,s,pre,0,-179,5,LtoS,FtoP
18,51,12920,81,55,1,2,2,1,s,pre,0,-178,17,LtoS,FtoP
48,111,24915,72,53,1,2,2,1,s,pre,0,-218,47,LtoS,FtoP
6,27,9307,67,52,1,2,2,2,s,pre,0,-161,5,LtoS,FtoP
18,51,12740,81,59,1,2,2,2,s,pre,0,-169,17,LtoS,FtoP
48,111,24203,72,58,1,2,2,2,s,pre,0,-244,47,LtoS,FtoP
6,27,9396,67,51,1,2,3,1,s,pre,0,-28,5,LtoS,FtoP
18,50,12636,81,71,1,2,3,1,s,pre,0,3,17,LtoS,FtoP
48,110,23204,72,77,1,2,3,1,s,pre,0,1,47,LtoS,FtoP
6,27,9398,67,74,1,2,3,2,s,pre,0,-2,5,LtoS,FtoP
18,50,12635,81,78,1,2,3,2,s,pre,0,20,17,LtoS,FtoP
48,111,23141,72,78,1,2,3,2,s,pre,0,-36,47,LtoS,FtoP
6,26,9232,67,58,1,2,4,1,s,pre,1,28,5,LtoS,FtoP
18,50,12562,81,73,1,2,4,1,s,pre,1,14,17,LtoS,FtoP
48,110,23290,72,78,1,2,4,1,s,pre,1,24,47,LtoS,FtoP
6,26,9195,67,76,1,2,4,2,s,pre,0,27,5,LtoS,FtoP
18,50,12583,81,70,1,2,4,2,s,pre,0,10,17,LtoS,FtoP
48,111,23491,72,72,1,2,4,2,s,pre,0,-198,47,LtoS,FtoP
18,49,14549,81,44,1,2,5,1,s,pre,1,-328,17,LtoS,FtoP
48,106,25989,72,70,1,2,5,1,s,pre,1,26,47,LtoS,FtoP
6,26,9377,67,61,1,2,5,2,s,pre,1,32,5,LtoS,FtoP
18,48,12810,81,72,1,2,5,2,s,pre,1,10,17,LtoS,FtoP
48,106,23960,72,70,1,2,5,2,s,pre,1,21,47,LtoS,FtoP
6,27,11552,67,51,1,2,6,1,s,pre,1,-188,5,LtoS,FtoP
18,51,16771,81,62,1,2,6,1,s,pre,1,-113,17,LtoS,FtoP
48,108,32352,72,53,1,2,6,1,s,pre,1,10,47,LtoS,FtoP
6,27,9562,67,43,1,2,6,2,s,pre,1,-215,5,LtoS,FtoP
18,51,13533,81,68,1,2,6,2,s,pre,1,-96,17,LtoS,FtoP
49,112,26763,72,49,1,2,6,2,s,pre,1,3,47,LtoS,FtoP
6,27,10846,67,51,1,2,7,1,s,pre,0,-191,5,LtoS,FtoP
18,51,14963,81,57,1,2,7,1,s,pre,0,-182,17,LtoS,FtoP
48,111,28739,72,67,1,2,7,1,s,pre,0,-224,47,LtoS,FtoP
6,27,9457,67,62,1,2,7,2,s,pre,1,-171,5,LtoS,FtoP
18,51,13169,81,57,1,2,7,2,s,pre,1,-152,17,LtoS,FtoP
48,111,25407,72,60,1,2,7,2,s,pre,1,-267,47,LtoS,FtoP
6,27,9332,67,58,1,2,8,1,s,pre,1,-25,5,LtoS,FtoP
18,51,12821,81,59,1,2,8,1,s,pre,1,-48,17,LtoS,FtoP
48,108,24222,72,81,1,2,8,1,s,pre,1,12,47,LtoS,FtoP
6,27,9370,67,49,1,2,8,2,s,pre,0,-46,5,LtoS,FtoP
18,51,12935,81,70,1,2,8,2,s,pre,0,-41,17,LtoS,FtoP
48,110,24778,72,68,1,2,8,2,s,pre,0,34,47,LtoS,FtoP
6,27,9970,67,65,1,2,9,1,s,pre,1,-174,5,LtoS,FtoP
18,51,12460,81,53,1,2,9,1,s,pre,1,-84,17,LtoS,FtoP
48,109,20349,72,74,1,2,9,1,s,pre,1,-49,47,LtoS,FtoP
6,27,9098,67,68,1,2,9,2,s,pre,1,-184,5,LtoS,FtoP
19,53,12097,81,58,1,2,9,2,s,pre,1,-169,17,LtoS,FtoP
49,113,21036,72,64,1,2,9,2,s,pre,1,-121,47,LtoS,FtoP
6,27,9283,67,56,1,2,10,1,s,pre,1,-205,5,LtoS,FtoP
18,49,12594,81,48,1,2,10,1,s,pre,1,-243,17,LtoS,FtoP
48,109,23264,72,55,1,2,10,1,s,pre,1,-76,47,LtoS,FtoP
6,27,9267,67,51,1,2,10,2,s,pre,0,-204,5,LtoS,FtoP
18,51,12537,81,63,1,2,10,2,s,pre,0,-192,17,LtoS,FtoP
48,111,22975,72,65,1,2,10,2,s,pre,0,-210,47,LtoS,FtoP
6,27,11523,67,57,1,2,11,1,s,pre,1,-226,5,LtoS,FtoP
48,112,24842,72,76,1,2,11,1,s,pre,1,22,47,LtoS,FtoP
6,27,9229,67,55,1,2,11,2,s,pre,1,-240,5,LtoS,FtoP
18,51,12479,81,63,1,2,11,2,s,pre,1,-178,17,LtoS,FtoP
48,111,22825,72,69,1,2,11,2,s,pre,1,-18,47,LtoS,FtoP
6,27,9231,67,60,1,2,12,1,s,pre,1,-23,5,LtoS,FtoP
18,48,12593,81,62,1,2,12,1,s,pre,1,3,17,LtoS,FtoP
48,109,23427,72,65,1,2,12,1,s,pre,1,-37,47,LtoS,FtoP
6,27,9001,67,61,1,2,12,2,s,pre,0,-44,5,LtoS,FtoP
18,51,11615,81,55,1,2,12,2,s,pre,0,-15,17,LtoS,FtoP
48,111,20161,72,72,1,2,12,2,s,pre,0,-9,47,LtoS,FtoP
6,27,9175,67,72,1,2,13,1,s,pre,1,-201,5,LtoS,FtoP
18,51,12196,81,65,1,2,13,1,s,pre,1,-201,17,LtoS,FtoP
48,109,22154,72,50,1,2,13,1,s,pre,1,-220,47,LtoS,FtoP
6,27,9126,67,66,1,2,13,2,s,pre,0,-204,5,LtoS,FtoP
18,51,12064,81,72,1,2,13,2,s,pre,0,-176,17,LtoS,FtoP
48,111,21811,72,60,1,2,13,2,s,pre,0,-221,47,LtoS,FtoP
6,27,9427,67,48,1,2,14,1,s,pre,0,-81,5,LtoS,FtoP
18,50,13058,81,68,1,2,14,1,s,pre,0,3,17,LtoS,FtoP
48,111,24866,72,66,1,2,14,1,s,pre,0,-42,47,LtoS,FtoP
6,27,9386,67,58,1,2,14,2,s,pre,0,-83,5,LtoS,FtoP
18,51,13138,81,48,1,2,14,2,s,pre,0,-5,17,LtoS,FtoP
48,111,25098,72,72,1,2,14,2,s,pre,0,-19,47,LtoS,FtoP
6,27,11164,67,50,1,2,15,1,s,pre,0,-13,5,LtoS,FtoP
18,50,14475,81,68,1,2,15,1,s,pre,0,8,17,LtoS,FtoP
48,111,25368,72,72,1,2,15,1,s,pre,0,-206,47,LtoS,FtoP
6,26,9334,67,54,1,2,15,2,s,pre,0,12,5,LtoS,FtoP
18,50,12583,81,67,1,2,15,2,s,pre,0,18,17,LtoS,FtoP
48,111,23181,72,70,1,2,15,2,s,pre,0,-169,47,LtoS,FtoP
6,27,12352,67,54,1,2,16,1,s,pre,1,-248,5,LtoS,FtoP
18,51,16789,81,49,1,2,16,1,s,pre,1,-19,17,LtoS,FtoP
48,111,29444,72,63,1,2,16,1,s,pre,1,-17,47,LtoS,FtoP
6,27,10489,67,62,1,2,16,2,s,pre,0,-262,5,LtoS,FtoP
18,51,14354,81,53,1,2,16,2,s,pre,0,-54,17,LtoS,FtoP
48,111,27259,72,67,1,2,16,2,s,pre,0,-1,47,LtoS,FtoP
6,27,10058,67,60,1,2,17,1,s,pre,0,-225,5,LtoS,FtoP
18,51,13747,81,44,1,2,17,1,s,pre,0,-199,17,LtoS,FtoP
48,111,25553,72,68,1,2,17,1,s,pre,0,-37,47,LtoS,FtoP
6,27,9400,67,68,1,2,17,2,s,pre,0,-248,5,LtoS,FtoP
18,51,13044,81,56,1,2,17,2,s,pre,0,-71,17,LtoS,FtoP
48,110,24878,72,72,1,2,17,2,s,pre,0,2,47,LtoS,FtoP
6,27,9340,67,57,1,2,18,1,s,pre,1,-109,5,LtoS,FtoP
18,49,12761,81,68,1,2,18,1,s,pre,1,-7,17,LtoS,FtoP
48,108,23327,72,66,1,2,18,1,s,pre,1,40,47,LtoS,FtoP
6,27,9278,67,56,1,2,18,2,s,pre,1,-197,5,LtoS,FtoP
18,51,12588,81,58,1,2,18,2,s,pre,1,-152,17,LtoS,FtoP
48,108,23114,72,63,1,2,18,2,s,pre,1,33,47,LtoS,FtoP
6,27,10191,67,58,1,2,19,1,s,pre,0,-79,5,LtoS,FtoP
18,51,13225,81,65,1,2,19,1,s,pre,0,-73,17,LtoS,FtoP
48,111,23192,72,71,1,2,19,1,s,pre,0,-11,47,LtoS,FtoP
6,27,9752,67,61,1,2,19,2,s,pre,0,-28,5,LtoS,FtoP
18,51,12719,81,69,1,2,19,2,s,pre,0,-49,17,LtoS,FtoP
48,111,22408,72,62,1,2,19,2,s,pre,0,-126,47,LtoS,FtoP
6,26,11386,67,64,1,2,20,2,s,pre,1,3,5,LtoS,FtoP
18,51,15093,81,55,1,2,20,2,s,pre,1,-33,17,LtoS,FtoP
6,27,11311,67,61,1,2,20,3,s,pre,0,-182,5,LtoS,FtoP
18,50,15172,81,65,1,2,20,3,s,pre,0,29,17,LtoS,FtoP
48,110,28291,72,63,1,2,20,3,s,pre,0,32,47,LtoS,FtoP
6,27,9243,67,47,1,2,21,1,s,pre,1,-120,5,LtoS,FtoP
18,51,12625,81,35,1,2,21,1,s,pre,1,-56,17,LtoS,FtoP
48,111,23357,72,53,1,2,21,1,s,pre,1,-4,47,LtoS,FtoP
6,27,9267,67,51,1,2,21,2,s,pre,1,-59,5,LtoS,FtoP
18,49,12726,81,55,1,2,21,2,s,pre,1,-18,17,LtoS,FtoP
48,109,24139,72,62,1,2,21,2,s,pre,1,-310,47,LtoS,FtoP
7,29,9688,67,52,1,2,2,1,s,pre,0,-234,6,Staccato,Piano
8,31,9996,67,52,1,2,2,1,s,pre,0,-252,7,Staccato,Piano
19,53,13216,81,57,1,2,2,1,s,pre,0,-222,18,Staccato,Piano
20,55,13496,81,65,1,2,2,1,s,pre,0,-215,19,Staccato,Piano
30,75,17945,77,59,1,2,2,1,s,pre,0,-247,29,Staccato,Piano
31,77,18235,76,57,1,2,2,1,s,pre,0,-247,30,Staccato,Piano
32,79,18530,76,53,1,2,2,1,s,pre,0,-225,31,Staccato,Piano
37,89,21679,76,50,1,2,2,1,s,pre,0,-229,36,Staccato,Piano
38,91,21959,76,55,1,2,2,1,s,pre,0,-208,37,Staccato,Piano
39,93,22255,76,56,1,2,2,1,s,pre,0,-220,38,Staccato,Piano
49,113,25196,72,58,1,2,2,1,s,pre,0,-226,48,Staccato,Piano
50,115,25499,74,50,1,2,2,1,s,pre,0,-236,49,Staccato,Piano
51,117,25771,74,58,1,2,2,1,s,pre,0,-214,50,Staccato,Piano
54,123,27747,65,62,1,2,2,1,s,pre,0,-162,53,Staccato,Piano
55,125,28072,64,60,1,2,2,1,s,pre,0,-216,54,Staccato,Piano
56,127,28341,64,61,1,2,2,1,s,pre,0,-211,55,Staccato,Piano
59,133,30365,67,58,1,2,2,1,s,pre,0,-213,58,Staccato,Piano
60,135,30657,71,59,1,2,2,1,s,pre,0,-247,59,Staccato,Piano
61,137,30940,71,73,1,2,2,1,s,pre,0,-237,60,Staccato,Piano
62,139,31238,72,77,1,2,2,1,s,pre,0,-251,61,Staccato,Piano
63,141,31517,72,79,1,2,2,1,s,pre,0,-215,62,Staccato,Piano
64,143,31797,73,81,1,2,2,1,s,pre,0,-242,63,Staccato,Piano
65,145,32080,73,96,1,2,2,1,s,pre,0,-203,64,Staccato,Piano
7,29,9593,67,47,1,2,2,2,s,pre,0,-206,6,Staccato,Piano
8,31,9890,67,64,1,2,2,2,s,pre,0,-226,7,Staccato,Piano
19,53,13022,81,50,1,2,2,2,s,pre,0,-209,18,Staccato,Piano
20,55,13298,81,65,1,2,2,2,s,pre,0,-209,19,Staccato,Piano
30,75,17470,77,61,1,2,2,2,s,pre,0,-240,29,Staccato,Piano
31,77,17749,76,54,1,2,2,2,s,pre,0,-232,30,Staccato,Piano
32,79,18026,76,54,1,2,2,2,s,pre,0,-224,31,Staccato,Piano
37,89,21056,76,57,1,2,2,2,s,pre,0,-198,36,Staccato,Piano
38,91,21335,76,59,1,2,2,2,s,pre,0,-190,37,Staccato,Piano
39,93,21618,76,56,1,2,2,2,s,pre,0,-215,38,Staccato,Piano
49,113,24465,72,57,1,2,2,2,s,pre,0,-207,48,Staccato,Piano
50,115,24753,74,59,1,2,2,2,s,pre,0,-203,49,Staccato,Piano
51,117,25033,74,51,1,2,2,2,s,pre,0,-208,50,Staccato,Piano
54,123,26949,65,68,1,2,2,2,s,pre,0,-227,53,Staccato,Piano
55,125,27249,64,55,1,2,2,2,s,pre,0,-257,54,Staccato,Piano
56,127,27530,64,61,1,2,2,2,s,pre,0,-225,55,Staccato,Piano
59,133,29397,67,56,1,2,2,2,s,pre,0,-237,58,Staccato,Piano
60,135,29689,71,52,1,2,2,2,s,pre,0,-251,59,Staccato,Piano
61,137,29978,71,70,1,2,2,2,s,pre,0,-232,60,Staccato,Piano
62,139,30269,72,74,1,2,2,2,s,pre,0,-253,61,Staccato,Piano
63,141,30544,72,77,1,2,2,2,s,pre,0,-233,62,Staccato,Piano
64,143,30830,73,76,1,2,2,2,s,pre,0,-249,63,Staccato,Piano
65,145,31113,73,79,1,2,2,2,s,pre,0,-220,64,Staccato,Piano
7,29,9652,67,52,1,2,3,1,s,pre,0,-200,6,Staccato,Piano
8,31,9910,67,59,1,2,3,1,s,pre,0,-188,7,Staccato,Piano
19,53,12885,81,62,1,2,3,1,s,pre,0,-155,18,Staccato,Piano
20,55,13120,81,68,1,2,3,1,s,pre,0,-174,19,Staccato,Piano
30,75,17022,77,62,1,2,3,1,s,pre,0,-152,29,Staccato,Piano
31,77,17282,76,58,1,2,3,1,s,pre,0,-180,30,Staccato,Piano
32,79,17538,76,56,1,2,3,1,s,pre,0,-194,31,Staccato,Piano
37,89,20449,76,48,1,2,3,1,s,pre,0,-267,36,Staccato,Piano
38,91,20706,76,55,1,2,3,1,s,pre,0,-182,37,Staccato,Piano
39,93,20962,76,63,1,2,3,1,s,pre,0,-164,38,Staccato,Piano
49,113,23436,72,69,1,2,3,1,s,pre,0,-182,48,Staccato,Piano
50,115,23664,74,64,1,2,3,1,s,pre,0,-136,49,Staccato,Piano
51,117,23906,74,70,1,2,3,1,s,pre,0,-163,50,Staccato,Piano
54,123,25558,65,70,1,2,3,1,s,pre,0,-148,53,Staccato,Piano
55,125,25832,64,53,1,2,3,1,s,pre,0,-206,54,Staccato,Piano
56,127,26079,64,58,1,2,3,1,s,pre,0,-201,55,Staccato,Piano
