time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,60,art_only_1,1,NA,NA,a_1,2880,1
3164,Note On,78,63,art_only_1,2,NA,NA,a_1,3164,1
3196,Note Off,79,0,art_only_1,3,NA,NA,a_1,3196,0
3435,Note On,79,64,art_only_1,4,NA,NA,a_1,3435,1
3450,Note Off,78,0,art_only_1,5,NA,NA,a_1,3450,0
3716,Note On,76,60,art_only_1,6,NA,NA,a_1,3716,1
3771,Note Off,79,0,art_only_1,7,NA,NA,a_1,3771,0
3995,Note On,72,62,art_only_1,8,NA,NA,a_1,3995,1
4032,Note Off,76,0,art_only_1,9,NA,NA,a_1,4032,0
4209,Note Off,72,0,art_only_1,10,NA,NA,a_1,4209,0
4272,Note On,67,55,art_only_1,11,NA,NA,a_1,4272,1
4318,Note Off,67,0,art_only_1,12,NA,NA,a_1,4318,0
4548,Note On,67,61,art_only_1,13,NA,NA,a_1,4548,1
4598,Note Off,67,0,art_only_1,14,NA,NA,a_1,4598,0
4825,Note On,67,60,art_only_1,15,NA,NA,a_1,4825,1
4872,Note Off,67,0,art_only_1,16,NA,NA,a_1,4872,0
5118,Note On,79,63,art_only_1,17,NA,NA,a_1,5118,1
5394,Note On,78,68,art_only_1,18,NA,NA,a_1,5394,1
5429,Note Off,79,0,art_only_1,19,NA,NA,a_1,5429,0
5660,Note On,79,71,art_only_1,20,NA,NA,a_1,5660,1
5717,Note Off,78,0,art_only_1,21,NA,NA,a_1,5717,0
5933,Note On,76,68,art_only_1,22,NA,NA,a_1,5933,1
5950,Note Off,79,0,art_only_1,23,NA,NA,a_1,5950,0
6202,Note Off,76,0,art_only_1,24,NA,NA,a_1,6202,0
6215,Note On,72,68,art_only_1,25,NA,NA,a_1,6215,1
6484,Note On,76,66,art_only_1,26,NA,NA,a_1,6484,1
6501,Note Off,72,0,art_only_1,27,NA,NA,a_1,6501,0
6753,Note On,79,71,art_only_1,28,NA,NA,a_1,6753,1
6824,Note Off,76,0,art_only_1,29,NA,NA,a_1,6824,0
7020,Note On,84,69,art_only_1,30,NA,NA,a_1,7020,1
7057,Note Off,79,0,art_only_1,31,NA,NA,a_1,7057,0
7311,Note On,83,68,art_only_1,32,NA,NA,a_1,7311,1
7372,Note Off,84,0,art_only_1,33,NA,NA,a_1,7372,0
7591,Note Off,83,0,art_only_1,34,NA,NA,a_1,7591,0
7592,Note On,81,66,art_only_1,35,NA,NA,a_1,7592,1
7650,Note Off,81,0,art_only_1,36,NA,NA,a_1,7650,0
7850,Note On,81,65,art_only_1,37,NA,NA,a_1,7850,1
7908,Note Off,81,0,art_only_1,38,NA,NA,a_1,7908,0
8113,Note On,81,67,art_only_1,39,NA,NA,a_1,8113,1
8177,Note Off,81,0,art_only_1,40,NA,NA,a_1,8177,0
8386,Note On,83,67,art_only_1,41,NA,NA,a_1,8386,1
8665,Note On,81,72,art_only_1,42,NA,NA,a_1,8665,1
