time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,80,high_4,1,NA,NA,h_4,2880,1
3160,Note On,78,87,high_4,2,NA,NA,h_4,3160,1
3207,Note Off,79,0,high_4,3,NA,NA,h_4,3207,0
3429,Note On,79,86,high_4,4,NA,NA,h_4,3429,1
3475,Note Off,78,0,high_4,5,NA,NA,h_4,3475,0
3703,Note On,76,80,high_4,6,NA,NA,h_4,3703,1
3744,Note Off,79,0,high_4,7,NA,NA,h_4,3744,0
3971,Note On,72,77,high_4,8,NA,NA,h_4,3971,1
4020,Note Off,76,0,high_4,9,NA,NA,h_4,4020,0
4244,Note On,67,56,high_4,10,NA,NA,h_4,4244,1
4244,Note Off,72,0,high_4,11,NA,NA,h_4,4244,0
4309,Note Off,67,0,high_4,12,NA,NA,h_4,4309,0
4528,Note On,67,64,high_4,13,NA,NA,h_4,4528,1
4604,Note Off,67,0,high_4,14,NA,NA,h_4,4604,0
4807,Note On,67,69,high_4,15,NA,NA,h_4,4807,1
4872,Note Off,67,0,high_4,16,NA,NA,h_4,4872,0
5088,Note On,79,88,high_4,17,NA,NA,h_4,5088,1
5361,Note On,78,88,high_4,18,NA,NA,h_4,5361,1
5371,Note Off,79,0,high_4,19,NA,NA,h_4,5371,0
5641,Note On,79,92,high_4,20,NA,NA,h_4,5641,1
5652,Note Off,78,0,high_4,21,NA,NA,h_4,5652,0
5914,Note On,76,90,high_4,22,NA,NA,h_4,5914,1
5928,Note Off,79,0,high_4,23,NA,NA,h_4,5928,0
6189,Note On,72,90,high_4,24,NA,NA,h_4,6189,1
6212,Note Off,76,0,high_4,25,NA,NA,h_4,6212,0
6457,Note On,76,83,high_4,26,NA,NA,h_4,6457,1
6514,Note Off,72,0,high_4,27,NA,NA,h_4,6514,0
6721,Note On,79,87,high_4,28,NA,NA,h_4,6721,1
6775,Note Off,76,0,high_4,29,NA,NA,h_4,6775,0
6990,Note On,84,84,high_4,30,NA,NA,h_4,6990,1
7009,Note Off,79,0,high_4,31,NA,NA,h_4,7009,0
7270,Note On,83,73,high_4,32,NA,NA,h_4,7270,1
7353,Note Off,84,0,high_4,33,NA,NA,h_4,7353,0
7535,Note On,81,64,high_4,34,NA,NA,h_4,7535,1
7539,Note Off,83,0,high_4,35,NA,NA,h_4,7539,0
7601,Note Off,81,0,high_4,36,NA,NA,h_4,7601,0
7811,Note On,81,59,high_4,37,NA,NA,h_4,7811,1
7894,Note Off,81,0,high_4,38,NA,NA,h_4,7894,0
8075,Note On,81,65,high_4,39,NA,NA,h_4,8075,1
8165,Note Off,81,0,high_4,40,NA,NA,h_4,8165,0
8353,Note On,83,90,high_4,41,NA,NA,h_4,8353,1
8623,Note On,81,93,high_4,42,NA,NA,h_4,8623,1
8638,Note Off,83,0,high_4,43,NA,NA,h_4,8638,0
8882,Note On,84,94,high_4,44,NA,NA,h_4,8882,1
8923,Note Off,81,0,high_4,45,NA,NA,h_4,8923,0
9161,Note On,81,93,high_4,46,NA,NA,h_4,9161,1
9230,Note Off,84,0,high_4,47,NA,NA,h_4,9230,0
9431,Note On,78,88,high_4,48,NA,NA,h_4,9431,1
9481,Note Off,81,0,high_4,49,NA,NA,h_4,9481,0
9691,Note On,79,87,high_4,50,NA,NA,h_4,9691,1
9733,Note Off,78,0,high_4,51,NA,NA,h_4,9733,0
9856,Note Off,79,0,high_4,52,NA,NA,h_4,9856,0
9984,Note On,79,81,high_4,53,NA,NA,h_4,9984,1
10349,Note Off,79,0,high_4,54,NA,NA,h_4,10349,0
10527,Note On,79,74,high_4,55,NA,NA,h_4,10527,1
11175,Note Off,79,0,high_4,56,NA,NA,h_4,11175,0
11637,Note On,77,53,high_4,57,NA,NA,h_4,11637,1
11679,Note Off,77,0,high_4,58,NA,NA,h_4,11679,0
11915,Note On,77,53,high_4,59,NA,NA,h_4,11915,1
11971,Note Off,77,0,high_4,60,NA,NA,h_4,11971,0
12168,Note On,76,56,high_4,61,NA,NA,h_4,12168,1
12218,Note Off,76,0,high_4,62,NA,NA,h_4,12218,0
12433,Note On,76,51,high_4,63,NA,NA,h_4,12433,1
12515,Note Off,76,0,high_4,64,NA,NA,h_4,12515,0
12736,Note On,74,57,high_4,65,NA,NA,h_4,12736,1
13423,Note Off,74,0,high_4,66,NA,NA,h_4,13423,0
13806,Note On,79,58,high_4,67,NA,NA,h_4,13806,1
14350,Note Off,79,0,high_4,68,NA,NA,h_4,14350,0
14362,Note On,77,66,high_4,69,NA,NA,h_4,14362,1
14832,Note Off,77,0,high_4,70,NA,NA,h_4,14832,0
14918,Note On,76,68,high_4,71,NA,NA,h_4,14918,1
14977,Note Off,76,0,high_4,72,NA,NA,h_4,14977,0
15186,Note On,76,66,high_4,73,NA,NA,h_4,15186,1
15261,Note Off,76,0,high_4,74,NA,NA,h_4,15261,0
15452,Note On,76,66,high_4,75,NA,NA,h_4,15452,1
15526,Note Off,76,0,high_4,76,NA,NA,h_4,15526,0
15721,Note On,76,71,high_4,77,NA,NA,h_4,15721,1
15788,Note Off,76,0,high_4,78,NA,NA,h_4,15788,0
15988,Note On,81,84,high_4,79,NA,NA,h_4,15988,1
16268,Note On,77,89,high_4,80,NA,NA,h_4,16268,1
16337,Note Off,81,0,high_4,81,NA,NA,h_4,16337,0
16537,Note On,76,86,high_4,82,NA,NA,h_4,16537,1
16584,Note Off,77,0,high_4,83,NA,NA,h_4,16584,0
16804,Note On,74,85,high_4,84,NA,NA,h_4,16804,1
16843,Note Off,76,0,high_4,85,NA,NA,h_4,16843,0
17080,Note On,76,86,high_4,86,NA,NA,h_4,17080,1
17088,Note Off,74,0,high_4,87,NA,NA,h_4,17088,0
17336,Note On,79,84,high_4,88,NA,NA,h_4,17336,1
17374,Note Off,76,0,high_4,89,NA,NA,h_4,17374,0
17610,Note On,74,82,high_4,90,NA,NA,h_4,17610,1
17665,Note Off,79,0,high_4,91,NA,NA,h_4,17665,0
17886,Note On,71,76,high_4,92,NA,NA,h_4,17886,1
17901,Note Off,74,0,high_4,93,NA,NA,h_4,17901,0
18121,Note Off,71,0,high_4,94,NA,NA,h_4,18121,0
18139,Note On,72,62,high_4,95,NA,NA,h_4,18139,1
18193,Note Off,72,0,high_4,96,NA,NA,h_4,18193,0
18413,Note On,72,58,high_4,97,NA,NA,h_4,18413,1
18471,Note Off,72,0,high_4,98,NA,NA,h_4,18471,0
18672,Note On,74,55,high_4,99,NA,NA,h_4,18672,1
18723,Note Off,74,0,high_4,100,NA,NA,h_4,18723,0
18941,Note On,74,58,high_4,101,NA,NA,h_4,18941,1
19028,Note Off,74,0,high_4,102,NA,NA,h_4,19028,0
19248,Note On,76,52,high_4,103,NA,NA,h_4,19248,1
19841,Note Off,76,0,high_4,104,NA,NA,h_4,19841,0
20368,Note On,65,56,high_4,105,NA,NA,h_4,20368,1
20424,Note Off,65,0,high_4,106,NA,NA,h_4,20424,0
20643,Note On,65,55,high_4,107,NA,NA,h_4,20643,1
20729,Note Off,65,0,high_4,108,NA,NA,h_4,20729,0
20905,Note On,64,60,high_4,109,NA,NA,h_4,20905,1
20966,Note Off,64,0,high_4,110,NA,NA,h_4,20966,0
21169,Note On,64,52,high_4,111,NA,NA,h_4,21169,1
21255,Note Off,64,0,high_4,112,NA,NA,h_4,21255,0
21465,Note On,62,55,high_4,113,NA,NA,h_4,21465,1
22001,Note Off,62,0,high_4,114,NA,NA,h_4,22001,0
22505,Note On,67,57,high_4,115,NA,NA,h_4,22505,1
22568,Note Off,67,0,high_4,116,NA,NA,h_4,22568,0
22776,Note On,67,59,high_4,117,NA,NA,h_4,22776,1
22831,Note Off,67,0,high_4,118,NA,NA,h_4,22831,0
23044,Note On,71,62,high_4,119,NA,NA,h_4,23044,1
23098,Note Off,71,0,high_4,120,NA,NA,h_4,23098,0
23302,Note On,71,60,high_4,121,NA,NA,h_4,23302,1
23374,Note Off,71,0,high_4,122,NA,NA,h_4,23374,0
23558,Note On,72,69,high_4,123,NA,NA,h_4,23558,1
23651,Note Off,72,0,high_4,124,NA,NA,h_4,23651,0
23828,Note On,72,70,high_4,125,NA,NA,h_4,23828,1
23926,Note Off,72,0,high_4,126,NA,NA,h_4,23926,0
24088,Note On,73,76,high_4,127,NA,NA,h_4,24088,1
24192,Note Off,73,0,high_4,128,NA,NA,h_4,24192,0
24362,Note On,73,74,high_4,129,NA,NA,h_4,24362,1
24475,Note Off,73,0,high_4,130,NA,NA,h_4,24475,0
24648,Note On,74,89,high_4,131,NA,NA,h_4,24648,1
25200,Note On,77,89,high_4,132,NA,NA,h_4,25200,1
25239,Note Off,74,0,high_4,133,NA,NA,h_4,25239,0
25764,Note On,76,91,high_4,134,NA,NA,h_4,25764,1
25775,Note Off,77,0,high_4,135,NA,NA,h_4,25775,0
26334,Note On,74,94,high_4,136,NA,NA,h_4,26334,1
26383,Note Off,76,0,high_4,137,NA,NA,h_4,26383,0
26817,Note Off,74,0,high_4,138,NA,NA,h_4,26817,0
26894,Note On,72,90,high_4,139,NA,NA,h_4,26894,1
27471,Note On,84,88,high_4,140,NA,NA,h_4,27471,1
27479,Note Off,72,0,high_4,141,NA,NA,h_4,27479,0
27848,Note Off,84,0,high_4,142,NA,NA,h_4,27848,0
28073,Note On,84,91,high_4,143,NA,NA,h_4,28073,1
