time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,68,low_3,1,NA,NA,l_3,2880,1
2944,Note Off,79,0,low_3,2,NA,NA,l_3,3054,0
3173,Note On,78,67,low_3,3,NA,NA,l_3,3173,1
3235,Note Off,78,0,low_3,4,NA,NA,l_3,3345,0
3458,Note On,79,70,low_3,5,NA,NA,l_3,3458,1
3500,Note Off,79,0,low_3,6,NA,NA,l_3,3610,0
3747,Note On,76,67,low_3,7,NA,NA,l_3,3747,1
3789,Note Off,76,0,low_3,8,NA,NA,l_3,3899,0
4031,Note On,72,71,low_3,9,NA,NA,l_3,4031,1
4101,Note Off,72,0,low_3,10,NA,NA,l_3,4211,0
4320,Note On,67,70,low_3,11,NA,NA,l_3,4320,1
4393,Note Off,67,0,low_3,12,NA,NA,l_3,4503,0
4601,Note On,67,72,low_3,13,NA,NA,l_3,4601,1
4652,Note Off,67,0,low_3,14,NA,NA,l_3,4762,0
4885,Note On,67,73,low_3,15,NA,NA,l_3,4885,1
4947,Note Off,67,0,low_3,16,NA,NA,l_3,5057,0
5184,Note On,79,74,low_3,17,NA,NA,l_3,5184,1
5243,Note Off,79,0,low_3,18,NA,NA,l_3,5353,0
5476,Note On,78,68,low_3,19,NA,NA,l_3,5476,1
5543,Note Off,78,0,low_3,20,NA,NA,l_3,5653,0
5764,Note On,79,71,low_3,21,NA,NA,l_3,5764,1
5814,Note Off,79,0,low_3,22,NA,NA,l_3,5924,0
6048,Note On,76,68,low_3,23,NA,NA,l_3,6048,1
6105,Note Off,76,0,low_3,24,NA,NA,l_3,6215,0
6338,Note On,72,72,low_3,25,NA,NA,l_3,6338,1
6387,Note Off,72,0,low_3,26,NA,NA,l_3,6497,0
6616,Note On,76,74,low_3,27,NA,NA,l_3,6616,1
6673,Note Off,76,0,low_3,28,NA,NA,l_3,6783,0
6898,Note On,79,73,low_3,29,NA,NA,l_3,6898,1
6938,Note Off,79,0,low_3,30,NA,NA,l_3,7048,0
7183,Note On,84,78,low_3,31,NA,NA,l_3,7183,1
7227,Note Off,84,0,low_3,32,NA,NA,l_3,7337,0
7472,Note On,83,74,low_3,33,NA,NA,l_3,7472,1
7519,Note Off,83,0,low_3,34,NA,NA,l_3,7629,0
7757,Note On,81,70,low_3,35,NA,NA,l_3,7757,1
7802,Note Off,81,0,low_3,36,NA,NA,l_3,7912,0
8033,Note On,81,70,low_3,37,NA,NA,l_3,8033,1
8080,Note Off,81,0,low_3,38,NA,NA,l_3,8190,0
8312,Note On,81,67,low_3,39,NA,NA,l_3,8312,1
8352,Note Off,81,0,low_3,40,NA,NA,l_3,8462,0
8591,Note On,83,70,low_3,41,NA,NA,l_3,8591,1
8637,Note Off,83,0,low_3,42,NA,NA,l_3,8747,0
8880,Note On,81,69,low_3,43,NA,NA,l_3,8880,1
8928,Note Off,81,0,low_3,44,NA,NA,l_3,9038,0
9157,Note On,84,74,low_3,45,NA,NA,l_3,9157,1
9207,Note Off,84,0,low_3,46,NA,NA,l_3,9317,0
9446,Note On,81,71,low_3,47,NA,NA,l_3,9446,1
9488,Note Off,81,0,low_3,48,NA,NA,l_3,9598,0
9729,Note On,78,70,low_3,49,NA,NA,l_3,9729,1
9830,Note Off,78,0,low_3,50,NA,NA,l_3,9940,0
10013,Note On,79,72,low_3,51,NA,NA,l_3,10013,1
10056,Note Off,79,0,low_3,52,NA,NA,l_3,10166,0
10308,Note On,79,69,low_3,53,NA,NA,l_3,10308,1
10383,Note Off,79,0,low_3,54,NA,NA,l_3,10493,0
10891,Note On,79,68,low_3,55,NA,NA,l_3,10891,1
11021,Note Off,79,0,low_3,56,NA,NA,l_3,11131,0
12104,Note On,77,76,low_3,57,NA,NA,l_3,12104,1
