time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,84,dyn_only_2,1,NA,NA,d_2,2880,1
2950,Note Off,79,0,dyn_only_2,2,NA,NA,d_2,3086,0
3164,Note On,78,85,dyn_only_2,3,NA,NA,d_2,3164,1
3231,Note Off,78,0,dyn_only_2,4,NA,NA,d_2,3367,0
3445,Note On,79,82,dyn_only_2,5,NA,NA,d_2,3445,1
3492,Note Off,79,0,dyn_only_2,6,NA,NA,d_2,3628,0
3723,Note On,76,81,dyn_only_2,7,NA,NA,d_2,3723,1
3765,Note Off,76,0,dyn_only_2,8,NA,NA,d_2,3901,0
4011,Note On,72,79,dyn_only_2,9,NA,NA,d_2,4011,1
4055,Note Off,72,0,dyn_only_2,10,NA,NA,d_2,4191,0
4292,Note On,67,55,dyn_only_2,11,NA,NA,d_2,4292,1
4346,Note Off,67,0,dyn_only_2,12,NA,NA,d_2,4482,0
4574,Note On,67,56,dyn_only_2,13,NA,NA,d_2,4574,1
4639,Note Off,67,0,dyn_only_2,14,NA,NA,d_2,4775,0
4863,Note On,67,59,dyn_only_2,15,NA,NA,d_2,4863,1
4934,Note Off,67,0,dyn_only_2,16,NA,NA,d_2,5070,0
5160,Note On,79,81,dyn_only_2,17,NA,NA,d_2,5160,1
5233,Note Off,79,0,dyn_only_2,18,NA,NA,d_2,5369,0
5439,Note On,78,85,dyn_only_2,19,NA,NA,d_2,5439,1
5533,Note Off,78,0,dyn_only_2,20,NA,NA,d_2,5669,0
5712,Note On,79,85,dyn_only_2,21,NA,NA,d_2,5712,1
5806,Note Off,79,0,dyn_only_2,22,NA,NA,d_2,5942,0
5992,Note On,76,82,dyn_only_2,23,NA,NA,d_2,5992,1
6069,Note Off,76,0,dyn_only_2,24,NA,NA,d_2,6205,0
6264,Note On,72,86,dyn_only_2,25,NA,NA,d_2,6264,1
6385,Note Off,72,0,dyn_only_2,26,NA,NA,d_2,6521,0
6543,Note On,76,82,dyn_only_2,27,NA,NA,d_2,6543,1
6631,Note Off,76,0,dyn_only_2,28,NA,NA,d_2,6767,0
6820,Note On,79,87,dyn_only_2,29,NA,NA,d_2,6820,1
6884,Note Off,79,0,dyn_only_2,30,NA,NA,d_2,7020,0
7089,Note On,84,80,dyn_only_2,31,NA,NA,d_2,7089,1
7178,Note Off,84,0,dyn_only_2,32,NA,NA,d_2,7314,0
7375,Note On,83,89,dyn_only_2,33,NA,NA,d_2,7375,1
7440,Note Off,83,0,dyn_only_2,34,NA,NA,d_2,7576,0
7650,Note On,81,64,dyn_only_2,35,NA,NA,d_2,7650,1
7699,Note Off,81,0,dyn_only_2,36,NA,NA,d_2,7835,0
7925,Note On,81,57,dyn_only_2,37,NA,NA,d_2,7925,1
7981,Note Off,81,0,dyn_only_2,38,NA,NA,d_2,8117,0
8191,Note On,81,60,dyn_only_2,39,NA,NA,d_2,8191,1
8252,Note Off,81,0,dyn_only_2,40,NA,NA,d_2,8388,0
8472,Note On,83,76,dyn_only_2,41,NA,NA,d_2,8472,1
8545,Note Off,83,0,dyn_only_2,42,NA,NA,d_2,8681,0
8753,Note On,81,82,dyn_only_2,43,NA,NA,d_2,8753,1
8808,Note Off,81,0,dyn_only_2,44,NA,NA,d_2,8944,0
9017,Note On,84,88,dyn_only_2,45,NA,NA,d_2,9017,1
9098,Note Off,84,0,dyn_only_2,46,NA,NA,d_2,9234,0
9299,Note On,81,80,dyn_only_2,47,NA,NA,d_2,9299,1
9351,Note Off,81,0,dyn_only_2,48,NA,NA,d_2,9487,0
9572,Note On,78,81,dyn_only_2,49,NA,NA,d_2,9572,1
9678,Note Off,78,0,dyn_only_2,50,NA,NA,d_2,9814,0
9837,Note On,79,81,dyn_only_2,51,NA,NA,d_2,9837,1
9919,Note Off,79,0,dyn_only_2,52,NA,NA,d_2,10055,0
10118,Note On,79,75,dyn_only_2,53,NA,NA,d_2,10118,1
10224,Note Off,79,0,dyn_only_2,54,NA,NA,d_2,10360,0
10691,Note On,79,72,dyn_only_2,55,NA,NA,d_2,10691,1
10872,Note Off,79,0,dyn_only_2,56,NA,NA,d_2,11008,0
11801,Note On,77,58,dyn_only_2,57,NA,NA,d_2,11801,1
11896,Note Off,77,0,dyn_only_2,58,NA,NA,d_2,12032,0
12077,Note On,77,56,dyn_only_2,59,NA,NA,d_2,12077,1
12154,Note Off,77,0,dyn_only_2,60,NA,NA,d_2,12290,0
12346,Note On,76,51,dyn_only_2,61,NA,NA,d_2,12346,1
12400,Note Off,76,0,dyn_only_2,62,NA,NA,d_2,12536,0
12613,Note On,76,56,dyn_only_2,63,NA,NA,d_2,12613,1
12688,Note Off,76,0,dyn_only_2,64,NA,NA,d_2,12824,0
12917,Note On,74,52,dyn_only_2,65,NA,NA,d_2,12917,1
13345,Note Off,74,0,dyn_only_2,66,NA,NA,d_2,13481,0
14003,Note On,79,60,dyn_only_2,67,NA,NA,d_2,14003,1
14185,Note Off,79,0,dyn_only_2,68,NA,NA,d_2,14321,0
14582,Note On,77,58,dyn_only_2,69,NA,NA,d_2,14582,1
14740,Note Off,77,0,dyn_only_2,70,NA,NA,d_2,14876,0
15124,Note On,76,55,dyn_only_2,71,NA,NA,d_2,15124,1
15217,Note Off,76,0,dyn_only_2,72,NA,NA,d_2,15353,0
15408,Note On,76,57,dyn_only_2,73,NA,NA,d_2,15408,1
15460,Note Off,76,0,dyn_only_2,74,NA,NA,d_2,15596,0
15685,Note On,76,58,dyn_only_2,75,NA,NA,d_2,15685,1
15739,Note Off,76,0,dyn_only_2,76,NA,NA,d_2,15875,0
15963,Note On,76,63,dyn_only_2,77,NA,NA,d_2,15963,1
16042,Note Off,76,0,dyn_only_2,78,NA,NA,d_2,16178,0
16243,Note On,81,82,dyn_only_2,79,NA,NA,d_2,16243,1
16313,Note Off,81,0,dyn_only_2,80,NA,NA,d_2,16449,0
16533,Note On,77,86,dyn_only_2,81,NA,NA,d_2,16533,1
16584,Note Off,77,0,dyn_only_2,82,NA,NA,d_2,16720,0
16799,Note On,76,89,dyn_only_2,83,NA,NA,d_2,16799,1
16855,Note Off,76,0,dyn_only_2,84,NA,NA,d_2,16991,0
17076,Note On,74,86,dyn_only_2,85,NA,NA,d_2,17076,1
17153,Note Off,74,0,dyn_only_2,86,NA,NA,d_2,17289,0
17348,Note On,76,87,dyn_only_2,87,NA,NA,d_2,17348,1
17420,Note Off,76,0,dyn_only_2,88,NA,NA,d_2,17556,0
17613,Note On,79,86,dyn_only_2,89,NA,NA,d_2,17613,1
17698,Note Off,79,0,dyn_only_2,90,NA,NA,d_2,17834,0
17892,Note On,74,87,dyn_only_2,91,NA,NA,d_2,17892,1
17968,Note Off,74,0,dyn_only_2,92,NA,NA,d_2,18104,0
18173,Note On,71,74,dyn_only_2,93,NA,NA,d_2,18173,1
18238,Note Off,71,0,dyn_only_2,94,NA,NA,d_2,18374,0
18438,Note On,72,74,dyn_only_2,95,NA,NA,d_2,18438,1
18491,Note Off,72,0,dyn_only_2,96,NA,NA,d_2,18627,0
18717,Note On,72,61,dyn_only_2,97,NA,NA,d_2,18717,1
18771,Note Off,72,0,dyn_only_2,98,NA,NA,d_2,18907,0
18975,Note On,74,60,dyn_only_2,99,NA,NA,d_2,18975,1
19031,Note Off,74,0,dyn_only_2,100,NA,NA,d_2,19167,0
19258,Note On,74,60,dyn_only_2,101,NA,NA,d_2,19258,1
19312,Note Off,74,0,dyn_only_2,102,NA,NA,d_2,19448,0
19561,Note On,76,46,dyn_only_2,103,NA,NA,d_2,19561,1
19989,Note Off,76,0,dyn_only_2,104,NA,NA,d_2,20125,0
20637,Note On,65,57,dyn_only_2,105,NA,NA,d_2,20637,1
20726,Note Off,65,0,dyn_only_2,106,NA,NA,d_2,20862,0
20912,Note On,65,53,dyn_only_2,107,NA,NA,d_2,20912,1
21003,Note Off,65,0,dyn_only_2,108,NA,NA,d_2,21139,0
