time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,80,dyn_only_1,1,NA,NA,d_1,2880,1
2950,Note Off,79,0,dyn_only_1,2,NA,NA,d_1,3086,0
3164,Note On,78,87,dyn_only_1,3,NA,NA,d_1,3164,1
3231,Note Off,78,0,dyn_only_1,4,NA,NA,d_1,3367,0
3435,Note On,79,86,dyn_only_1,5,NA,NA,d_1,3435,1
3482,Note Off,79,0,dyn_only_1,6,NA,NA,d_1,3618,0
3716,Note On,76,80,dyn_only_1,7,NA,NA,d_1,3716,1
3757,Note Off,76,0,dyn_only_1,8,NA,NA,d_1,3893,0
3995,Note On,72,77,dyn_only_1,9,NA,NA,d_1,3995,1
4039,Note Off,72,0,dyn_only_1,10,NA,NA,d_1,4175,0
4272,Note On,67,56,dyn_only_1,11,NA,NA,d_1,4272,1
4326,Note Off,67,0,dyn_only_1,12,NA,NA,d_1,4462,0
4548,Note On,67,64,dyn_only_1,13,NA,NA,d_1,4548,1
4613,Note Off,67,0,dyn_only_1,14,NA,NA,d_1,4749,0
4825,Note On,67,69,dyn_only_1,15,NA,NA,d_1,4825,1
4896,Note Off,67,0,dyn_only_1,16,NA,NA,d_1,5032,0
5118,Note On,79,88,dyn_only_1,17,NA,NA,d_1,5118,1
5191,Note Off,79,0,dyn_only_1,18,NA,NA,d_1,5327,0
5394,Note On,78,88,dyn_only_1,19,NA,NA,d_1,5394,1
5488,Note Off,78,0,dyn_only_1,20,NA,NA,d_1,5624,0
5660,Note On,79,92,dyn_only_1,21,NA,NA,d_1,5660,1
5753,Note Off,79,0,dyn_only_1,22,NA,NA,d_1,5889,0
5933,Note On,76,90,dyn_only_1,23,NA,NA,d_1,5933,1
6010,Note Off,76,0,dyn_only_1,24,NA,NA,d_1,6146,0
6215,Note On,72,90,dyn_only_1,25,NA,NA,d_1,6215,1
6336,Note Off,72,0,dyn_only_1,26,NA,NA,d_1,6472,0
6484,Note On,76,83,dyn_only_1,27,NA,NA,d_1,6484,1
6573,Note Off,76,0,dyn_only_1,28,NA,NA,d_1,6709,0
6753,Note On,79,87,dyn_only_1,29,NA,NA,d_1,6753,1
6816,Note Off,79,0,dyn_only_1,30,NA,NA,d_1,6952,0
7020,Note On,84,84,dyn_only_1,31,NA,NA,d_1,7020,1
7109,Note Off,84,0,dyn_only_1,32,NA,NA,d_1,7245,0
7311,Note On,83,73,dyn_only_1,33,NA,NA,d_1,7311,1
7376,Note Off,83,0,dyn_only_1,34,NA,NA,d_1,7512,0
7592,Note On,81,64,dyn_only_1,35,NA,NA,d_1,7592,1
7641,Note Off,81,0,dyn_only_1,36,NA,NA,d_1,7777,0
7850,Note On,81,59,dyn_only_1,37,NA,NA,d_1,7850,1
7906,Note Off,81,0,dyn_only_1,38,NA,NA,d_1,8042,0
8113,Note On,81,65,dyn_only_1,39,NA,NA,d_1,8113,1
8174,Note Off,81,0,dyn_only_1,40,NA,NA,d_1,8310,0
8386,Note On,83,90,dyn_only_1,41,NA,NA,d_1,8386,1
8460,Note Off,83,0,dyn_only_1,42,NA,NA,d_1,8596,0
8665,Note On,81,93,dyn_only_1,43,NA,NA,d_1,8665,1
8721,Note Off,81,0,dyn_only_1,44,NA,NA,d_1,8857,0
8935,Note On,84,94,dyn_only_1,45,NA,NA,d_1,8935,1
9017,Note Off,84,0,dyn_only_1,46,NA,NA,d_1,9153,0
9201,Note On,81,93,dyn_only_1,47,NA,NA,d_1,9201,1
9253,Note Off,81,0,dyn_only_1,48,NA,NA,d_1,9389,0
9476,Note On,78,88,dyn_only_1,49,NA,NA,d_1,9476,1
9582,Note Off,78,0,dyn_only_1,50,NA,NA,d_1,9718,0
9751,Note On,79,87,dyn_only_1,51,NA,NA,d_1,9751,1
9834,Note Off,79,0,dyn_only_1,52,NA,NA,d_1,9970,0
10027,Note On,79,81,dyn_only_1,53,NA,NA,d_1,10027,1
10132,Note Off,79,0,dyn_only_1,54,NA,NA,d_1,10268,0
