time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,83,high_3,1,NA,NA,h_3,2880,1
3173,Note On,78,89,high_3,2,NA,NA,h_3,3173,1
3206,Note Off,79,0,high_3,3,NA,NA,h_3,3206,0
3458,Note On,79,87,high_3,4,NA,NA,h_3,3458,1
3482,Note Off,78,0,high_3,5,NA,NA,h_3,3482,0
3747,Note On,76,85,high_3,6,NA,NA,h_3,3747,1
3758,Note Off,79,0,high_3,7,NA,NA,h_3,3758,0
4031,Note On,72,74,high_3,8,NA,NA,h_3,4031,1
4051,Note Off,76,0,high_3,9,NA,NA,h_3,4051,0
4272,Note Off,72,0,high_3,10,NA,NA,h_3,4272,0
4320,Note On,67,61,high_3,11,NA,NA,h_3,4320,1
4387,Note Off,67,0,high_3,12,NA,NA,h_3,4387,0
4601,Note On,67,60,high_3,13,NA,NA,h_3,4601,1
4662,Note Off,67,0,high_3,14,NA,NA,h_3,4662,0
4885,Note On,67,68,high_3,15,NA,NA,h_3,4885,1
4950,Note Off,67,0,high_3,16,NA,NA,h_3,4950,0
5184,Note On,79,87,high_3,17,NA,NA,h_3,5184,1
5476,Note On,78,83,high_3,18,NA,NA,h_3,5476,1
5493,Note Off,79,0,high_3,19,NA,NA,h_3,5493,0
5764,Note On,79,90,high_3,20,NA,NA,h_3,5764,1
5772,Note Off,78,0,high_3,21,NA,NA,h_3,5772,0
6048,Note On,76,86,high_3,22,NA,NA,h_3,6048,1
6066,Note Off,79,0,high_3,23,NA,NA,h_3,6066,0
6338,Note On,72,84,high_3,24,NA,NA,h_3,6338,1
6345,Note Off,76,0,high_3,25,NA,NA,h_3,6345,0
6616,Note On,76,86,high_3,26,NA,NA,h_3,6616,1
6665,Note Off,72,0,high_3,27,NA,NA,h_3,6665,0
6898,Note On,79,91,high_3,28,NA,NA,h_3,6898,1
6925,Note Off,76,0,high_3,29,NA,NA,h_3,6925,0
7183,Note On,84,90,high_3,30,NA,NA,h_3,7183,1
7185,Note Off,79,0,high_3,31,NA,NA,h_3,7185,0
7472,Note On,83,81,high_3,32,NA,NA,h_3,7472,1
7533,Note Off,84,0,high_3,33,NA,NA,h_3,7533,0
7754,Note Off,83,0,high_3,34,NA,NA,h_3,7754,0
7757,Note On,81,60,high_3,35,NA,NA,h_3,7757,1
7817,Note Off,81,0,high_3,36,NA,NA,h_3,7817,0
8033,Note On,81,56,high_3,37,NA,NA,h_3,8033,1
8089,Note Off,81,0,high_3,38,NA,NA,h_3,8089,0
8312,Note On,81,61,high_3,39,NA,NA,h_3,8312,1
8463,Note Off,81,0,high_3,40,NA,NA,h_3,8463,0
8591,Note On,83,90,high_3,41,NA,NA,h_3,8591,1
8880,Note On,81,86,high_3,42,NA,NA,h_3,8880,1
8922,Note Off,83,0,high_3,43,NA,NA,h_3,8922,0
9157,Note On,84,93,high_3,44,NA,NA,h_3,9157,1
9203,Note Off,81,0,high_3,45,NA,NA,h_3,9203,0
9446,Note On,81,86,high_3,46,NA,NA,h_3,9446,1
9472,Note Off,84,0,high_3,47,NA,NA,h_3,9472,0
9729,Note On,78,84,high_3,48,NA,NA,h_3,9729,1
9755,Note Off,81,0,high_3,49,NA,NA,h_3,9755,0
10013,Note On,79,80,high_3,50,NA,NA,h_3,10013,1
10032,Note Off,78,0,high_3,51,NA,NA,h_3,10032,0
10141,Note Off,79,0,high_3,52,NA,NA,h_3,10141,0
10308,Note On,79,73,high_3,53,NA,NA,h_3,10308,1
10720,Note Off,79,0,high_3,54,NA,NA,h_3,10720,0
10891,Note On,79,68,high_3,55,NA,NA,h_3,10891,1
11437,Note Off,79,0,high_3,56,NA,NA,h_3,11437,0
12104,Note On,77,54,high_3,57,NA,NA,h_3,12104,1
12172,Note Off,77,0,high_3,58,NA,NA,h_3,12172,0
12398,Note On,77,54,high_3,59,NA,NA,h_3,12398,1
12463,Note Off,77,0,high_3,60,NA,NA,h_3,12463,0
12676,Note On,76,56,high_3,61,NA,NA,h_3,12676,1
12742,Note Off,76,0,high_3,62,NA,NA,h_3,12742,0
12954,Note On,76,57,high_3,63,NA,NA,h_3,12954,1
13043,Note Off,76,0,high_3,64,NA,NA,h_3,13043,0
13254,Note On,74,54,high_3,65,NA,NA,h_3,13254,1
13847,Note Off,74,0,high_3,66,NA,NA,h_3,13847,0
14455,Note On,79,57,high_3,67,NA,NA,h_3,14455,1
14954,Note Off,79,0,high_3,68,NA,NA,h_3,14954,0
15046,Note On,77,61,high_3,69,NA,NA,h_3,15046,1
15523,Note Off,77,0,high_3,70,NA,NA,h_3,15523,0
15603,Note On,76,57,high_3,71,NA,NA,h_3,15603,1
15692,Note Off,76,0,high_3,72,NA,NA,h_3,15692,0
15889,Note On,76,56,high_3,73,NA,NA,h_3,15889,1
