time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,78,dyn_only_4,1,NA,NA,d_4,2880,1
3016,Note Off,79,0,dyn_only_4,2,NA,NA,d_4,3146,0
3160,Note On,78,75,dyn_only_4,3,NA,NA,d_4,3160,1
3225,Note Off,78,0,dyn_only_4,4,NA,NA,d_4,3355,0
3429,Note On,79,72,dyn_only_4,5,NA,NA,d_4,3429,1
3546,Note Off,79,0,dyn_only_4,6,NA,NA,d_4,3676,0
3703,Note On,76,69,dyn_only_4,7,NA,NA,d_4,3703,1
3770,Note Off,76,0,dyn_only_4,8,NA,NA,d_4,3900,0
3971,Note On,72,68,dyn_only_4,9,NA,NA,d_4,3971,1
4244,Note On,67,57,dyn_only_4,11,NA,NA,d_4,4244,1
4136,Note Off,72,0,dyn_only_4,10,NA,NA,d_4,4266,0
4325,Note Off,67,0,dyn_only_4,12,NA,NA,d_4,4455,0
4528,Note On,67,56,dyn_only_4,13,NA,NA,d_4,4528,1
4598,Note Off,67,0,dyn_only_4,14,NA,NA,d_4,4728,0
4807,Note On,67,59,dyn_only_4,15,NA,NA,d_4,4807,1
4889,Note Off,67,0,dyn_only_4,16,NA,NA,d_4,5019,0
5088,Note On,79,72,dyn_only_4,17,NA,NA,d_4,5088,1
5213,Note Off,79,0,dyn_only_4,18,NA,NA,d_4,5343,0
5361,Note On,78,74,dyn_only_4,19,NA,NA,d_4,5361,1
5481,Note Off,78,0,dyn_only_4,20,NA,NA,d_4,5611,0
5641,Note On,79,72,dyn_only_4,21,NA,NA,d_4,5641,1
5763,Note Off,79,0,dyn_only_4,22,NA,NA,d_4,5893,0
5914,Note On,76,70,dyn_only_4,23,NA,NA,d_4,5914,1
5976,Note Off,76,0,dyn_only_4,24,NA,NA,d_4,6106,0
6189,Note On,72,72,dyn_only_4,25,NA,NA,d_4,6189,1
6457,Note On,76,76,dyn_only_4,27,NA,NA,d_4,6457,1
6367,Note Off,72,0,dyn_only_4,26,NA,NA,d_4,6497,0
6548,Note Off,76,0,dyn_only_4,28,NA,NA,d_4,6678,0
6721,Note On,79,76,dyn_only_4,29,NA,NA,d_4,6721,1
6807,Note Off,79,0,dyn_only_4,30,NA,NA,d_4,6937,0
6990,Note On,84,79,dyn_only_4,31,NA,NA,d_4,6990,1
7111,Note Off,84,0,dyn_only_4,32,NA,NA,d_4,7241,0
7270,Note On,83,76,dyn_only_4,33,NA,NA,d_4,7270,1
7535,Note On,81,61,dyn_only_4,35,NA,NA,d_4,7535,1
7484,Note Off,83,0,dyn_only_4,34,NA,NA,d_4,7614,0
7583,Note Off,81,0,dyn_only_4,36,NA,NA,d_4,7713,0
7811,Note On,81,49,dyn_only_4,37,NA,NA,d_4,7811,1
7857,Note Off,81,0,dyn_only_4,38,NA,NA,d_4,7987,0
8075,Note On,81,58,dyn_only_4,39,NA,NA,d_4,8075,1
8143,Note Off,81,0,dyn_only_4,40,NA,NA,d_4,8273,0
8353,Note On,83,70,dyn_only_4,41,NA,NA,d_4,8353,1
8484,Note Off,83,0,dyn_only_4,42,NA,NA,d_4,8614,0
8623,Note On,81,73,dyn_only_4,43,NA,NA,d_4,8623,1
8679,Note Off,81,0,dyn_only_4,44,NA,NA,d_4,8809,0
8882,Note On,84,73,dyn_only_4,45,NA,NA,d_4,8882,1
9014,Note Off,84,0,dyn_only_4,46,NA,NA,d_4,9144,0
9161,Note On,81,74,dyn_only_4,47,NA,NA,d_4,9161,1
9236,Note Off,81,0,dyn_only_4,48,NA,NA,d_4,9366,0
9431,Note On,78,72,dyn_only_4,49,NA,NA,d_4,9431,1
9691,Note On,79,73,dyn_only_4,50,NA,NA,d_4,9691,1
9728,Note Off,78,0,dyn_only_4,51,NA,NA,d_4,9858,0
9749,Note Off,79,0,dyn_only_4,52,NA,NA,d_4,9879,0
9984,Note On,79,70,dyn_only_4,53,NA,NA,d_4,9984,1
10112,Note Off,79,0,dyn_only_4,54,NA,NA,d_4,10242,0
10527,Note On,79,63,dyn_only_4,55,NA,NA,d_4,10527,1
10654,Note Off,79,0,dyn_only_4,56,NA,NA,d_4,10784,0
11637,Note On,77,54,dyn_only_4,57,NA,NA,d_4,11637,1
11727,Note Off,77,0,dyn_only_4,58,NA,NA,d_4,11857,0
11915,Note On,77,56,dyn_only_4,59,NA,NA,d_4,11915,1
11986,Note Off,77,0,dyn_only_4,60,NA,NA,d_4,12116,0
12168,Note On,76,55,dyn_only_4,61,NA,NA,d_4,12168,1
12230,Note Off,76,0,dyn_only_4,62,NA,NA,d_4,12360,0
12433,Note On,76,50,dyn_only_4,63,NA,NA,d_4,12433,1
12528,Note Off,76,0,dyn_only_4,64,NA,NA,d_4,12658,0
12736,Note On,74,52,dyn_only_4,65,NA,NA,d_4,12736,1
12892,Note Off,74,0,dyn_only_4,66,NA,NA,d_4,13022,0
13806,Note On,79,58,dyn_only_4,67,NA,NA,d_4,13806,1
14027,Note Off,79,0,dyn_only_4,68,NA,NA,d_4,14157,0
14362,Note On,77,60,dyn_only_4,69,NA,NA,d_4,14362,1
14574,Note Off,77,0,dyn_only_4,70,NA,NA,d_4,14704,0
14918,Note On,76,58,dyn_only_4,71,NA,NA,d_4,14918,1
15015,Note Off,76,0,dyn_only_4,72,NA,NA,d_4,15145,0
15186,Note On,76,58,dyn_only_4,73,NA,NA,d_4,15186,1
15255,Note Off,76,0,dyn_only_4,74,NA,NA,d_4,15385,0
15452,Note On,76,60,dyn_only_4,75,NA,NA,d_4,15452,1
15534,Note Off,76,0,dyn_only_4,76,NA,NA,d_4,15664,0
15721,Note On,76,61,dyn_only_4,77,NA,NA,d_4,15721,1
15794,Note Off,76,0,dyn_only_4,78,NA,NA,d_4,15924,0
15988,Note On,81,73,dyn_only_4,79,NA,NA,d_4,15988,1
16268,Note On,77,71,dyn_only_4,81,NA,NA,d_4,16268,1
16180,Note Off,81,0,dyn_only_4,80,NA,NA,d_4,16310,0
16327,Note Off,77,0,dyn_only_4,82,NA,NA,d_4,16457,0
16537,Note On,76,73,dyn_only_4,83,NA,NA,d_4,16537,1
16603,Note Off,76,0,dyn_only_4,84,NA,NA,d_4,16733,0
16804,Note On,74,75,dyn_only_4,85,NA,NA,d_4,16804,1
16855,Note Off,74,0,dyn_only_4,86,NA,NA,d_4,16985,0
17080,Note On,76,70,dyn_only_4,87,NA,NA,d_4,17080,1
17336,Note On,79,75,dyn_only_4,89,NA,NA,d_4,17336,1
17219,Note Off,76,0,dyn_only_4,88,NA,NA,d_4,17349,0
17388,Note Off,79,0,dyn_only_4,90,NA,NA,d_4,17518,0
17610,Note On,74,75,dyn_only_4,91,NA,NA,d_4,17610,1
17677,Note Off,74,0,dyn_only_4,92,NA,NA,d_4,17807,0
17886,Note On,71,61,dyn_only_4,93,NA,NA,d_4,17886,1
17945,Note Off,71,0,dyn_only_4,94,NA,NA,d_4,18075,0
18139,Note On,72,66,dyn_only_4,95,NA,NA,d_4,18139,1
18208,Note Off,72,0,dyn_only_4,96,NA,NA,d_4,18338,0
18413,Note On,72,57,dyn_only_4,97,NA,NA,d_4,18413,1
18511,Note Off,72,0,dyn_only_4,98,NA,NA,d_4,18641,0
18672,Note On,74,60,dyn_only_4,99,NA,NA,d_4,18672,1
18722,Note Off,74,0,dyn_only_4,100,NA,NA,d_4,18852,0
18941,Note On,74,61,dyn_only_4,101,NA,NA,d_4,18941,1
19027,Note Off,74,0,dyn_only_4,102,NA,NA,d_4,19157,0
19248,Note On,76,48,dyn_only_4,103,NA,NA,d_4,19248,1
19439,Note Off,76,0,dyn_only_4,104,NA,NA,d_4,19569,0
20368,Note On,65,56,dyn_only_4,105,NA,NA,d_4,20368,1
20443,Note Off,65,0,dyn_only_4,106,NA,NA,d_4,20573,0
20643,Note On,65,58,dyn_only_4,107,NA,NA,d_4,20643,1
20746,Note Off,65,0,dyn_only_4,108,NA,NA,d_4,20876,0
20905,Note On,64,52,dyn_only_4,109,NA,NA,d_4,20905,1
20959,Note Off,64,0,dyn_only_4,110,NA,NA,d_4,21089,0
21169,Note On,64,53,dyn_only_4,111,NA,NA,d_4,21169,1
21260,Note Off,64,0,dyn_only_4,112,NA,NA,d_4,21390,0
21465,Note On,62,47,dyn_only_4,113,NA,NA,d_4,21465,1
21649,Note Off,62,0,dyn_only_4,114,NA,NA,d_4,21779,0
22505,Note On,67,57,dyn_only_4,115,NA,NA,d_4,22505,1
22566,Note Off,67,0,dyn_only_4,116,NA,NA,d_4,22696,0
22776,Note On,67,59,dyn_only_4,117,NA,NA,d_4,22776,1
22857,Note Off,67,0,dyn_only_4,118,NA,NA,d_4,22987,0
23044,Note On,71,55,dyn_only_4,119,NA,NA,d_4,23044,1
23103,Note Off,71,0,dyn_only_4,120,NA,NA,d_4,23233,0
23302,Note On,71,60,dyn_only_4,121,NA,NA,d_4,23302,1
23371,Note Off,71,0,dyn_only_4,122,NA,NA,d_4,23501,0
23558,Note On,72,63,dyn_only_4,123,NA,NA,d_4,23558,1
23598,Note Off,72,0,dyn_only_4,124,NA,NA,d_4,23728,0
23828,Note On,72,66,dyn_only_4,125,NA,NA,d_4,23828,1
23883,Note Off,72,0,dyn_only_4,126,NA,NA,d_4,24013,0
24088,Note On,73,70,dyn_only_4,127,NA,NA,d_4,24088,1
24178,Note Off,73,0,dyn_only_4,128,NA,NA,d_4,24308,0
24362,Note On,73,66,dyn_only_4,129,NA,NA,d_4,24362,1
24442,Note Off,73,0,dyn_only_4,130,NA,NA,d_4,24572,0
24648,Note On,74,79,dyn_only_4,131,NA,NA,d_4,24648,1
24885,Note Off,74,0,dyn_only_4,132,NA,NA,d_4,25015,0
25200,Note On,77,79,dyn_only_4,133,NA,NA,d_4,25200,1
25446,Note Off,77,0,dyn_only_4,134,NA,NA,d_4,25576,0
25764,Note On,76,73,dyn_only_4,135,NA,NA,d_4,25764,1
25999,Note Off,76,0,dyn_only_4,136,NA,NA,d_4,26129,0
26334,Note On,74,74,dyn_only_4,137,NA,NA,d_4,26334,1
26580,Note Off,74,0,dyn_only_4,138,NA,NA,d_4,26710,0
26894,Note On,72,79,dyn_only_4,139,NA,NA,d_4,26894,1
27174,Note Off,72,0,dyn_only_4,140,NA,NA,d_4,27304,0
27471,Note On,84,78,dyn_only_4,141,NA,NA,d_4,27471,1
27660,Note Off,84,0,dyn_only_4,142,NA,NA,d_4,27790,0
28073,Note On,84,66,dyn_only_4,143,NA,NA,d_4,28073,1
28296,Note Off,84,0,dyn_only_4,144,NA,NA,d_4,28296,0
