time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,60,low_2,1,NA,NA,l_2,2880,1
2944,Note Off,79,0,low_2,2,NA,NA,l_2,3048,0
3164,Note On,78,63,low_2,3,NA,NA,l_2,3164,1
3225,Note Off,78,0,low_2,4,NA,NA,l_2,3329,0
3445,Note On,79,64,low_2,5,NA,NA,l_2,3445,1
3486,Note Off,79,0,low_2,6,NA,NA,l_2,3590,0
3723,Note On,76,60,low_2,7,NA,NA,l_2,3723,1
3765,Note Off,76,0,low_2,8,NA,NA,l_2,3869,0
4011,Note On,72,62,low_2,9,NA,NA,l_2,4011,1
4081,Note Off,72,0,low_2,10,NA,NA,l_2,4185,0
4292,Note On,67,55,low_2,11,NA,NA,l_2,4292,1
4365,Note Off,67,0,low_2,12,NA,NA,l_2,4469,0
4574,Note On,67,61,low_2,13,NA,NA,l_2,4574,1
4625,Note Off,67,0,low_2,14,NA,NA,l_2,4729,0
4863,Note On,67,60,low_2,15,NA,NA,l_2,4863,1
4925,Note Off,67,0,low_2,16,NA,NA,l_2,5029,0
5160,Note On,79,63,low_2,17,NA,NA,l_2,5160,1
5220,Note Off,79,0,low_2,18,NA,NA,l_2,5324,0
5439,Note On,78,68,low_2,19,NA,NA,l_2,5439,1
5505,Note Off,78,0,low_2,20,NA,NA,l_2,5609,0
5712,Note On,79,71,low_2,21,NA,NA,l_2,5712,1
5762,Note Off,79,0,low_2,22,NA,NA,l_2,5866,0
5992,Note On,76,68,low_2,23,NA,NA,l_2,5992,1
6048,Note Off,76,0,low_2,24,NA,NA,l_2,6152,0
6264,Note On,72,68,low_2,25,NA,NA,l_2,6264,1
6313,Note Off,72,0,low_2,26,NA,NA,l_2,6417,0
6543,Note On,76,66,low_2,27,NA,NA,l_2,6543,1
6600,Note Off,76,0,low_2,28,NA,NA,l_2,6704,0
6820,Note On,79,71,low_2,29,NA,NA,l_2,6820,1
6861,Note Off,79,0,low_2,30,NA,NA,l_2,6965,0
7089,Note On,84,69,low_2,31,NA,NA,l_2,7089,1
7133,Note Off,84,0,low_2,32,NA,NA,l_2,7237,0
7375,Note On,83,68,low_2,33,NA,NA,l_2,7375,1
7422,Note Off,83,0,low_2,34,NA,NA,l_2,7526,0
7650,Note On,81,66,low_2,35,NA,NA,l_2,7650,1
7695,Note Off,81,0,low_2,36,NA,NA,l_2,7799,0
7925,Note On,81,65,low_2,37,NA,NA,l_2,7925,1
7972,Note Off,81,0,low_2,38,NA,NA,l_2,8076,0
8191,Note On,81,67,low_2,39,NA,NA,l_2,8191,1
8231,Note Off,81,0,low_2,40,NA,NA,l_2,8335,0
8472,Note On,83,67,low_2,41,NA,NA,l_2,8472,1
8518,Note Off,83,0,low_2,42,NA,NA,l_2,8622,0
8753,Note On,81,72,low_2,43,NA,NA,l_2,8753,1
8800,Note Off,81,0,low_2,44,NA,NA,l_2,8904,0
9017,Note On,84,67,low_2,45,NA,NA,l_2,9017,1
9067,Note Off,84,0,low_2,46,NA,NA,l_2,9171,0
9299,Note On,81,65,low_2,47,NA,NA,l_2,9299,1
9341,Note Off,81,0,low_2,48,NA,NA,l_2,9445,0
9572,Note On,78,69,low_2,49,NA,NA,l_2,9572,1
