time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
24407,Note On,73,78,low_1,127,NA,NA,l_1,24407,1
24497,Note Off,73,0,low_1,128,NA,NA,l_1,24567,0
24673,Note On,73,76,low_1,129,NA,NA,l_1,24673,1
24753,Note Off,73,0,low_1,130,NA,NA,l_1,24823,0
24978,Note On,74,75,low_1,131,NA,NA,l_1,24978,1
25214,Note Off,74,0,low_1,132,NA,NA,l_1,25284,0
25540,Note On,77,73,low_1,133,NA,NA,l_1,25540,1
25786,Note Off,77,0,low_1,134,NA,NA,l_1,25856,0
26107,Note On,76,68,low_1,135,NA,NA,l_1,26107,1
26342,Note Off,76,0,low_1,136,NA,NA,l_1,26412,0
26673,Note On,74,68,low_1,137,NA,NA,l_1,26673,1
26919,Note Off,74,0,low_1,138,NA,NA,l_1,26989,0
27266,Note On,72,71,low_1,139,NA,NA,l_1,27266,1
27547,Note Off,72,0,low_1,140,NA,NA,l_1,27617,0
27858,Note On,84,68,low_1,141,NA,NA,l_1,27858,1
28047,Note Off,84,0,low_1,142,NA,NA,l_1,28117,0
28479,Note On,84,66,low_1,143,NA,NA,l_1,28479,1
28703,Note Off,84,0,low_1,144,NA,NA,l_1,28703,0
