time,event,Pitch,Velocity,MidFile,NoteNr,SubArt,SubDyn,MidFileShort,timeFixed,KeyOnOff
2880,Note On,79,64,low_1,1,NA,NA,l_1,2880,1
3016,Note Off,79,0,low_1,2,NA,NA,l_1,3086,0
3164,Note On,78,66,low_1,3,NA,NA,l_1,3164,1
3229,Note Off,78,0,low_1,4,NA,NA,l_1,3299,0
3435,Note On,79,65,low_1,5,NA,NA,l_1,3435,1
3552,Note Off,79,0,low_1,6,NA,NA,l_1,3622,0
3716,Note On,76,63,low_1,7,NA,NA,l_1,3716,1
3783,Note Off,76,0,low_1,8,NA,NA,l_1,3853,0
3995,Note On,72,70,low_1,9,NA,NA,l_1,3995,1
4160,Note Off,72,0,low_1,10,NA,NA,l_1,4230,0
4272,Note On,67,70,low_1,11,NA,NA,l_1,4272,1
4353,Note Off,67,0,low_1,12,NA,NA,l_1,4423,0
4548,Note On,67,68,low_1,13,NA,NA,l_1,4548,1
4618,Note Off,67,0,low_1,14,NA,NA,l_1,4688,0
4825,Note On,67,67,low_1,15,NA,NA,l_1,4825,1
4907,Note Off,67,0,low_1,16,NA,NA,l_1,4977,0
5118,Note On,79,63,low_1,17,NA,NA,l_1,5118,1
5243,Note Off,79,0,low_1,18,NA,NA,l_1,5313,0
5394,Note On,78,64,low_1,19,NA,NA,l_1,5394,1
5514,Note Off,78,0,low_1,20,NA,NA,l_1,5584,0
5660,Note On,79,62,low_1,21,NA,NA,l_1,5660,1
5782,Note Off,79,0,low_1,22,NA,NA,l_1,5852,0
5933,Note On,76,64,low_1,23,NA,NA,l_1,5933,1
5996,Note Off,76,0,low_1,24,NA,NA,l_1,6066,0
6215,Note On,72,67,low_1,25,NA,NA,l_1,6215,1
6393,Note Off,72,0,low_1,26,NA,NA,l_1,6463,0
6484,Note On,76,66,low_1,27,NA,NA,l_1,6484,1
6575,Note Off,76,0,low_1,28,NA,NA,l_1,6645,0
6753,Note On,79,67,low_1,29,NA,NA,l_1,6753,1
6839,Note Off,79,0,low_1,30,NA,NA,l_1,6909,0
7020,Note On,84,71,low_1,31,NA,NA,l_1,7020,1
7141,Note Off,84,0,low_1,32,NA,NA,l_1,7211,0
7311,Note On,83,70,low_1,33,NA,NA,l_1,7311,1
7592,Note On,81,71,low_1,35,NA,NA,l_1,7592,1
7525,Note Off,83,0,low_1,34,NA,NA,l_1,7595,0
7640,Note Off,81,0,low_1,36,NA,NA,l_1,7710,0
7850,Note On,81,71,low_1,37,NA,NA,l_1,7850,1
7896,Note Off,81,0,low_1,38,NA,NA,l_1,7966,0
8113,Note On,81,73,low_1,39,NA,NA,l_1,8113,1
8182,Note Off,81,0,low_1,40,NA,NA,l_1,8252,0
8386,Note On,83,67,low_1,41,NA,NA,l_1,8386,1
8517,Note Off,83,0,low_1,42,NA,NA,l_1,8587,0
8665,Note On,81,63,low_1,43,NA,NA,l_1,8665,1
8721,Note Off,81,0,low_1,44,NA,NA,l_1,8791,0
8935,Note On,84,69,low_1,45,NA,NA,l_1,8935,1
9067,Note Off,84,0,low_1,46,NA,NA,l_1,9137,0
9201,Note On,81,57,low_1,47,NA,NA,l_1,9201,1
9276,Note Off,81,0,low_1,48,NA,NA,l_1,9346,0
9476,Note On,78,72,low_1,49,NA,NA,l_1,9476,1
9751,Note On,79,69,low_1,50,NA,NA,l_1,9751,1
9773,Note Off,78,0,low_1,51,NA,NA,l_1,9843,0
9810,Note Off,79,0,low_1,52,NA,NA,l_1,9880,0
10027,Note On,79,67,low_1,53,NA,NA,l_1,10027,1
10154,Note Off,79,0,low_1,54,NA,NA,l_1,10224,0
10616,Note On,79,64,low_1,55,NA,NA,l_1,10616,1
10743,Note Off,79,0,low_1,56,NA,NA,l_1,10813,0
11808,Note On,77,68,low_1,57,NA,NA,l_1,11808,1
11899,Note Off,77,0,low_1,58,NA,NA,l_1,11969,0
12089,Note On,77,68,low_1,59,NA,NA,l_1,12089,1
12160,Note Off,77,0,low_1,60,NA,NA,l_1,12230,0
12355,Note On,76,66,low_1,61,NA,NA,l_1,12355,1
12416,Note Off,76,0,low_1,62,NA,NA,l_1,12486,0
12622,Note On,76,64,low_1,63,NA,NA,l_1,12622,1
12716,Note Off,76,0,low_1,64,NA,NA,l_1,12786,0
12929,Note On,74,69,low_1,65,NA,NA,l_1,12929,1
13085,Note Off,74,0,low_1,66,NA,NA,l_1,13155,0
13987,Note On,79,70,low_1,67,NA,NA,l_1,13987,1
14208,Note Off,79,0,low_1,68,NA,NA,l_1,14278,0
14561,Note On,77,64,low_1,69,NA,NA,l_1,14561,1
14773,Note Off,77,0,low_1,70,NA,NA,l_1,14843,0
15137,Note On,76,67,low_1,71,NA,NA,l_1,15137,1
15234,Note Off,76,0,low_1,72,NA,NA,l_1,15304,0
15408,Note On,76,69,low_1,73,NA,NA,l_1,15408,1
15478,Note Off,76,0,low_1,74,NA,NA,l_1,15548,0
15668,Note On,76,66,low_1,75,NA,NA,l_1,15668,1
15750,Note Off,76,0,low_1,76,NA,NA,l_1,15820,0
15926,Note On,76,67,low_1,77,NA,NA,l_1,15926,1
15999,Note Off,76,0,low_1,78,NA,NA,l_1,16069,0
16207,Note On,81,65,low_1,79,NA,NA,l_1,16207,1
16399,Note Off,81,0,low_1,80,NA,NA,l_1,16469,0
16474,Note On,77,64,low_1,81,NA,NA,l_1,16474,1
16534,Note Off,77,0,low_1,82,NA,NA,l_1,16604,0
16750,Note On,76,65,low_1,83,NA,NA,l_1,16750,1
16815,Note Off,76,0,low_1,84,NA,NA,l_1,16885,0
17016,Note On,74,67,low_1,85,NA,NA,l_1,17016,1
17067,Note Off,74,0,low_1,86,NA,NA,l_1,17137,0
17290,Note On,76,67,low_1,87,NA,NA,l_1,17290,1
17429,Note Off,76,0,low_1,88,NA,NA,l_1,17499,0
17557,Note On,79,68,low_1,89,NA,NA,l_1,17557,1
17609,Note Off,79,0,low_1,90,NA,NA,l_1,17679,0
17824,Note On,74,69,low_1,91,NA,NA,l_1,17824,1
17891,Note Off,74,0,low_1,92,NA,NA,l_1,17961,0
18098,Note On,71,67,low_1,93,NA,NA,l_1,18098,1
18157,Note Off,71,0,low_1,94,NA,NA,l_1,18227,0
18371,Note On,72,73,low_1,95,NA,NA,l_1,18371,1
18440,Note Off,72,0,low_1,96,NA,NA,l_1,18510,0
18630,Note On,72,72,low_1,97,NA,NA,l_1,18630,1
18728,Note Off,72,0,low_1,98,NA,NA,l_1,18798,0
18902,Note On,74,71,low_1,99,NA,NA,l_1,18902,1
18952,Note Off,74,0,low_1,100,NA,NA,l_1,19022,0
19161,Note On,74,69,low_1,101,NA,NA,l_1,19161,1
19247,Note Off,74,0,low_1,102,NA,NA,l_1,19317,0
19462,Note On,76,64,low_1,103,NA,NA,l_1,19462,1
19652,Note Off,76,0,low_1,104,NA,NA,l_1,19722,0
20562,Note On,65,74,low_1,105,NA,NA,l_1,20562,1
20637,Note Off,65,0,low_1,106,NA,NA,l_1,20707,0
20832,Note On,65,69,low_1,107,NA,NA,l_1,20832,1
20935,Note Off,65,0,low_1,108,NA,NA,l_1,21005,0
21115,Note On,64,64,low_1,109,NA,NA,l_1,21115,1
21168,Note Off,64,0,low_1,110,NA,NA,l_1,21238,0
21379,Note On,64,64,low_1,111,NA,NA,l_1,21379,1
21469,Note Off,64,0,low_1,112,NA,NA,l_1,21539,0
21677,Note On,62,61,low_1,113,NA,NA,l_1,21677,1
21862,Note Off,62,0,low_1,114,NA,NA,l_1,21932,0
22797,Note On,67,73,low_1,115,NA,NA,l_1,22797,1
22858,Note Off,67,0,low_1,116,NA,NA,l_1,22928,0
23075,Note On,67,69,low_1,117,NA,NA,l_1,23075,1
23156,Note Off,67,0,low_1,118,NA,NA,l_1,23226,0
23362,Note On,71,74,low_1,119,NA,NA,l_1,23362,1
23421,Note Off,71,0,low_1,120,NA,NA,l_1,23491,0
23620,Note On,71,73,low_1,121,NA,NA,l_1,23620,1
23689,Note Off,71,0,low_1,122,NA,NA,l_1,23759,0
23881,Note On,72,74,low_1,123,NA,NA,l_1,23881,1
23922,Note Off,72,0,low_1,124,NA,NA,l_1,23992,0
24140,Note On,72,72,low_1,125,NA,NA,l_1,24140,1
24195,Note Off,72,0,low_1,126,NA,NA,l_1,24265,0
