RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Articulation,Dynamics
43,100,22217,74,86,1,2,4,7,10.mid,experiment,0,Legato,Forte
44,102,22494,76,89,1,2,4,7,10.mid,experiment,0,Legato,Forte
45,104,22774,79,85,1,2,4,7,10.mid,experiment,0,Legato,Forte
46,106,23052,74,91,1,2,4,7,10.mid,experiment,0,Legato,Forte
47,108,23311,71,78,1,2,4,7,10.mid,experiment,0,Legato,Forte
1,17,7825,79,78,1,2,4,8,6.mid,experiment,0,Legato,Forte
2,18,8104,78,86,1,2,4,8,6.mid,experiment,0,Legato,Forte
3,20,8416,79,88,1,2,4,8,6.mid,experiment,0,Legato,Forte
4,22,8673,76,86,1,2,4,8,6.mid,experiment,0,Legato,Forte
5,24,8972,72,89,1,2,4,8,6.mid,experiment,0,Legato,Forte
9,33,10148,79,67,1,2,4,8,6.mid,experiment,0,Legato,Forte
10,34,10406,78,81,1,2,4,8,6.mid,experiment,0,Legato,Forte
11,36,10696,79,83,1,2,4,8,6.mid,experiment,0,Legato,Forte
13,40,11286,72,63,1,2,4,8,6.mid,experiment,0,Legato,Forte
14,42,11566,76,76,1,2,4,8,6.mid,experiment,0,Legato,Forte
15,44,11846,79,91,1,2,4,8,6.mid,experiment,0,Legato,Forte
16,46,12105,84,97,1,2,4,8,6.mid,experiment,0,Legato,Forte
17,48,12391,83,94,1,2,4,8,6.mid,experiment,0,Legato,Forte
21,57,13481,83,77,1,2,4,8,6.mid,experiment,0,Legato,Forte
22,58,13745,81,90,1,2,4,8,6.mid,experiment,0,Legato,Forte
23,60,14038,84,93,1,2,4,8,6.mid,experiment,0,Legato,Forte
24,62,14295,81,81,1,2,4,8,6.mid,experiment,0,Legato,Forte
25,64,14573,78,81,1,2,4,8,6.mid,experiment,0,Legato,Forte
26,66,14876,79,54,1,2,4,8,6.mid,experiment,0,Legato,Forte
40,95,21272,81,81,1,2,4,8,6.mid,experiment,0,Legato,Forte
41,96,21591,77,76,1,2,4,8,6.mid,experiment,0,Legato,Forte
42,98,21848,76,91,1,2,4,8,6.mid,experiment,0,Legato,Forte
43,100,22116,74,98,1,2,4,8,6.mid,experiment,0,Legato,Forte
44,102,22391,76,98,1,2,4,8,6.mid,experiment,0,Legato,Forte
45,104,22656,79,104,1,2,4,8,6.mid,experiment,0,Legato,Forte
46,106,22927,74,96,1,2,4,8,6.mid,experiment,0,Legato,Forte
47,108,23181,71,89,1,2,4,8,6.mid,experiment,0,Legato,Forte
1,17,7850,79,70,1,2,4,9,8.mid,experiment,1,Legato,Forte
2,18,8123,78,82,1,2,4,9,8.mid,experiment,1,Legato,Forte
3,20,8421,79,94,1,2,4,9,8.mid,experiment,1,Legato,Forte
4,22,8686,76,88,1,2,4,9,8.mid,experiment,1,Legato,Forte
5,24,8967,72,89,1,2,4,9,8.mid,experiment,1,Legato,Forte
9,33,10130,79,57,1,2,4,9,8.mid,experiment,1,Legato,Forte
12,38,10685,79,84,1,2,4,9,8.mid,experiment,1,Legato,Forte
13,40,10949,76,81,1,2,4,9,8.mid,experiment,1,Legato,Forte
14,43,11242,72,93,1,2,4,9,8.mid,experiment,1,Legato,Forte
15,44,11514,76,93,1,2,4,9,8.mid,experiment,1,Legato,Forte
16,46,11775,79,96,1,2,4,9,8.mid,experiment,1,Legato,Forte
17,48,12033,84,97,1,2,4,9,8.mid,experiment,1,Legato,Forte
21,57,13142,81,58,1,2,4,9,8.mid,experiment,1,Legato,Forte
22,59,13432,83,81,1,2,4,9,8.mid,experiment,1,Legato,Forte
23,60,13706,81,94,1,2,4,9,8.mid,experiment,1,Legato,Forte
24,62,13979,84,97,1,2,4,9,8.mid,experiment,1,Legato,Forte
25,64,14250,81,86,1,2,4,9,8.mid,experiment,1,Legato,Forte
26,66,14531,78,94,1,2,4,9,8.mid,experiment,1,Legato,Forte
40,95,20933,76,53,1,2,4,9,8.mid,experiment,1,Legato,Forte
41,97,21260,81,71,1,2,4,9,8.mid,experiment,1,Legato,Forte
42,98,21551,77,84,1,2,4,9,8.mid,experiment,1,Legato,Forte
43,100,21828,76,84,1,2,4,9,8.mid,experiment,1,Legato,Forte
44,102,22116,74,89,1,2,4,9,8.mid,experiment,1,Legato,Forte
45,104,22407,76,95,1,2,4,9,8.mid,experiment,1,Legato,Forte
46,106,22680,79,96,1,2,4,9,8.mid,experiment,1,Legato,Forte
47,108,22961,74,96,1,2,4,9,8.mid,experiment,1,Legato,Forte
1,17,7801,79,86,1,2,4,10,1.mid,experiment,0,Legato,Forte
2,18,8078,78,91,1,2,4,10,1.mid,experiment,0,Legato,Forte
3,20,8370,79,94,1,2,4,10,1.mid,experiment,0,Legato,Forte
4,22,8648,76,88,1,2,4,10,1.mid,experiment,0,Legato,Forte
5,24,8932,72,91,1,2,4,10,1.mid,experiment,0,Legato,Forte
9,33,10082,79,74,1,2,4,10,1.mid,experiment,0,Legato,Forte
10,34,10338,78,88,1,2,4,10,1.mid,experiment,0,Legato,Forte
11,36,10618,79,83,1,2,4,10,1.mid,experiment,0,Legato,Forte
12,38,10905,76,81,1,2,4,10,1.mid,experiment,0,Legato,Forte
13,40,11182,72,90,1,2,4,10,1.mid,experiment,0,Legato,Forte
14,42,11463,76,96,1,2,4,10,1.mid,experiment,0,Legato,Forte
15,44,11728,79,104,1,2,4,10,1.mid,experiment,0,Legato,Forte
16,46,11994,84,103,1,2,4,10,1.mid,experiment,0,Legato,Forte
17,48,12307,83,101,1,2,4,10,1.mid,experiment,0,Legato,Forte
21,57,13408,83,86,1,2,4,10,1.mid,experiment,0,Legato,Forte
22,58,13685,81,91,1,2,4,10,1.mid,experiment,0,Legato,Forte
23,60,13969,84,100,1,2,4,10,1.mid,experiment,0,Legato,Forte
24,62,14235,81,96,1,2,4,10,1.mid,experiment,0,Legato,Forte
25,64,14528,78,100,1,2,4,10,1.mid,experiment,0,Legato,Forte
26,66,14809,79,83,1,2,4,10,1.mid,experiment,0,Legato,Forte
40,95,21497,81,72,1,2,4,10,1.mid,experiment,0,Legato,Forte
41,96,21778,77,77,1,2,4,10,1.mid,experiment,0,Legato,Forte
42,98,22085,76,81,1,2,4,10,1.mid,experiment,0,Legato,Forte
43,100,22358,74,90,1,2,4,10,1.mid,experiment,0,Legato,Forte
44,102,22646,76,91,1,2,4,10,1.mid,experiment,0,Legato,Forte
45,104,22909,79,100,1,2,4,10,1.mid,experiment,0,Legato,Forte
46,106,23195,74,98,1,2,4,10,1.mid,experiment,0,Legato,Forte
47,108,23468,71,83,1,2,4,10,1.mid,experiment,0,Legato,Forte
1,17,7807,79,88,1,2,4,11,2.mid,experiment,1,Legato,Forte
2,18,8098,78,94,1,2,4,11,2.mid,experiment,1,Legato,Forte
3,20,8390,79,98,1,2,4,11,2.mid,experiment,1,Legato,Forte
4,22,8669,76,87,1,2,4,11,2.mid,experiment,1,Legato,Forte
5,24,8949,72,86,1,2,4,11,2.mid,experiment,1,Legato,Forte
9,33,10077,79,80,1,2,4,11,2.mid,experiment,1,Legato,Forte
10,34,10333,78,87,1,2,4,11,2.mid,experiment,1,Legato,Forte
11,36,10612,79,90,1,2,4,11,2.mid,experiment,1,Legato,Forte
12,38,10883,76,81,1,2,4,11,2.mid,experiment,1,Legato,Forte
13,40,11169,72,94,1,2,4,11,2.mid,experiment,1,Legato,Forte
14,42,11441,76,99,1,2,4,11,2.mid,experiment,1,Legato,Forte
15,44,11701,79,101,1,2,4,11,2.mid,experiment,1,Legato,Forte
16,46,11974,84,103,1,2,4,11,2.mid,experiment,1,Legato,Forte
17,48,12271,83,97,1,2,4,11,2.mid,experiment,1,Legato,Forte
21,57,13399,83,86,1,2,4,11,2.mid,experiment,1,Legato,Forte
22,58,13681,81,96,1,2,4,11,2.mid,experiment,1,Legato,Forte
23,60,13951,84,103,1,2,4,11,2.mid,experiment,1,Legato,Forte
24,62,14223,81,96,1,2,4,11,2.mid,experiment,1,Legato,Forte
25,64,14508,78,99,1,2,4,11,2.mid,experiment,1,Legato,Forte
26,66,14771,79,95,1,2,4,11,2.mid,experiment,1,Legato,Forte
40,95,21248,81,77,1,2,4,11,2.mid,experiment,1,Legato,Forte
41,96,21519,77,81,1,2,4,11,2.mid,experiment,1,Legato,Forte
42,98,21805,76,88,1,2,4,11,2.mid,experiment,1,Legato,Forte
43,100,22066,74,88,1,2,4,11,2.mid,experiment,1,Legato,Forte
44,102,22351,76,94,1,2,4,11,2.mid,experiment,1,Legato,Forte
45,104,22625,79,89,1,2,4,11,2.mid,experiment,1,Legato,Forte
46,106,22913,74,93,1,2,4,11,2.mid,experiment,1,Legato,Forte
47,108,23173,71,79,1,2,4,11,2.mid,experiment,1,Legato,Forte
1,17,7777,79,87,1,2,4,12,9.mid,experiment,0,Legato,Forte
2,18,8069,78,91,1,2,4,12,9.mid,experiment,0,Legato,Forte
3,20,8353,79,101,1,2,4,12,9.mid,experiment,0,Legato,Forte
4,22,8625,76,94,1,2,4,12,9.mid,experiment,0,Legato,Forte
5,24,8908,72,88,1,2,4,12,9.mid,experiment,0,Legato,Forte
9,33,10025,79,63,1,2,4,12,9.mid,experiment,0,Legato,Forte
10,34,10293,78,74,1,2,4,12,9.mid,experiment,0,Legato,Forte
11,36,10572,79,71,1,2,4,12,9.mid,experiment,0,Legato,Forte
12,38,10837,76,61,1,2,4,12,9.mid,experiment,0,Legato,Forte
13,39,11145,72,76,1,2,4,12,9.mid,experiment,0,Legato,Forte
14,42,11409,76,87,1,2,4,12,9.mid,experiment,0,Legato,Forte
15,44,11678,79,97,1,2,4,12,9.mid,experiment,0,Legato,Forte
16,46,11951,84,98,1,2,4,12,9.mid,experiment,0,Legato,Forte
17,48,12237,83,91,1,2,4,12,9.mid,experiment,0,Legato,Forte
21,57,13327,83,62,1,2,4,12,9.mid,experiment,0,Legato,Forte
22,58,13609,81,78,1,2,4,12,9.mid,experiment,0,Legato,Forte
23,60,13871,84,93,1,2,4,12,9.mid,experiment,0,Legato,Forte
24,62,14127,81,95,1,2,4,12,9.mid,experiment,0,Legato,Forte
25,64,14408,78,97,1,2,4,12,9.mid,experiment,0,Legato,Forte
26,66,14687,79,71,1,2,4,12,9.mid,experiment,0,Legato,Forte
40,95,21207,81,65,1,2,4,12,9.mid,experiment,0,Legato,Forte
41,96,21487,77,77,1,2,4,12,9.mid,experiment,0,Legato,Forte
42,98,21773,76,81,1,2,4,12,9.mid,experiment,0,Legato,Forte
43,100,22045,74,91,1,2,4,12,9.mid,experiment,0,Legato,Forte
44,102,22315,76,87,1,2,4,12,9.mid,experiment,0,Legato,Forte
45,104,22584,79,95,1,2,4,12,9.mid,experiment,0,Legato,Forte
46,106,22865,74,90,1,2,4,12,9.mid,experiment,0,Legato,Forte
47,108,23121,71,77,1,2,4,12,9.mid,experiment,0,Legato,Forte
1,17,7802,79,86,1,2,4,13,12.mid,experiment,1,Legato,Forte
2,18,8082,78,91,1,2,4,13,12.mid,experiment,1,Legato,Forte
3,20,8378,79,101,1,2,4,13,12.mid,experiment,1,Legato,Forte
4,22,8644,76,90,1,2,4,13,12.mid,experiment,1,Legato,Forte
5,24,8936,72,88,1,2,4,13,12.mid,experiment,1,Legato,Forte
9,33,10064,79,74,1,2,4,13,12.mid,experiment,1,Legato,Forte
10,34,10326,78,86,1,2,4,13,12.mid,experiment,1,Legato,Forte
11,36,10600,79,84,1,2,4,13,12.mid,experiment,1,Legato,Forte
12,38,10868,76,82,1,2,4,13,12.mid,experiment,1,Legato,Forte
13,40,11163,72,90,1,2,4,13,12.mid,experiment,1,Legato,Forte
14,42,11434,76,86,1,2,4,13,12.mid,experiment,1,Legato,Forte
15,44,11690,79,81,1,2,4,13,12.mid,experiment,1,Legato,Forte
16,46,11954,84,96,1,2,4,13,12.mid,experiment,1,Legato,Forte
17,48,12232,83,103,1,2,4,13,12.mid,experiment,1,Legato,Forte
21,57,13322,83,79,1,2,4,13,12.mid,experiment,1,Legato,Forte
22,58,13596,81,86,1,2,4,13,12.mid,experiment,1,Legato,Forte
23,60,13876,84,96,1,2,4,13,12.mid,experiment,1,Legato,Forte
24,62,14134,81,94,1,2,4,13,12.mid,experiment,1,Legato,Forte
25,64,14436,78,95,1,2,4,13,12.mid,experiment,1,Legato,Forte
26,66,14718,79,78,1,2,4,13,12.mid,experiment,1,Legato,Forte
40,93,21226,81,69,1,2,4,13,12.mid,experiment,1,Legato,Forte
41,94,21518,77,84,1,2,4,13,12.mid,experiment,1,Legato,Forte
42,96,21794,76,89,1,2,4,13,12.mid,experiment,1,Legato,Forte
43,98,22056,74,88,1,2,4,13,12.mid,experiment,1,Legato,Forte
44,100,22340,76,91,1,2,4,13,12.mid,experiment,1,Legato,Forte
45,102,22604,79,91,1,2,4,13,12.mid,experiment,1,Legato,Forte
46,104,22892,74,91,1,2,4,13,12.mid,experiment,1,Legato,Forte
47,106,23158,71,77,1,2,4,13,12.mid,experiment,1,Legato,Forte
1,17,7844,79,78,1,2,4,14,11.mid,experiment,0,Legato,Forte
2,18,8126,78,86,1,2,4,14,11.mid,experiment,0,Legato,Forte
3,20,8428,79,90,1,2,4,14,11.mid,experiment,0,Legato,Forte
4,22,8700,76,82,1,2,4,14,11.mid,experiment,0,Legato,Forte
5,24,8997,72,79,1,2,4,14,11.mid,experiment,0,Legato,Forte
9,33,10146,79,65,1,2,4,14,11.mid,experiment,0,Legato,Forte
10,34,10413,78,80,1,2,4,14,11.mid,experiment,0,Legato,Forte
11,36,10696,79,87,1,2,4,14,11.mid,experiment,0,Legato,Forte
12,38,10958,76,82,1,2,4,14,11.mid,experiment,0,Legato,Forte
13,41,11256,72,91,1,2,4,14,11.mid,experiment,0,Legato,Forte
14,42,11533,76,91,1,2,4,14,11.mid,experiment,0,Legato,Forte
15,44,11787,79,98,1,2,4,14,11.mid,experiment,0,Legato,Forte
16,47,12048,84,94,1,2,4,14,11.mid,experiment,0,Legato,Forte
17,48,12327,83,94,1,2,4,14,11.mid,experiment,0,Legato,Forte
21,57,13434,83,76,1,2,4,14,11.mid,experiment,0,Legato,Forte
22,58,13711,81,90,1,2,4,14,11.mid,experiment,0,Legato,Forte
23,60,13968,84,95,1,2,4,14,11.mid,experiment,0,Legato,Forte
24,62,14237,81,88,1,2,4,14,11.mid,experiment,0,Legato,Forte
25,64,14524,78,89,1,2,4,14,11.mid,experiment,0,Legato,Forte
26,66,14811,79,68,1,2,4,14,11.mid,experiment,0,Legato,Forte
40,95,21253,81,78,1,2,4,14,11.mid,experiment,0,Legato,Forte
41,96,21517,77,88,1,2,4,14,11.mid,experiment,0,Legato,Forte
42,98,21801,76,91,1,2,4,14,11.mid,experiment,0,Legato,Forte
43,100,22063,74,90,1,2,4,14,11.mid,experiment,0,Legato,Forte
44,102,22343,76,88,1,2,4,14,11.mid,experiment,0,Legato,Forte
45,104,22619,79,91,1,2,4,14,11.mid,experiment,0,Legato,Forte
46,106,22890,74,93,1,2,4,14,11.mid,experiment,0,Legato,Forte
47,108,23147,71,94,1,2,4,14,11.mid,experiment,0,Legato,Forte
1,17,7806,79,76,1,2,4,15,14.mid,experiment,1,Legato,Forte
2,18,8090,78,85,1,2,4,15,14.mid,experiment,1,Legato,Forte
3,20,8383,79,90,1,2,4,15,14.mid,experiment,1,Legato,Forte
4,22,8664,76,87,1,2,4,15,14.mid,experiment,1,Legato,Forte
5,24,8976,72,82,1,2,4,15,14.mid,experiment,1,Legato,Forte
9,33,10126,79,69,1,2,4,15,14.mid,experiment,1,Legato,Forte
10,34,10386,78,82,1,2,4,15,14.mid,experiment,1,Legato,Forte
11,36,10672,79,95,1,2,4,15,14.mid,experiment,1,Legato,Forte
12,38,10932,76,78,1,2,4,15,14.mid,experiment,1,Legato,Forte
13,40,11232,72,79,1,2,4,15,14.mid,experiment,1,Legato,Forte
14,42,11492,76,96,1,2,4,15,14.mid,experiment,1,Legato,Forte
15,44,11757,79,101,1,2,4,15,14.mid,experiment,1,Legato,Forte
16,46,12024,84,104,1,2,4,15,14.mid,experiment,1,Legato,Forte
17,48,12317,83,98,1,2,4,15,14.mid,experiment,1,Legato,Forte
21,57,13422,83,77,1,2,4,15,14.mid,experiment,1,Legato,Forte
22,58,13695,81,91,1,2,4,15,14.mid,experiment,1,Legato,Forte
23,60,13969,84,93,1,2,4,15,14.mid,experiment,1,Legato,Forte
24,62,14234,81,86,1,2,4,15,14.mid,experiment,1,Legato,Forte
25,63,14508,78,84,1,2,4,15,14.mid,experiment,1,Legato,Forte
26,66,14779,79,74,1,2,4,15,14.mid,experiment,1,Legato,Forte
40,93,21213,81,70,1,2,4,15,14.mid,experiment,1,Legato,Forte
41,94,21503,77,83,1,2,4,15,14.mid,experiment,1,Legato,Forte
42,96,21788,76,85,1,2,4,15,14.mid,experiment,1,Legato,Forte
43,98,22044,74,87,1,2,4,15,14.mid,experiment,1,Legato,Forte
44,100,22326,76,88,1,2,4,15,14.mid,experiment,1,Legato,Forte
45,102,22594,79,91,1,2,4,15,14.mid,experiment,1,Legato,Forte
46,104,22874,74,95,1,2,4,15,14.mid,experiment,1,Legato,Forte
47,106,23143,71,74,1,2,4,15,14.mid,experiment,1,Legato,Forte
1,17,7908,79,54,1,2,4,16,15.mid,experiment,0,Legato,Forte
2,18,8190,78,70,1,2,4,16,15.mid,experiment,0,Legato,Forte
3,20,8502,79,81,1,2,4,16,15.mid,experiment,0,Legato,Forte
4,22,8768,76,81,1,2,4,16,15.mid,experiment,0,Legato,Forte
5,24,9074,72,87,1,2,4,16,15.mid,experiment,0,Legato,Forte
9,33,10204,79,68,1,2,4,16,15.mid,experiment,0,Legato,Forte
10,34,10476,78,87,1,2,4,16,15.mid,experiment,0,Legato,Forte
11,36,10766,79,79,1,2,4,16,15.mid,experiment,0,Legato,Forte
12,38,11036,76,65,1,2,4,16,15.mid,experiment,0,Legato,Forte
13,40,11338,72,79,1,2,4,16,15.mid,experiment,0,Legato,Forte
14,42,11612,76,87,1,2,4,16,15.mid,experiment,0,Legato,Forte
15,44,11870,79,98,1,2,4,16,15.mid,experiment,0,Legato,Forte
16,46,12124,84,100,1,2,4,16,15.mid,experiment,0,Legato,Forte
17,48,12400,83,98,1,2,4,16,15.mid,experiment,0,Legato,Forte
21,57,13504,83,81,1,2,4,16,15.mid,experiment,0,Legato,Forte
22,58,13768,81,95,1,2,4,16,15.mid,experiment,0,Legato,Forte
23,60,14072,84,100,1,2,4,16,15.mid,experiment,0,Legato,Forte
24,62,14344,81,87,1,2,4,16,15.mid,experiment,0,Legato,Forte
25,64,14624,78,81,1,2,4,16,15.mid,experiment,0,Legato,Forte
26,66,14894,79,70,1,2,4,16,15.mid,experiment,0,Legato,Forte
40,95,21398,81,57,1,2,4,16,15.mid,experiment,0,Legato,Forte
41,96,21684,77,74,1,2,4,16,15.mid,experiment,0,Legato,Forte
42,98,21957,76,76,1,2,4,16,15.mid,experiment,0,Legato,Forte
43,100,22233,74,87,1,2,4,16,15.mid,experiment,0,Legato,Forte
44,102,22504,76,88,1,2,4,16,15.mid,experiment,0,Legato,Forte
45,104,22775,79,95,1,2,4,16,15.mid,experiment,0,Legato,Forte
46,106,23050,74,95,1,2,4,16,15.mid,experiment,0,Legato,Forte
47,108,23314,71,79,1,2,4,16,15.mid,experiment,0,Legato,Forte
1,17,7905,79,65,1,2,5,1,11.mid,experiment,1,Legato,Forte
2,18,8195,78,81,1,2,5,1,11.mid,experiment,1,Legato,Forte
3,20,8493,79,75,1,2,5,1,11.mid,experiment,1,Legato,Forte
4,22,8757,76,81,1,2,5,1,11.mid,experiment,1,Legato,Forte
5,24,9089,72,79,1,2,5,1,11.mid,experiment,1,Legato,Forte
9,33,10266,79,66,1,2,5,1,11.mid,experiment,1,Legato,Forte
10,34,10541,78,75,1,2,5,1,11.mid,experiment,1,Legato,Forte
11,36,10834,79,78,1,2,5,1,11.mid,experiment,1,Legato,Forte
12,38,11106,76,81,1,2,5,1,11.mid,experiment,1,Legato,Forte
13,40,11390,72,83,1,2,5,1,11.mid,experiment,1,Legato,Forte
14,42,11659,76,84,1,2,5,1,11.mid,experiment,1,Legato,Forte
15,44,11942,79,83,1,2,5,1,11.mid,experiment,1,Legato,Forte
16,46,12226,84,84,1,2,5,1,11.mid,experiment,1,Legato,Forte
17,48,12552,83,86,1,2,5,1,11.mid,experiment,1,Legato,Forte
21,57,13697,83,68,1,2,5,1,11.mid,experiment,1,Legato,Forte
22,58,13983,81,76,1,2,5,1,11.mid,experiment,1,Legato,Forte
23,60,14282,84,82,1,2,5,1,11.mid,experiment,1,Legato,Forte
24,62,14558,81,78,1,2,5,1,11.mid,experiment,1,Legato,Forte
25,64,14869,78,70,1,2,5,1,11.mid,experiment,1,Legato,Forte
26,66,15151,79,75,1,2,5,1,11.mid,experiment,1,Legato,Forte
40,95,22104,81,75,1,2,5,1,11.mid,experiment,1,Legato,Forte
41,96,22397,77,81,1,2,5,1,11.mid,experiment,1,Legato,Forte
42,98,22689,76,79,1,2,5,1,11.mid,experiment,1,Legato,Forte
43,100,22958,74,82,1,2,5,1,11.mid,experiment,1,Legato,Forte
44,102,23246,76,74,1,2,5,1,11.mid,experiment,1,Legato,Forte
45,104,23534,79,70,1,2,5,1,11.mid,experiment,1,Legato,Forte
46,106,23822,74,75,1,2,5,1,11.mid,experiment,1,Legato,Forte
47,108,24132,71,61,1,2,5,1,11.mid,experiment,1,Legato,Forte
1,17,7863,79,58,1,2,5,2,13.mid,experiment,1,Legato,Forte
2,18,8161,78,75,1,2,5,2,13.mid,experiment,1,Legato,Forte
3,20,8446,79,78,1,2,5,2,13.mid,experiment,1,Legato,Forte
4,22,8733,76,76,1,2,5,2,13.mid,experiment,1,Legato,Forte
5,24,9041,72,78,1,2,5,2,13.mid,experiment,1,Legato,Forte
9,33,10245,79,72,1,2,5,2,13.mid,experiment,1,Legato,Forte
10,34,10541,78,74,1,2,5,2,13.mid,experiment,1,Legato,Forte
11,36,10847,79,74,1,2,5,2,13.mid,experiment,1,Legato,Forte
12,38,11131,76,69,1,2,5,2,13.mid,experiment,1,Legato,Forte
13,40,11413,72,78,1,2,5,2,13.mid,experiment,1,Legato,Forte
14,42,11699,76,81,1,2,5,2,13.mid,experiment,1,Legato,Forte
15,44,11975,79,82,1,2,5,2,13.mid,experiment,1,Legato,Forte
16,46,12275,84,83,1,2,5,2,13.mid,experiment,1,Legato,Forte
17,48,12623,83,81,1,2,5,2,13.mid,experiment,1,Legato,Forte
21,57,13841,83,78,1,2,5,2,13.mid,experiment,1,Legato,Forte
22,58,14124,81,82,1,2,5,2,13.mid,experiment,1,Legato,Forte
23,60,14407,84,81,1,2,5,2,13.mid,experiment,1,Legato,Forte
24,62,14684,81,81,1,2,5,2,13.mid,experiment,1,Legato,Forte
25,64,14996,78,75,1,2,5,2,13.mid,experiment,1,Legato,Forte
26,66,15279,79,74,1,2,5,2,13.mid,experiment,1,Legato,Forte
40,95,22373,81,75,1,2,5,2,13.mid,experiment,1,Legato,Forte
41,96,22663,77,73,1,2,5,2,13.mid,experiment,1,Legato,Forte
42,98,22949,76,78,1,2,5,2,13.mid,experiment,1,Legato,Forte
43,100,23217,74,84,1,2,5,2,13.mid,experiment,1,Legato,Forte
44,102,23517,76,80,1,2,5,2,13.mid,experiment,1,Legato,Forte
45,104,23803,79,84,1,2,5,2,13.mid,experiment,1,Legato,Forte
46,106,24097,74,84,1,2,5,2,13.mid,experiment,1,Legato,Forte
47,108,24385,71,73,1,2,5,2,13.mid,experiment,1,Legato,Forte
1,17,7887,79,55,1,2,5,3,5.mid,experiment,0,Legato,Forte
2,18,8164,78,75,1,2,5,3,5.mid,experiment,0,Legato,Forte
3,20,8460,79,79,1,2,5,3,5.mid,experiment,0,Legato,Forte
4,22,8737,76,68,1,2,5,3,5.mid,experiment,0,Legato,Forte
5,24,9035,72,79,1,2,5,3,5.mid,experiment,0,Legato,Forte
9,33,10164,79,60,1,2,5,3,5.mid,experiment,0,Legato,Forte
10,34,10434,78,75,1,2,5,3,5.mid,experiment,0,Legato,Forte
11,36,10711,79,79,1,2,5,3,5.mid,experiment,0,Legato,Forte
12,38,10984,76,68,1,2,5,3,5.mid,experiment,0,Legato,Forte
13,40,11270,72,76,1,2,5,3,5.mid,experiment,0,Legato,Forte
14,42,11552,76,81,1,2,5,3,5.mid,experiment,0,Legato,Forte
15,44,11817,79,87,1,2,5,3,5.mid,experiment,0,Legato,Forte
16,46,12095,84,86,1,2,5,3,5.mid,experiment,0,Legato,Forte
17,48,12401,83,82,1,2,5,3,5.mid,experiment,0,Legato,Forte
21,57,13549,83,68,1,2,5,3,5.mid,experiment,0,Legato,Forte
22,58,13818,81,65,1,2,5,3,5.mid,experiment,0,Legato,Forte
23,60,14115,84,71,1,2,5,3,5.mid,experiment,0,Legato,Forte
24,62,14400,81,75,1,2,5,3,5.mid,experiment,0,Legato,Forte
25,64,14684,78,63,1,2,5,3,5.mid,experiment,0,Legato,Forte
26,67,14975,79,62,1,2,5,3,5.mid,experiment,0,Legato,Forte
40,95,21936,81,65,1,2,5,3,5.mid,experiment,0,Legato,Forte
41,96,22224,77,74,1,2,5,3,5.mid,experiment,0,Legato,Forte
42,98,22507,76,71,1,2,5,3,5.mid,experiment,0,Legato,Forte
43,100,22792,74,76,1,2,5,3,5.mid,experiment,0,Legato,Forte
44,102,23094,76,63,1,2,5,3,5.mid,experiment,0,Legato,Forte
45,104,23366,79,75,1,2,5,3,5.mid,experiment,0,Legato,Forte
46,105,23646,74,75,1,2,5,3,5.mid,experiment,0,Legato,Forte
47,108,23927,71,70,1,2,5,3,5.mid,experiment,0,Legato,Forte
1,17,7862,79,61,1,2,5,4,9.mid,experiment,0,Legato,Forte
2,18,8140,78,74,1,2,5,4,9.mid,experiment,0,Legato,Forte
3,20,8428,79,78,1,2,5,4,9.mid,experiment,0,Legato,Forte
4,22,8687,76,81,1,2,5,4,9.mid,experiment,0,Legato,Forte
5,24,9008,72,72,1,2,5,4,9.mid,experiment,0,Legato,Forte
9,33,10170,79,55,1,2,5,4,9.mid,experiment,0,Legato,Forte
10,34,10442,78,70,1,2,5,4,9.mid,experiment,0,Legato,Forte
11,36,10722,79,78,1,2,5,4,9.mid,experiment,0,Legato,Forte
12,38,10993,76,78,1,2,5,4,9.mid,experiment,0,Legato,Forte
13,40,11280,72,82,1,2,5,4,9.mid,experiment,0,Legato,Forte
14,42,11542,76,84,1,2,5,4,9.mid,experiment,0,Legato,Forte
15,44,11828,79,84,1,2,5,4,9.mid,experiment,0,Legato,Forte
16,46,12098,84,91,1,2,5,4,9.mid,experiment,0,Legato,Forte
17,48,12440,83,85,1,2,5,4,9.mid,experiment,0,Legato,Forte
21,57,13599,83,72,1,2,5,4,9.mid,experiment,0,Legato,Forte
22,58,13881,81,76,1,2,5,4,9.mid,experiment,0,Legato,Forte
23,60,14168,84,76,1,2,5,4,9.mid,experiment,0,Legato,Forte
24,62,14455,81,82,1,2,5,4,9.mid,experiment,0,Legato,Forte
25,64,14762,78,78,1,2,5,4,9.mid,experiment,0,Legato,Forte
26,66,15040,79,78,1,2,5,4,9.mid,experiment,0,Legato,Forte
40,95,22005,81,66,1,2,5,4,9.mid,experiment,0,Legato,Forte
41,96,22290,77,78,1,2,5,4,9.mid,experiment,0,Legato,Forte
42,98,22576,76,81,1,2,5,4,9.mid,experiment,0,Legato,Forte
43,100,22842,74,82,1,2,5,4,9.mid,experiment,0,Legato,Forte
44,102,23120,76,79,1,2,5,4,9.mid,experiment,0,Legato,Forte
45,104,23400,79,85,1,2,5,4,9.mid,experiment,0,Legato,Forte
46,106,23690,74,81,1,2,5,4,9.mid,experiment,0,Legato,Forte
47,108,23992,71,70,1,2,5,4,9.mid,experiment,0,Legato,Forte
