RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Articulation,Dynamics
37,89,20168,76,46,1,2,11,2,11.mid,experiment,0,Staccato,Piano
38,91,20424,76,63,1,2,11,2,11.mid,experiment,0,Staccato,Piano
39,93,20680,76,75,1,2,11,2,11.mid,experiment,0,Staccato,Piano
48,111,23103,72,63,1,2,11,2,11.mid,experiment,0,Staccato,Piano
49,113,23368,72,57,1,2,11,2,11.mid,experiment,0,Staccato,Piano
50,115,23633,74,56,1,2,11,2,11.mid,experiment,0,Staccato,Piano
51,117,23901,74,55,1,2,11,2,11.mid,experiment,0,Staccato,Piano
53,121,25438,65,54,1,2,11,2,11.mid,experiment,0,Staccato,Piano
54,123,25699,65,62,1,2,11,2,11.mid,experiment,0,Staccato,Piano
55,125,25971,64,52,1,2,11,2,11.mid,experiment,0,Staccato,Piano
56,127,26232,64,51,1,2,11,2,11.mid,experiment,0,Staccato,Piano
58,131,27683,67,45,1,2,11,2,11.mid,experiment,0,Staccato,Piano
59,133,27940,67,52,1,2,11,2,11.mid,experiment,0,Staccato,Piano
60,135,28202,71,62,1,2,11,2,11.mid,experiment,0,Staccato,Piano
61,137,28462,71,58,1,2,11,2,11.mid,experiment,0,Staccato,Piano
62,139,28719,72,76,1,2,11,2,11.mid,experiment,0,Staccato,Piano
63,141,28976,72,81,1,2,11,2,11.mid,experiment,0,Staccato,Piano
6,27,9259,67,56,1,2,11,3,3.mid,experiment,0,Staccato,Piano
7,29,9519,67,53,1,2,11,3,3.mid,experiment,0,Staccato,Piano
8,31,9773,67,58,1,2,11,3,3.mid,experiment,0,Staccato,Piano
18,51,12482,81,67,1,2,11,3,3.mid,experiment,0,Staccato,Piano
19,53,12738,81,71,1,2,11,3,3.mid,experiment,0,Staccato,Piano
20,55,12985,81,71,1,2,11,3,3.mid,experiment,0,Staccato,Piano
29,73,16559,77,49,1,2,11,3,3.mid,experiment,0,Staccato,Piano
30,75,16832,77,51,1,2,11,3,3.mid,experiment,0,Staccato,Piano
31,77,17094,76,46,1,2,11,3,3.mid,experiment,0,Staccato,Piano
32,79,17356,76,44,1,2,11,3,3.mid,experiment,0,Staccato,Piano
36,87,19954,76,34,1,2,11,3,3.mid,experiment,0,Staccato,Piano
37,89,20249,76,35,1,2,11,3,3.mid,experiment,0,Staccato,Piano
38,91,20493,76,53,1,2,11,3,3.mid,experiment,0,Staccato,Piano
39,93,20738,76,62,1,2,11,3,3.mid,experiment,0,Staccato,Piano
48,111,23192,72,62,1,2,11,3,3.mid,experiment,0,Staccato,Piano
49,113,23458,72,52,1,2,11,3,3.mid,experiment,0,Staccato,Piano
50,115,23682,74,56,1,2,11,3,3.mid,experiment,0,Staccato,Piano
51,117,23934,74,53,1,2,11,3,3.mid,experiment,0,Staccato,Piano
53,121,25454,65,43,1,2,11,3,3.mid,experiment,0,Staccato,Piano
54,123,25688,65,56,1,2,11,3,3.mid,experiment,0,Staccato,Piano
55,125,25990,64,41,1,2,11,3,3.mid,experiment,0,Staccato,Piano
56,127,26249,64,48,1,2,11,3,3.mid,experiment,0,Staccato,Piano
58,131,27774,67,46,1,2,11,3,3.mid,experiment,0,Staccato,Piano
59,133,28018,67,59,1,2,11,3,3.mid,experiment,0,Staccato,Piano
60,135,28304,71,33,1,2,11,3,3.mid,experiment,0,Staccato,Piano
61,137,28529,71,51,1,2,11,3,3.mid,experiment,0,Staccato,Piano
62,139,28799,72,70,1,2,11,3,3.mid,experiment,0,Staccato,Piano
63,141,29047,72,75,1,2,11,3,3.mid,experiment,0,Staccato,Piano
6,27,9272,67,54,1,2,11,4,1.mid,experiment,1,Staccato,Piano
7,29,9530,67,49,1,2,11,4,1.mid,experiment,1,Staccato,Piano
8,31,9816,67,45,1,2,11,4,1.mid,experiment,1,Staccato,Piano
18,51,12479,81,55,1,2,11,4,1.mid,experiment,1,Staccato,Piano
19,53,12741,81,47,1,2,11,4,1.mid,experiment,1,Staccato,Piano
20,55,12969,81,60,1,2,11,4,1.mid,experiment,1,Staccato,Piano
29,73,16513,77,52,1,2,11,4,1.mid,experiment,1,Staccato,Piano
30,75,16773,77,50,1,2,11,4,1.mid,experiment,1,Staccato,Piano
31,77,17017,76,48,1,2,11,4,1.mid,experiment,1,Staccato,Piano
32,79,17267,76,45,1,2,11,4,1.mid,experiment,1,Staccato,Piano
36,87,19765,76,39,1,2,11,4,1.mid,experiment,1,Staccato,Piano
37,89,20031,76,46,1,2,11,4,1.mid,experiment,1,Staccato,Piano
38,91,20287,76,53,1,2,11,4,1.mid,experiment,1,Staccato,Piano
39,93,20529,76,63,1,2,11,4,1.mid,experiment,1,Staccato,Piano
48,111,22947,72,61,1,2,11,4,1.mid,experiment,1,Staccato,Piano
49,113,23216,72,58,1,2,11,4,1.mid,experiment,1,Staccato,Piano
50,115,23446,74,61,1,2,11,4,1.mid,experiment,1,Staccato,Piano
51,117,23707,74,50,1,2,11,4,1.mid,experiment,1,Staccato,Piano
53,121,25130,65,54,1,2,11,4,1.mid,experiment,1,Staccato,Piano
54,123,25385,65,56,1,2,11,4,1.mid,experiment,1,Staccato,Piano
55,125,25636,64,48,1,2,11,4,1.mid,experiment,1,Staccato,Piano
56,127,25892,64,46,1,2,11,4,1.mid,experiment,1,Staccato,Piano
58,131,27309,67,49,1,2,11,4,1.mid,experiment,1,Staccato,Piano
59,133,27595,67,43,1,2,11,4,1.mid,experiment,1,Staccato,Piano
60,135,28076,71,63,1,2,11,4,1.mid,experiment,1,Staccato,Piano
62,137,28332,72,79,1,2,11,4,1.mid,experiment,1,Staccato,Piano
63,139,28574,72,68,1,2,11,4,1.mid,experiment,1,Staccato,Piano
6,27,9317,67,64,1,2,11,5,7.mid,experiment,0,Staccato,Piano
7,29,9562,67,75,1,2,11,5,7.mid,experiment,0,Staccato,Piano
8,31,9841,67,67,1,2,11,5,7.mid,experiment,0,Staccato,Piano
18,51,12615,81,78,1,2,11,5,7.mid,experiment,0,Staccato,Piano
29,73,16732,77,57,1,2,11,5,7.mid,experiment,0,Staccato,Piano
30,75,16989,77,68,1,2,11,5,7.mid,experiment,0,Staccato,Piano
31,77,17233,76,68,1,2,11,5,7.mid,experiment,0,Staccato,Piano
32,79,17498,76,65,1,2,11,5,7.mid,experiment,0,Staccato,Piano
36,87,19966,76,59,1,2,11,5,7.mid,experiment,0,Staccato,Piano
37,89,20229,76,64,1,2,11,5,7.mid,experiment,0,Staccato,Piano
38,91,20482,76,72,1,2,11,5,7.mid,experiment,0,Staccato,Piano
39,93,20737,76,56,1,2,11,5,7.mid,experiment,0,Staccato,Piano
48,111,23138,72,62,1,2,11,5,7.mid,experiment,0,Staccato,Piano
49,113,23394,72,66,1,2,11,5,7.mid,experiment,0,Staccato,Piano
50,115,23654,74,56,1,2,11,5,7.mid,experiment,0,Staccato,Piano
51,117,23917,74,68,1,2,11,5,7.mid,experiment,0,Staccato,Piano
53,121,25402,65,52,1,2,11,5,7.mid,experiment,0,Staccato,Piano
54,123,25659,65,59,1,2,11,5,7.mid,experiment,0,Staccato,Piano
55,125,25923,64,60,1,2,11,5,7.mid,experiment,0,Staccato,Piano
56,127,26177,64,59,1,2,11,5,7.mid,experiment,0,Staccato,Piano
58,131,27637,67,47,1,2,11,5,7.mid,experiment,0,Staccato,Piano
59,133,27883,67,56,1,2,11,5,7.mid,experiment,0,Staccato,Piano
60,135,28157,71,60,1,2,11,5,7.mid,experiment,0,Staccato,Piano
61,137,28408,71,71,1,2,11,5,7.mid,experiment,0,Staccato,Piano
62,139,28663,72,81,1,2,11,5,7.mid,experiment,0,Staccato,Piano
63,141,28909,72,85,1,2,11,5,7.mid,experiment,0,Staccato,Piano
6,27,9265,67,55,1,2,11,6,9.mid,experiment,0,Staccato,Piano
7,29,9526,67,55,1,2,11,6,9.mid,experiment,0,Staccato,Piano
8,31,9794,67,54,1,2,11,6,9.mid,experiment,0,Staccato,Piano
18,51,12466,81,62,1,2,11,6,9.mid,experiment,0,Staccato,Piano
19,53,12708,81,69,1,2,11,6,9.mid,experiment,0,Staccato,Piano
20,55,12947,81,70,1,2,11,6,9.mid,experiment,0,Staccato,Piano
29,73,16513,77,57,1,2,11,6,9.mid,experiment,0,Staccato,Piano
30,75,16766,77,61,1,2,11,6,9.mid,experiment,0,Staccato,Piano
31,77,17032,76,51,1,2,11,6,9.mid,experiment,0,Staccato,Piano
32,79,17283,76,57,1,2,11,6,9.mid,experiment,0,Staccato,Piano
36,87,19739,76,49,1,2,11,6,9.mid,experiment,0,Staccato,Piano
37,89,20005,76,55,1,2,11,6,9.mid,experiment,0,Staccato,Piano
38,91,20256,76,63,1,2,11,6,9.mid,experiment,0,Staccato,Piano
39,93,20502,76,74,1,2,11,6,9.mid,experiment,0,Staccato,Piano
48,111,22878,72,57,1,2,11,6,9.mid,experiment,0,Staccato,Piano
49,113,23139,72,63,1,2,11,6,9.mid,experiment,0,Staccato,Piano
50,115,23398,74,53,1,2,11,6,9.mid,experiment,0,Staccato,Piano
51,117,23651,74,55,1,2,11,6,9.mid,experiment,0,Staccato,Piano
53,121,25083,65,56,1,2,11,6,9.mid,experiment,0,Staccato,Piano
54,123,25346,65,55,1,2,11,6,9.mid,experiment,0,Staccato,Piano
55,125,25595,64,58,1,2,11,6,9.mid,experiment,0,Staccato,Piano
56,127,25855,64,58,1,2,11,6,9.mid,experiment,0,Staccato,Piano
58,131,27285,67,46,1,2,11,6,9.mid,experiment,0,Staccato,Piano
59,133,27531,67,56,1,2,11,6,9.mid,experiment,0,Staccato,Piano
60,135,27788,71,60,1,2,11,6,9.mid,experiment,0,Staccato,Piano
61,137,28051,71,65,1,2,11,6,9.mid,experiment,0,Staccato,Piano
62,139,28306,72,72,1,2,11,6,9.mid,experiment,0,Staccato,Piano
63,141,28550,72,74,1,2,11,6,9.mid,experiment,0,Staccato,Piano
64,143,28799,73,83,1,2,11,6,9.mid,experiment,0,Staccato,Piano
65,145,29043,73,88,1,2,11,6,9.mid,experiment,0,Staccato,Piano
6,27,9319,67,57,1,2,11,7,15.mid,experiment,0,Staccato,Piano
7,29,9568,67,71,1,2,11,7,15.mid,experiment,0,Staccato,Piano
8,31,9852,67,65,1,2,11,7,15.mid,experiment,0,Staccato,Piano
18,51,12602,81,68,1,2,11,7,15.mid,experiment,0,Staccato,Piano
19,53,12859,81,78,1,2,11,7,15.mid,experiment,0,Staccato,Piano
20,55,13119,81,79,1,2,11,7,15.mid,experiment,0,Staccato,Piano
29,73,16841,77,62,1,2,11,7,15.mid,experiment,0,Staccato,Piano
30,75,17099,77,65,1,2,11,7,15.mid,experiment,0,Staccato,Piano
31,77,17370,76,63,1,2,11,7,15.mid,experiment,0,Staccato,Piano
32,79,17639,76,70,1,2,11,7,15.mid,experiment,0,Staccato,Piano
36,87,20282,76,71,1,2,11,7,15.mid,experiment,0,Staccato,Piano
37,89,20561,76,68,1,2,11,7,15.mid,experiment,0,Staccato,Piano
38,91,20824,76,64,1,2,11,7,15.mid,experiment,0,Staccato,Piano
39,93,21074,76,77,1,2,11,7,15.mid,experiment,0,Staccato,Piano
48,111,23564,72,72,1,2,11,7,15.mid,experiment,0,Staccato,Piano
49,113,23817,72,70,1,2,11,7,15.mid,experiment,0,Staccato,Piano
50,115,24075,74,55,1,2,11,7,15.mid,experiment,0,Staccato,Piano
51,117,24333,74,62,1,2,11,7,15.mid,experiment,0,Staccato,Piano
53,121,25807,65,50,1,2,11,7,15.mid,experiment,0,Staccato,Piano
54,123,26039,65,64,1,2,11,7,15.mid,experiment,0,Staccato,Piano
55,125,26296,64,66,1,2,11,7,15.mid,experiment,0,Staccato,Piano
56,127,26564,64,54,1,2,11,7,15.mid,experiment,0,Staccato,Piano
58,131,28038,67,54,1,2,11,7,15.mid,experiment,0,Staccato,Piano
59,133,28295,67,54,1,2,11,7,15.mid,experiment,0,Staccato,Piano
60,135,28548,71,61,1,2,11,7,15.mid,experiment,0,Staccato,Piano
61,137,28800,71,68,1,2,11,7,15.mid,experiment,0,Staccato,Piano
62,139,29067,72,66,1,2,11,7,15.mid,experiment,0,Staccato,Piano
63,141,29332,72,74,1,2,11,7,15.mid,experiment,0,Staccato,Piano
64,143,29577,73,81,1,2,11,7,15.mid,experiment,0,Staccato,Piano
6,27,9226,67,52,1,2,11,8,16.mid,experiment,1,Staccato,Piano
7,29,9488,67,65,1,2,11,8,16.mid,experiment,1,Staccato,Piano
8,31,9759,67,57,1,2,11,8,16.mid,experiment,1,Staccato,Piano
18,51,12540,81,54,1,2,11,8,16.mid,experiment,1,Staccato,Piano
19,53,12772,81,56,1,2,11,8,16.mid,experiment,1,Staccato,Piano
20,55,13007,81,72,1,2,11,8,16.mid,experiment,1,Staccato,Piano
30,75,16738,77,55,1,2,11,8,16.mid,experiment,1,Staccato,Piano
31,77,17008,77,62,1,2,11,8,16.mid,experiment,1,Staccato,Piano
32,79,17263,76,60,1,2,11,8,16.mid,experiment,1,Staccato,Piano
36,87,19544,77,58,1,2,11,8,16.mid,experiment,1,Staccato,Piano
37,89,20112,76,47,1,2,11,8,16.mid,experiment,1,Staccato,Piano
38,91,20385,76,55,1,2,11,8,16.mid,experiment,1,Staccato,Piano
39,93,20633,76,62,1,2,11,8,16.mid,experiment,1,Staccato,Piano
48,110,23081,71,65,1,2,11,8,16.mid,experiment,1,Staccato,Piano
49,113,23353,72,68,1,2,11,8,16.mid,experiment,1,Staccato,Piano
50,115,23623,72,68,1,2,11,8,16.mid,experiment,1,Staccato,Piano
51,117,23889,74,56,1,2,11,8,16.mid,experiment,1,Staccato,Piano
53,121,24449,76,46,1,2,11,8,16.mid,experiment,1,Staccato,Piano
54,123,25646,65,61,1,2,11,8,16.mid,experiment,1,Staccato,Piano
55,125,25902,65,67,1,2,11,8,16.mid,experiment,1,Staccato,Piano
56,127,26145,64,67,1,2,11,8,16.mid,experiment,1,Staccato,Piano
58,131,26708,62,52,1,2,11,8,16.mid,experiment,1,Staccato,Piano
59,133,27859,67,66,1,2,11,8,16.mid,experiment,1,Staccato,Piano
60,135,28143,67,58,1,2,11,8,16.mid,experiment,1,Staccato,Piano
61,137,28405,71,69,1,2,11,8,16.mid,experiment,1,Staccato,Piano
62,139,28643,71,75,1,2,11,8,16.mid,experiment,1,Staccato,Piano
63,141,28899,72,71,1,2,11,8,16.mid,experiment,1,Staccato,Piano
64,143,29151,72,79,1,2,11,8,16.mid,experiment,1,Staccato,Piano
6,27,9213,67,65,1,2,11,9,8.mid,experiment,0,Staccato,Piano
7,29,9448,67,66,1,2,11,9,8.mid,experiment,0,Staccato,Piano
8,31,9735,67,57,1,2,11,9,8.mid,experiment,0,Staccato,Piano
18,51,12423,81,61,1,2,11,9,8.mid,experiment,0,Staccato,Piano
19,53,12673,81,79,1,2,11,9,8.mid,experiment,0,Staccato,Piano
20,55,12918,81,76,1,2,11,9,8.mid,experiment,0,Staccato,Piano
29,73,16547,77,54,1,2,11,9,8.mid,experiment,0,Staccato,Piano
30,75,16806,77,66,1,2,11,9,8.mid,experiment,0,Staccato,Piano
31,77,17064,76,59,1,2,11,9,8.mid,experiment,0,Staccato,Piano
32,79,17320,76,62,1,2,11,9,8.mid,experiment,0,Staccato,Piano
36,87,19854,76,50,1,2,11,9,8.mid,experiment,0,Staccato,Piano
37,89,20124,76,65,1,2,11,9,8.mid,experiment,0,Staccato,Piano
38,91,20376,76,75,1,2,11,9,8.mid,experiment,0,Staccato,Piano
39,93,20630,76,75,1,2,11,9,8.mid,experiment,0,Staccato,Piano
48,111,23022,72,72,1,2,11,9,8.mid,experiment,0,Staccato,Piano
49,113,23279,72,73,1,2,11,9,8.mid,experiment,0,Staccato,Piano
50,115,23530,74,67,1,2,11,9,8.mid,experiment,0,Staccato,Piano
51,117,23801,74,66,1,2,11,9,8.mid,experiment,0,Staccato,Piano
53,121,25271,65,58,1,2,11,9,8.mid,experiment,0,Staccato,Piano
54,123,25523,65,54,1,2,11,9,8.mid,experiment,0,Staccato,Piano
55,125,25785,64,57,1,2,11,9,8.mid,experiment,0,Staccato,Piano
56,127,26048,64,53,1,2,11,9,8.mid,experiment,0,Staccato,Piano
58,131,27473,67,63,1,2,11,9,8.mid,experiment,0,Staccato,Piano
59,133,27753,67,56,1,2,11,9,8.mid,experiment,0,Staccato,Piano
60,135,28004,71,67,1,2,11,9,8.mid,experiment,0,Staccato,Piano
61,137,28255,71,70,1,2,11,9,8.mid,experiment,0,Staccato,Piano
62,139,28493,72,71,1,2,11,9,8.mid,experiment,0,Staccato,Piano
63,141,28742,72,83,1,2,11,9,8.mid,experiment,0,Staccato,Piano
6,27,9195,67,63,1,2,11,10,10.mid,experiment,0,Staccato,Piano
7,29,9463,67,63,1,2,11,10,10.mid,experiment,0,Staccato,Piano
8,31,9741,67,57,1,2,11,10,10.mid,experiment,0,Staccato,Piano
18,51,12394,81,76,1,2,11,10,10.mid,experiment,0,Staccato,Piano
19,53,12651,81,72,1,2,11,10,10.mid,experiment,0,Staccato,Piano
20,55,12906,81,67,1,2,11,10,10.mid,experiment,0,Staccato,Piano
29,73,16554,77,58,1,2,11,10,10.mid,experiment,0,Staccato,Piano
30,75,16828,77,61,1,2,11,10,10.mid,experiment,0,Staccato,Piano
31,77,17083,76,58,1,2,11,10,10.mid,experiment,0,Staccato,Piano
32,79,17334,76,57,1,2,11,10,10.mid,experiment,0,Staccato,Piano
36,87,19843,76,45,1,2,11,10,10.mid,experiment,0,Staccato,Piano
37,89,20104,76,63,1,2,11,10,10.mid,experiment,0,Staccato,Piano
38,91,20348,76,85,1,2,11,10,10.mid,experiment,0,Staccato,Piano
39,93,20606,76,85,1,2,11,10,10.mid,experiment,0,Staccato,Piano
48,111,22993,72,71,1,2,11,10,10.mid,experiment,0,Staccato,Piano
49,113,23261,72,69,1,2,11,10,10.mid,experiment,0,Staccato,Piano
50,115,23519,74,58,1,2,11,10,10.mid,experiment,0,Staccato,Piano
51,117,23798,74,53,1,2,11,10,10.mid,experiment,0,Staccato,Piano
53,121,25278,65,55,1,2,11,10,10.mid,experiment,0,Staccato,Piano
54,123,25542,65,45,1,2,11,10,10.mid,experiment,0,Staccato,Piano
55,125,25809,64,42,1,2,11,10,10.mid,experiment,0,Staccato,Piano
56,127,26062,64,47,1,2,11,10,10.mid,experiment,0,Staccato,Piano
58,131,27465,67,50,1,2,11,10,10.mid,experiment,0,Staccato,Piano
59,133,27730,67,58,1,2,11,10,10.mid,experiment,0,Staccato,Piano
60,135,27984,71,63,1,2,11,10,10.mid,experiment,0,Staccato,Piano
61,137,28240,71,78,1,2,11,10,10.mid,experiment,0,Staccato,Piano
6,27,9520,67,59,1,2,11,11,6.mid,experiment,1,Staccato,Piano
7,29,9776,67,63,1,2,11,11,6.mid,experiment,1,Staccato,Piano
18,49,12498,81,65,1,2,11,11,6.mid,experiment,1,Staccato,Piano
19,51,12745,81,68,1,2,11,11,6.mid,experiment,1,Staccato,Piano
20,53,13012,81,65,1,2,11,11,6.mid,experiment,1,Staccato,Piano
29,71,16782,77,55,1,2,11,11,6.mid,experiment,1,Staccato,Piano
30,73,17042,77,59,1,2,11,11,6.mid,experiment,1,Staccato,Piano
31,75,17288,76,60,1,2,11,11,6.mid,experiment,1,Staccato,Piano
32,77,17540,76,65,1,2,11,11,6.mid,experiment,1,Staccato,Piano
36,85,20092,76,51,1,2,11,11,6.mid,experiment,1,Staccato,Piano
37,87,20366,76,60,1,2,11,11,6.mid,experiment,1,Staccato,Piano
38,89,20632,76,60,1,2,11,11,6.mid,experiment,1,Staccato,Piano
39,91,20896,76,54,1,2,11,11,6.mid,experiment,1,Staccato,Piano
48,109,23310,72,58,1,2,11,11,6.mid,experiment,1,Staccato,Piano
49,111,23564,72,67,1,2,11,11,6.mid,experiment,1,Staccato,Piano
50,113,23814,74,64,1,2,11,11,6.mid,experiment,1,Staccato,Piano
51,115,24072,74,60,1,2,11,11,6.mid,experiment,1,Staccato,Piano
53,119,25556,65,45,1,2,11,11,6.mid,experiment,1,Staccato,Piano
54,121,25807,65,51,1,2,11,11,6.mid,experiment,1,Staccato,Piano
55,123,26080,64,38,1,2,11,11,6.mid,experiment,1,Staccato,Piano
56,125,26322,64,51,1,2,11,11,6.mid,experiment,1,Staccato,Piano
58,129,27738,67,53,1,2,11,11,6.mid,experiment,1,Staccato,Piano
59,131,28004,67,51,1,2,11,11,6.mid,experiment,1,Staccato,Piano
60,133,28273,71,60,1,2,11,11,6.mid,experiment,1,Staccato,Piano
61,135,28534,71,57,1,2,11,11,6.mid,experiment,1,Staccato,Piano
62,137,28798,72,61,1,2,11,11,6.mid,experiment,1,Staccato,Piano
63,139,29056,72,61,1,2,11,11,6.mid,experiment,1,Staccato,Piano
64,141,29298,73,79,1,2,11,11,6.mid,experiment,1,Staccato,Piano
65,143,29544,73,85,1,2,11,11,6.mid,experiment,1,Staccato,Piano
6,27,9263,67,56,1,2,11,12,14.mid,experiment,0,Staccato,Piano
7,29,9526,67,55,1,2,11,12,14.mid,experiment,0,Staccato,Piano
8,31,9782,67,60,1,2,11,12,14.mid,experiment,0,Staccato,Piano
18,51,12542,81,61,1,2,11,12,14.mid,experiment,0,Staccato,Piano
19,53,12782,81,78,1,2,11,12,14.mid,experiment,0,Staccato,Piano
20,55,13025,81,81,1,2,11,12,14.mid,experiment,0,Staccato,Piano
29,73,16692,77,55,1,2,11,12,14.mid,experiment,0,Staccato,Piano
30,75,16959,77,61,1,2,11,12,14.mid,experiment,0,Staccato,Piano
31,77,17213,76,60,1,2,11,12,14.mid,experiment,0,Staccato,Piano
32,79,17466,76,54,1,2,11,12,14.mid,experiment,0,Staccato,Piano
36,87,20003,76,55,1,2,11,12,14.mid,experiment,0,Staccato,Piano
37,89,20269,76,54,1,2,11,12,14.mid,experiment,0,Staccato,Piano
38,91,20522,76,67,1,2,11,12,14.mid,experiment,0,Staccato,Piano
39,93,20766,76,81,1,2,11,12,14.mid,experiment,0,Staccato,Piano
48,111,23204,72,75,1,2,11,12,14.mid,experiment,0,Staccato,Piano
49,113,23481,72,67,1,2,11,12,14.mid,experiment,0,Staccato,Piano
50,115,23723,74,62,1,2,11,12,14.mid,experiment,0,Staccato,Piano
51,117,23981,74,60,1,2,11,12,14.mid,experiment,0,Staccato,Piano
53,121,25438,65,60,1,2,11,12,14.mid,experiment,0,Staccato,Piano
54,123,25705,65,63,1,2,11,12,14.mid,experiment,0,Staccato,Piano
55,125,25962,64,55,1,2,11,12,14.mid,experiment,0,Staccato,Piano
56,127,26203,64,59,1,2,11,12,14.mid,experiment,0,Staccato,Piano
58,131,27654,67,50,1,2,11,12,14.mid,experiment,0,Staccato,Piano
59,133,27918,67,53,1,2,11,12,14.mid,experiment,0,Staccato,Piano
60,135,28176,71,63,1,2,11,12,14.mid,experiment,0,Staccato,Piano
61,137,28422,71,71,1,2,11,12,14.mid,experiment,0,Staccato,Piano
62,139,28671,72,71,1,2,11,12,14.mid,experiment,0,Staccato,Piano
63,141,28938,72,82,1,2,11,12,14.mid,experiment,0,Staccato,Piano
6,27,9263,67,63,1,2,11,13,4.mid,experiment,0,Staccato,Piano
7,29,9526,67,46,1,2,11,13,4.mid,experiment,0,Staccato,Piano
8,31,9790,67,62,1,2,11,13,4.mid,experiment,0,Staccato,Piano
18,51,12497,81,60,1,2,11,13,4.mid,experiment,0,Staccato,Piano
19,53,12750,81,65,1,2,11,13,4.mid,experiment,0,Staccato,Piano
20,55,12986,81,80,1,2,11,13,4.mid,experiment,0,Staccato,Piano
29,73,16635,77,57,1,2,11,13,4.mid,experiment,0,Staccato,Piano
30,75,16913,77,55,1,2,11,13,4.mid,experiment,0,Staccato,Piano
31,77,17157,76,62,1,2,11,13,4.mid,experiment,0,Staccato,Piano
32,79,17412,76,60,1,2,11,13,4.mid,experiment,0,Staccato,Piano
36,87,19928,76,50,1,2,11,13,4.mid,experiment,0,Staccato,Piano
37,89,20207,76,57,1,2,11,13,4.mid,experiment,0,Staccato,Piano
38,91,20449,76,69,1,2,11,13,4.mid,experiment,0,Staccato,Piano
39,93,20688,76,76,1,2,11,13,4.mid,experiment,0,Staccato,Piano
48,111,23095,72,72,1,2,11,13,4.mid,experiment,0,Staccato,Piano
49,113,23350,72,62,1,2,11,13,4.mid,experiment,0,Staccato,Piano
50,115,23619,74,59,1,2,11,13,4.mid,experiment,0,Staccato,Piano
51,117,23888,74,51,1,2,11,13,4.mid,experiment,0,Staccato,Piano
53,121,25333,65,53,1,2,11,13,4.mid,experiment,0,Staccato,Piano
54,123,25584,65,51,1,2,11,13,4.mid,experiment,0,Staccato,Piano
55,125,25863,64,51,1,2,11,13,4.mid,experiment,0,Staccato,Piano
56,127,26146,64,36,1,2,11,13,4.mid,experiment,0,Staccato,Piano
58,131,27573,67,51,1,2,11,13,4.mid,experiment,0,Staccato,Piano
59,133,27845,67,49,1,2,11,13,4.mid,experiment,0,Staccato,Piano
60,135,28103,71,63,1,2,11,13,4.mid,experiment,0,Staccato,Piano
61,137,28335,71,72,1,2,11,13,4.mid,experiment,0,Staccato,Piano
62,139,28603,72,77,1,2,11,13,4.mid,experiment,0,Staccato,Piano
63,141,28864,72,88,1,2,11,13,4.mid,experiment,0,Staccato,Piano
6,27,9234,67,54,1,2,11,14,13.mid,experiment,0,Staccato,Piano
7,29,9490,67,59,1,2,11,14,13.mid,experiment,0,Staccato,Piano
8,31,9750,67,70,1,2,11,14,13.mid,experiment,0,Staccato,Piano
18,51,12446,81,63,1,2,11,14,13.mid,experiment,0,Staccato,Piano
19,53,12702,81,70,1,2,11,14,13.mid,experiment,0,Staccato,Piano
20,55,12966,81,58,1,2,11,14,13.mid,experiment,0,Staccato,Piano
29,73,16565,77,63,1,2,11,14,13.mid,experiment,0,Staccato,Piano
30,75,16831,77,66,1,2,11,14,13.mid,experiment,0,Staccato,Piano
31,77,17091,76,62,1,2,11,14,13.mid,experiment,0,Staccato,Piano
32,79,17347,76,62,1,2,11,14,13.mid,experiment,0,Staccato,Piano
36,87,19987,76,65,1,2,11,14,13.mid,experiment,0,Staccato,Piano
37,89,20248,76,68,1,2,11,14,13.mid,experiment,0,Staccato,Piano
38,91,20490,76,76,1,2,11,14,13.mid,experiment,0,Staccato,Piano
39,93,20742,76,88,1,2,11,14,13.mid,experiment,0,Staccato,Piano
48,111,23161,72,70,1,2,11,14,13.mid,experiment,0,Staccato,Piano
49,113,23427,72,67,1,2,11,14,13.mid,experiment,0,Staccato,Piano
50,115,23681,74,66,1,2,11,14,13.mid,experiment,0,Staccato,Piano
51,117,23947,74,61,1,2,11,14,13.mid,experiment,0,Staccato,Piano
53,121,25419,65,57,1,2,11,14,13.mid,experiment,0,Staccato,Piano
54,123,25678,65,58,1,2,11,14,13.mid,experiment,0,Staccato,Piano
55,125,25939,64,54,1,2,11,14,13.mid,experiment,0,Staccato,Piano
56,127,26205,64,50,1,2,11,14,13.mid,experiment,0,Staccato,Piano
58,131,27626,67,46,1,2,11,14,13.mid,experiment,0,Staccato,Piano
59,133,27883,67,67,1,2,11,14,13.mid,experiment,0,Staccato,Piano
60,135,28142,71,68,1,2,11,14,13.mid,experiment,0,Staccato,Piano
61,137,28406,71,59,1,2,11,14,13.mid,experiment,0,Staccato,Piano
62,139,28652,72,70,1,2,11,14,13.mid,experiment,0,Staccato,Piano
63,141,28912,72,81,1,2,11,14,13.mid,experiment,0,Staccato,Piano
6,27,9282,67,61,1,2,11,15,5.mid,experiment,1,Staccato,Piano
7,29,9544,67,67,1,2,11,15,5.mid,experiment,1,Staccato,Piano
18,49,12520,81,64,1,2,11,15,5.mid,experiment,1,Staccato,Piano
19,51,12764,81,70,1,2,11,15,5.mid,experiment,1,Staccato,Piano
20,53,13008,81,68,1,2,11,15,5.mid,experiment,1,Staccato,Piano
