RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,6,1,2,0,79,84,High
2,6,1,2,296,78,85,High
1,9,0,2,346,79,0,High
3,6,1,2,589,79,82,High
2,9,0,2,642,78,0,High
4,6,1,2,879,76,81,High
3,9,0,2,894,79,0,High
5,6,1,2,1179,72,79,High
4,9,0,2,1209,76,0,High
5,9,0,2,1359,72,0,High
6,6,1,2,1471,67,55,High
6,9,0,2,1533,67,0,High
7,6,1,2,1765,67,56,High
7,9,0,2,1817,67,0,High
8,6,1,2,2066,67,59,High
8,9,0,2,2147,67,0,High
9,6,1,2,2376,79,81,High
10,6,1,2,2666,78,85,High
9,9,0,2,2708,79,0,High
11,6,1,2,2951,79,85,High
10,9,0,2,3001,78,0,High
12,6,1,2,3242,76,82,High
11,9,0,2,3274,79,0,High
13,6,1,2,3526,72,86,High
12,9,0,2,3528,76,0,High
14,6,1,2,3816,76,82,High
13,9,0,2,3861,72,0,High
15,6,1,2,4105,79,87,High
14,9,0,2,4137,76,0,High
16,6,1,2,4385,84,80,High
15,9,0,2,4415,79,0,High
17,6,1,2,4683,83,89,High
16,9,0,2,4732,84,0,High
17,9,0,2,4952,83,0,High
18,6,1,2,4969,81,64,High
18,9,0,2,5045,81,0,High
19,6,1,2,5256,81,57,High
19,9,0,2,5342,81,0,High
20,6,1,2,5533,81,60,High
20,9,0,2,5686,81,0,High
21,6,1,2,5825,83,76,High
22,6,1,2,6118,81,82,High
21,9,0,2,6218,83,0,High
23,6,1,2,6393,84,88,High
22,9,0,2,6438,81,0,High
24,6,1,2,6687,81,80,High
23,9,0,2,6694,84,0,High
25,6,1,2,6971,78,81,High
24,9,0,2,7051,81,0,High
25,9,0,2,7229,78,0,High
26,6,1,2,7247,79,81,High
26,9,0,2,7369,79,0,High
27,6,1,2,7540,79,75,High
27,9,0,2,7916,79,0,High
28,6,1,2,8137,79,72,High
28,9,0,2,8780,79,0,High
29,6,1,2,9293,77,58,High
29,9,0,2,9344,77,0,High
30,6,1,2,9581,77,56,High
30,9,0,2,9630,77,0,High
31,6,1,2,9861,76,51,High
31,9,0,2,9920,76,0,High
32,6,1,2,10139,76,56,High
32,9,0,2,10210,76,0,High
33,6,1,2,10456,74,52,High
33,9,0,2,11120,74,0,High
34,6,1,2,11587,79,60,High
34,9,0,2,12037,79,0,High
35,6,1,2,12190,77,58,High
35,9,0,2,12663,77,0,High
36,6,1,2,12755,76,55,High
36,9,0,2,12840,76,0,High
37,6,1,2,13050,76,57,High
37,9,0,2,13117,76,0,High
38,6,1,2,13339,76,58,High
38,9,0,2,13414,76,0,High
39,6,1,2,13629,76,63,High
39,9,0,2,13754,76,0,High
40,6,1,2,13920,81,82,High
41,6,1,2,14222,77,86,High
40,9,0,2,14306,81,0,High
42,6,1,2,14499,76,89,High
41,9,0,2,14547,77,0,High
43,6,1,2,14788,74,86,High
42,9,0,2,14808,76,0,High
44,6,1,2,15071,76,87,High
43,9,0,2,15110,74,0,High
45,6,1,2,15347,79,86,High
44,9,0,2,15394,76,0,High
46,6,1,2,15638,74,87,High
45,9,0,2,15715,79,0,High
47,6,1,2,15931,71,74,High
46,9,0,2,15948,74,0,High
47,9,0,2,16174,71,0,High
48,6,1,2,16207,72,74,High
48,9,0,2,16266,72,0,High
49,6,1,2,16497,72,61,High
49,9,0,2,16557,72,0,High
50,6,1,2,16766,74,60,High
50,9,0,2,16824,74,0,High
51,6,1,2,17061,74,60,High
51,9,0,2,17155,74,0,High
52,6,1,2,17377,76,46,High
52,9,0,2,18046,76,0,High
53,6,1,2,18497,65,57,High
53,9,0,2,18558,65,0,High
54,6,1,2,18784,65,53,High
54,9,0,2,18856,65,0,High
55,6,1,2,19064,64,56,High
55,9,0,2,19112,64,0,High
56,6,1,2,19359,64,57,High
56,9,0,2,19424,64,0,High
57,6,1,2,19681,62,56,High
57,9,0,2,20373,62,0,High
58,6,1,2,20762,67,53,High
58,9,0,2,20819,67,0,High
59,6,1,2,21049,67,57,High
59,9,0,2,21104,67,0,High
60,6,1,2,21341,71,62,High
60,9,0,2,21406,71,0,High
61,6,1,2,21616,71,66,High
61,9,0,2,21701,71,0,High
62,6,1,2,21892,72,73,High
62,9,0,2,21972,72,0,High
63,6,1,2,22163,72,72,High
63,9,0,2,22247,72,0,High
64,6,1,2,22448,73,76,High
64,9,0,2,22530,73,0,High
65,6,1,2,22742,73,79,High
65,9,0,2,22844,73,0,High
66,6,1,2,23048,74,96,High
66,9,0,2,23500,74,0,High
67,6,1,2,23637,77,93,High
67,9,0,2,24047,77,0,High
68,6,1,2,24240,76,92,High
68,9,0,2,24683,76,0,High
69,6,1,2,24835,74,92,High
69,9,0,2,25258,74,0,High
70,6,1,2,25412,72,94,High
70,9,0,2,25877,72,0,High
71,6,1,2,26026,84,90,High
71,9,0,2,26396,84,0,High
72,6,1,2,26662,84,93,High
72,9,0,2,27314,84,0,High
