RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,14,1,4,0,79,70,Art_only
2,14,1,4,292,78,69,Art_only
1,6,0,4,294,79,0,Art_only
3,14,1,4,572,79,68,Art_only
2,6,0,4,577,78,0,Art_only
4,14,1,4,858,76,69,Art_only
3,6,0,4,890,79,0,Art_only
5,14,1,4,1137,72,70,Art_only
4,6,0,4,1194,76,0,Art_only
5,6,0,4,1301,72,0,Art_only
6,14,1,4,1421,67,67,Art_only
6,6,0,4,1485,67,0,Art_only
7,14,1,4,1717,67,66,Art_only
7,6,0,4,1767,67,0,Art_only
8,14,1,4,2008,67,71,Art_only
8,6,0,4,2066,67,0,Art_only
9,14,1,4,2301,79,73,Art_only
10,14,1,4,2585,78,69,Art_only
9,6,0,4,2603,79,0,Art_only
11,14,1,4,2877,79,68,Art_only
10,6,0,4,2891,78,0,Art_only
12,14,1,4,3161,76,66,Art_only
11,6,0,4,3187,79,0,Art_only
13,14,1,4,3447,72,67,Art_only
12,6,0,4,3468,76,0,Art_only
14,14,1,4,3727,76,71,Art_only
13,6,0,4,3742,72,0,Art_only
15,14,1,4,4002,79,66,Art_only
14,6,0,4,4065,76,0,Art_only
16,14,1,4,4282,84,76,Art_only
15,6,0,4,4290,79,0,Art_only
17,14,1,4,4573,83,79,Art_only
16,6,0,4,4612,84,0,Art_only
17,6,0,4,4741,83,0,Art_only
18,14,1,4,4849,81,76,Art_only
18,6,0,4,4904,81,0,Art_only
19,14,1,4,5137,81,80,Art_only
19,6,0,4,5194,81,0,Art_only
20,14,1,4,5412,81,74,Art_only
20,6,0,4,5483,81,0,Art_only
21,14,1,4,5702,83,73,Art_only
22,14,1,4,5983,81,67,Art_only
21,6,0,4,6014,83,0,Art_only
23,14,1,4,6253,84,69,Art_only
22,6,0,4,6274,81,0,Art_only
24,14,1,4,6543,81,70,Art_only
23,6,0,4,6586,84,0,Art_only
25,14,1,4,6824,78,69,Art_only
24,6,0,4,6829,81,0,Art_only
26,14,1,4,7095,79,70,Art_only
25,6,0,4,7100,78,0,Art_only
26,6,0,4,7209,79,0,Art_only
27,14,1,4,7401,79,68,Art_only
27,6,0,4,7744,79,0,Art_only
28,14,1,4,7966,79,68,Art_only
28,6,0,4,8595,79,0,Art_only
29,14,1,4,9122,77,73,Art_only
29,6,0,4,9183,77,0,Art_only
30,14,1,4,9412,77,69,Art_only
30,6,0,4,9480,77,0,Art_only
31,14,1,4,9676,76,67,Art_only
