RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,6,1,2,0,79,72,Art_only
2,6,1,2,296,78,71,Art_only
1,14,0,2,306,79,0,Art_only
2,14,0,2,581,78,0,Art_only
3,6,1,2,589,79,72,Art_only
4,6,1,2,879,76,69,Art_only
3,14,0,2,881,79,0,Art_only
5,6,1,2,1179,72,76,Art_only
4,14,0,2,1194,76,0,Art_only
6,6,1,2,1471,67,70,Art_only
5,14,0,2,1486,72,0,Art_only
6,14,0,2,1552,67,0,Art_only
7,6,1,2,1765,67,66,Art_only
7,14,0,2,1845,67,0,Art_only
8,6,1,2,2066,67,69,Art_only
8,14,0,2,2133,67,0,Art_only
9,6,1,2,2376,79,76,Art_only
10,6,1,2,2666,78,71,Art_only
9,14,0,2,2672,79,0,Art_only
11,6,1,2,2951,79,70,Art_only
10,14,0,2,2962,78,0,Art_only
12,6,1,2,3242,76,65,Art_only
11,14,0,2,3257,79,0,Art_only
12,14,0,2,3502,76,0,Art_only
13,6,1,2,3526,72,67,Art_only
14,6,1,2,3816,76,72,Art_only
13,14,0,2,3830,72,0,Art_only
15,6,1,2,4105,79,72,Art_only
14,14,0,2,4143,76,0,Art_only
16,6,1,2,4385,84,79,Art_only
15,14,0,2,4392,79,0,Art_only
17,6,1,2,4683,83,80,Art_only
16,14,0,2,4752,84,0,Art_only
17,14,0,2,4950,83,0,Art_only
18,6,1,2,4969,81,74,Art_only
18,14,0,2,5048,81,0,Art_only
19,6,1,2,5256,81,78,Art_only
19,14,0,2,5327,81,0,Art_only
20,6,1,2,5533,81,79,Art_only
20,14,0,2,5621,81,0,Art_only
21,6,1,2,5825,83,77,Art_only
21,14,0,2,6114,83,0,Art_only
22,6,1,2,6118,81,69,Art_only
23,6,1,2,6393,84,68,Art_only
22,14,0,2,6407,81,0,Art_only
24,6,1,2,6687,81,72,Art_only
23,14,0,2,6706,84,0,Art_only
25,6,1,2,6971,78,68,Art_only
24,14,0,2,7000,81,0,Art_only
25,14,0,2,7235,78,0,Art_only
26,6,1,2,7247,79,68,Art_only
26,14,0,2,7413,79,0,Art_only
27,6,1,2,7540,79,69,Art_only
27,14,0,2,7908,79,0,Art_only
28,6,1,2,8137,79,72,Art_only
28,14,0,2,8787,79,0,Art_only
29,6,1,2,9293,77,73,Art_only
29,14,0,2,9391,77,0,Art_only
30,6,1,2,9581,77,71,Art_only
30,14,0,2,9663,77,0,Art_only
31,6,1,2,9861,76,70,Art_only
31,14,0,2,9929,76,0,Art_only
32,6,1,2,10139,76,73,Art_only
32,14,0,2,10222,76,0,Art_only
33,6,1,2,10456,74,75,Art_only
33,14,0,2,11162,74,0,Art_only
34,6,1,2,11587,79,79,Art_only
34,14,0,2,12012,79,0,Art_only
35,6,1,2,12190,77,76,Art_only
35,14,0,2,12623,77,0,Art_only
36,6,1,2,12755,76,69,Art_only
36,14,0,2,12830,76,0,Art_only
37,6,1,2,13050,76,68,Art_only
37,14,0,2,13116,76,0,Art_only
38,6,1,2,13339,76,69,Art_only
38,14,0,2,13422,76,0,Art_only
39,6,1,2,13629,76,63,Art_only
39,14,0,2,13729,76,0,Art_only
40,6,1,2,13920,81,72,Art_only
41,6,1,2,14222,77,71,Art_only
40,14,0,2,14276,81,0,Art_only
42,6,1,2,14499,76,63,Art_only
41,14,0,2,14541,77,0,Art_only
42,14,0,2,14783,76,0,Art_only
43,6,1,2,14788,74,75,Art_only
44,6,1,2,15071,76,69,Art_only
43,14,0,2,15084,74,0,Art_only
45,6,1,2,15347,79,74,Art_only
44,14,0,2,15371,76,0,Art_only
46,6,1,2,15638,74,73,Art_only
45,14,0,2,15660,79,0,Art_only
47,6,1,2,15931,71,69,Art_only
46,14,0,2,15937,74,0,Art_only
47,14,0,2,16160,71,0,Art_only
48,6,1,2,16207,72,74,Art_only
48,14,0,2,16270,72,0,Art_only
49,6,1,2,16497,72,77,Art_only
49,14,0,2,16553,72,0,Art_only
50,6,1,2,16766,74,78,Art_only
50,14,0,2,16820,74,0,Art_only
51,6,1,2,17061,74,78,Art_only
51,14,0,2,17121,74,0,Art_only
52,6,1,2,17377,76,68,Art_only
52,14,0,2,17983,76,0,Art_only
53,6,1,2,18497,65,76,Art_only
53,14,0,2,18549,65,0,Art_only
54,6,1,2,18784,65,73,Art_only
54,14,0,2,18836,65,0,Art_only
55,6,1,2,19064,64,74,Art_only
55,14,0,2,19110,64,0,Art_only
56,6,1,2,19359,64,69,Art_only
56,14,0,2,19422,64,0,Art_only
57,6,1,2,19681,62,72,Art_only
57,14,0,2,20303,62,0,Art_only
58,6,1,2,20762,67,72,Art_only
58,14,0,2,20823,67,0,Art_only
59,6,1,2,21049,67,76,Art_only
59,14,0,2,21109,67,0,Art_only
60,6,1,2,21341,71,71,Art_only
60,14,0,2,21385,71,0,Art_only
61,6,1,2,21616,71,78,Art_only
61,14,0,2,21675,71,0,Art_only
62,6,1,2,21892,72,79,Art_only
62,14,0,2,21964,72,0,Art_only
63,6,1,2,22163,72,80,Art_only
63,14,0,2,22233,72,0,Art_only
64,6,1,2,22448,73,77,Art_only
64,14,0,2,22516,73,0,Art_only
65,6,1,2,22742,73,83,Art_only
65,14,0,2,22819,73,0,Art_only
66,6,1,2,23048,74,82,Art_only
66,14,0,2,23578,74,0,Art_only
67,6,1,2,23637,77,78,Art_only
67,14,0,2,24178,77,0,Art_only
68,6,1,2,24240,76,77,Art_only
68,14,0,2,24772,76,0,Art_only
69,6,1,2,24835,74,81,Art_only
69,14,0,2,25399,74,0,Art_only
70,6,1,2,25412,72,79,Art_only
70,14,0,2,25952,72,0,Art_only
71,6,1,2,26026,84,82,Art_only
71,14,0,2,26477,84,0,Art_only
72,6,1,2,26662,84,83,Art_only
72,14,0,2,27563,84,0,Art_only
