RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
50,3,1,3,17364,74,58,Dyn_only
50,3,0,3,17401,74,0,Dyn_only
51,3,1,3,17647,74,54,Dyn_only
51,3,0,3,17702,74,0,Dyn_only
52,3,1,3,17962,76,50,Dyn_only
52,3,0,3,18448,76,0,Dyn_only
53,3,1,3,19216,65,57,Dyn_only
53,3,0,3,19326,65,0,Dyn_only
54,3,1,3,19512,65,59,Dyn_only
54,3,0,3,19581,65,0,Dyn_only
55,3,1,3,19808,64,52,Dyn_only
55,3,0,3,19864,64,0,Dyn_only
56,3,1,3,20100,64,53,Dyn_only
56,3,0,3,20158,64,0,Dyn_only
57,3,1,3,20404,62,53,Dyn_only
57,3,0,3,20961,62,0,Dyn_only
58,3,1,3,21592,67,56,Dyn_only
58,3,0,3,21685,67,0,Dyn_only
59,3,1,3,21886,67,61,Dyn_only
59,3,0,3,21957,67,0,Dyn_only
60,3,1,3,22177,71,63,Dyn_only
60,3,0,3,22239,71,0,Dyn_only
61,3,1,3,22454,71,64,Dyn_only
61,3,0,3,22549,71,0,Dyn_only
62,3,1,3,22745,72,71,Dyn_only
62,3,0,3,22813,72,0,Dyn_only
63,3,1,3,23026,72,68,Dyn_only
63,3,0,3,23112,72,0,Dyn_only
64,3,1,3,23313,73,71,Dyn_only
64,3,0,3,23394,73,0,Dyn_only
65,3,1,3,23608,73,73,Dyn_only
65,3,0,3,23706,73,0,Dyn_only
66,3,1,3,23908,74,91,Dyn_only
66,3,0,3,24228,74,0,Dyn_only
67,3,1,3,24511,77,86,Dyn_only
67,3,0,3,24681,77,0,Dyn_only
68,3,1,3,25109,76,83,Dyn_only
68,3,0,3,25284,76,0,Dyn_only
69,3,1,3,25698,74,85,Dyn_only
69,3,0,3,25893,74,0,Dyn_only
70,3,1,3,26327,72,85,Dyn_only
70,3,0,3,26685,72,0,Dyn_only
71,3,1,3,26962,84,84,Dyn_only
71,3,0,3,27086,84,0,Dyn_only
72,3,1,3,27629,84,80,Dyn_only
72,3,0,3,27902,84,0,Dyn_only
