RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,3,1,3,0,79,75,Dyn_only
1,3,0,3,67,79,0,Dyn_only
2,3,1,3,306,78,79,Dyn_only
2,3,0,3,370,78,0,Dyn_only
3,3,1,3,603,79,78,Dyn_only
3,3,0,3,646,79,0,Dyn_only
4,3,1,3,904,76,78,Dyn_only
4,3,0,3,947,76,0,Dyn_only
5,3,1,3,1199,72,78,Dyn_only
5,3,0,3,1272,72,0,Dyn_only
6,3,1,3,1501,67,61,Dyn_only
6,3,0,3,1577,67,0,Dyn_only
7,3,1,3,1793,67,57,Dyn_only
7,3,0,3,1846,67,0,Dyn_only
8,3,1,3,2089,67,60,Dyn_only
8,3,0,3,2154,67,0,Dyn_only
9,3,1,3,2400,79,78,Dyn_only
9,3,0,3,2462,79,0,Dyn_only
10,3,1,3,2705,78,80,Dyn_only
10,3,0,3,2774,78,0,Dyn_only
11,3,1,3,3005,79,78,Dyn_only
11,3,0,3,3057,79,0,Dyn_only
12,3,1,3,3301,76,80,Dyn_only
12,3,0,3,3360,76,0,Dyn_only
13,3,1,3,3603,72,80,Dyn_only
13,3,0,3,3654,72,0,Dyn_only
14,3,1,3,3892,76,82,Dyn_only
14,3,0,3,3952,76,0,Dyn_only
15,3,1,3,4186,79,84,Dyn_only
15,3,0,3,4228,79,0,Dyn_only
16,3,1,3,4483,84,82,Dyn_only
16,3,0,3,4529,84,0,Dyn_only
17,3,1,3,4784,83,84,Dyn_only
17,3,0,3,4833,83,0,Dyn_only
18,3,1,3,5081,81,56,Dyn_only
18,3,0,3,5128,81,0,Dyn_only
19,3,1,3,5368,81,60,Dyn_only
19,3,0,3,5417,81,0,Dyn_only
20,3,1,3,5659,81,64,Dyn_only
20,3,0,3,5700,81,0,Dyn_only
21,3,1,3,5949,83,79,Dyn_only
21,3,0,3,5997,83,0,Dyn_only
22,3,1,3,6251,81,81,Dyn_only
22,3,0,3,6300,81,0,Dyn_only
23,3,1,3,6539,84,82,Dyn_only
23,3,0,3,6591,84,0,Dyn_only
24,3,1,3,6840,81,85,Dyn_only
24,3,0,3,6884,81,0,Dyn_only
25,3,1,3,7135,78,81,Dyn_only
25,3,0,3,7240,78,0,Dyn_only
26,3,1,3,7431,79,78,Dyn_only
26,3,0,3,7475,79,0,Dyn_only
27,3,1,3,7738,79,75,Dyn_only
27,3,0,3,7816,79,0,Dyn_only
28,3,1,3,8345,79,74,Dyn_only
28,3,0,3,8481,79,0,Dyn_only
29,3,1,3,9609,77,53,Dyn_only
29,3,0,3,9664,77,0,Dyn_only
30,3,1,3,9915,77,57,Dyn_only
30,3,0,3,9970,77,0,Dyn_only
31,3,1,3,10205,76,55,Dyn_only
31,3,0,3,10270,76,0,Dyn_only
32,3,1,3,10494,76,55,Dyn_only
32,3,0,3,10550,76,0,Dyn_only
33,3,1,3,10807,74,56,Dyn_only
33,3,0,3,11270,74,0,Dyn_only
34,3,1,3,12058,79,58,Dyn_only
34,3,0,3,12235,79,0,Dyn_only
35,3,1,3,12673,77,64,Dyn_only
35,3,0,3,12835,77,0,Dyn_only
36,3,1,3,13254,76,57,Dyn_only
36,3,0,3,13330,76,0,Dyn_only
37,3,1,3,13552,76,60,Dyn_only
37,3,0,3,13612,76,0,Dyn_only
38,3,1,3,13843,76,60,Dyn_only
38,3,0,3,13935,76,0,Dyn_only
39,3,1,3,14123,76,62,Dyn_only
39,3,0,3,14215,76,0,Dyn_only
40,3,1,3,14431,81,75,Dyn_only
40,3,0,3,14476,81,0,Dyn_only
41,3,1,3,14734,77,80,Dyn_only
41,3,0,3,14781,77,0,Dyn_only
42,3,1,3,15016,76,76,Dyn_only
42,3,0,3,15067,76,0,Dyn_only
43,3,1,3,15306,74,78,Dyn_only
43,3,0,3,15355,74,0,Dyn_only
44,3,1,3,15602,76,77,Dyn_only
44,3,0,3,15662,76,0,Dyn_only
45,3,1,3,15894,79,80,Dyn_only
45,3,0,3,15975,79,0,Dyn_only
46,3,1,3,16184,74,81,Dyn_only
46,3,0,3,16249,74,0,Dyn_only
47,3,1,3,16483,71,74,Dyn_only
47,3,0,3,16539,71,0,Dyn_only
48,3,1,3,16776,72,63,Dyn_only
48,3,0,3,16860,72,0,Dyn_only
49,3,1,3,17064,72,58,Dyn_only
49,3,0,3,17110,72,0,Dyn_only
