RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,17,7816,79,87,1,2,4,1,s,pre,1
2,18,8106,78,91,1,2,4,1,s,pre,1
3,20,8405,79,87,1,2,4,1,s,pre,1
4,22,8667,76,78,1,2,4,1,s,pre,1
5,24,8959,72,86,1,2,4,1,s,pre,1
6,26,9232,67,58,1,2,4,1,s,pre,1
7,29,9515,67,58,1,2,4,1,s,pre,1
8,31,9788,67,65,1,2,4,1,s,pre,1
9,33,10109,79,70,1,2,4,1,s,pre,1
10,34,10367,78,91,1,2,4,1,s,pre,1
11,36,10649,79,94,1,2,4,1,s,pre,1
12,38,10918,76,81,1,2,4,1,s,pre,1
13,40,11205,72,88,1,2,4,1,s,pre,1
14,42,11475,76,93,1,2,4,1,s,pre,1
15,44,11742,79,98,1,2,4,1,s,pre,1
16,46,11998,84,94,1,2,4,1,s,pre,1
17,48,12289,83,97,1,2,4,1,s,pre,1
18,50,12562,81,73,1,2,4,1,s,pre,1
19,53,12826,81,67,1,2,4,1,s,pre,1
20,55,13079,81,71,1,2,4,1,s,pre,1
21,57,13377,83,78,1,2,4,1,s,pre,1
22,58,13632,81,89,1,2,4,1,s,pre,1
23,60,13908,84,100,1,2,4,1,s,pre,1
24,62,14164,81,90,1,2,4,1,s,pre,1
25,64,14447,78,99,1,2,4,1,s,pre,1
26,66,14720,79,96,1,2,4,1,s,pre,1
27,69,15015,79,89,1,2,4,1,s,pre,1
28,71,15639,79,65,1,2,4,1,s,pre,1
29,73,16666,77,72,1,2,4,1,s,pre,1
30,75,16943,77,62,1,2,4,1,s,pre,1
31,77,17204,76,58,1,2,4,1,s,pre,1
32,79,17478,76,47,1,2,4,1,s,pre,1
33,81,17800,74,49,1,2,4,1,s,pre,1
34,83,18872,79,52,1,2,4,1,s,pre,1
35,85,19429,77,54,1,2,4,1,s,pre,1
36,87,19981,76,65,1,2,4,1,s,pre,1
37,89,20247,76,58,1,2,4,1,s,pre,1
38,91,20522,76,57,1,2,4,1,s,pre,1
39,93,20796,76,59,1,2,4,1,s,pre,1
40,95,21118,81,72,1,2,4,1,s,pre,1
41,96,21388,77,83,1,2,4,1,s,pre,1
42,98,21672,76,85,1,2,4,1,s,pre,1
43,100,21935,74,88,1,2,4,1,s,pre,1
44,102,22222,76,85,1,2,4,1,s,pre,1
45,104,22477,79,88,1,2,4,1,s,pre,1
46,106,22754,74,98,1,2,4,1,s,pre,1
47,108,23000,71,95,1,2,4,1,s,pre,1
48,110,23290,72,78,1,2,4,1,s,pre,1
49,113,23532,72,67,1,2,4,1,s,pre,1
50,115,23831,74,51,1,2,4,1,s,pre,1
51,117,24070,74,53,1,2,4,1,s,pre,1
52,119,24420,76,45,1,2,4,1,s,pre,1
53,121,25445,65,61,1,2,4,1,s,pre,1
54,123,25711,65,62,1,2,4,1,s,pre,1
55,125,26218,64,43,1,2,4,1,s,pre,1
56,125,,64,,1,2,4,1,s,pre,1
57,127,26626,62,72,1,2,4,1,s,pre,1
58,129,27618,67,54,1,2,4,1,s,pre,1
59,131,27869,67,57,1,2,4,1,s,pre,1
60,133,28144,71,57,1,2,4,1,s,pre,1
61,135,28425,71,56,1,2,4,1,s,pre,1
62,137,28699,72,59,1,2,4,1,s,pre,1
63,139,28958,72,65,1,2,4,1,s,pre,1
64,141,29229,73,68,1,2,4,1,s,pre,1
65,143,29478,73,65,1,2,4,1,s,pre,1
66,145,29778,74,79,1,2,4,1,s,pre,1
67,146,30354,77,87,1,2,4,1,s,pre,1
68,148,30894,76,91,1,2,4,1,s,pre,1
69,150,31457,74,95,1,2,4,1,s,pre,1
70,152,32025,72,97,1,2,4,1,s,pre,1
71,154,32613,84,95,1,2,4,1,s,pre,1
72,157,33239,84,99,1,2,4,1,s,pre,1
1,17,9274,79,65,1,2,5,1,s,pre,1
2,18,9554,78,68,1,2,5,1,s,pre,1
3,20,9865,79,67,1,2,5,1,s,pre,1
4,22,10155,76,74,1,2,5,1,s,pre,1
5,24,10479,72,72,1,2,5,1,s,pre,1
6,27,11074,67,56,1,2,5,1,s,pre,1
7,29,11350,67,60,1,2,5,1,s,pre,1
8,29,,67,,1,2,5,1,s,pre,1
9,31,11655,79,58,1,2,5,1,s,pre,1
10,32,11944,78,70,1,2,5,1,s,pre,1
11,34,12240,79,70,1,2,5,1,s,pre,1
12,36,12524,76,68,1,2,5,1,s,pre,1
13,38,12826,72,72,1,2,5,1,s,pre,1
14,40,13091,76,78,1,2,5,1,s,pre,1
15,42,13371,79,87,1,2,5,1,s,pre,1
16,44,13651,84,81,1,2,5,1,s,pre,1
17,46,13960,83,75,1,2,5,1,s,pre,1
18,49,14549,81,44,1,2,5,1,s,pre,1
19,51,14816,81,46,1,2,5,1,s,pre,1
20,51,,81,,1,2,5,1,s,pre,1
21,53,15125,83,64,1,2,5,1,s,pre,1
22,54,15416,81,67,1,2,5,1,s,pre,1
23,56,15703,84,72,1,2,5,1,s,pre,1
24,58,15988,81,74,1,2,5,1,s,pre,1
25,60,16273,78,67,1,2,5,1,s,pre,1
26,62,16555,79,70,1,2,5,1,s,pre,1
27,65,16849,79,70,1,2,5,1,s,pre,1
28,67,17384,79,58,1,2,5,1,s,pre,1
29,69,19021,77,54,1,2,5,1,s,pre,1
