RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,IOI,Interval,Subcomponent1,Subcomponent2,Boundary
2,18,8196,78,81,1,2,2,1,s,pre,0,314,1,Legato,Forte,No
3,20,8488,79,81,1,2,2,1,s,pre,0,292,2,Legato,Forte,No
4,22,8763,76,84,1,2,2,1,s,pre,0,275,3,Legato,Forte,No
5,24,9064,72,82,1,2,2,1,s,pre,0,301,4,Legato,Forte,No
7,29,9688,67,52,1,2,2,1,s,pre,0,301,6,Staccato,Piano,No
8,31,9996,67,52,1,2,2,1,s,pre,0,308,7,Staccato,Piano,No
10,34,10577,78,78,1,2,2,1,s,pre,0,278,9,Legato,Forte,No
11,36,10890,79,88,1,2,2,1,s,pre,0,313,10,Legato,Forte,No
12,38,11171,76,86,1,2,2,1,s,pre,0,281,11,Legato,Forte,No
13,40,11462,72,78,1,2,2,1,s,pre,0,291,12,Legato,Forte,No
14,42,11746,76,88,1,2,2,1,s,pre,0,284,13,Legato,Forte,No
15,44,12032,79,87,1,2,2,1,s,pre,0,286,14,Legato,Forte,No
16,46,12318,84,95,1,2,2,1,s,pre,0,286,15,Legato,Forte,No
17,48,12600,83,86,1,2,2,1,s,pre,0,282,16,Legato,Forte,No
19,53,13216,81,57,1,2,2,1,s,pre,0,296,18,Staccato,Piano,No
20,55,13496,81,65,1,2,2,1,s,pre,0,280,19,Staccato,Piano,No
22,58,14089,81,85,1,2,2,1,s,pre,0,284,21,Legato,Forte,No
23,60,14394,84,82,1,2,2,1,s,pre,0,305,22,Legato,Forte,No
24,62,14666,81,88,1,2,2,1,s,pre,0,272,23,Legato,Forte,No
25,64,14975,78,87,1,2,2,1,s,pre,0,309,24,Legato,Forte,No
30,75,17945,77,59,1,2,2,1,s,pre,0,295,29,Staccato,Piano,No
31,77,18235,76,57,1,2,2,1,s,pre,0,290,30,Staccato,Piano,No
32,79,18530,76,53,1,2,2,1,s,pre,0,295,31,Staccato,Piano,No
37,89,21679,76,50,1,2,2,1,s,pre,0,306,36,Staccato,Piano,No
38,91,21959,76,55,1,2,2,1,s,pre,0,280,37,Staccato,Piano,No
39,93,22255,76,56,1,2,2,1,s,pre,0,296,38,Staccato,Piano,No
41,96,22886,77,71,1,2,2,1,s,pre,0,291,40,Legato,Forte,No
42,98,23195,76,76,1,2,2,1,s,pre,0,309,41,Legato,Forte,No
43,100,23475,74,81,1,2,2,1,s,pre,0,280,42,Legato,Forte,No
44,102,23769,76,78,1,2,2,1,s,pre,0,294,43,Legato,Forte,No
45,104,24044,79,82,1,2,2,1,s,pre,0,275,44,Legato,Forte,No
46,106,24328,74,84,1,2,2,1,s,pre,0,284,45,Legato,Forte,No
47,108,24615,71,73,1,2,2,1,s,pre,0,287,46,Legato,Forte,No
49,113,25196,72,58,1,2,2,1,s,pre,0,281,48,Staccato,Piano,No
50,115,25499,74,50,1,2,2,1,s,pre,0,303,49,Staccato,Piano,No
51,117,25771,74,58,1,2,2,1,s,pre,0,272,50,Staccato,Piano,No
54,123,27747,65,62,1,2,2,1,s,pre,0,274,53,Staccato,Piano,No
55,125,28072,64,60,1,2,2,1,s,pre,0,325,54,Staccato,Piano,No
56,127,28341,64,61,1,2,2,1,s,pre,0,269,55,Staccato,Piano,No
59,133,30365,67,58,1,2,2,1,s,pre,0,290,58,Staccato,Piano,No
60,135,30657,71,59,1,2,2,1,s,pre,0,292,59,Staccato,Piano,No
61,137,30940,71,73,1,2,2,1,s,pre,0,283,60,Staccato,Piano,No
62,139,31238,72,77,1,2,2,1,s,pre,0,298,61,Staccato,Piano,No
63,141,31517,72,79,1,2,2,1,s,pre,0,279,62,Staccato,Piano,No
64,143,31797,73,81,1,2,2,1,s,pre,0,280,63,Staccato,Piano,No
65,145,32080,73,96,1,2,2,1,s,pre,0,283,64,Staccato,Piano,No
2,18,8150,78,81,1,2,2,2,s,pre,0,301,1,Legato,Forte,No
3,20,8434,79,84,1,2,2,2,s,pre,0,284,2,Legato,Forte,No
4,22,8717,76,87,1,2,2,2,s,pre,0,283,3,Legato,Forte,No
5,24,9013,72,83,1,2,2,2,s,pre,0,296,4,Legato,Forte,No
7,29,9593,67,47,1,2,2,2,s,pre,0,286,6,Staccato,Piano,No
8,31,9890,67,64,1,2,2,2,s,pre,0,297,7,Staccato,Piano,No
10,34,10467,78,81,1,2,2,2,s,pre,0,292,9,Legato,Forte,No
11,36,10759,79,87,1,2,2,2,s,pre,0,292,10,Legato,Forte,No
12,38,11038,76,78,1,2,2,2,s,pre,0,279,11,Legato,Forte,No
13,40,11317,72,82,1,2,2,2,s,pre,0,279,12,Legato,Forte,No
14,42,11588,76,87,1,2,2,2,s,pre,0,271,13,Legato,Forte,No
15,44,11866,79,91,1,2,2,2,s,pre,0,278,14,Legato,Forte,No
16,46,12145,84,95,1,2,2,2,s,pre,0,279,15,Legato,Forte,No
17,48,12423,83,87,1,2,2,2,s,pre,0,278,16,Legato,Forte,No
19,53,13022,81,50,1,2,2,2,s,pre,0,282,18,Staccato,Piano,No
20,55,13298,81,65,1,2,2,2,s,pre,0,276,19,Staccato,Piano,No
22,58,13873,81,82,1,2,2,2,s,pre,0,286,21,Legato,Forte,No
23,60,14163,84,89,1,2,2,2,s,pre,0,290,22,Legato,Forte,No
24,62,14426,81,87,1,2,2,2,s,pre,0,263,23,Legato,Forte,No
25,64,14710,78,83,1,2,2,2,s,pre,0,284,24,Legato,Forte,No
30,75,17470,77,61,1,2,2,2,s,pre,0,294,29,Staccato,Piano,No
31,77,17749,76,54,1,2,2,2,s,pre,0,279,30,Staccato,Piano,No
32,79,18026,76,54,1,2,2,2,s,pre,0,277,31,Staccato,Piano,No
37,89,21056,76,57,1,2,2,2,s,pre,0,285,36,Staccato,Piano,No
38,91,21335,76,59,1,2,2,2,s,pre,0,279,37,Staccato,Piano,No
39,93,21618,76,56,1,2,2,2,s,pre,0,283,38,Staccato,Piano,No
41,96,22237,77,81,1,2,2,2,s,pre,0,303,40,Legato,Forte,No
42,98,22512,76,82,1,2,2,2,s,pre,0,275,41,Legato,Forte,No
43,100,22783,74,89,1,2,2,2,s,pre,0,271,42,Legato,Forte,No
44,102,23072,76,83,1,2,2,2,s,pre,0,289,43,Legato,Forte,No
45,104,23341,79,83,1,2,2,2,s,pre,0,269,44,Legato,Forte,No
46,106,23634,74,79,1,2,2,2,s,pre,0,293,45,Legato,Forte,No
47,108,23902,71,72,1,2,2,2,s,pre,0,268,46,Legato,Forte,No
49,113,24465,72,57,1,2,2,2,s,pre,0,262,48,Staccato,Piano,No
50,115,24753,74,59,1,2,2,2,s,pre,0,288,49,Staccato,Piano,No
51,117,25033,74,51,1,2,2,2,s,pre,0,280,50,Staccato,Piano,No
54,123,26949,65,68,1,2,2,2,s,pre,0,279,53,Staccato,Piano,No
55,125,27249,64,55,1,2,2,2,s,pre,0,300,54,Staccato,Piano,No
56,127,27530,64,61,1,2,2,2,s,pre,0,281,55,Staccato,Piano,No
59,133,29397,67,56,1,2,2,2,s,pre,0,282,58,Staccato,Piano,No
60,135,29689,71,52,1,2,2,2,s,pre,0,292,59,Staccato,Piano,No
61,137,29978,71,70,1,2,2,2,s,pre,0,289,60,Staccato,Piano,No
62,139,30269,72,74,1,2,2,2,s,pre,0,291,61,Staccato,Piano,No
63,141,30544,72,77,1,2,2,2,s,pre,0,275,62,Staccato,Piano,No
64,143,30830,73,76,1,2,2,2,s,pre,0,286,63,Staccato,Piano,No
65,145,31113,73,79,1,2,2,2,s,pre,0,283,64,Staccato,Piano,No
2,18,8286,78,83,1,2,3,1,s,pre,0,324,1,Legato,Forte,No
3,20,8550,79,79,1,2,3,1,s,pre,0,264,2,Legato,Forte,No
4,22,8816,76,74,1,2,3,1,s,pre,0,266,3,Legato,Forte,No
5,24,9106,72,70,1,2,3,1,s,pre,0,290,4,Legato,Forte,No
7,29,9652,67,52,1,2,3,1,s,pre,0,256,6,Staccato,Piano,No
8,31,9910,67,59,1,2,3,1,s,pre,0,258,7,Staccato,Piano,No
10,34,10568,78,75,1,2,3,1,s,pre,0,268,9,Legato,Forte,No
11,36,10830,79,78,1,2,3,1,s,pre,0,262,10,Legato,Forte,No
12,38,11083,76,76,1,2,3,1,s,pre,0,253,11,Legato,Forte,No
13,40,11322,72,85,1,2,3,1,s,pre,0,239,12,Legato,Forte,No
14,42,11570,76,90,1,2,3,1,s,pre,0,248,13,Legato,Forte,No
15,44,11817,79,89,1,2,3,1,s,pre,0,247,14,Legato,Forte,No
16,46,12058,84,88,1,2,3,1,s,pre,0,241,15,Legato,Forte,No
17,48,12344,83,84,1,2,3,1,s,pre,0,286,16,Legato,Forte,No
19,53,12885,81,62,1,2,3,1,s,pre,0,249,18,Staccato,Piano,No
20,55,13120,81,68,1,2,3,1,s,pre,0,235,19,Staccato,Piano,No
22,58,13644,81,75,1,2,3,1,s,pre,0,258,21,Legato,Forte,No
23,60,13894,84,75,1,2,3,1,s,pre,0,250,22,Legato,Forte,No
24,62,14153,81,79,1,2,3,1,s,pre,0,259,23,Legato,Forte,No
25,64,14396,78,88,1,2,3,1,s,pre,0,243,24,Legato,Forte,No
30,75,17022,77,62,1,2,3,1,s,pre,0,252,29,Staccato,Piano,No
31,77,17282,76,58,1,2,3,1,s,pre,0,260,30,Staccato,Piano,No
32,79,17538,76,56,1,2,3,1,s,pre,0,256,31,Staccato,Piano,No
37,89,20449,76,48,1,2,3,1,s,pre,0,347,36,Staccato,Piano,No
38,91,20706,76,55,1,2,3,1,s,pre,0,257,37,Staccato,Piano,No
39,93,20962,76,63,1,2,3,1,s,pre,0,256,38,Staccato,Piano,No
41,96,21538,77,62,1,2,3,1,s,pre,0,276,40,Legato,Forte,No
42,98,21780,76,68,1,2,3,1,s,pre,0,242,41,Legato,Forte,No
43,100,22016,74,75,1,2,3,1,s,pre,0,236,42,Legato,Forte,No
44,102,22264,76,87,1,2,3,1,s,pre,0,248,43,Legato,Forte,No
45,104,22492,79,90,1,2,3,1,s,pre,0,228,44,Legato,Forte,No
46,106,22723,74,78,1,2,3,1,s,pre,0,231,45,Legato,Forte,No
47,108,22964,71,75,1,2,3,1,s,pre,0,241,46,Legato,Forte,No
49,113,23436,72,69,1,2,3,1,s,pre,0,232,48,Staccato,Piano,No
50,115,23664,74,64,1,2,3,1,s,pre,0,228,49,Staccato,Piano,No
51,117,23906,74,70,1,2,3,1,s,pre,0,242,50,Staccato,Piano,No
54,123,25558,65,70,1,2,3,1,s,pre,0,242,53,Staccato,Piano,No
55,125,25832,64,53,1,2,3,1,s,pre,0,274,54,Staccato,Piano,No
56,127,26079,64,58,1,2,3,1,s,pre,0,247,55,Staccato,Piano,No
59,133,27772,67,54,1,2,3,1,s,pre,0,256,58,Staccato,Piano,No
60,135,28023,71,66,1,2,3,1,s,pre,0,251,59,Staccato,Piano,No
61,137,28252,71,70,1,2,3,1,s,pre,0,229,60,Staccato,Piano,No
62,139,28506,72,85,1,2,3,1,s,pre,0,254,61,Staccato,Piano,No
63,141,28746,72,74,1,2,3,1,s,pre,0,240,62,Staccato,Piano,No
64,143,28992,73,93,1,2,3,1,s,pre,0,246,63,Staccato,Piano,No
65,145,29238,73,96,1,2,3,1,s,pre,0,246,64,Staccato,Piano,No
2,18,8285,78,98,1,2,3,2,s,pre,0,316,1,Legato,Forte,No
3,20,8545,79,84,1,2,3,2,s,pre,0,260,2,Legato,Forte,No
4,22,8800,76,90,1,2,3,2,s,pre,0,255,3,Legato,Forte,No
5,24,9075,72,95,1,2,3,2,s,pre,0,275,4,Legato,Forte,No
7,29,9658,67,69,1,2,3,2,s,pre,0,260,6,Staccato,Piano,No
8,31,9903,67,78,1,2,3,2,s,pre,0,245,7,Staccato,Piano,No
10,34,10495,78,103,1,2,3,2,s,pre,0,266,9,Legato,Forte,No
11,36,10741,79,95,1,2,3,2,s,pre,0,246,10,Legato,Forte,No
12,38,10981,76,81,1,2,3,2,s,pre,0,240,11,Legato,Forte,No
13,40,11243,72,79,1,2,3,2,s,pre,0,262,12,Legato,Forte,No
14,42,11489,76,87,1,2,3,2,s,pre,0,246,13,Legato,Forte,No
15,44,11739,79,99,1,2,3,2,s,pre,0,250,14,Legato,Forte,No
16,46,11995,84,91,1,2,3,2,s,pre,0,256,15,Legato,Forte,No
17,48,12343,83,81,1,2,3,2,s,pre,0,348,16,Legato,Forte,No
19,53,12869,81,70,1,2,3,2,s,pre,0,234,18,Staccato,Piano,No
20,55,13113,81,66,1,2,3,2,s,pre,0,244,19,Staccato,Piano,No
22,58,13619,81,93,1,2,3,2,s,pre,0,256,21,Legato,Forte,No
23,60,13877,84,87,1,2,3,2,s,pre,0,258,22,Legato,Forte,No
24,62,14121,81,94,1,2,3,2,s,pre,0,244,23,Legato,Forte,No
25,64,14387,78,86,1,2,3,2,s,pre,0,266,24,Legato,Forte,No
30,75,16975,77,68,1,2,3,2,s,pre,0,254,29,Staccato,Piano,No
31,77,17227,76,59,1,2,3,2,s,pre,0,252,30,Staccato,Piano,No
32,79,17475,76,55,1,2,3,2,s,pre,0,248,31,Staccato,Piano,No
37,89,20311,76,63,1,2,3,2,s,pre,0,274,36,Staccato,Piano,No
38,91,20545,76,71,1,2,3,2,s,pre,0,234,37,Staccato,Piano,No
39,93,20786,76,78,1,2,3,2,s,pre,0,241,38,Staccato,Piano,No
41,96,21471,77,85,1,2,3,2,s,pre,0,339,40,Legato,Forte,No
42,98,21729,76,91,1,2,3,2,s,pre,0,258,41,Legato,Forte,No
43,101,21973,74,91,1,2,3,2,s,pre,0,244,42,Legato,Forte,No
44,103,22206,76,95,1,2,3,2,s,pre,0,233,43,Legato,Forte,No
45,104,22434,79,90,1,2,3,2,s,pre,0,228,44,Legato,Forte,No
46,106,22671,74,85,1,2,3,2,s,pre,0,237,45,Legato,Forte,No
47,108,22905,71,74,1,2,3,2,s,pre,0,234,46,Legato,Forte,No
49,113,23365,72,75,1,2,3,2,s,pre,0,224,48,Staccato,Piano,No
50,115,23599,74,72,1,2,3,2,s,pre,0,234,49,Staccato,Piano,No
51,117,23841,74,63,1,2,3,2,s,pre,0,242,50,Staccato,Piano,No
54,123,25491,65,57,1,2,3,2,s,pre,0,244,53,Staccato,Piano,No
55,125,25743,64,61,1,2,3,2,s,pre,0,252,54,Staccato,Piano,No
56,127,25988,64,57,1,2,3,2,s,pre,0,245,55,Staccato,Piano,No
59,133,27671,67,63,1,2,3,2,s,pre,0,244,58,Staccato,Piano,No
60,135,27920,71,75,1,2,3,2,s,pre,0,249,59,Staccato,Piano,No
61,137,28151,71,78,1,2,3,2,s,pre,0,231,60,Staccato,Piano,No
62,139,28384,72,90,1,2,3,2,s,pre,0,233,61,Staccato,Piano,No
63,141,28620,72,95,1,2,3,2,s,pre,0,236,62,Staccato,Piano,No
64,143,28861,73,104,1,2,3,2,s,pre,0,241,63,Staccato,Piano,No
65,145,29093,73,105,1,2,3,2,s,pre,0,232,64,Staccato,Piano,No
2,18,8106,78,91,1,2,4,1,s,pre,1,290,1,Legato,Forte,No
3,20,8405,79,87,1,2,4,1,s,pre,1,299,2,Legato,Forte,No
4,22,8667,76,78,1,2,4,1,s,pre,1,262,3,Legato,Forte,No
5,24,8959,72,86,1,2,4,1,s,pre,1,292,4,Legato,Forte,No
7,29,9515,67,58,1,2,4,1,s,pre,1,283,6,Staccato,Piano,No
8,31,9788,67,65,1,2,4,1,s,pre,1,273,7,Staccato,Piano,No
10,34,10367,78,91,1,2,4,1,s,pre,1,258,9,Legato,Forte,No
11,36,10649,79,94,1,2,4,1,s,pre,1,282,10,Legato,Forte,No
12,38,10918,76,81,1,2,4,1,s,pre,1,269,11,Legato,Forte,No
13,40,11205,72,88,1,2,4,1,s,pre,1,287,12,Legato,Forte,No
14,42,11475,76,93,1,2,4,1,s,pre,1,270,13,Legato,Forte,No
15,44,11742,79,98,1,2,4,1,s,pre,1,267,14,Legato,Forte,No
16,46,11998,84,94,1,2,4,1,s,pre,1,256,15,Legato,Forte,No
17,48,12289,83,97,1,2,4,1,s,pre,1,291,16,Legato,Forte,No
19,53,12826,81,67,1,2,4,1,s,pre,1,264,18,Staccato,Piano,No
20,55,13079,81,71,1,2,4,1,s,pre,1,253,19,Staccato,Piano,No
22,58,13632,81,89,1,2,4,1,s,pre,1,255,21,Legato,Forte,No
23,60,13908,84,100,1,2,4,1,s,pre,1,276,22,Legato,Forte,No
24,62,14164,81,90,1,2,4,1,s,pre,1,256,23,Legato,Forte,No
25,64,14447,78,99,1,2,4,1,s,pre,1,283,24,Legato,Forte,No
30,75,16943,77,62,1,2,4,1,s,pre,1,277,29,Staccato,Piano,No
31,77,17204,76,58,1,2,4,1,s,pre,1,261,30,Staccato,Piano,No
32,79,17478,76,47,1,2,4,1,s,pre,1,274,31,Staccato,Piano,No
37,89,20247,76,58,1,2,4,1,s,pre,1,266,36,Staccato,Piano,No
38,91,20522,76,57,1,2,4,1,s,pre,1,275,37,Staccato,Piano,No
39,93,20796,76,59,1,2,4,1,s,pre,1,274,38,Staccato,Piano,No
41,96,21388,77,83,1,2,4,1,s,pre,1,270,40,Legato,Forte,No
42,98,21672,76,85,1,2,4,1,s,pre,1,284,41,Legato,Forte,No
43,100,21935,74,88,1,2,4,1,s,pre,1,263,42,Legato,Forte,No
44,102,22222,76,85,1,2,4,1,s,pre,1,287,43,Legato,Forte,No
45,104,22477,79,88,1,2,4,1,s,pre,1,255,44,Legato,Forte,No
46,106,22754,74,98,1,2,4,1,s,pre,1,277,45,Legato,Forte,No
47,108,23000,71,95,1,2,4,1,s,pre,1,246,46,Legato,Forte,No
49,113,23532,72,67,1,2,4,1,s,pre,1,242,48,Staccato,Piano,No
50,115,23831,74,51,1,2,4,1,s,pre,1,299,49,Staccato,Piano,No
51,117,24070,74,53,1,2,4,1,s,pre,1,239,50,Staccato,Piano,No
54,123,25711,65,62,1,2,4,1,s,pre,1,266,53,Staccato,Piano,No
59,131,27869,67,57,1,2,4,1,s,pre,1,251,58,Staccato,Piano,No
60,133,28144,71,57,1,2,4,1,s,pre,1,275,59,Staccato,Piano,No
61,135,28425,71,56,1,2,4,1,s,pre,1,281,60,Staccato,Piano,No
62,137,28699,72,59,1,2,4,1,s,pre,1,274,61,Staccato,Piano,No
63,139,28958,72,65,1,2,4,1,s,pre,1,259,62,Staccato,Piano,No
64,141,29229,73,68,1,2,4,1,s,pre,1,271,63,Staccato,Piano,No
65,143,29478,73,65,1,2,4,1,s,pre,1,249,64,Staccato,Piano,No
2,18,8100,78,98,1,2,4,2,s,pre,0,278,1,Legato,Forte,No
3,20,8392,79,97,1,2,4,2,s,pre,0,292,2,Legato,Forte,No
4,22,8651,76,90,1,2,4,2,s,pre,0,259,3,Legato,Forte,No
5,24,8935,72,105,1,2,4,2,s,pre,0,284,4,Legato,Forte,No
7,29,9477,67,58,1,2,4,2,s,pre,0,282,6,Staccato,Piano,No
8,31,9749,67,62,1,2,4,2,s,pre,0,272,7,Staccato,Piano,No
10,34,10351,78,82,1,2,4,2,s,pre,0,269,9,Legato,Forte,No
11,36,10629,79,81,1,2,4,2,s,pre,0,278,10,Legato,Forte,No
12,38,10901,76,78,1,2,4,2,s,pre,0,272,11,Legato,Forte,No
13,40,11190,72,87,1,2,4,2,s,pre,0,289,12,Legato,Forte,No
14,42,11472,76,88,1,2,4,2,s,pre,0,282,13,Legato,Forte,No
15,44,11745,79,99,1,2,4,2,s,pre,0,273,14,Legato,Forte,No
16,46,12011,84,97,1,2,4,2,s,pre,0,266,15,Legato,Forte,No
17,48,12293,83,95,1,2,4,2,s,pre,0,282,16,Legato,Forte,No
19,53,12856,81,63,1,2,4,2,s,pre,0,273,18,Staccato,Piano,No
20,55,13107,81,66,1,2,4,2,s,pre,0,251,19,Staccato,Piano,No
22,58,13664,81,88,1,2,4,2,s,pre,0,261,21,Legato,Forte,No
23,60,13953,84,91,1,2,4,2,s,pre,0,289,22,Legato,Forte,No
24,62,14221,81,79,1,2,4,2,s,pre,0,268,23,Legato,Forte,No
25,64,14504,78,86,1,2,4,2,s,pre,0,283,24,Legato,Forte,No
30,75,16985,77,67,1,2,4,2,s,pre,0,267,29,Staccato,Piano,No
31,77,17259,76,68,1,2,4,2,s,pre,0,274,30,Staccato,Piano,No
32,79,17526,76,67,1,2,4,2,s,pre,0,267,31,Staccato,Piano,No
37,89,20390,76,70,1,2,4,2,s,pre,0,259,36,Staccato,Piano,No
38,91,20672,76,65,1,2,4,2,s,pre,0,282,37,Staccato,Piano,No
39,93,20939,76,63,1,2,4,2,s,pre,0,267,38,Staccato,Piano,No
41,96,21567,77,81,1,2,4,2,s,pre,0,302,40,Legato,Forte,No
42,98,21840,76,90,1,2,4,2,s,pre,0,273,41,Legato,Forte,No
43,100,22095,74,95,1,2,4,2,s,pre,0,255,42,Legato,Forte,No
44,102,22385,76,91,1,2,4,2,s,pre,0,290,43,Legato,Forte,No
45,104,22657,79,101,1,2,4,2,s,pre,0,272,44,Legato,Forte,No
46,106,22929,74,99,1,2,4,2,s,pre,0,272,45,Legato,Forte,No
47,108,23184,71,89,1,2,4,2,s,pre,0,255,46,Legato,Forte,No
49,113,23743,72,68,1,2,4,2,s,pre,0,252,48,Staccato,Piano,No
50,115,24026,74,66,1,2,4,2,s,pre,0,283,49,Staccato,Piano,No
51,117,24305,74,50,1,2,4,2,s,pre,0,279,50,Staccato,Piano,No
54,123,25936,65,78,1,2,4,2,s,pre,0,257,53,Staccato,Piano,No
55,125,26221,64,62,1,2,4,2,s,pre,0,285,54,Staccato,Piano,No
56,127,26480,64,66,1,2,4,2,s,pre,0,259,55,Staccato,Piano,No
59,133,28153,67,70,1,2,4,2,s,pre,0,249,58,Staccato,Piano,No
60,135,28442,71,62,1,2,4,2,s,pre,0,289,59,Staccato,Piano,No
61,137,28710,71,65,1,2,4,2,s,pre,0,268,60,Staccato,Piano,No
62,139,28975,72,76,1,2,4,2,s,pre,0,265,61,Staccato,Piano,No
63,141,29243,72,71,1,2,4,2,s,pre,0,268,62,Staccato,Piano,No
64,143,29505,73,78,1,2,4,2,s,pre,0,262,63,Staccato,Piano,No
65,145,29774,73,76,1,2,4,2,s,pre,0,269,64,Staccato,Piano,No
2,18,9554,78,68,1,2,5,1,s,pre,1,280,1,Legato,Forte,No
3,20,9865,79,67,1,2,5,1,s,pre,1,311,2,Legato,Forte,No
4,22,10155,76,74,1,2,5,1,s,pre,1,290,3,Legato,Forte,No
5,24,10479,72,72,1,2,5,1,s,pre,1,324,4,Legato,Forte,No
7,29,11350,67,60,1,2,5,1,s,pre,1,276,6,Staccato,Piano,No
10,32,11944,78,70,1,2,5,1,s,pre,1,289,9,Legato,Forte,No
11,34,12240,79,70,1,2,5,1,s,pre,1,296,10,Legato,Forte,No
12,36,12524,76,68,1,2,5,1,s,pre,1,284,11,Legato,Forte,No
13,38,12826,72,72,1,2,5,1,s,pre,1,302,12,Legato,Forte,No
14,40,13091,76,78,1,2,5,1,s,pre,1,265,13,Legato,Forte,No
15,42,13371,79,87,1,2,5,1,s,pre,1,280,14,Legato,Forte,No
16,44,13651,84,81,1,2,5,1,s,pre,1,280,15,Legato,Forte,No
17,46,13960,83,75,1,2,5,1,s,pre,1,309,16,Legato,Forte,No
19,51,14816,81,46,1,2,5,1,s,pre,1,267,18,Staccato,Piano,No
22,54,15416,81,67,1,2,5,1,s,pre,1,291,21,Legato,Forte,No
23,56,15703,84,72,1,2,5,1,s,pre,1,287,22,Legato,Forte,No
24,58,15988,81,74,1,2,5,1,s,pre,1,285,23,Legato,Forte,No
25,60,16273,78,67,1,2,5,1,s,pre,1,285,24,Legato,Forte,No
30,71,19309,77,53,1,2,5,1,s,pre,1,288,29,Staccato,Piano,No
31,73,19586,76,49,1,2,5,1,s,pre,1,277,30,Staccato,Piano,No
32,75,19854,76,50,1,2,5,1,s,pre,1,268,31,Staccato,Piano,No
37,85,22890,76,59,1,2,5,1,s,pre,1,279,36,Staccato,Piano,No
38,87,23164,76,63,1,2,5,1,s,pre,1,274,37,Staccato,Piano,No
39,89,23432,76,68,1,2,5,1,s,pre,1,268,38,Staccato,Piano,No
41,92,24029,77,78,1,2,5,1,s,pre,1,286,40,Legato,Forte,No
42,94,24316,76,77,1,2,5,1,s,pre,1,287,41,Legato,Forte,No
43,96,24578,74,81,1,2,5,1,s,pre,1,262,42,Legato,Forte,No
44,98,24875,76,80,1,2,5,1,s,pre,1,297,43,Legato,Forte,No
45,100,25163,79,68,1,2,5,1,s,pre,1,288,44,Legato,Forte,No
46,102,25437,74,76,1,2,5,1,s,pre,1,274,45,Legato,Forte,No
47,104,25734,71,63,1,2,5,1,s,pre,1,297,46,Legato,Forte,No
49,109,26270,72,53,1,2,5,1,s,pre,1,281,48,Staccato,Piano,No
50,111,26542,74,58,1,2,5,1,s,pre,1,272,49,Staccato,Piano,No
51,113,26815,74,55,1,2,5,1,s,pre,1,273,50,Staccato,Piano,No
54,119,29021,65,65,1,2,5,1,s,pre,1,265,53,Staccato,Piano,No
55,121,29318,64,43,1,2,5,1,s,pre,1,297,54,Staccato,Piano,No
56,123,29578,64,57,1,2,5,1,s,pre,1,260,55,Staccato,Piano,No
59,129,31357,67,49,1,2,5,1,s,pre,1,280,58,Staccato,Piano,No
60,131,31642,71,55,1,2,5,1,s,pre,1,285,59,Staccato,Piano,No
61,133,31909,71,55,1,2,5,1,s,pre,1,267,60,Staccato,Piano,No
62,135,32170,72,63,1,2,5,1,s,pre,1,261,61,Staccato,Piano,No
63,137,32429,72,72,1,2,5,1,s,pre,1,259,62,Staccato,Piano,No
64,139,32700,73,78,1,2,5,1,s,pre,1,271,63,Staccato,Piano,No
65,141,32948,73,78,1,2,5,1,s,pre,1,248,64,Staccato,Piano,No
2,18,8185,78,73,1,2,5,2,s,pre,1,302,1,Legato,Forte,No
3,20,8481,79,74,1,2,5,2,s,pre,1,296,2,Legato,Forte,No
4,22,8766,76,73,1,2,5,2,s,pre,1,285,3,Legato,Forte,No
5,24,9073,72,75,1,2,5,2,s,pre,1,307,4,Legato,Forte,No
7,29,9648,67,53,1,2,5,2,s,pre,1,271,6,Staccato,Piano,No
10,32,10528,78,70,1,2,5,2,s,pre,1,297,9,Legato,Forte,No
11,34,10823,79,71,1,2,5,2,s,pre,1,295,10,Legato,Forte,No
12,36,11104,76,74,1,2,5,2,s,pre,1,281,11,Legato,Forte,No
13,38,11393,72,78,1,2,5,2,s,pre,1,289,12,Legato,Forte,No
14,40,11669,76,77,1,2,5,2,s,pre,1,276,13,Legato,Forte,No
15,42,11962,79,85,1,2,5,2,s,pre,1,293,14,Legato,Forte,No
16,44,12232,84,82,1,2,5,2,s,pre,1,270,15,Legato,Forte,No
17,46,12539,83,79,1,2,5,2,s,pre,1,307,16,Legato,Forte,No
19,51,13085,81,63,1,2,5,2,s,pre,1,275,18,Staccato,Piano,No
20,53,13378,81,49,1,2,5,2,s,pre,1,293,19,Staccato,Piano,No
22,56,13936,81,74,1,2,5,2,s,pre,1,273,21,Legato,Forte,No
23,58,14229,84,71,1,2,5,2,s,pre,1,293,22,Legato,Forte,No
24,60,14519,81,67,1,2,5,2,s,pre,1,290,23,Legato,Forte,No
25,62,14808,78,62,1,2,5,2,s,pre,1,289,24,Legato,Forte,No
30,71,17409,77,67,1,2,5,2,s,pre,1,273,29,Staccato,Piano,No
31,73,17687,76,61,1,2,5,2,s,pre,1,278,30,Staccato,Piano,No
32,75,17954,76,60,1,2,5,2,s,pre,1,267,31,Staccato,Piano,No
37,85,20908,76,63,1,2,5,2,s,pre,1,266,36,Staccato,Piano,No
38,87,21171,76,65,1,2,5,2,s,pre,1,263,37,Staccato,Piano,No
39,89,21439,76,72,1,2,5,2,s,pre,1,268,38,Staccato,Piano,No
