RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,IOI,Interval,Subcomponent1,Subcomponent2,Boundary
32,79,17486,76,50,1,2,18,2,s,pre,1,275,31,Staccato,Piano,No
37,89,20224,76,52,1,2,18,2,s,pre,1,276,36,Staccato,Piano,No
38,91,20490,76,44,1,2,18,2,s,pre,1,266,37,Staccato,Piano,No
41,94,21291,77,79,1,2,18,2,s,pre,1,245,40,Legato,Forte,No
42,96,21568,76,81,1,2,18,2,s,pre,1,277,41,Legato,Forte,No
43,98,21819,74,89,1,2,18,2,s,pre,1,251,42,Legato,Forte,No
44,100,22092,76,81,1,2,18,2,s,pre,1,273,43,Legato,Forte,No
45,102,22341,79,80,1,2,18,2,s,pre,1,249,44,Legato,Forte,No
46,104,22602,74,77,1,2,18,2,s,pre,1,261,45,Legato,Forte,No
47,106,22854,71,69,1,2,18,2,s,pre,1,252,46,Legato,Forte,No
49,111,23374,72,52,1,2,18,2,s,pre,1,260,48,Staccato,Piano,No
50,113,23643,74,44,1,2,18,2,s,pre,1,269,49,Staccato,Piano,No
51,115,23911,74,53,1,2,18,2,s,pre,1,268,50,Staccato,Piano,No
54,121,25423,65,66,1,2,18,2,s,pre,1,237,53,Staccato,Piano,No
55,123,25714,64,48,1,2,18,2,s,pre,1,291,54,Staccato,Piano,No
56,125,25980,64,58,1,2,18,2,s,pre,1,266,55,Staccato,Piano,No
59,131,27592,67,40,1,2,18,2,s,pre,1,263,58,Staccato,Piano,No
60,133,27849,71,58,1,2,18,2,s,pre,1,257,59,Staccato,Piano,No
61,135,28117,71,49,1,2,18,2,s,pre,1,268,60,Staccato,Piano,No
62,137,28361,72,66,1,2,18,2,s,pre,1,244,61,Staccato,Piano,No
63,139,28600,72,65,1,2,18,2,s,pre,1,239,62,Staccato,Piano,No
64,141,28860,73,68,1,2,18,2,s,pre,1,260,63,Staccato,Piano,No
65,143,29105,73,67,1,2,18,2,s,pre,1,245,64,Staccato,Piano,No
2,18,9129,78,83,1,2,19,1,s,pre,0,250,1,Legato,Forte,No
3,20,9402,79,86,1,2,19,1,s,pre,0,273,2,Legato,Forte,No
4,22,9651,76,83,1,2,19,1,s,pre,0,249,3,Legato,Forte,No
5,24,9910,72,89,1,2,19,1,s,pre,0,259,4,Legato,Forte,No
7,29,10485,67,38,1,2,19,1,s,pre,0,294,6,Staccato,Piano,No
8,31,10722,67,53,1,2,19,1,s,pre,0,237,7,Staccato,Piano,No
10,34,11228,78,98,1,2,19,1,s,pre,0,257,9,Legato,Forte,No
11,36,11491,79,91,1,2,19,1,s,pre,0,263,10,Legato,Forte,No
12,38,11731,76,89,1,2,19,1,s,pre,0,240,11,Legato,Forte,No
13,40,11972,72,95,1,2,19,1,s,pre,0,241,12,Legato,Forte,No
14,42,12227,76,96,1,2,19,1,s,pre,0,255,13,Legato,Forte,No
15,44,12457,79,99,1,2,19,1,s,pre,0,230,14,Legato,Forte,No
16,46,12701,84,97,1,2,19,1,s,pre,0,244,15,Legato,Forte,No
17,48,12950,83,85,1,2,19,1,s,pre,0,249,16,Legato,Forte,No
19,53,13480,81,61,1,2,19,1,s,pre,0,255,18,Staccato,Piano,No
20,55,13722,81,71,1,2,19,1,s,pre,0,242,19,Staccato,Piano,No
22,58,14205,81,106,1,2,19,1,s,pre,0,238,21,Legato,Forte,No
23,60,14456,84,106,1,2,19,1,s,pre,0,251,22,Legato,Forte,No
24,62,14689,81,91,1,2,19,1,s,pre,0,233,23,Legato,Forte,No
25,64,14938,78,104,1,2,19,1,s,pre,0,249,24,Legato,Forte,No
30,75,17344,77,68,1,2,19,1,s,pre,0,241,29,Staccato,Piano,No
31,77,17609,76,50,1,2,19,1,s,pre,0,265,30,Staccato,Piano,No
32,79,17832,76,67,1,2,19,1,s,pre,0,223,31,Staccato,Piano,No
37,89,20505,76,67,1,2,19,1,s,pre,0,260,36,Staccato,Piano,No
38,91,20740,76,59,1,2,19,1,s,pre,0,235,37,Staccato,Piano,No
39,93,21000,76,52,1,2,19,1,s,pre,0,260,38,Staccato,Piano,No
41,96,21475,77,96,1,2,19,1,s,pre,0,236,40,Legato,Forte,No
42,98,21716,76,98,1,2,19,1,s,pre,0,241,41,Legato,Forte,No
43,100,21953,74,95,1,2,19,1,s,pre,0,237,42,Legato,Forte,No
44,102,22206,76,106,1,2,19,1,s,pre,0,253,43,Legato,Forte,No
45,104,22442,79,91,1,2,19,1,s,pre,0,236,44,Legato,Forte,No
46,106,22685,74,96,1,2,19,1,s,pre,0,243,45,Legato,Forte,No
47,109,22932,71,76,1,2,19,1,s,pre,0,247,46,Legato,Forte,No
49,113,23421,72,62,1,2,19,1,s,pre,0,229,48,Staccato,Piano,No
50,115,23668,74,62,1,2,19,1,s,pre,0,247,49,Staccato,Piano,No
51,117,23922,74,57,1,2,19,1,s,pre,0,254,50,Staccato,Piano,No
54,123,25474,65,59,1,2,19,1,s,pre,0,238,53,Staccato,Piano,No
55,125,25723,64,65,1,2,19,1,s,pre,0,249,54,Staccato,Piano,No
56,127,25971,64,57,1,2,19,1,s,pre,0,248,55,Staccato,Piano,No
59,133,27492,67,58,1,2,19,1,s,pre,0,242,58,Staccato,Piano,No
60,135,27738,71,70,1,2,19,1,s,pre,0,246,59,Staccato,Piano,No
61,137,27986,71,63,1,2,19,1,s,pre,0,248,60,Staccato,Piano,No
62,139,28231,72,72,1,2,19,1,s,pre,0,245,61,Staccato,Piano,No
63,141,28468,72,70,1,2,19,1,s,pre,0,237,62,Staccato,Piano,No
64,143,28726,73,80,1,2,19,1,s,pre,0,258,63,Staccato,Piano,No
65,145,28968,73,82,1,2,19,1,s,pre,0,242,64,Staccato,Piano,No
2,18,8749,78,93,1,2,19,2,s,pre,0,247,1,Legato,Forte,No
3,20,9003,79,90,1,2,19,2,s,pre,0,254,2,Legato,Forte,No
4,22,9248,76,81,1,2,19,2,s,pre,0,245,3,Legato,Forte,No
5,24,9499,72,86,1,2,19,2,s,pre,0,251,4,Legato,Forte,No
7,29,10003,67,54,1,2,19,2,s,pre,0,251,6,Staccato,Piano,No
8,31,10259,67,58,1,2,19,2,s,pre,0,256,7,Staccato,Piano,No
10,34,10751,78,91,1,2,19,2,s,pre,0,255,9,Legato,Forte,No
11,36,10999,79,96,1,2,19,2,s,pre,0,248,10,Legato,Forte,No
12,38,11248,76,91,1,2,19,2,s,pre,0,249,11,Legato,Forte,No
13,40,11499,72,96,1,2,19,2,s,pre,0,251,12,Legato,Forte,No
14,42,11743,76,94,1,2,19,2,s,pre,0,244,13,Legato,Forte,No
15,44,11986,79,91,1,2,19,2,s,pre,0,243,14,Legato,Forte,No
16,46,12214,84,95,1,2,19,2,s,pre,0,228,15,Legato,Forte,No
17,48,12446,83,91,1,2,19,2,s,pre,0,232,16,Legato,Forte,No
19,53,12976,81,54,1,2,19,2,s,pre,0,257,18,Staccato,Piano,No
20,55,13192,81,67,1,2,19,2,s,pre,0,216,19,Staccato,Piano,No
22,58,13669,81,104,1,2,19,2,s,pre,0,245,21,Legato,Forte,No
23,60,13909,84,103,1,2,19,2,s,pre,0,240,22,Legato,Forte,No
24,62,14148,81,99,1,2,19,2,s,pre,0,239,23,Legato,Forte,No
25,64,14402,78,98,1,2,19,2,s,pre,0,254,24,Legato,Forte,No
30,75,16723,77,60,1,2,19,2,s,pre,0,243,29,Staccato,Piano,No
31,77,16966,76,52,1,2,19,2,s,pre,0,243,30,Staccato,Piano,No
32,79,17196,76,52,1,2,19,2,s,pre,0,230,31,Staccato,Piano,No
37,89,19760,76,66,1,2,19,2,s,pre,0,242,36,Staccato,Piano,No
38,91,19999,76,60,1,2,19,2,s,pre,0,239,37,Staccato,Piano,No
39,93,20236,76,62,1,2,19,2,s,pre,0,237,38,Staccato,Piano,No
41,96,20733,77,103,1,2,19,2,s,pre,0,246,40,Legato,Forte,No
42,98,20980,76,103,1,2,19,2,s,pre,0,247,41,Legato,Forte,No
43,100,21206,74,98,1,2,19,2,s,pre,0,226,42,Legato,Forte,No
44,103,21445,76,104,1,2,19,2,s,pre,0,239,43,Legato,Forte,No
45,104,21681,79,87,1,2,19,2,s,pre,0,236,44,Legato,Forte,No
46,106,21916,74,96,1,2,19,2,s,pre,0,235,45,Legato,Forte,No
47,108,22146,71,84,1,2,19,2,s,pre,0,230,46,Legato,Forte,No
49,113,22646,72,66,1,2,19,2,s,pre,0,238,48,Staccato,Piano,No
50,115,22859,74,68,1,2,19,2,s,pre,0,213,49,Staccato,Piano,No
51,117,23109,74,68,1,2,19,2,s,pre,0,250,50,Staccato,Piano,No
54,123,24597,65,63,1,2,19,2,s,pre,0,219,53,Staccato,Piano,No
55,125,24851,64,56,1,2,19,2,s,pre,0,254,54,Staccato,Piano,No
56,127,25071,64,66,1,2,19,2,s,pre,0,220,55,Staccato,Piano,No
59,133,26548,67,63,1,2,19,2,s,pre,0,233,58,Staccato,Piano,No
60,135,26782,71,74,1,2,19,2,s,pre,0,234,59,Staccato,Piano,No
61,137,27013,71,71,1,2,19,2,s,pre,0,231,60,Staccato,Piano,No
62,139,27247,72,67,1,2,19,2,s,pre,0,234,61,Staccato,Piano,No
63,141,27503,72,67,1,2,19,2,s,pre,0,256,62,Staccato,Piano,No
64,143,27731,73,70,1,2,19,2,s,pre,0,228,63,Staccato,Piano,No
65,145,27969,73,70,1,2,19,2,s,pre,0,238,64,Staccato,Piano,No
2,18,10195,78,72,1,2,20,2,s,pre,1,344,1,Legato,Forte,No
3,21,10481,79,76,1,2,20,2,s,pre,1,286,2,Legato,Forte,No
4,22,10758,76,72,1,2,20,2,s,pre,1,277,3,Legato,Forte,No
5,24,11089,72,68,1,2,20,2,s,pre,1,331,4,Legato,Forte,No
7,29,11710,67,58,1,2,20,2,s,pre,1,324,6,Staccato,Piano,No
8,31,12034,67,48,1,2,20,2,s,pre,1,324,7,Staccato,Piano,No
10,34,12713,78,66,1,2,20,2,s,pre,1,295,9,Legato,Forte,No
11,37,13018,79,59,1,2,20,2,s,pre,1,305,10,Legato,Forte,No
12,38,13307,76,62,1,2,20,2,s,pre,1,289,11,Legato,Forte,No
13,41,13600,72,66,1,2,20,2,s,pre,1,293,12,Legato,Forte,No
14,42,13903,76,72,1,2,20,2,s,pre,1,303,13,Legato,Forte,No
15,44,14194,79,84,1,2,20,2,s,pre,1,291,14,Legato,Forte,No
16,46,14464,84,85,1,2,20,2,s,pre,1,270,15,Legato,Forte,No
17,48,14780,83,74,1,2,20,2,s,pre,1,316,16,Legato,Forte,No
19,53,15392,81,57,1,2,20,2,s,pre,1,299,18,Staccato,Piano,No
20,55,15708,81,45,1,2,20,2,s,pre,1,316,19,Staccato,Piano,No
22,59,16325,81,73,1,2,20,2,s,pre,1,269,21,Legato,Forte,No
23,61,16626,84,74,1,2,20,2,s,pre,1,301,22,Legato,Forte,No
24,62,16939,81,73,1,2,20,2,s,pre,1,313,23,Legato,Forte,No
25,64,17252,78,70,1,2,20,2,s,pre,1,313,24,Legato,Forte,No
30,75,20329,77,59,1,2,20,2,s,pre,1,332,29,Staccato,Piano,No
31,77,20653,76,39,1,2,20,2,s,pre,1,324,30,Staccato,Piano,No
32,79,20951,76,57,1,2,20,2,s,pre,1,298,31,Staccato,Piano,No
37,89,24325,76,47,1,2,20,2,s,pre,1,341,36,Staccato,Piano,No
38,91,24620,76,62,1,2,20,2,s,pre,1,295,37,Staccato,Piano,No
39,93,24928,76,57,1,2,20,2,s,pre,1,308,38,Staccato,Piano,No
41,96,25643,77,63,1,2,20,2,s,pre,1,314,40,Legato,Forte,No
42,98,26012,76,57,1,2,20,2,s,pre,1,369,41,Legato,Forte,No
45,107,27631,79,61,1,2,20,2,s,pre,1,248,44,Legato,Forte,No
50,119,29466,74,67,1,2,20,2,s,pre,1,298,49,Staccato,Piano,No
51,121,29774,74,78,1,2,20,2,s,pre,1,308,50,Staccato,Piano,No
54,127,31746,65,57,1,2,20,2,s,pre,1,330,53,Staccato,Piano,No
55,129,32050,64,54,1,2,20,2,s,pre,1,304,54,Staccato,Piano,No
56,131,32360,64,53,1,2,20,2,s,pre,1,310,55,Staccato,Piano,No
59,137,34481,67,53,1,2,20,2,s,pre,1,321,58,Staccato,Piano,No
60,139,34801,71,45,1,2,20,2,s,pre,1,320,59,Staccato,Piano,No
61,141,35085,71,63,1,2,20,2,s,pre,1,284,60,Staccato,Piano,No
62,143,35379,72,70,1,2,20,2,s,pre,1,294,61,Staccato,Piano,No
63,145,35683,72,74,1,2,20,2,s,pre,1,304,62,Staccato,Piano,No
64,147,35987,73,80,1,2,20,2,s,pre,1,304,63,Staccato,Piano,No
65,149,36267,73,75,1,2,20,2,s,pre,1,280,64,Staccato,Piano,No
2,18,9971,78,58,1,2,20,3,s,pre,0,366,1,Legato,Forte,No
3,21,10277,79,58,1,2,20,3,s,pre,0,306,2,Legato,Forte,No
4,22,10595,76,63,1,2,20,3,s,pre,0,318,3,Legato,Forte,No
5,25,10944,72,58,1,2,20,3,s,pre,0,349,4,Legato,Forte,No
7,29,11626,67,57,1,2,20,3,s,pre,0,315,6,Staccato,Piano,No
8,31,11937,67,67,1,2,20,3,s,pre,0,311,7,Staccato,Piano,No
10,34,12684,78,59,1,2,20,3,s,pre,0,347,9,Legato,Forte,No
11,37,12992,79,56,1,2,20,3,s,pre,0,308,10,Legato,Forte,No
12,38,13288,76,56,1,2,20,3,s,pre,0,296,11,Legato,Forte,No
13,41,13583,72,61,1,2,20,3,s,pre,0,295,12,Legato,Forte,No
14,42,13900,76,71,1,2,20,3,s,pre,0,317,13,Legato,Forte,No
15,44,14219,79,78,1,2,20,3,s,pre,0,319,14,Legato,Forte,No
16,46,14511,84,81,1,2,20,3,s,pre,0,292,15,Legato,Forte,No
17,48,14833,83,79,1,2,20,3,s,pre,0,322,16,Legato,Forte,No
19,53,15497,81,56,1,2,20,3,s,pre,0,325,18,Staccato,Piano,No
20,55,15802,81,56,1,2,20,3,s,pre,0,305,19,Staccato,Piano,No
22,58,16492,81,74,1,2,20,3,s,pre,0,315,21,Legato,Forte,No
23,61,16790,84,78,1,2,20,3,s,pre,0,298,22,Legato,Forte,No
24,62,17086,81,78,1,2,20,3,s,pre,0,296,23,Legato,Forte,No
25,64,17403,78,75,1,2,20,3,s,pre,0,317,24,Legato,Forte,No
30,75,20545,77,58,1,2,20,3,s,pre,0,339,29,Staccato,Piano,No
31,77,20849,76,62,1,2,20,3,s,pre,0,304,30,Staccato,Piano,No
32,79,21176,76,57,1,2,20,3,s,pre,0,327,31,Staccato,Piano,No
37,89,24667,76,52,1,2,20,3,s,pre,0,320,36,Staccato,Piano,No
38,91,24987,76,53,1,2,20,3,s,pre,0,320,37,Staccato,Piano,No
39,93,25305,76,68,1,2,20,3,s,pre,0,318,38,Staccato,Piano,No
41,96,26070,77,73,1,2,20,3,s,pre,0,339,40,Legato,Forte,No
42,98,26379,76,78,1,2,20,3,s,pre,0,309,41,Legato,Forte,No
43,100,26655,74,80,1,2,20,3,s,pre,0,276,42,Legato,Forte,No
44,102,26995,76,68,1,2,20,3,s,pre,0,340,43,Legato,Forte,No
45,104,27301,79,70,1,2,20,3,s,pre,0,306,44,Legato,Forte,No
46,106,27618,74,73,1,2,20,3,s,pre,0,317,45,Legato,Forte,No
47,108,27929,71,71,1,2,20,3,s,pre,0,311,46,Legato,Forte,No
49,113,28604,72,64,1,2,20,3,s,pre,0,313,48,Staccato,Piano,No
50,115,28915,74,57,1,2,20,3,s,pre,0,311,49,Staccato,Piano,No
51,117,29233,74,59,1,2,20,3,s,pre,0,318,50,Staccato,Piano,No
54,123,31298,65,63,1,2,20,3,s,pre,0,313,53,Staccato,Piano,No
55,125,31625,64,50,1,2,20,3,s,pre,0,327,54,Staccato,Piano,No
56,127,31933,64,52,1,2,20,3,s,pre,0,308,55,Staccato,Piano,No
59,133,34035,67,62,1,2,20,3,s,pre,0,340,58,Staccato,Piano,No
60,135,34343,71,57,1,2,20,3,s,pre,0,308,59,Staccato,Piano,No
61,137,34647,71,65,1,2,20,3,s,pre,0,304,60,Staccato,Piano,No
62,139,34953,72,67,1,2,20,3,s,pre,0,306,61,Staccato,Piano,No
63,141,35259,72,70,1,2,20,3,s,pre,0,306,62,Staccato,Piano,No
64,143,35565,73,63,1,2,20,3,s,pre,0,306,63,Staccato,Piano,No
65,145,35862,73,74,1,2,20,3,s,pre,0,297,64,Staccato,Piano,No
2,18,8106,78,65,1,2,21,1,s,pre,1,297,1,Legato,Forte,No
3,21,8404,79,50,1,2,21,1,s,pre,1,298,2,Legato,Forte,No
4,23,8668,76,54,1,2,21,1,s,pre,1,264,3,Legato,Forte,No
5,25,8980,72,44,1,2,21,1,s,pre,1,312,4,Legato,Forte,No
7,29,9569,67,42,1,2,21,1,s,pre,1,326,6,Staccato,Piano,No
8,31,9832,67,68,1,2,21,1,s,pre,1,263,7,Staccato,Piano,No
10,34,10380,78,71,1,2,21,1,s,pre,1,265,9,Legato,Forte,No
11,36,10675,79,69,1,2,21,1,s,pre,1,295,10,Legato,Forte,No
12,39,10947,76,81,1,2,21,1,s,pre,1,272,11,Legato,Forte,No
13,41,11228,72,80,1,2,21,1,s,pre,1,281,12,Legato,Forte,No
14,42,11494,76,78,1,2,21,1,s,pre,1,266,13,Legato,Forte,No
15,44,11758,79,71,1,2,21,1,s,pre,1,264,14,Legato,Forte,No
16,47,12030,84,51,1,2,21,1,s,pre,1,272,15,Legato,Forte,No
17,48,12335,83,48,1,2,21,1,s,pre,1,305,16,Legato,Forte,No
19,53,12888,81,54,1,2,21,1,s,pre,1,263,18,Staccato,Piano,No
20,55,13160,81,50,1,2,21,1,s,pre,1,272,19,Staccato,Piano,No
22,58,13700,81,75,1,2,21,1,s,pre,1,259,21,Legato,Forte,No
23,60,13974,84,79,1,2,21,1,s,pre,1,274,22,Legato,Forte,No
24,62,14235,81,67,1,2,21,1,s,pre,1,261,23,Legato,Forte,No
25,64,14508,78,65,1,2,21,1,s,pre,1,273,24,Legato,Forte,No
30,75,17046,77,51,1,2,21,1,s,pre,1,295,29,Staccato,Piano,No
31,77,17310,76,38,1,2,21,1,s,pre,1,264,30,Staccato,Piano,No
32,79,17567,76,54,1,2,21,1,s,pre,1,257,31,Staccato,Piano,No
37,89,20399,76,60,1,2,21,1,s,pre,1,285,36,Staccato,Piano,No
38,91,20659,76,79,1,2,21,1,s,pre,1,260,37,Staccato,Piano,No
39,93,20932,76,80,1,2,21,1,s,pre,1,273,38,Staccato,Piano,No
41,97,21490,77,72,1,2,21,1,s,pre,1,270,40,Legato,Forte,No
42,99,21753,76,60,1,2,21,1,s,pre,1,263,41,Legato,Forte,No
43,101,22014,74,74,1,2,21,1,s,pre,1,261,42,Legato,Forte,No
44,102,22275,76,81,1,2,21,1,s,pre,1,261,43,Legato,Forte,No
45,105,22541,79,65,1,2,21,1,s,pre,1,266,44,Legato,Forte,No
46,107,22809,74,62,1,2,21,1,s,pre,1,268,45,Legato,Forte,No
47,109,23099,71,53,1,2,21,1,s,pre,1,290,46,Legato,Forte,No
49,113,23633,72,54,1,2,21,1,s,pre,1,276,48,Staccato,Piano,No
54,121,25913,65,55,1,2,21,1,s,pre,1,300,53,Staccato,Piano,No
55,123,26192,64,43,1,2,21,1,s,pre,1,279,54,Staccato,Piano,No
56,125,26426,64,65,1,2,21,1,s,pre,1,234,55,Staccato,Piano,No
59,131,28078,67,58,1,2,21,1,s,pre,1,288,58,Staccato,Piano,No
60,132,28332,71,70,1,2,21,1,s,pre,1,254,59,Staccato,Piano,No
61,135,28589,71,81,1,2,21,1,s,pre,1,257,60,Staccato,Piano,No
62,136,28835,72,90,1,2,21,1,s,pre,1,246,61,Staccato,Piano,No
63,139,29078,72,90,1,2,21,1,s,pre,1,243,62,Staccato,Piano,No
64,140,29350,73,82,1,2,21,1,s,pre,1,272,63,Staccato,Piano,No
65,143,29595,73,93,1,2,21,1,s,pre,1,245,64,Staccato,Piano,No
2,18,8137,78,64,1,2,21,2,s,pre,1,299,1,Legato,Forte,No
3,20,8439,79,63,1,2,21,2,s,pre,1,302,2,Legato,Forte,No
4,22,8680,76,61,1,2,21,2,s,pre,1,241,3,Legato,Forte,No
5,24,8981,72,65,1,2,21,2,s,pre,1,301,4,Legato,Forte,No
10,32,10446,78,65,1,2,21,2,s,pre,1,283,9,Legato,Forte,No
11,34,10727,79,65,1,2,21,2,s,pre,1,281,10,Legato,Forte,No
12,37,11007,76,70,1,2,21,2,s,pre,1,280,11,Legato,Forte,No
13,39,11305,72,78,1,2,21,2,s,pre,1,298,12,Legato,Forte,No
14,40,11586,76,71,1,2,21,2,s,pre,1,281,13,Legato,Forte,No
15,42,11862,79,81,1,2,21,2,s,pre,1,276,14,Legato,Forte,No
16,45,12149,84,63,1,2,21,2,s,pre,1,287,15,Legato,Forte,No
17,46,12467,83,48,1,2,21,2,s,pre,1,318,16,Legato,Forte,No
19,51,12998,81,56,1,2,21,2,s,pre,1,272,18,Staccato,Piano,No
20,53,13271,81,53,1,2,21,2,s,pre,1,273,19,Staccato,Piano,No
22,56,13828,81,76,1,2,21,2,s,pre,1,288,21,Legato,Forte,No
23,58,14115,84,75,1,2,21,2,s,pre,1,287,22,Legato,Forte,No
24,60,14404,81,68,1,2,21,2,s,pre,1,289,23,Legato,Forte,No
25,63,14668,78,67,1,2,21,2,s,pre,1,264,24,Legato,Forte,No
30,73,17346,77,52,1,2,21,2,s,pre,1,301,29,Staccato,Piano,No
31,74,17622,76,43,1,2,21,2,s,pre,1,276,30,Staccato,Piano,No
32,77,17890,76,60,1,2,21,2,s,pre,1,268,31,Staccato,Piano,No
37,87,20757,76,66,1,2,21,2,s,pre,1,286,36,Staccato,Piano,No
38,89,21036,76,76,1,2,21,2,s,pre,1,279,37,Staccato,Piano,No
39,91,21303,76,81,1,2,21,2,s,pre,1,267,38,Staccato,Piano,No
41,94,21965,77,68,1,2,21,2,s,pre,1,304,40,Legato,Forte,No
42,96,22225,76,71,1,2,21,2,s,pre,1,260,41,Legato,Forte,No
43,99,22491,74,63,1,2,21,2,s,pre,1,266,42,Legato,Forte,No
44,100,22759,76,75,1,2,21,2,s,pre,1,268,43,Legato,Forte,No
45,103,23031,79,65,1,2,21,2,s,pre,1,272,44,Legato,Forte,No
46,105,23309,74,60,1,2,21,2,s,pre,1,278,45,Legato,Forte,No
47,107,23571,71,55,1,2,21,2,s,pre,1,262,46,Legato,Forte,No
51,113,24718,74,48,1,2,21,2,s,pre,1,289,50,Staccato,Piano,No
54,119,26451,65,58,1,2,21,2,s,pre,1,295,53,Staccato,Piano,No
55,121,26723,64,57,1,2,21,2,s,pre,1,272,54,Staccato,Piano,No
56,123,27004,64,59,1,2,21,2,s,pre,1,281,55,Staccato,Piano,No
59,129,28743,67,58,1,2,21,2,s,pre,1,310,58,Staccato,Piano,No
60,130,29009,71,71,1,2,21,2,s,pre,1,266,59,Staccato,Piano,No
61,133,29268,71,79,1,2,21,2,s,pre,1,259,60,Staccato,Piano,No
62,134,29511,72,95,1,2,21,2,s,pre,1,243,61,Staccato,Piano,No
63,137,29759,72,87,1,2,21,2,s,pre,1,248,62,Staccato,Piano,No
64,138,30031,73,87,1,2,21,2,s,pre,1,272,63,Staccato,Piano,No
65,141,30302,73,95,1,2,21,2,s,pre,1,271,64,Staccato,Piano,No
6,27,9387,67,54,1,2,2,1,s,pre,0,323,5,LtoS,FtoP,Yes
9,33,10299,79,70,1,2,2,1,s,pre,0,303,8,StoL,PtoF,Yes
18,51,12920,81,55,1,2,2,1,s,pre,0,320,17,LtoS,FtoP,Yes
21,57,13805,83,66,1,2,2,1,s,pre,0,309,20,StoL,PtoF,Yes
40,95,22595,81,70,1,2,2,1,s,pre,0,340,39,StoL,PtoF,Yes
48,111,24915,72,53,1,2,2,1,s,pre,0,300,47,LtoS,FtoP,Yes
6,27,9307,67,52,1,2,2,2,s,pre,0,294,5,LtoS,FtoP,Yes
9,33,10175,79,73,1,2,2,2,s,pre,0,285,8,StoL,PtoF,Yes
18,51,12740,81,59,1,2,2,2,s,pre,0,317,17,LtoS,FtoP,Yes
21,57,13587,83,71,1,2,2,2,s,pre,0,289,20,StoL,PtoF,Yes
40,95,21934,81,81,1,2,2,2,s,pre,0,316,39,StoL,PtoF,Yes
48,111,24203,72,58,1,2,2,2,s,pre,0,301,47,LtoS,FtoP,Yes
6,27,9396,67,51,1,2,3,1,s,pre,0,290,5,LtoS,FtoP,Yes
9,33,10300,79,67,1,2,3,1,s,pre,0,390,8,StoL,PtoF,Yes
18,50,12636,81,71,1,2,3,1,s,pre,0,292,17,LtoS,FtoP,Yes
21,57,13386,83,62,1,2,3,1,s,pre,0,266,20,StoL,PtoF,Yes
40,95,21262,81,57,1,2,3,1,s,pre,0,300,39,StoL,PtoF,Yes
48,110,23204,72,77,1,2,3,1,s,pre,0,240,47,LtoS,FtoP,Yes
6,27,9398,67,74,1,2,3,2,s,pre,0,323,5,LtoS,FtoP,Yes
9,33,10229,79,89,1,2,3,2,s,pre,0,326,8,StoL,PtoF,Yes
18,50,12635,81,78,1,2,3,2,s,pre,0,292,17,LtoS,FtoP,Yes
21,57,13363,83,86,1,2,3,2,s,pre,0,250,20,StoL,PtoF,Yes
40,95,21132,81,85,1,2,3,2,s,pre,0,346,39,StoL,PtoF,Yes
48,111,23141,72,78,1,2,3,2,s,pre,0,236,47,LtoS,FtoP,Yes
6,26,9232,67,58,1,2,4,1,s,pre,1,273,5,LtoS,FtoP,Yes
9,33,10109,79,70,1,2,4,1,s,pre,1,321,8,StoL,PtoF,Yes
18,50,12562,81,73,1,2,4,1,s,pre,1,273,17,LtoS,FtoP,Yes
21,57,13377,83,78,1,2,4,1,s,pre,1,298,20,StoL,PtoF,Yes
40,95,21118,81,72,1,2,4,1,s,pre,1,322,39,StoL,PtoF,Yes
48,110,23290,72,78,1,2,4,1,s,pre,1,290,47,LtoS,FtoP,Yes
6,26,9195,67,76,1,2,4,2,s,pre,0,260,5,LtoS,FtoP,Yes
9,33,10082,79,67,1,2,4,2,s,pre,0,333,8,StoL,PtoF,Yes
18,50,12583,81,70,1,2,4,2,s,pre,0,290,17,LtoS,FtoP,Yes
21,57,13403,83,76,1,2,4,2,s,pre,0,296,20,StoL,PtoF,Yes
40,95,21265,81,75,1,2,4,2,s,pre,0,326,39,StoL,PtoF,Yes
48,111,23491,72,72,1,2,4,2,s,pre,0,307,47,LtoS,FtoP,Yes
40,91,23743,81,75,1,2,5,1,s,pre,1,311,39,StoL,PtoF,Yes
48,106,25989,72,70,1,2,5,1,s,pre,1,255,47,LtoS,FtoP,Yes
6,26,9377,67,61,1,2,5,2,s,pre,1,304,5,LtoS,FtoP,Yes
18,48,12810,81,72,1,2,5,2,s,pre,1,271,17,LtoS,FtoP,Yes
21,55,13663,83,68,1,2,5,2,s,pre,1,285,20,StoL,PtoF,Yes
40,91,21745,81,67,1,2,5,2,s,pre,1,306,39,StoL,PtoF,Yes
48,106,23960,72,70,1,2,5,2,s,pre,1,280,47,LtoS,FtoP,Yes
6,27,11552,67,51,1,2,6,1,s,pre,1,486,5,LtoS,FtoP,Yes
9,33,12862,79,89,1,2,6,1,s,pre,1,433,8,StoL,PtoF,Yes
18,51,16771,81,62,1,2,6,1,s,pre,1,451,17,LtoS,FtoP,Yes
21,57,18018,83,85,1,2,6,1,s,pre,1,418,20,StoL,PtoF,Yes
40,93,29272,81,91,1,2,6,1,s,pre,1,384,39,StoL,PtoF,Yes
48,108,32352,72,53,1,2,6,1,s,pre,1,394,47,LtoS,FtoP,Yes
6,27,9562,67,43,1,2,6,2,s,pre,1,387,5,LtoS,FtoP,Yes
9,33,10571,79,87,1,2,6,2,s,pre,1,332,8,StoL,PtoF,Yes
