RowNr,N,Mean,SD,Instance,IOI
1,3,0,0,14,0
2,3,0.973919413919414,0.0694120540598135,14,292.175824175824
3,3,0.932820512820513,0.0105953924341559,14,279.846153846154
4,3,0.953577533577534,0.0563293427275317,14,286.07326007326
5,3,0.931050061050061,0.0363881451521453,14,279.315018315018
6,3,0.947826617826618,0.0951970631060606,14,284.347985347985
7,3,0.986324786324786,0.0554571173673917,14,295.897435897436
8,3,0.96957264957265,0.0810113763560825,14,290.871794871795
9,3,0.976361416361416,0.0421892373617078,14,292.908424908425
10,3,0.945714285714286,0.0457446245714845,14,283.714285714286
11,3,0.971672771672772,0.0626377196542461,14,291.501831501832
12,3,0.946141636141636,0.016711501637094,14,283.842490842491
13,3,0.953821733821734,0.0427590583139702,14,286.14652014652
14,3,0.934932844932845,0.0293424732564403,14,280.479853479854
15,3,0.915848595848596,0.0730732171371425,14,274.754578754579
16,3,0.932478632478633,0.0380605881678843,14,279.74358974359
17,3,0.969023199023199,0.0535244474288038,14,290.70695970696
18,3,0.92004884004884,0.0248464358286924,14,276.014652014652
19,3,0.96045177045177,0.0712512152726856,14,288.135531135531
20,3,0.917277167277167,0.0164919934789256,14,275.18315018315
21,3,0.966459096459096,0.0449958863249547,14,289.937728937729
22,3,0.938168498168498,0.0482798890304632,14,281.450549450549
23,3,0.90028083028083,0.0620735537584485,14,270.084249084249
24,3,0.965140415140415,0.0270420072174215,14,289.542124542125
25,3,0.936825396825397,0.0153157946722231,14,281.047619047619
26,3,0.904517704517705,0.030954728942595,14,271.355311355311
27,3,1.02007326007326,0.0648518428084478,14,306.021978021978
28,3,1.88197802197802,0.038627793470119,14,564.593406593406
29,3,3.85178266178266,0.0544290832375997,14,1155.5347985348
30,3,0.966361416361416,0.03443044834689,14,289.908424908425
31,3,0.87997557997558,0.0174381033069709,14,263.992673992674
32,3,0.918485958485958,0.0399238049351964,14,275.545787545787
33,3,1.05062271062271,0.0710676709552906,14,315.186813186813
34,3,3.71654456654457,0.073770277728363,14,1114.96336996337
35,3,1.92873015873016,0.0874104762495536,14,578.619047619048
36,3,1.93125763125763,0.0563749631914716,14,579.377289377289
37,3,0.93037851037851,0.0167940362470796,14,279.113553113553
38,3,0.923504273504273,0.0330667667899137,14,277.051282051282
39,3,0.936263736263736,0.0403728812701973,14,280.879120879121
40,3,0.925384615384615,0.0187460989872667,14,277.615384615385
41,3,0.971587301587302,0.0738508808350073,14,291.476190476191
42,3,0.938266178266178,0.0131789421632261,14,281.479853479853
43,3,0.926935286935287,0.0698557495855239,14,278.080586080586
44,3,0.957374847374847,0.0370481690614879,14,287.212454212454
45,3,0.888400488400488,0.022773554934377,14,266.520146520146
46,3,0.951599511599512,0.0534267051542915,14,285.479853479854
47,3,0.96014652014652,0.0416944439069808,14,288.043956043956
48,3,0.878205128205128,0.0508798329050883,14,263.461538461538
49,3,0.953357753357753,0.030954728942595,14,286.007326007326
50,3,0.899194139194139,0.0450074498761246,14,269.758241758242
51,3,0.933699633699634,0.0426751717361365,14,280.10989010989
52,3,1.0681684981685,0.0693533712943366,14,320.45054945055
53,3,3.88793650793651,0.116954615201126,14,1166.38095238095
54,3,0.955347985347985,0.0562659659776439,14,286.604395604396
55,3,0.908840048840049,0.0277467470144154,14,272.652014652015
56,3,0.916947496947497,0.030488896806443,14,275.084249084249
57,3,1.02631257631258,0.0682785094613419,14,307.893772893774
58,3,3.61056166056166,0.118414820478194,14,1083.1684981685
59,3,0.941807081807082,0.0411690542368799,14,282.542124542125
60,3,0.93006105006105,0.0381842671533481,14,279.018315018315
61,3,0.893174603174603,0.0355179223445946,14,267.952380952381
62,3,0.888644688644689,0.0390895870240413,14,266.593406593407
63,3,0.935347985347985,0.0747259480685026,14,280.604395604396
64,3,0.902759462759463,0.0797943570266298,14,270.827838827839
65,3,0.954236874236874,0.0808761125592955,14,286.271062271062
66,3,0.992002442002442,0.0518286973358636,14,297.600732600733
67,3,1.91782661782662,0.0154383039014076,14,575.347985347986
68,3,1.9564590964591,0.0855104282950224,14,586.93772893773
69,3,1.97898656898657,0.129456894424486,14,593.695970695971
70,3,1.94278388278388,0.102868021715789,14,582.835164835164
71,3,2.00407814407814,0.0874943166649243,14,601.223443223442
72,3,2.08892551892552,0.0980453845949415,14,626.677655677656
