RowNr,N,Mean,SD,Instance,IOI
1,3,0,0,3,0
2,3,1.01911111111111,0.0453398688099525,3,305.733333333333
3,3,0.990666666666667,0.11448046897955,3,297.2
4,3,1.004,0.0360431839757687,3,301.2
5,3,0.984888888888889,0.026045544155774,3,295.466666666667
6,3,1.00777777777778,0.0211695098702863,3,302.333333333334
7,3,0.972,0.107014017773374,3,291.6
8,3,0.986666666666667,0.0352766841475279,3,296
9,3,1.03644444444444,0.0466682539412599,3,310.933333333332
10,3,1.01777777777778,0.0814680123547705,3,305.333333333334
11,3,0.999777777777778,0.065082284100235,3,299.933333333333
12,3,0.985111111111111,0.0464104075173438,3,295.533333333333
13,3,1.00533333333333,0.0458596893917863,3,301.599999999999
14,3,0.962888888888889,0.0643819620471219,3,288.866666666667
15,3,0.98,0.0554777232569774,3,294
16,3,0.990888888888889,0.0902104535291,3,297.266666666667
17,3,1.00466666666667,0.064107548524162,3,301.400000000001
18,3,0.988888888888889,0.0390631018472155,3,296.666666666667
19,3,0.956,0.0665766058345155,3,286.8
20,3,0.971333333333333,0.0586780292026847,3,291.4
21,3,0.966666666666667,0.0120185042515466,3,290
22,3,1.00533333333333,0.0825617613937859,3,301.599999999999
23,3,0.958888888888889,0.0732069618223516,3,287.666666666667
24,3,1.00466666666667,0.0116809436452901,3,301.400000000001
25,3,0.983555555555556,0.0982747471425184,3,295.066666666667
26,3,0.987777777777778,0.0333888426695928,3,296.333333333333
27,3,1.02311111111111,0.0724962323414376,3,306.933333333333
28,3,2.02422222222222,0.205945336148895,3,607.266666666666
29,3,4.21288888888889,0.0563178808523873,3,1263.86666666667
30,3,1.02155555555556,0.012932875135068,3,306.466666666668
31,3,0.967111111111111,0.07041569690325,3,290.133333333333
32,3,0.964,0.0674718048109315,3,289.2
33,3,1.04466666666667,0.0422532050066422,3,313.400000000001
34,3,4.16866666666667,0.220148434773753,3,1250.6
35,3,2.05,0.0731057073315378,3,615
36,3,1.93733333333333,0.0822543480782492,3,581.199999999999
37,3,0.992,0.0730205450541147,3,297.6
38,3,0.970666666666667,0.024881943475362,3,291.2
39,3,0.933555555555556,0.0175161301323898,3,280.066666666667
40,3,1.02533333333333,0.0353521962228343,3,307.599999999999
41,3,1.01088888888889,0.0532513258398672,3,303.266666666667
42,3,0.939555555555556,0.040531652011913,3,281.866666666667
43,3,0.966,0.0250599281722834,3,289.8
44,3,0.985333333333333,0.0737774431049973,3,295.6
45,3,0.973555555555556,0.0891449090796262,3,292.066666666667
46,3,0.965555555555556,0.0634501846011966,3,289.666666666667
47,3,0.996888888888889,0.0702703773002958,3,299.066666666667
48,3,0.977555555555556,0.0540795025179836,3,293.266666666667
49,3,0.958666666666667,0.0386839042037441,3,287.6
50,3,1,0.0785988408170107,3,300
51,3,0.944888888888889,0.0425902092730938,3,283.466666666667
52,3,1.05066666666667,0.0627800392906323,3,315.200000000001
53,3,4.17933333333333,0.312824409391452,3,1253.8
54,3,0.985555555555555,0.00509175077217316,3,295.666666666667
55,3,0.985555555555555,0.0499258709748021,3,295.666666666667
56,3,0.974888888888889,0.0586376190714661,3,292.466666666667
57,3,1.01222222222222,0.035642255405212,3,303.666666666666
58,3,3.95933333333333,0.182541319523371,3,1187.8
59,3,0.978444444444444,0.0764383072471834,3,293.533333333333
60,3,0.97,0.0202758751009941,3,291
61,3,0.922,0.0679117073853986,3,276.6
62,3,0.968888888888889,0.0379082713538489,3,290.666666666667
63,3,0.938222222222222,0.0612511526724494,3,281.466666666667
64,3,0.957777777777778,0.0383454087260831,3,287.333333333333
65,3,0.984666666666667,0.0591307402663323,3,295.4
66,3,0.999555555555555,0.0339694852172641,3,299.866666666667
67,3,2.00888888888889,0.0955878498400138,3,602.666666666667
68,3,1.99177777777778,0.160286317893025,3,597.533333333334
69,3,1.96333333333333,0.149777612924406,3,588.999999999999
70,3,2.09688888888889,0.140981217556466,3,629.066666666667
71,3,2.11555555555556,0.247775286484735,3,634.666666666668
72,3,2.22444444444444,0.269182576069216,3,667.333333333332
