RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,17,7823,79,89,1,2,6,2,s,pre,1
2,18,8176,78,91,1,2,6,2,s,pre,1
3,20,8533,79,86,1,2,6,2,s,pre,1
4,22,8853,76,77,1,2,6,2,s,pre,1
5,24,9175,72,91,1,2,6,2,s,pre,1
6,27,9562,67,43,1,2,6,2,s,pre,1
7,29,9903,67,56,1,2,6,2,s,pre,1
8,31,10239,67,63,1,2,6,2,s,pre,1
9,33,10571,79,87,1,2,6,2,s,pre,1
10,34,10911,78,94,1,2,6,2,s,pre,1
11,36,11209,79,88,1,2,6,2,s,pre,1
12,38,11553,76,93,1,2,6,2,s,pre,1
13,40,11867,72,97,1,2,6,2,s,pre,1
14,42,12204,76,94,1,2,6,2,s,pre,1
15,44,12545,79,94,1,2,6,2,s,pre,1
16,46,12859,84,91,1,2,6,2,s,pre,1
17,48,13187,83,98,1,2,6,2,s,pre,1
18,51,13533,81,68,1,2,6,2,s,pre,1
19,53,13890,81,53,1,2,6,2,s,pre,1
20,55,14235,81,50,1,2,6,2,s,pre,1
21,57,14534,83,85,1,2,6,2,s,pre,1
22,58,14857,81,91,1,2,6,2,s,pre,1
23,60,15196,84,89,1,2,6,2,s,pre,1
24,62,15525,81,91,1,2,6,2,s,pre,1
25,64,15856,78,101,1,2,6,2,s,pre,1
26,66,16198,79,90,1,2,6,2,s,pre,1
27,69,16584,79,81,1,2,6,2,s,pre,1
28,71,17278,79,75,1,2,6,2,s,pre,1
29,73,18655,77,59,1,2,6,2,s,pre,1
30,75,18976,77,58,1,2,6,2,s,pre,1
31,77,19321,76,51,1,2,6,2,s,pre,1
32,79,19659,76,62,1,2,6,2,s,pre,1
33,81,20032,74,54,1,2,6,2,s,pre,1
34,83,21450,79,56,1,2,6,2,s,pre,1
35,84,22146,77,68,1,2,6,2,s,pre,1
36,86,22843,76,53,1,2,6,2,s,pre,1
37,89,23170,76,57,1,2,6,2,s,pre,1
38,91,23482,76,52,1,2,6,2,s,pre,1
39,93,23810,76,58,1,2,6,2,s,pre,1
40,95,24121,81,88,1,2,6,2,s,pre,1
41,96,24455,77,89,1,2,6,2,s,pre,1
42,98,24787,76,89,1,2,6,2,s,pre,1
43,100,25097,74,101,1,2,6,2,s,pre,1
45,104,25444,76,90,1,2,6,2,s,pre,1
46,106,25763,79,96,1,2,6,2,s,pre,1
47,108,26078,74,93,1,2,6,2,s,pre,1
48,110,26413,71,85,1,2,6,2,s,pre,1
49,112,26763,72,49,1,2,6,2,s,pre,1
50,115,27097,72,47,1,2,6,2,s,pre,1
51,117,27413,74,60,1,2,6,2,s,pre,1
52,119,27775,74,35,1,2,6,2,s,pre,1
53,121,28111,76,53,1,2,6,2,s,pre,1
54,123,29470,65,47,1,2,6,2,s,pre,1
55,125,29787,65,50,1,2,6,2,s,pre,1
56,127,30133,64,45,1,2,6,2,s,pre,1
57,129,30472,64,56,1,2,6,2,s,pre,1
58,131,30867,62,53,1,2,6,2,s,pre,1
59,133,32259,67,60,1,2,6,2,s,pre,1
60,135,32599,67,51,1,2,6,2,s,pre,1
61,137,32934,71,66,1,2,6,2,s,pre,1
62,139,33264,71,52,1,2,6,2,s,pre,1
63,141,33591,72,62,1,2,6,2,s,pre,1
64,143,33902,72,58,1,2,6,2,s,pre,1
65,145,34221,73,72,1,2,6,2,s,pre,1
66,147,34551,73,63,1,2,6,2,s,pre,1
67,149,34883,74,100,1,2,6,2,s,pre,1
68,150,35520,77,99,1,2,6,2,s,pre,1
69,152,36169,76,91,1,2,6,2,s,pre,1
70,154,36804,74,98,1,2,6,2,s,pre,1
71,156,37463,72,85,1,2,6,2,s,pre,1
72,158,38068,84,96,1,2,6,2,s,pre,1
73,161,38720,84,78,1,2,6,2,s,pre,1
1,17,7899,79,59,1,2,7,2,s,pre,1
2,18,8197,78,81,1,2,7,2,s,pre,1
3,20,8499,79,81,1,2,7,2,s,pre,1
4,23,8805,76,71,1,2,7,2,s,pre,1
5,24,9139,72,71,1,2,7,2,s,pre,1
6,27,9457,67,62,1,2,7,2,s,pre,1
7,29,9770,67,43,1,2,7,2,s,pre,1
8,31,10076,67,58,1,2,7,2,s,pre,1
9,33,10403,79,69,1,2,7,2,s,pre,1
10,34,10699,78,81,1,2,7,2,s,pre,1
11,36,10997,79,79,1,2,7,2,s,pre,1
12,38,11295,76,66,1,2,7,2,s,pre,1
13,41,11613,72,69,1,2,7,2,s,pre,1
14,42,11904,76,67,1,2,7,2,s,pre,1
15,44,12222,79,80,1,2,7,2,s,pre,1
16,47,12515,84,79,1,2,7,2,s,pre,1
17,49,12847,83,75,1,2,7,2,s,pre,1
18,51,13169,81,57,1,2,7,2,s,pre,1
19,53,13461,81,62,1,2,7,2,s,pre,1
20,55,13791,81,47,1,2,7,2,s,pre,1
21,57,14099,83,65,1,2,7,2,s,pre,1
22,58,14390,81,79,1,2,7,2,s,pre,1
23,60,14700,84,80,1,2,7,2,s,pre,1
24,63,15004,81,75,1,2,7,2,s,pre,1
25,65,15319,78,75,1,2,7,2,s,pre,1
26,67,15626,79,72,1,2,7,2,s,pre,1
27,69,15960,79,65,1,2,7,2,s,pre,1
28,71,16616,79,67,1,2,7,2,s,pre,1
29,73,17835,77,68,1,2,7,2,s,pre,1
30,75,18144,77,65,1,2,7,2,s,pre,1
31,77,18438,76,63,1,2,7,2,s,pre,1
32,79,18750,76,57,1,2,7,2,s,pre,1
33,81,19087,74,58,1,2,7,2,s,pre,1
34,83,20346,79,62,1,2,7,2,s,pre,1
35,85,20990,77,56,1,2,7,2,s,pre,1
36,87,21634,76,55,1,2,7,2,s,pre,1
37,89,21920,76,61,1,2,7,2,s,pre,1
38,91,22236,76,63,1,2,7,2,s,pre,1
39,93,22551,76,66,1,2,7,2,s,pre,1
40,95,22885,81,70,1,2,7,2,s,pre,1
41,96,23202,77,70,1,2,7,2,s,pre,1
42,98,23525,76,67,1,2,7,2,s,pre,1
43,100,23829,74,68,1,2,7,2,s,pre,1
44,102,24141,76,74,1,2,7,2,s,pre,1
45,104,24459,79,75,1,2,7,2,s,pre,1
46,106,24764,74,70,1,2,7,2,s,pre,1
47,109,25093,71,56,1,2,7,2,s,pre,1
48,111,25407,72,60,1,2,7,2,s,pre,1
49,113,25712,72,63,1,2,7,2,s,pre,1
50,115,26036,74,61,1,2,7,2,s,pre,1
51,117,26340,74,62,1,2,7,2,s,pre,1
52,119,26704,76,43,1,2,7,2,s,pre,1
53,121,27946,65,59,1,2,7,2,s,pre,1
54,123,28251,65,65,1,2,7,2,s,pre,1
55,125,28579,64,57,1,2,7,2,s,pre,1
56,127,28913,64,58,1,2,7,2,s,pre,1
57,129,29281,62,60,1,2,7,2,s,pre,1
58,131,30514,67,56,1,2,7,2,s,pre,1
59,133,30805,67,68,1,2,7,2,s,pre,1
60,135,31135,71,58,1,2,7,2,s,pre,1
61,137,31435,71,67,1,2,7,2,s,pre,1
62,139,31748,72,70,1,2,7,2,s,pre,1
63,141,32047,72,75,1,2,7,2,s,pre,1
64,143,32347,73,76,1,2,7,2,s,pre,1
65,145,32638,73,78,1,2,7,2,s,pre,1
66,147,32994,74,81,1,2,7,2,s,pre,1
67,149,33657,77,79,1,2,7,2,s,pre,1
68,150,34319,76,74,1,2,7,2,s,pre,1
69,152,34962,74,72,1,2,7,2,s,pre,1
70,155,35614,72,71,1,2,7,2,s,pre,1
71,157,36259,84,70,1,2,7,2,s,pre,1
72,159,36978,84,68,1,2,7,2,s,pre,1
1,17,7801,79,70,1,2,9,2,s,pre,1
2,18,8064,78,91,1,2,9,2,s,pre,1
3,20,8327,79,95,1,2,9,2,s,pre,1
4,22,8575,76,81,1,2,9,2,s,pre,1
5,24,8838,72,82,1,2,9,2,s,pre,1
6,27,9098,67,68,1,2,9,2,s,pre,1
7,29,9346,67,57,1,2,9,2,s,pre,1
8,31,9590,67,63,1,2,9,2,s,pre,1
9,33,9829,79,68,1,2,9,2,s,pre,1
10,34,10093,78,91,1,2,9,2,s,pre,1
11,36,10341,79,90,1,2,9,2,s,pre,1
12,38,10581,76,70,1,2,9,2,s,pre,1
13,40,10830,72,91,1,2,9,2,s,pre,1
14,43,11061,76,81,1,2,9,2,s,pre,1
15,44,11312,79,99,1,2,9,2,s,pre,1
16,46,11560,84,81,1,2,9,2,s,pre,1
17,47,11578,83,68,1,2,9,2,s,pre,1
19,53,12097,81,58,1,2,9,2,s,pre,1
20,55,12324,81,62,1,2,9,2,s,pre,1
21,57,12550,81,63,1,2,9,2,s,pre,1
22,59,12786,83,74,1,2,9,2,s,pre,1
23,60,13025,81,91,1,2,9,2,s,pre,1
24,62,13270,84,81,1,2,9,2,s,pre,1
25,64,13482,81,96,1,2,9,2,s,pre,1
26,66,13716,78,106,1,2,9,2,s,pre,1
27,68,13956,79,99,1,2,9,2,s,pre,1
28,71,14211,79,109,1,2,9,2,s,pre,1
29,73,14680,79,104,1,2,9,2,s,pre,1
30,75,15587,77,67,1,2,9,2,s,pre,1
31,77,15824,77,58,1,2,9,2,s,pre,1
32,79,16038,76,46,1,2,9,2,s,pre,1
33,81,16255,76,41,1,2,9,2,s,pre,1
34,83,16505,74,49,1,2,9,2,s,pre,1
35,85,17349,79,67,1,2,9,2,s,pre,1
36,87,17823,77,60,1,2,9,2,s,pre,1
37,89,18310,76,56,1,2,9,2,s,pre,1
38,91,18556,76,56,1,2,9,2,s,pre,1
39,93,18778,76,58,1,2,9,2,s,pre,1
40,95,19001,76,54,1,2,9,2,s,pre,1
