RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,19,10034,79,64,0,2,20,3,s,pre,1
2,20,10249,78,64,0,2,20,3,s,pre,1
3,23,,79,64,0,2,20,3,s,pre,1
4,24,,76,,0,2,20,3,s,pre,1
5,26,11129,72,64,0,2,20,3,s,pre,1
6,28,11362,67,64,0,2,20,3,s,pre,1
7,30,11697,67,64,0,2,20,3,s,pre,1
8,32,11972,67,64,0,2,20,3,s,pre,1
9,35,12714,79,64,0,2,20,3,s,pre,1
10,36,12971,78,64,0,2,20,3,s,pre,1
11,39,13321,79,64,0,2,20,3,s,pre,1
12,40,13557,76,64,0,2,20,3,s,pre,1
13,43,13957,72,64,0,2,20,3,s,pre,1
14,45,14292,76,64,0,2,20,3,s,pre,1
15,47,14520,79,64,0,2,20,3,s,pre,1
16,49,14989,84,64,0,2,20,3,s,pre,1
17,51,15201,83,64,0,2,20,3,s,pre,1
18,52,15214,81,64,0,2,20,3,s,pre,1
19,54,15561,81,64,0,2,20,3,s,pre,1
20,56,15837,81,64,0,2,20,3,s,pre,1
21,59,16513,83,64,0,2,20,3,s,pre,1
22,60,16772,81,64,0,2,20,3,s,pre,1
23,63,17193,84,64,0,2,20,3,s,pre,1
24,65,17462,81,64,0,2,20,3,s,pre,1
25,67,17721,78,64,0,2,20,3,s,pre,1
26,68,17823,79,64,0,2,20,3,s,pre,1
27,70,18269,79,64,0,2,20,3,s,pre,1
28,72,19326,79,64,0,2,20,3,s,pre,1
29,74,20263,77,64,0,2,20,3,s,pre,1
30,76,20587,77,64,0,2,20,3,s,pre,1
31,78,20899,76,64,0,2,20,3,s,pre,1
32,80,21224,76,64,0,2,20,3,s,pre,1
33,82,21991,74,64,0,2,20,3,s,pre,1
34,85,23731,79,64,0,2,20,3,s,pre,1
35,87,24368,77,64,0,2,20,3,s,pre,1
36,88,24419,76,64,0,2,20,3,s,pre,1
37,90,24721,76,64,0,2,20,3,s,pre,1
38,92,25037,76,64,0,2,20,3,s,pre,1
39,94,25340,76,64,0,2,20,3,s,pre,1
40,97,26169,81,64,0,2,20,3,s,pre,1
41,99,26433,77,64,0,2,20,3,s,pre,1
42,101,26673,76,64,0,2,20,3,s,pre,1
43,103,27019,74,64,0,2,20,3,s,pre,1
44,105,27317,76,64,0,2,20,3,s,pre,1
45,107,27826,79,64,0,2,20,3,s,pre,1
46,109,27967,74,64,0,2,20,3,s,pre,1
47,111,28323,71,64,0,2,20,3,s,pre,1
48,112,28325,72,64,0,2,20,3,s,pre,1
49,114,28647,72,64,0,2,20,3,s,pre,1
50,116,28966,74,64,0,2,20,3,s,pre,1
51,118,29290,74,64,0,2,20,3,s,pre,1
52,120,30083,76,64,0,2,20,3,s,pre,1
53,122,31035,65,64,0,2,20,3,s,pre,1
54,124,31346,65,64,0,2,20,3,s,pre,1
55,126,31669,64,64,0,2,20,3,s,pre,1
56,128,31986,64,64,0,2,20,3,s,pre,1
57,130,32705,62,64,0,2,20,3,s,pre,1
58,132,33790,67,64,0,2,20,3,s,pre,1
59,134,34077,67,64,0,2,20,3,s,pre,1
60,136,34400,71,64,0,2,20,3,s,pre,1
61,138,34710,71,64,0,2,20,3,s,pre,1
62,140,35011,72,64,0,2,20,3,s,pre,1
63,142,35320,72,64,0,2,20,3,s,pre,1
64,144,35606,73,64,0,2,20,3,s,pre,1
65,146,35902,73,64,0,2,20,3,s,pre,1
66,149,36989,74,64,0,2,20,3,s,pre,1
67,151,37620,77,64,0,2,20,3,s,pre,1
68,153,38273,76,64,0,2,20,3,s,pre,1
69,155,38820,74,64,0,2,20,3,s,pre,1
70,156,39422,72,64,0,2,20,3,s,pre,1
71,158,39647,84,64,0,2,20,3,s,pre,1
72,160,40561,84,64,0,2,20,3,s,pre,1
