RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,19,8150,79,64,0,2,4,1,7.mid,experiment,1
2,21,8414,78,64,0,2,4,1,7.mid,experiment,1
3,23,8732,79,64,0,2,4,1,7.mid,experiment,1
4,25,8992,76,64,0,2,4,1,7.mid,experiment,1
5,26,8998,72,64,0,2,4,1,7.mid,experiment,1
6,28,9306,67,64,0,2,4,1,7.mid,experiment,1
7,30,9564,67,64,0,2,4,1,7.mid,experiment,1
8,32,9850,67,64,0,2,4,1,7.mid,experiment,1
9,35,10486,79,64,0,2,4,1,7.mid,experiment,1
10,37,10815,78,64,0,2,4,1,7.mid,experiment,1
11,39,11256,79,64,0,2,4,1,7.mid,experiment,1
12,41,11372,76,64,0,2,4,1,7.mid,experiment,1
13,44,11910,72,64,0,2,4,1,7.mid,experiment,1
14,45,11942,76,64,0,2,4,1,7.mid,experiment,1
15,47,12173,79,64,0,2,4,1,7.mid,experiment,1
16,49,12594,84,64,0,2,4,1,7.mid,experiment,1
17,50,12684,83,64,0,2,4,1,7.mid,experiment,1
18,52,12815,81,64,0,2,4,1,7.mid,experiment,1
19,54,13107,81,64,0,2,4,1,7.mid,experiment,1
20,56,13392,81,64,0,2,4,1,7.mid,experiment,1
21,59,13996,83,64,0,2,4,1,7.mid,experiment,1
22,61,14332,81,64,0,2,4,1,7.mid,experiment,1
23,63,14596,84,64,0,2,4,1,7.mid,experiment,1
24,65,14960,81,64,0,2,4,1,7.mid,experiment,1
25,67,15174,78,64,0,2,4,1,7.mid,experiment,1
26,68,15234,79,64,0,2,4,1,7.mid,experiment,1
27,70,15540,79,64,0,2,4,1,7.mid,experiment,1
28,72,16308,79,64,0,2,4,1,7.mid,experiment,1
29,74,17172,77,64,0,2,4,1,7.mid,experiment,1
30,76,17452,77,64,0,2,4,1,7.mid,experiment,1
31,78,17738,76,64,0,2,4,1,7.mid,experiment,1
32,80,17988,76,64,0,2,4,1,7.mid,experiment,1
33,82,18602,74,64,0,2,4,1,7.mid,experiment,1
34,84,19742,79,64,0,2,4,1,7.mid,experiment,1
35,86,20248,77,64,0,2,4,1,7.mid,experiment,1
36,88,20600,76,64,0,2,4,1,7.mid,experiment,1
37,90,20862,76,64,0,2,4,1,7.mid,experiment,1
38,92,21142,76,64,0,2,4,1,7.mid,experiment,1
39,94,21408,76,64,0,2,4,1,7.mid,experiment,1
40,98,22440,81,64,0,2,4,1,7.mid,experiment,1
41,99,22446,77,64,0,2,4,1,7.mid,experiment,1
42,101,22612,76,64,0,2,4,1,7.mid,experiment,1
43,103,22934,74,64,0,2,4,1,7.mid,experiment,1
44,105,23228,76,64,0,2,4,1,7.mid,experiment,1
45,107,23601,79,64,0,2,4,1,7.mid,experiment,1
