RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error
1,17,7798,79,96,1,2,4,1,7.mid,experiment,1
2,18,8078,78,98,1,2,4,1,7.mid,experiment,1
3,20,8386,79,93,1,2,4,1,7.mid,experiment,1
4,22,8656,76,87,1,2,4,1,7.mid,experiment,1
5,24,8942,72,97,1,2,4,1,7.mid,experiment,1
6,27,9246,67,67,1,2,4,1,7.mid,experiment,1
7,29,9512,67,62,1,2,4,1,7.mid,experiment,1
8,31,9798,67,52,1,2,4,1,7.mid,experiment,1
9,33,10129,79,72,1,2,4,1,7.mid,experiment,1
10,34,10404,78,91,1,2,4,1,7.mid,experiment,1
11,36,10706,79,94,1,2,4,1,7.mid,experiment,1
12,38,10982,76,72,1,2,4,1,7.mid,experiment,1
13,40,11302,72,58,1,2,4,1,7.mid,experiment,1
14,42,11598,76,72,1,2,4,1,7.mid,experiment,1
15,43,11866,79,83,1,2,4,1,7.mid,experiment,1
16,46,12154,84,99,1,2,4,1,7.mid,experiment,1
17,48,12448,83,90,1,2,4,1,7.mid,experiment,1
18,51,12782,81,66,1,2,4,1,7.mid,experiment,1
19,53,13058,81,49,1,2,4,1,7.mid,experiment,1
20,55,13334,81,47,1,2,4,1,7.mid,experiment,1
21,57,13668,83,47,1,2,4,1,7.mid,experiment,1
22,58,13937,81,70,1,2,4,1,7.mid,experiment,1
23,60,14230,84,79,1,2,4,1,7.mid,experiment,1
24,62,14502,81,84,1,2,4,1,7.mid,experiment,1
25,64,14805,78,91,1,2,4,1,7.mid,experiment,1
26,66,15099,79,72,1,2,4,1,7.mid,experiment,1
27,69,15394,79,60,1,2,4,1,7.mid,experiment,1
28,71,15994,79,48,1,2,4,1,7.mid,experiment,1
29,73,17132,77,56,1,2,4,1,7.mid,experiment,1
30,75,17410,77,61,1,2,4,1,7.mid,experiment,1
31,77,17692,76,55,1,2,4,1,7.mid,experiment,1
32,79,17956,76,70,1,2,4,1,7.mid,experiment,1
33,81,18320,74,44,1,2,4,1,7.mid,experiment,1
34,83,19446,79,51,1,2,4,1,7.mid,experiment,1
35,85,20034,77,48,1,2,4,1,7.mid,experiment,1
36,87,20558,76,60,1,2,4,1,7.mid,experiment,1
37,89,20827,76,71,1,2,4,1,7.mid,experiment,1
38,91,21094,76,65,1,2,4,1,7.mid,experiment,1
39,93,21362,76,56,1,2,4,1,7.mid,experiment,1
40,95,21706,81,58,1,2,4,1,7.mid,experiment,1
41,96,21998,77,69,1,2,4,1,7.mid,experiment,1
42,97,22272,76,82,1,2,4,1,7.mid,experiment,1
