RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,14,1,4,0,79,78,Dyn_only
1,7,0,4,142,79,0,Dyn_only
2,14,1,4,292,78,75,Dyn_only
2,7,0,4,360,78,0,Dyn_only
3,14,1,4,572,79,72,Dyn_only
3,7,0,4,694,79,0,Dyn_only
4,14,1,4,858,76,69,Dyn_only
4,7,0,4,928,76,0,Dyn_only
5,14,1,4,1137,72,68,Dyn_only
5,7,0,4,1309,72,0,Dyn_only
6,14,1,4,1421,67,57,Dyn_only
6,7,0,4,1506,67,0,Dyn_only
7,14,1,4,1717,67,56,Dyn_only
7,7,0,4,1790,67,0,Dyn_only
8,14,1,4,2008,67,59,Dyn_only
8,7,0,4,2093,67,0,Dyn_only
9,14,1,4,2301,79,72,Dyn_only
9,7,0,4,2431,79,0,Dyn_only
10,14,1,4,2585,78,74,Dyn_only
10,7,0,4,2710,78,0,Dyn_only
11,14,1,4,2877,79,72,Dyn_only
11,7,0,4,3004,79,0,Dyn_only
12,14,1,4,3161,76,70,Dyn_only
12,7,0,4,3226,76,0,Dyn_only
13,14,1,4,3447,72,72,Dyn_only
13,7,0,4,3633,72,0,Dyn_only
14,14,1,4,3727,76,76,Dyn_only
14,7,0,4,3821,76,0,Dyn_only
15,14,1,4,4002,79,76,Dyn_only
15,7,0,4,4091,79,0,Dyn_only
16,14,1,4,4282,84,79,Dyn_only
16,7,0,4,4408,84,0,Dyn_only
17,14,1,4,4573,83,76,Dyn_only
17,7,0,4,4796,83,0,Dyn_only
18,14,1,4,4849,81,61,Dyn_only
18,7,0,4,4899,81,0,Dyn_only
19,14,1,4,5137,81,49,Dyn_only
19,7,0,4,5185,81,0,Dyn_only
20,14,1,4,5412,81,58,Dyn_only
20,7,0,4,5483,81,0,Dyn_only
21,14,1,4,5702,83,70,Dyn_only
21,7,0,4,5838,83,0,Dyn_only
22,14,1,4,5983,81,73,Dyn_only
22,7,0,4,6041,81,0,Dyn_only
23,14,1,4,6253,84,73,Dyn_only
23,7,0,4,6390,84,0,Dyn_only
24,14,1,4,6543,81,74,Dyn_only
24,7,0,4,6621,81,0,Dyn_only
25,14,1,4,6824,78,72,Dyn_only
26,14,1,4,7095,79,73,Dyn_only
25,7,0,4,7134,78,0,Dyn_only
26,7,0,4,7156,79,0,Dyn_only
27,14,1,4,7401,79,70,Dyn_only
27,7,0,4,7534,79,0,Dyn_only
28,14,1,4,7966,79,63,Dyn_only
28,7,0,4,8098,79,0,Dyn_only
29,14,1,4,9122,77,54,Dyn_only
29,7,0,4,9216,77,0,Dyn_only
30,14,1,4,9412,77,56,Dyn_only
30,7,0,4,9486,77,0,Dyn_only
31,14,1,4,9676,76,55,Dyn_only
31,7,0,4,9740,76,0,Dyn_only
32,14,1,4,9952,76,50,Dyn_only
32,7,0,4,10050,76,0,Dyn_only
33,14,1,4,10267,74,52,Dyn_only
33,7,0,4,10430,74,0,Dyn_only
34,14,1,4,11382,79,58,Dyn_only
34,7,0,4,11612,79,0,Dyn_only
35,14,1,4,11961,77,60,Dyn_only
35,7,0,4,12182,77,0,Dyn_only
36,14,1,4,12540,76,58,Dyn_only
36,7,0,4,12641,76,0,Dyn_only
37,14,1,4,12819,76,58,Dyn_only
37,7,0,4,12891,76,0,Dyn_only
38,14,1,4,13096,76,60,Dyn_only
38,7,0,4,13182,76,0,Dyn_only
39,14,1,4,13377,76,61,Dyn_only
39,7,0,4,13453,76,0,Dyn_only
40,14,1,4,13655,81,73,Dyn_only
40,7,0,4,13855,81,0,Dyn_only
41,14,1,4,13946,77,71,Dyn_only
41,7,0,4,14008,77,0,Dyn_only
42,14,1,4,14227,76,73,Dyn_only
42,7,0,4,14295,76,0,Dyn_only
43,14,1,4,14505,74,75,Dyn_only
43,7,0,4,14558,74,0,Dyn_only
44,14,1,4,14792,76,70,Dyn_only
44,7,0,4,14937,76,0,Dyn_only
45,14,1,4,15059,79,75,Dyn_only
45,7,0,4,15113,79,0,Dyn_only
46,14,1,4,15344,74,75,Dyn_only
46,7,0,4,15414,74,0,Dyn_only
47,14,1,4,15632,71,61,Dyn_only
47,7,0,4,15693,71,0,Dyn_only
48,14,1,4,15895,72,66,Dyn_only
48,7,0,4,15967,72,0,Dyn_only
49,14,1,4,16181,72,57,Dyn_only
49,7,0,4,16283,72,0,Dyn_only
50,14,1,4,16451,74,60,Dyn_only
50,7,0,4,16503,74,0,Dyn_only
51,14,1,4,16731,74,61,Dyn_only
51,7,0,4,16820,74,0,Dyn_only
52,14,1,4,17051,76,48,Dyn_only
52,7,0,4,17249,76,0,Dyn_only
53,14,1,4,18217,65,56,Dyn_only
53,7,0,4,18295,65,0,Dyn_only
54,14,1,4,18504,65,58,Dyn_only
54,7,0,4,18611,65,0,Dyn_only
55,14,1,4,18777,64,52,Dyn_only
55,7,0,4,18833,64,0,Dyn_only
56,14,1,4,19052,64,53,Dyn_only
56,7,0,4,19146,64,0,Dyn_only
57,14,1,4,19360,62,47,Dyn_only
57,7,0,4,19552,62,0,Dyn_only
58,14,1,4,20443,67,57,Dyn_only
58,7,0,4,20507,67,0,Dyn_only
59,14,1,4,20726,67,59,Dyn_only
59,7,0,4,20810,67,0,Dyn_only
60,14,1,4,21005,71,55,Dyn_only
60,7,0,4,21066,71,0,Dyn_only
61,14,1,4,21273,71,60,Dyn_only
61,7,0,4,21345,71,0,Dyn_only
62,14,1,4,21540,72,63,Dyn_only
62,7,0,4,21582,72,0,Dyn_only
63,14,1,4,21821,72,66,Dyn_only
63,7,0,4,21879,72,0,Dyn_only
64,14,1,4,22092,73,70,Dyn_only
64,7,0,4,22186,73,0,Dyn_only
65,14,1,4,22378,73,66,Dyn_only
65,7,0,4,22461,73,0,Dyn_only
66,14,1,4,22676,74,79,Dyn_only
66,7,0,4,22922,74,0,Dyn_only
67,14,1,4,23251,77,79,Dyn_only
67,7,0,4,23507,77,0,Dyn_only
68,14,1,4,23838,76,73,Dyn_only
68,7,0,4,24083,76,0,Dyn_only
69,14,1,4,24432,74,74,Dyn_only
69,7,0,4,24688,74,0,Dyn_only
70,14,1,4,25015,72,79,Dyn_only
70,7,0,4,25307,72,0,Dyn_only
71,14,1,4,25616,84,78,Dyn_only
71,7,0,4,25813,84,0,Dyn_only
72,14,1,4,26243,84,66,Dyn_only
72,7,0,4,26476,84,0,Dyn_only
