RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,14,1,4,0,79,80,High
2,14,1,4,292,78,87,High
1,12,0,4,341,79,0,High
3,14,1,4,572,79,86,High
2,12,0,4,620,78,0,High
4,14,1,4,858,76,80,High
3,12,0,4,901,79,0,High
5,14,1,4,1137,72,77,High
4,12,0,4,1188,76,0,High
6,14,1,4,1421,67,56,High
5,12,0,4,1421,72,0,High
6,12,0,4,1489,67,0,High
7,14,1,4,1717,67,64,High
7,12,0,4,1796,67,0,High
8,14,1,4,2008,67,69,High
8,12,0,4,2075,67,0,High
9,14,1,4,2301,79,88,High
10,14,1,4,2585,78,88,High
9,12,0,4,2595,79,0,High
11,14,1,4,2877,79,92,High
10,12,0,4,2888,78,0,High
12,14,1,4,3161,76,90,High
11,12,0,4,3175,79,0,High
13,14,1,4,3447,72,90,High
12,12,0,4,3471,76,0,High
14,14,1,4,3727,76,83,High
13,12,0,4,3786,72,0,High
15,14,1,4,4002,79,87,High
14,12,0,4,4058,76,0,High
16,14,1,4,4282,84,84,High
15,12,0,4,4302,79,0,High
17,14,1,4,4573,83,73,High
16,12,0,4,4660,84,0,High
18,14,1,4,4849,81,64,High
17,12,0,4,4854,83,0,High
18,12,0,4,4918,81,0,High
19,14,1,4,5137,81,59,High
19,12,0,4,5223,81,0,High
20,14,1,4,5412,81,65,High
20,12,0,4,5506,81,0,High
21,14,1,4,5702,83,90,High
22,14,1,4,5983,81,93,High
21,12,0,4,5998,83,0,High
23,14,1,4,6253,84,94,High
22,12,0,4,6295,81,0,High
24,14,1,4,6543,81,93,High
23,12,0,4,6615,84,0,High
25,14,1,4,6824,78,88,High
24,12,0,4,6877,81,0,High
26,14,1,4,7095,79,87,High
25,12,0,4,7139,78,0,High
26,12,0,4,7267,79,0,High
27,14,1,4,7401,79,81,High
27,12,0,4,7781,79,0,High
28,14,1,4,7966,79,74,High
28,12,0,4,8641,79,0,High
29,14,1,4,9122,77,53,High
29,12,0,4,9166,77,0,High
30,14,1,4,9412,77,53,High
30,12,0,4,9470,77,0,High
31,14,1,4,9676,76,56,High
31,12,0,4,9728,76,0,High
32,14,1,4,9952,76,51,High
32,12,0,4,10037,76,0,High
33,14,1,4,10267,74,57,High
33,12,0,4,10983,74,0,High
34,14,1,4,11382,79,58,High
34,12,0,4,11948,79,0,High
35,14,1,4,11961,77,66,High
35,12,0,4,12451,77,0,High
36,14,1,4,12540,76,68,High
36,12,0,4,12602,76,0,High
37,14,1,4,12819,76,66,High
37,12,0,4,12897,76,0,High
38,14,1,4,13096,76,66,High
38,12,0,4,13173,76,0,High
39,14,1,4,13377,76,71,High
39,12,0,4,13446,76,0,High
40,14,1,4,13655,81,84,High
41,14,1,4,13946,77,89,High
40,12,0,4,14018,81,0,High
42,14,1,4,14227,76,86,High
41,12,0,4,14276,77,0,High
43,14,1,4,14505,74,85,High
42,12,0,4,14545,76,0,High
44,14,1,4,14792,76,86,High
43,12,0,4,14801,74,0,High
45,14,1,4,15059,79,84,High
44,12,0,4,15098,76,0,High
46,14,1,4,15344,74,82,High
45,12,0,4,15402,79,0,High
47,14,1,4,15632,71,76,High
46,12,0,4,15647,74,0,High
47,12,0,4,15877,71,0,High
48,14,1,4,15895,72,62,High
48,12,0,4,15952,72,0,High
49,14,1,4,16181,72,58,High
49,12,0,4,16241,72,0,High
50,14,1,4,16451,74,55,High
50,12,0,4,16504,74,0,High
51,14,1,4,16731,74,58,High
51,12,0,4,16821,74,0,High
52,14,1,4,17051,76,52,High
52,12,0,4,17668,76,0,High
53,14,1,4,18217,65,56,High
53,12,0,4,18275,65,0,High
54,14,1,4,18504,65,55,High
54,12,0,4,18593,65,0,High
55,14,1,4,18777,64,60,High
55,12,0,4,18840,64,0,High
56,14,1,4,19052,64,52,High
56,12,0,4,19141,64,0,High
57,14,1,4,19360,62,55,High
57,12,0,4,19918,62,0,High
58,14,1,4,20443,67,57,High
58,12,0,4,20509,67,0,High
59,14,1,4,20726,67,59,High
59,12,0,4,20783,67,0,High
60,14,1,4,21005,71,62,High
60,12,0,4,21061,71,0,High
61,14,1,4,21273,71,60,High
61,12,0,4,21348,71,0,High
62,14,1,4,21540,72,69,High
62,12,0,4,21637,72,0,High
63,14,1,4,21821,72,70,High
63,12,0,4,21923,72,0,High
64,14,1,4,22092,73,76,High
64,12,0,4,22200,73,0,High
65,14,1,4,22378,73,74,High
65,12,0,4,22495,73,0,High
66,14,1,4,22676,74,89,High
67,14,1,4,23251,77,89,High
66,12,0,4,23291,74,0,High
68,14,1,4,23838,76,91,High
67,12,0,4,23849,77,0,High
69,14,1,4,24432,74,94,High
68,12,0,4,24483,76,0,High
69,12,0,4,24935,74,0,High
70,14,1,4,25015,72,90,High
71,14,1,4,25616,84,88,High
70,12,0,4,25624,72,0,High
71,12,0,4,26009,84,0,High
72,14,1,4,26243,84,91,High
72,12,0,4,27094,84,0,High
