RowNr,Instance,KeyOnOff,Stimuli,TimeStamp,Pitch,Velocity,Category
1,3,1,3,0,79,68,Low
1,3,0,3,67,79,0,Low
2,3,1,3,306,78,67,Low
2,3,0,3,370,78,0,Low
3,3,1,3,603,79,70,Low
3,3,0,3,646,79,0,Low
4,3,1,3,904,76,67,Low
4,3,0,3,947,76,0,Low
5,3,1,3,1199,72,71,Low
5,3,0,3,1272,72,0,Low
6,3,1,3,1501,67,70,Low
6,3,0,3,1577,67,0,Low
7,3,1,3,1793,67,72,Low
7,3,0,3,1846,67,0,Low
8,3,1,3,2089,67,73,Low
8,3,0,3,2154,67,0,Low
9,3,1,3,2400,79,74,Low
9,3,0,3,2462,79,0,Low
10,3,1,3,2705,78,68,Low
10,3,0,3,2774,78,0,Low
11,3,1,3,3005,79,71,Low
11,3,0,3,3057,79,0,Low
12,3,1,3,3301,76,68,Low
12,3,0,3,3360,76,0,Low
13,3,1,3,3603,72,72,Low
13,3,0,3,3654,72,0,Low
14,3,1,3,3892,76,74,Low
14,3,0,3,3952,76,0,Low
15,3,1,3,4186,79,73,Low
15,3,0,3,4228,79,0,Low
16,3,1,3,4483,84,78,Low
16,3,0,3,4529,84,0,Low
17,3,1,3,4784,83,74,Low
17,3,0,3,4833,83,0,Low
18,3,1,3,5081,81,70,Low
18,3,0,3,5128,81,0,Low
19,3,1,3,5368,81,70,Low
19,3,0,3,5417,81,0,Low
20,3,1,3,5659,81,67,Low
20,3,0,3,5700,81,0,Low
21,3,1,3,5949,83,70,Low
21,3,0,3,5997,83,0,Low
22,3,1,3,6251,81,69,Low
22,3,0,3,6300,81,0,Low
23,3,1,3,6539,84,74,Low
23,3,0,3,6591,84,0,Low
24,3,1,3,6840,81,71,Low
24,3,0,3,6884,81,0,Low
25,3,1,3,7135,78,70,Low
25,3,0,3,7240,78,0,Low
26,3,1,3,7431,79,72,Low
26,3,0,3,7475,79,0,Low
27,3,1,3,7738,79,69,Low
27,3,0,3,7816,79,0,Low
28,3,1,3,8345,79,68,Low
28,3,0,3,8481,79,0,Low
29,3,1,3,9609,77,76,Low
29,3,0,3,9664,77,0,Low
30,3,1,3,9915,77,69,Low
30,3,0,3,9970,77,0,Low
31,3,1,3,10205,76,73,Low
31,3,0,3,10270,76,0,Low
32,3,1,3,10494,76,71,Low
32,3,0,3,10550,76,0,Low
33,3,1,3,10807,74,70,Low
33,3,0,3,11270,74,0,Low
34,3,1,3,12058,79,73,Low
34,3,0,3,12235,79,0,Low
35,3,1,3,12673,77,67,Low
35,3,0,3,12835,77,0,Low
36,3,1,3,13254,76,73,Low
36,3,0,3,13330,76,0,Low
37,3,1,3,13552,76,73,Low
37,3,0,3,13612,76,0,Low
38,3,1,3,13843,76,76,Low
38,3,0,3,13935,76,0,Low
39,3,1,3,14123,76,71,Low
39,3,0,3,14215,76,0,Low
40,3,1,3,14431,81,72,Low
40,3,0,3,14476,81,0,Low
41,3,1,3,14734,77,67,Low
41,3,0,3,14781,77,0,Low
42,3,1,3,15016,76,68,Low
42,3,0,3,15067,76,0,Low
43,3,1,3,15306,74,69,Low
43,3,0,3,15355,74,0,Low
44,3,1,3,15602,76,70,Low
44,3,0,3,15662,76,0,Low
45,3,1,3,15894,79,69,Low
45,3,0,3,15975,79,0,Low
46,3,1,3,16184,74,70,Low
46,3,0,3,16249,74,0,Low
47,3,1,3,16483,71,69,Low
47,3,0,3,16539,71,0,Low
48,3,1,3,16776,72,71,Low
48,3,0,3,16860,72,0,Low
49,3,1,3,17064,72,73,Low
49,3,0,3,17110,72,0,Low
50,3,1,3,17364,74,73,Low
50,3,0,3,17401,74,0,Low
51,3,1,3,17647,74,75,Low
51,3,0,3,17702,74,0,Low
52,3,1,3,17962,76,66,Low
52,3,0,3,18448,76,0,Low
53,3,1,3,19216,65,76,Low
53,3,0,3,19326,65,0,Low
54,3,1,3,19512,65,74,Low
54,3,0,3,19581,65,0,Low
55,3,1,3,19808,64,77,Low
55,3,0,3,19864,64,0,Low
56,3,1,3,20100,64,72,Low
56,3,0,3,20158,64,0,Low
57,3,1,3,20404,62,69,Low
57,3,0,3,20961,62,0,Low
58,3,1,3,21592,67,74,Low
58,3,0,3,21685,67,0,Low
59,3,1,3,21886,67,74,Low
59,3,0,3,21957,67,0,Low
60,3,1,3,22177,71,76,Low
60,3,0,3,22239,71,0,Low
61,3,1,3,22454,71,75,Low
61,3,0,3,22549,71,0,Low
62,3,1,3,22745,72,77,Low
62,3,0,3,22813,72,0,Low
63,3,1,3,23026,72,77,Low
63,3,0,3,23112,72,0,Low
64,3,1,3,23313,73,80,Low
64,3,0,3,23394,73,0,Low
65,3,1,3,23608,73,76,Low
65,3,0,3,23706,73,0,Low
66,3,1,3,23908,74,78,Low
66,3,0,3,24228,74,0,Low
67,3,1,3,24511,77,73,Low
67,3,0,3,24681,77,0,Low
68,3,1,3,25109,76,68,Low
68,3,0,3,25284,76,0,Low
69,3,1,3,25698,74,69,Low
69,3,0,3,25893,74,0,Low
70,3,1,3,26327,72,71,Low
70,3,0,3,26685,72,0,Low
71,3,1,3,26962,84,76,Low
71,3,0,3,27086,84,0,Low
72,3,1,3,27629,84,76,Low
72,3,0,3,27902,84,0,Low
