expMode,trialNumber,midFile,ratingCategory,rating,RT1 (manual),RT2 (ratingScale),ratingOrder,subjectNumber,date,globalClock
practice, 1, ./practice/demo_3.mid, dynamics, 3, 29.966985180000847, 29.953, dynamics, 3, 2020_Aug_14_1423, 68.1633498830015
practice, 1, ./practice/demo_3.mid, articulation, 5, 5.494320407999112, 5.483, dynamics, 3, 2020_Aug_14_1423, 73.67953982000108
practice, 2, ./practice/demo_2.mid, articulation, 5, 4.971992378001232, 4.958, articulation, 3, 2020_Aug_14_1423, 111.77880477800136
practice, 2, ./practice/demo_2.mid, dynamics, 1, 39.895782280000276, 39.881, articulation, 3, 2020_Aug_14_1423, 151.69495366400042
practice, 3, ./practice/demo_1.mid, dynamics, 1, 5.579065300000366, 5.565, dynamics, 3, 2020_Aug_14_1423, 191.86078420300146
practice, 3, ./practice/demo_1.mid, articulation, 4, 4.669583031000002, 4.655, dynamics, 3, 2020_Aug_14_1423, 196.54916503300046
experiment, 1, ./mid/dyn_3.mid, articulation, 3, 19.10660335099965, 19.093, articulation, 3, 2020_Aug_14_1423, 262.2091075870012
experiment, 1, ./mid/dyn_3.mid, dynamics, 1, 3.7625852119999763, 3.748, articulation, 3, 2020_Aug_14_1423, 265.99245886100107
experiment, 2, ./mid/low_10.mid, dynamics, 1, 3.56093852199956, 3.547, dynamics, 3, 2020_Aug_14_1423, 302.0750547680018
experiment, 2, ./mid/low_10.mid, articulation, 3, 2.4618763830003445, 2.448, dynamics, 3, 2020_Aug_14_1423, 304.5577597850006
experiment, 3, ./mid/high_16.mid, articulation, 5, 102.51814730700062, 102.504, articulation, 3, 2020_Aug_14_1423, 439.7552740810006
experiment, 3, ./mid/high_16.mid, dynamics, 3, 2.6963657870001043, 2.682, articulation, 3, 2020_Aug_14_1423, 442.47141091100093
experiment, 4, ./mid/art_2.mid, articulation, 5, 5.197912525998618, 5.184, articulation, 3, 2020_Aug_14_1423, 479.9094397120007
experiment, 4, ./mid/art_2.mid, dynamics, 1, 4.712880474000485, 4.693, articulation, 3, 2020_Aug_14_1423, 484.64328080200175
experiment, 5, ./mid/high_5.mid, dynamics, 1, 8.019460399000309, 8.005, dynamics, 3, 2020_Aug_14_1423, 524.4534833180005
experiment, 5, ./mid/high_5.mid, articulation, 5, 2.362142052999843, 2.349, dynamics, 3, 2020_Aug_14_1423, 526.8365951340002
experiment, 6, ./mid/dyn_12.mid, dynamics, 1, 2.547679347000667, 2.517, dynamics, 3, 2020_Aug_14_1423, 560.9244187230015
experiment, 6, ./mid/dyn_12.mid, articulation, 3, 2.7954174209990015, 2.765, dynamics, 3, 2020_Aug_14_1423, 563.7410060700004
experiment, 7, ./mid/high_4.mid, articulation, 5, 3.711203180000666, 3.698, articulation, 3, 2020_Aug_14_1423, 599.5679667950008
experiment, 7, ./mid/high_4.mid, dynamics, 1, 24.96051565000016, 24.947, articulation, 3, 2020_Aug_14_1423, 624.5508979760016
experiment, 8, ./mid/dyn_13.mid, articulation, 5, 4.460552239999743, 4.447, articulation, 3, 2020_Aug_14_1423, 661.8497544710008
experiment, 8, ./mid/dyn_13.mid, dynamics, 1, 8.178348280000137, 8.164, articulation, 3, 2020_Aug_14_1423, 670.0498535190018
experiment, 9, ./mid/art_9.mid, articulation, 3, 3.480617795999933, 3.467, articulation, 3, 2020_Aug_14_1423, 706.1826005300009
experiment, 9, ./mid/art_9.mid, dynamics, 1, 3.3310026569997717, 3.317, articulation, 3, 2020_Aug_14_1423, 709.5329418550009
experiment, 10, ./mid/art_16.mid, dynamics, 1, 4.123376626999743, 4.11, dynamics, 3, 2020_Aug_14_1423, 746.2819130200005
experiment, 10, ./mid/art_16.mid, articulation, 3, 4.044601702998989, 4.029, dynamics, 3, 2020_Aug_14_1423, 750.3483924400007
experiment, 11, ./mid/dyn_10.mid, dynamics, 1, 9.731366443000297, 9.718, dynamics, 3, 2020_Aug_14_1423, 792.6309941510008
experiment, 11, ./mid/dyn_10.mid, articulation, 3, 6.678621552999175, 6.665, dynamics, 3, 2020_Aug_14_1423, 799.3306687510012
experiment, 12, ./mid/dyn_11.mid, dynamics, 2, 6.122711897000045, 6.109, dynamics, 3, 2020_Aug_14_1423, 837.9298609140005
experiment, 12, ./mid/dyn_11.mid, articulation, 3, 4.578966446999402, 4.564, dynamics, 3, 2020_Aug_14_1423, 842.5294018140012
experiment, 13, ./mid/dyn_9.mid, articulation, 3, 2.2960835920002864, 2.281, articulation, 3, 2020_Aug_14_1423, 876.4119998490005
experiment, 13, ./mid/dyn_9.mid, dynamics, 1, 2.828951195000627, 2.814, articulation, 3, 2020_Aug_14_1423, 879.2621278180013
experiment, 14, ./mid/low_15.mid, dynamics, 1, 3.2351368079998792, 3.221, dynamics, 3, 2020_Aug_14_1423, 916.0447247330012
experiment, 14, ./mid/low_15.mid, articulation, 3, 4.0457454819988925, 4.031, dynamics, 3, 2020_Aug_14_1423, 920.1112684040017
experiment, 15, ./mid/dyn_5.mid, articulation, 3, 2.6287218159995973, 2.615, articulation, 3, 2020_Aug_14_1423, 954.1605830920016
experiment, 15, ./mid/dyn_5.mid, dynamics, 1, 15.277664051000102, 15.264, articulation, 3, 2020_Aug_14_1423, 969.4597815710003
experiment, 16, ./mid/dyn_14.mid, articulation, 1, 3.1697943819999637, 3.156, articulation, 3, 2020_Aug_14_1423, 1004.2096720190002
experiment, 16, ./mid/dyn_14.mid, dynamics, 1, 23.81135860700124, 23.798, articulation, 3, 2020_Aug_14_1423, 1028.0423944220001
experiment, 17, ./mid/high_8.mid, dynamics, 1, 4.528006389999064, 4.514, dynamics, 3, 2020_Aug_14_1423, 1142.0565758760004
experiment, 17, ./mid/high_8.mid, articulation, 3, 3.594732194998869, 3.58, dynamics, 3, 2020_Aug_14_1423, 1145.6731523900016
experiment, 18, ./mid/low_9.mid, dynamics, 1, 3.9376835719995142, 3.924, dynamics, 3, 2020_Aug_14_1423, 1180.9724914870003
experiment, 18, ./mid/low_9.mid, articulation, 3, 1.8279057330000796, 1.814, dynamics, 3, 2020_Aug_14_1423, 1182.821645633001
experiment, 19, ./mid/dyn_15.mid, dynamics, 1, 2.132852847000322, 2.118, dynamics, 3, 2020_Aug_14_1423, 1218.9207475290004
experiment, 19, ./mid/dyn_15.mid, articulation, 2, 7.616869995999878, 7.604, dynamics, 3, 2020_Aug_14_1423, 1226.5541560660004
experiment, 20, ./mid/low_16.mid, dynamics, 1, 7.033802202999141, 7.019, dynamics, 3, 2020_Aug_14_1423, 1265.937048797001
experiment, 20, ./mid/low_16.mid, articulation, 3, 2.050671102000706, 2.03, dynamics, 3, 2020_Aug_14_1423, 1268.0098041820002
experiment, 21, ./mid/low_13.mid, dynamics, 1, 2.482901232000586, 2.468, dynamics, 3, 2020_Aug_14_1423, 1303.1748384110015
experiment, 21, ./mid/low_13.mid, articulation, 3, 1.928045189999466, 1.898, dynamics, 3, 2020_Aug_14_1423, 1305.124518296001
experiment, 22, ./mid/art_5.mid, dynamics, 1, 2.2356986249997135, 2.222, dynamics, 3, 2020_Aug_14_1423, 1338.451986045
experiment, 22, ./mid/art_5.mid, articulation, 5, 1.6120170169997436, 1.598, dynamics, 3, 2020_Aug_14_1423, 1340.0856989940003
experiment, 23, ./mid/high_3.mid, dynamics, 4, 6.622455525999612, 6.609, dynamics, 3, 2020_Aug_14_1423, 1380.451113815001
experiment, 23, ./mid/high_3.mid, articulation, 5, 3.696983296000326, 3.68, dynamics, 3, 2020_Aug_14_1423, 1384.1699517620018
experiment, 24, ./mid/dyn_1.mid, dynamics, 1, 3.319679256999734, 3.306, dynamics, 3, 2020_Aug_14_1423, 1418.7504062970002
experiment, 24, ./mid/dyn_1.mid, articulation, 3, 7.562044440001046, 7.548, dynamics, 3, 2020_Aug_14_1423, 1426.3336893250016
experiment, 25, ./mid/high_13.mid, articulation, 4, 11.954713884999364, 11.942, articulation, 3, 2020_Aug_14_1423, 1526.0311632010016
experiment, 25, ./mid/high_13.mid, dynamics, 1, 2.7448911830015277, 2.73, articulation, 3, 2020_Aug_14_1423, 1528.7977625100011
experiment, 26, ./mid/art_4.mid, dynamics, 1, 4.431373759000053, 4.418, dynamics, 3, 2020_Aug_14_1423, 1609.5345587170013
experiment, 26, ./mid/art_4.mid, articulation, 5, 6.825464030000148, 6.809, dynamics, 3, 2020_Aug_14_1423, 1616.381747112
experiment, 27, ./mid/high_2.mid, articulation, 4, 1.904257931999382, 1.89, articulation, 3, 2020_Aug_14_1423, 1744.8597596750005
experiment, 27, ./mid/high_2.mid, dynamics, 1, 1.7332163250011945, 1.72, articulation, 3, 2020_Aug_14_1423, 1746.6149805320001
experiment, 28, ./mid/low_6.mid, dynamics, 1, 2.5298428980004246, 2.516, dynamics, 3, 2020_Aug_14_1423, 1781.209199244
experiment, 28, ./mid/low_6.mid, articulation, 3, 3.8935718430002453, 3.88, dynamics, 3, 2020_Aug_14_1423, 1785.1247867710008
experiment, 29, ./mid/low_8.mid, articulation, 3, 5.248667452000518, 5.235, articulation, 3, 2020_Aug_14_1423, 1822.4631980810009
experiment, 29, ./mid/low_8.mid, dynamics, 1, 2.3110526140008005, 2.298, articulation, 3, 2020_Aug_14_1423, 1824.7965676370004
