expMode,trialNumber,midFile,ratingCategory,rating,RT1 (manual),RT2 (ratingScale),ratingOrder,subjectNumber,date,globalClock
experiment, 15, ./mid/art_14.mid, articulation, 5, 1.6310275169998931, 1.6, articulation, 1, 2020_Aug_14_1117, 688.638030391
experiment, 15, ./mid/art_14.mid, dynamics, 2, 2.1778725449999, 2.164, articulation, 1, 2020_Aug_14_1117, 690.8379151899999
experiment, 16, ./mid/low_10.mid, dynamics, 2, 3.9132636479998837, 3.9, dynamics, 1, 2020_Aug_14_1117, 726.9036523760001
experiment, 16, ./mid/low_10.mid, articulation, 1, 0.6467489040001055, 0.635, dynamics, 1, 2020_Aug_14_1117, 727.5715779440002
experiment, 17, ./mid/high_5.mid, dynamics, 5, 1.771799115000249, 1.758, dynamics, 1, 2020_Aug_14_1117, 760.0812282799998
experiment, 17, ./mid/high_5.mid, articulation, 5, 0.45014015999959156, 0.437, dynamics, 1, 2020_Aug_14_1117, 760.5529285799998
experiment, 18, ./mid/dyn_4.mid, articulation, 1, 1.6446506430002046, 1.631, articulation, 1, 2020_Aug_14_1117, 793.1802730009999
experiment, 18, ./mid/dyn_4.mid, dynamics, 3, 0.5285767850000411, 0.514, articulation, 1, 2020_Aug_14_1117, 793.7302387939999
experiment, 19, ./mid/high_12.mid, dynamics, 5, 1.2535287800001242, 1.239, dynamics, 1, 2020_Aug_14_1117, 826.8296113309998
experiment, 19, ./mid/high_12.mid, articulation, 5, 0.6325360209998507, 0.619, dynamics, 1, 2020_Aug_14_1117, 827.4844740550002
experiment, 20, ./mid/dyn_14.mid, articulation, 3, 2.285667101999934, 2.272, articulation, 1, 2020_Aug_14_1117, 861.5786749909998
experiment, 20, ./mid/dyn_14.mid, dynamics, 2, 0.7118353199998637, 0.698, articulation, 1, 2020_Aug_14_1117, 862.3120862410001
experiment, 21, ./mid/high_6.mid, dynamics, 1, 4.730962733000069, 4.718, dynamics, 1, 2020_Aug_14_1117, 899.1999657779998
experiment, 21, ./mid/high_6.mid, articulation, 5, 0.9116452470002514, 0.898, dynamics, 1, 2020_Aug_14_1117, 900.133368752
experiment, 22, ./mid/high_9.mid, dynamics, 5, 1.4866320790001737, 1.472, dynamics, 1, 2020_Aug_14_1117, 933.0270913979998
experiment, 22, ./mid/high_9.mid, articulation, 5, 2.5949187279998114, 2.581, dynamics, 1, 2020_Aug_14_1117, 935.643935696
experiment, 23, ./mid/dyn_10.mid, articulation, 1, 2.119200398999965, 2.106, articulation, 1, 2020_Aug_14_1117, 969.493173243
experiment, 23, ./mid/dyn_10.mid, dynamics, 3, 1.1112248930003261, 1.097, articulation, 1, 2020_Aug_14_1117, 970.6259071069999
experiment, 24, ./mid/low_8.mid, dynamics, 1, 1.5144426130000284, 1.501, dynamics, 1, 2020_Aug_14_1117, 1004.1423065019999
experiment, 24, ./mid/low_8.mid, articulation, 1, 0.6781756600003064, 0.664, dynamics, 1, 2020_Aug_14_1117, 1004.8422941909998
experiment, 25, ./mid/high_14.mid, dynamics, 4, 2.6187216040002568, 2.605, dynamics, 1, 2020_Aug_14_1117, 1039.641513396
experiment, 25, ./mid/high_14.mid, articulation, 5, 0.7616488980002032, 0.747, dynamics, 1, 2020_Aug_14_1117, 1040.4248654110002
experiment, 26, ./mid/art_13.mid, dynamics, 1, 1.7361121370004184, 1.722, dynamics, 1, 2020_Aug_14_1117, 1074.5575735460002
experiment, 26, ./mid/art_13.mid, articulation, 5, 0.6496442359998582, 0.636, dynamics, 1, 2020_Aug_14_1117, 1075.229501634
experiment, 27, ./mid/low_1.mid, articulation, 1, 2.905155951999859, 2.891, articulation, 1, 2020_Aug_14_1117, 1109.1734978240002
experiment, 27, ./mid/low_1.mid, dynamics, 2, 1.949888643000122, 1.937, articulation, 1, 2020_Aug_14_1117, 1111.145471415
experiment, 28, ./mid/low_14.mid, articulation, 1, 1.151638420999916, 1.137, articulation, 1, 2020_Aug_14_1117, 1143.5058375150002
experiment, 28, ./mid/low_14.mid, dynamics, 1, 0.5773576500000672, 0.564, articulation, 1, 2020_Aug_14_1117, 1144.10500761
experiment, 29, ./mid/art_8.mid, dynamics, 1, 2.6150752399998964, 2.601, dynamics, 1, 2020_Aug_14_1117, 1178.943555072
experiment, 29, ./mid/art_8.mid, articulation, 5, 1.3384114199998294, 1.324, dynamics, 1, 2020_Aug_14_1117, 1180.304560181
experiment, 30, ./mid/low_7.mid, articulation, 1, 2.6034620110003743, 2.59, articulation, 1, 2020_Aug_14_1117, 1215.8705295219997
experiment, 30, ./mid/low_7.mid, dynamics, 1, 0.5449873059997117, 0.531, articulation, 1, 2020_Aug_14_1117, 1216.4373086760002
experiment, 31, ./mid/art_6.mid, dynamics, 2, 2.6115535779999846, 2.598, dynamics, 1, 2020_Aug_14_1117, 1250.8869735170001
experiment, 31, ./mid/art_6.mid, articulation, 5, 1.0780329340000208, 1.065, dynamics, 1, 2020_Aug_14_1117, 1251.986825986
experiment, 32, ./mid/dyn_16.mid, articulation, 2, 2.446175347999997, 2.433, articulation, 1, 2020_Aug_14_1117, 1285.936217588
experiment, 32, ./mid/dyn_16.mid, dynamics, 3, 1.1000328700001774, 1.069, articulation, 1, 2020_Aug_14_1117, 1287.058468399
experiment, 33, ./mid/art_11.mid, dynamics, 2, 3.1216442340000867, 3.108, dynamics, 1, 2020_Aug_14_1117, 1322.2015340379999
experiment, 33, ./mid/art_11.mid, articulation, 5, 1.1118031949999931, 1.098, dynamics, 1, 2020_Aug_14_1117, 1323.3349961610002
experiment, 34, ./mid/art_15.mid, articulation, 5, 1.3121482330002436, 1.298, articulation, 1, 2020_Aug_14_1117, 1358.0840574559998
experiment, 34, ./mid/art_15.mid, dynamics, 2, 1.195507644999907, 1.181, articulation, 1, 2020_Aug_14_1117, 1359.3010437540001
experiment, 35, ./mid/high_8.mid, articulation, 5, 2.5882024590000583, 2.573, articulation, 1, 2020_Aug_14_1117, 1394.01690142
experiment, 35, ./mid/high_8.mid, dynamics, 2, 0.42772177799997735, 0.413, articulation, 1, 2020_Aug_14_1117, 1394.4668952880002
experiment, 36, ./mid/art_7.mid, dynamics, 2, 1.5470265980002296, 1.534, dynamics, 1, 2020_Aug_14_1117, 1429.171661535
experiment, 36, ./mid/art_7.mid, articulation, 5, 0.5550648019998334, 0.541, dynamics, 1, 2020_Aug_14_1117, 1429.749311306
experiment, 37, ./mid/low_6.mid, articulation, 1, 4.433922534999965, 4.42, articulation, 1, 2020_Aug_14_1117, 1465.8152499110001
experiment, 37, ./mid/low_6.mid, dynamics, 2, 2.1333731550002994, 2.12, articulation, 1, 2020_Aug_14_1117, 1467.9708347629999
experiment, 38, ./mid/dyn_9.mid, articulation, 1, 1.9501520599997093, 1.936, articulation, 1, 2020_Aug_14_1117, 1501.0141615799998
experiment, 38, ./mid/dyn_9.mid, dynamics, 5, 0.8949104349999288, 0.882, articulation, 1, 2020_Aug_14_1117, 1501.9307828719998
experiment, 39, ./mid/dyn_15.mid, dynamics, 2, 2.962273199000265, 2.948, dynamics, 1, 2020_Aug_14_1117, 1537.9296852369998
experiment, 39, ./mid/dyn_15.mid, articulation, 1, 0.5305741460001627, 0.515, dynamics, 1, 2020_Aug_14_1117, 1538.4805606139998
experiment, 40, ./mid/art_10.mid, articulation, 5, 1.4789413250000507, 1.466, articulation, 1, 2020_Aug_14_1117, 1572.434972308
experiment, 40, ./mid/art_10.mid, dynamics, 1, 0.9940959219998149, 0.981, articulation, 1, 2020_Aug_14_1117, 1573.4518670890002
experiment, 41, ./mid/low_5.mid, dynamics, 1, 1.1634828720002588, 1.15, dynamics, 1, 2020_Aug_14_1117, 1605.150746617
experiment, 41, ./mid/low_5.mid, articulation, 1, 0.579770931999974, 0.566, dynamics, 1, 2020_Aug_14_1117, 1605.750733339
experiment, 42, ./mid/high_2.mid, articulation, 5, 1.913785120999819, 1.9, articulation, 1, 2020_Aug_14_1117, 1639.661512918
experiment, 42, ./mid/high_2.mid, dynamics, 5, 0.6491593370001283, 0.636, articulation, 1, 2020_Aug_14_1117, 1640.3333024620001
experiment, 43, ./mid/low_9.mid, articulation, 1, 2.449803116000112, 2.435, articulation, 1, 2020_Aug_14_1117, 1673.9274567759999
experiment, 43, ./mid/low_9.mid, dynamics, 1, 1.5660056290003013, 1.552, articulation, 1, 2020_Aug_14_1117, 1675.516012899
experiment, 44, ./mid/high_15.mid, articulation, 5, 1.2548156220000237, 1.241, articulation, 1, 2020_Aug_14_1117, 1710.0267670409999
experiment, 44, ./mid/high_15.mid, dynamics, 1, 0.8997166690000995, 0.886, articulation, 1, 2020_Aug_14_1117, 1710.948796047
experiment, 45, ./mid/dyn_12.mid, articulation, 1, 3.197398993999741, 3.182, articulation, 1, 2020_Aug_14_1117, 1745.1922680869998
experiment, 45, ./mid/dyn_12.mid, dynamics, 5, 0.76120515599996, 0.747, articulation, 1, 2020_Aug_14_1117, 1745.975753064
experiment, 46, ./mid/art_9.mid, articulation, 5, 2.7858669180000106, 2.771, articulation, 1, 2020_Aug_14_1117, 1780.4416126699998
experiment, 46, ./mid/art_9.mid, dynamics, 2, 1.7996789869998793, 1.769, articulation, 1, 2020_Aug_14_1117, 1782.2638195619998
experiment, 47, ./mid/high_4.mid, articulation, 5, 2.477073343000484, 2.463, articulation, 1, 2020_Aug_14_1117, 1816.123992805
experiment, 47, ./mid/high_4.mid, dynamics, 2, 2.3826027580007576, 2.369, articulation, 1, 2020_Aug_14_1117, 1818.5295605379997
experiment, 48, ./mid/dyn_13.mid, dynamics, 5, 1.9677463130001343, 1.955, dynamics, 1, 2020_Aug_14_1117, 1852.3898708839997
experiment, 48, ./mid/dyn_13.mid, articulation, 1, 0.6448430049995295, 0.63, dynamics, 1, 2020_Aug_14_1117, 1853.0570313079998
experiment, 49, ./mid/low_3.mid, dynamics, 1, 3.6305019780002112, 3.617, dynamics, 1, 2020_Aug_14_1117, 1889.3111349540004
experiment, 49, ./mid/low_3.mid, articulation, 1, 0.5605286289992364, 0.547, dynamics, 1, 2020_Aug_14_1117, 1889.8944696709996
experiment, 50, ./mid/dyn_2.mid, articulation, 2, 3.498724187999869, 3.485, articulation, 1, 2020_Aug_14_1117, 1924.838328117
experiment, 50, ./mid/dyn_2.mid, dynamics, 4, 1.6991582410000774, 1.686, articulation, 1, 2020_Aug_14_1117, 1926.5606860919997
experiment, 51, ./mid/high_16.mid, articulation, 4, 1.6546754500004681, 1.641, articulation, 1, 2020_Aug_14_1117, 1960.1043840069997
experiment, 51, ./mid/high_16.mid, dynamics, 4, 3.5987299710004663, 3.568, articulation, 1, 2020_Aug_14_1117, 1963.7261737549998
experiment, 52, ./mid/art_2.mid, dynamics, 2, 1.997916203999921, 1.984, dynamics, 1, 2020_Aug_14_1117, 1997.4035971969997
experiment, 52, ./mid/art_2.mid, articulation, 5, 0.6990736759998981, 0.686, dynamics, 1, 2020_Aug_14_1117, 1998.125617705
experiment, 53, ./mid/high_3.mid, dynamics, 5, 0.6834881570002835, 0.669, dynamics, 1, 2020_Aug_14_1117, 2031.8859599420002
experiment, 53, ./mid/high_3.mid, articulation, 5, 0.5486098809997202, 0.535, dynamics, 1, 2020_Aug_14_1117, 2032.4582826269998
experiment, 54, ./mid/low_15.mid, dynamics, 1, 0.9534593110001879, 0.938, dynamics, 1, 2020_Aug_14_1117, 2066.7518213739995
experiment, 54, ./mid/low_15.mid, articulation, 1, 0.5799480360001326, 0.566, dynamics, 1, 2020_Aug_14_1117, 2067.3519434
experiment, 55, ./mid/low_16.mid, articulation, 1, 2.1718249120003748, 2.158, articulation, 1, 2020_Aug_14_1117, 2101.2012638979995
experiment, 55, ./mid/low_16.mid, dynamics, 1, 0.598853192000206, 0.585, articulation, 1, 2020_Aug_14_1117, 2101.823064268
experiment, 56, ./mid/dyn_7.mid, dynamics, 5, 2.0788894739998796, 2.065, dynamics, 1, 2020_Aug_14_1117, 2136.916742198
experiment, 56, ./mid/dyn_7.mid, articulation, 1, 0.5995435329996326, 0.586, dynamics, 1, 2020_Aug_14_1117, 2137.538987101
experiment, 57, ./mid/art_3.mid, articulation, 5, 1.3060673820000375, 1.291, articulation, 1, 2020_Aug_14_1117, 2171.933098128
experiment, 57, ./mid/art_3.mid, dynamics, 1, 0.7817975669995576, 0.768, articulation, 1, 2020_Aug_14_1117, 2172.7383669069995
experiment, 58, ./mid/dyn_3.mid, dynamics, 4, 1.8461435720000736, 1.833, dynamics, 1, 2020_Aug_14_1117, 2207.237409951
experiment, 58, ./mid/dyn_3.mid, articulation, 1, 0.45479396600057953, 0.44, dynamics, 1, 2020_Aug_14_1117, 2207.7155319129997
experiment, 59, ./mid/high_10.mid, articulation, 5, 1.4329283119996035, 1.419, articulation, 1, 2020_Aug_14_1117, 2241.4315441420003
experiment, 59, ./mid/high_10.mid, dynamics, 4, 0.8648961489998328, 0.851, articulation, 1, 2020_Aug_14_1117, 2242.3199403340004
experiment, 60, ./mid/dyn_11.mid, dynamics, 2, 2.1270345060002, 2.113, dynamics, 1, 2020_Aug_14_1117, 2276.2640727139997
experiment, 60, ./mid/dyn_11.mid, articulation, 1, 0.5653658510000241, 0.551, dynamics, 1, 2020_Aug_14_1117, 2276.852742839
experiment, 61, ./mid/low_11.mid, articulation, 1, 2.181504264999603, 2.168, articulation, 1, 2020_Aug_14_1117, 2310.801980151
experiment, 61, ./mid/low_11.mid, dynamics, 2, 1.3200478560002011, 1.306, articulation, 1, 2020_Aug_14_1117, 2312.1466710020004
experiment, 62, ./mid/dyn_6.mid, dynamics, 2, 1.6829764740004975, 1.67, dynamics, 1, 2020_Aug_14_1117, 2345.4120343900004
experiment, 62, ./mid/dyn_6.mid, articulation, 1, 0.46447104400067474, 0.451, dynamics, 1, 2020_Aug_14_1117, 2345.900834688
experiment, 63, ./mid/high_13.mid, articulation, 5, 3.8111313489998793, 3.797, articulation, 1, 2020_Aug_14_1117, 2382.0120056289998
experiment, 63, ./mid/high_13.mid, dynamics, 1, 1.2815454640003736, 1.268, articulation, 1, 2020_Aug_14_1117, 2383.316811443
experiment, 64, ./mid/high_7.mid, articulation, 4, 1.129364419999547, 1.115, articulation, 1, 2020_Aug_14_1117, 2417.599367582
experiment, 64, ./mid/high_7.mid, dynamics, 1, 0.6110941180004374, 0.597, articulation, 1, 2020_Aug_14_1117, 2418.23282192
