RowNr,N,Mean,SD,Instance
10,1,0.34,,6
11,1,0.4,,6
12,1,0.188,,6
13,1,0.596,,6
14,1,0.316,,6
15,1,0.176,,6
16,1,0.36,,6
17,1,0.66,,6
18,1,0.196,,6
19,1,0.188,,6
20,1,0.184,,6
21,1,0.32,,6
22,1,0.192,,6
23,1,0.428,,6
24,1,0.196,,6
25,1,0.636,,6
26,1,0.252,,6
27,1,0.372,,6
28,1,0.432,,6
29,1,0.332,,6
30,1,0.236,,6
31,1,0.228,,6
32,1,0.264,,6
33,1,0.476,,6
34,1,0.708,,6
35,1,0.808,,6
36,1,0.348,,6
37,1,0.244,,6
38,1,0.192,,6
39,1,0.312,,6
40,1,0.424,,6
41,1,0.292,,6
42,1,0.212,,6
43,1,0.156,,6
44,1,0.46,,6
45,1,0.168,,6
46,1,0.164,,6
47,1,0.16,,6
48,1,0.204,,6
49,1,0.304,,6
50,1,0.164,,6
51,1,0.22,,6
52,1,0.54,,6
53,1,0.24,,6
54,1,0.348,,6
55,1,0.164,,6
56,1,0.156,,6
57,1,0.532,,6
58,1,0.168,,6
59,1,0.168,,6
60,1,0.18,,6
61,1,0.176,,6
62,1,0.14,,6
63,1,0.128,,6
64,1,0.2,,6
65,1,0.136,,6
66,1,0.872,,6
67,1,0.88,,6
68,1,0.808,,6
69,1,0.696,,6
70,1,0.936,,6
71,1,0.656,,6
72,1,0.764,,6
1,1,0.241758241758242,,7
2,1,0.234432234432234,,7
3,1,0.164835164835165,,7
4,1,0.142857142857143,,7
5,1,0.153846153846154,,7
6,1,0.19047619047619,,7
7,1,0.227106227106227,,7
8,1,0.245421245421245,,7
9,1,0.252747252747253,,7
10,1,0.326007326007326,,7
11,1,0.322344322344322,,7
12,1,0.267399267399267,,7
13,1,0.421245421245421,,7
14,1,0.307692307692308,,7
15,1,0.21978021978022,,7
16,1,0.311355311355311,,7
17,1,0.227106227106227,,7
18,1,0.168498168498169,,7
19,1,0.194139194139194,,7
20,1,0.208791208791209,,7
21,1,0.256410256410256,,7
22,1,0.194139194139194,,7
23,1,0.282051282051282,,7
24,1,0.17948717948718,,7
25,1,0.36996336996337,,7
26,1,0.285714285714286,,7
27,1,0.366300366300366,,7
28,1,0.63003663003663,,7
29,1,0.32967032967033,,7
30,1,0.267399267399267,,7
31,1,0.186813186813187,,7
32,1,0.26007326007326,,7
33,1,1.48717948717949,,7
34,1,0.633699633699634,,7
35,1,0.54945054945055,,7
36,1,0.322344322344322,,7
37,1,0.183150183150183,,7
38,1,0.186813186813187,,7
39,1,0.274725274725275,,7
40,1,0.241758241758242,,7
41,1,0.175824175824176,,7
42,1,0.197802197802198,,7
43,1,0.267399267399267,,7
44,1,0.249084249084249,,7
45,1,0.296703296703297,,7
46,1,0.263736263736264,,7
47,1,0.223443223443223,,7
48,1,0.183150183150183,,7
49,1,0.19047619047619,,7
50,1,0.194139194139194,,7
51,1,0.186813186813187,,7
52,1,1.48351648351648,,7
53,1,0.311355311355311,,7
54,1,0.315018315018315,,7
55,1,0.194139194139194,,7
56,1,0.223443223443223,,7
57,1,1.94139194139194,,7
58,1,0.333333333333333,,7
59,1,0.289377289377289,,7
60,1,0.212454212454212,,7
61,1,0.344322344322344,,7
62,1,0.252747252747253,,7
63,1,0.340659340659341,,7
64,1,0.318681318681319,,7
65,1,0.293040293040293,,7
66,1,1.19047619047619,,7
67,1,0.84981684981685,,7
68,1,0.904761904761905,,7
69,1,1.17582417582418,,7
70,1,1.1978021978022,,7
71,1,0.483516483516484,,7
72,1,1.28571428571429,,7
1,1,0.241758241758242,,8
2,1,0.234432234432234,,8
3,1,0.164835164835165,,8
4,1,0.142857142857143,,8
5,1,0.153846153846154,,8
6,1,0.19047619047619,,8
7,1,0.227106227106227,,8
8,1,0.245421245421245,,8
9,1,0.252747252747253,,8
10,1,0.326007326007326,,8
11,1,0.322344322344322,,8
12,1,0.267399267399267,,8
13,1,0.421245421245421,,8
14,1,0.307692307692308,,8
15,1,0.21978021978022,,8
16,1,0.311355311355311,,8
17,1,0.227106227106227,,8
18,1,0.168498168498169,,8
19,1,0.194139194139194,,8
20,1,0.208791208791209,,8
21,1,0.256410256410256,,8
22,1,0.194139194139194,,8
23,1,0.282051282051282,,8
24,1,0.17948717948718,,8
25,1,0.36996336996337,,8
26,1,0.285714285714286,,8
27,1,0.366300366300366,,8
28,1,0.63003663003663,,8
29,1,0.32967032967033,,8
30,1,0.267399267399267,,8
31,1,0.186813186813187,,8
32,1,0.26007326007326,,8
33,1,1.48717948717949,,8
34,1,0.633699633699634,,8
35,1,0.54945054945055,,8
36,1,0.322344322344322,,8
37,1,0.183150183150183,,8
38,1,0.186813186813187,,8
39,1,0.274725274725275,,8
40,1,0.241758241758242,,8
41,1,0.175824175824176,,8
42,1,0.197802197802198,,8
43,1,0.267399267399267,,8
44,1,0.249084249084249,,8
45,1,0.296703296703297,,8
46,1,0.263736263736264,,8
47,1,0.223443223443223,,8
48,1,0.183150183150183,,8
49,1,0.19047619047619,,8
50,1,0.194139194139194,,8
51,1,0.186813186813187,,8
52,1,1.48351648351648,,8
53,1,0.311355311355311,,8
54,1,0.315018315018315,,8
55,1,0.194139194139194,,8
56,1,0.223443223443223,,8
57,1,1.94139194139194,,8
58,1,0.333333333333333,,8
59,1,0.289377289377289,,8
60,1,0.212454212454212,,8
61,1,0.344322344322344,,8
62,1,0.252747252747253,,8
63,1,0.340659340659341,,8
64,1,0.318681318681319,,8
65,1,0.293040293040293,,8
66,1,1.19047619047619,,8
67,1,0.84981684981685,,8
68,1,0.904761904761905,,8
69,1,1.17582417582418,,8
70,1,1.1978021978022,,8
71,1,0.483516483516484,,8
72,1,1.28571428571429,,8
